Block,Time,CHAMERA1,CHAMERA3,KKNP,NAPP,RAPPC,RSTPSU7,TALA,TEHRI,TelanganaSTPP,DADRI_CRF,KGSU3AND4,NLCIIST1,PARBATI2,RAMPUR,RSTPSU1TO6,SINGRAULI,VALLURNTECL,BRBCL,DHAULIGNGA,JHAJJAR,NNTPP,RAPPD,RIHAND1,RIHAND3,TANAKPUR,UNCHAHAR1,UNCHAHAR4,URI,AURY_GF,DADRI_GF,DADRI_RF,KGSU1AND2,KHSTPP-II,NLCIIST2,SALAL,SASAN,TANDA2,UNCHAHAR2,UNCHAHAR3,ANTA_RF,CHAMERA2,KHSTPP-I,KKNPPU2,KOTESHWR,KUDGI,SINGRAULI_HYDRO,ANTA_GF,DADRI_LF,BSIUL,KISHANGANGA,PARBATI3,RAPPB,SIMHST1,ANTA_LF,AURY_CRF,MAPS,NJPC,NTPL,SEWA2,TALST2,URI2,ANTA_CRF,DADRT2,DULHASTI,FSTPP I & II,KOLDAM,NLCEXP,NLCTS2EXP,RIHAND2,SIMHST2,AURY_LF,AURY_RF
57,14:00-14:15,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,48.55,16.27,45.53,0,10.43,0,1.06,0,0,6.52,2.87,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

58,14:15-14:30,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,48.55,16.27,45.53,0,10.43,0,1.06,0,0,6.52,5.75,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

59,14:30-14:45,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,48.55,16.27,45.53,0,10.43,0,1.06,0,0,6.52,8.63,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

60,14:45-15:00,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,48.55,16.27,45.53,0,10.43,0,1.06,0,0,6.52,8.63,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

61,15:00-15:15,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,4.35,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,48.55,32.53,45.53,0,10.43,0,1.06,0,0,6.52,8.63,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

62,15:15-15:30,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,4.35,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,48.55,32.53,45.53,0,10.43,0,1.06,0,0,6.52,8.63,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

63,15:30-15:45,0,23.33,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,4.35,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,48.55,32.53,45.53,0,10.43,0,1.06,0,0,6.52,8.63,0,0,0,0,0,0,110.67,0,0,0,38.1,0,548.92,59.5,20.8,1.96,0,0,124.58,0,0,80.77

64,15:45-16:00,0,23.33,0,25.77,69.07,0,0,0,0,0,0,0,11.28,3.78,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,4.35,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,48.55,32.53,45.53,0,10.43,0,1.06,0,0,6.52,8.63,0,0,0,0,0,0,95.21,0,0,0,38.1,0,548.92,59.5,20.8,1.96,0,0,124.58,0,0,80.77

65,16:00-16:15,0,23.33,0,25.77,69.07,0,0,0,0,0,0,0,11.28,3.78,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,4.35,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,47.89,32.53,45.53,0,10.43,0,1.06,0,0,6.52,8.63,0,0,0,0,0,0,95.21,0,0,0,38.1,0,548.92,59.5,20.8,1.96,0,0,124.58,0,0,80.77

66,16:15-16:30,12.64,23.33,0,25.77,69.07,0,0,0,0,0,0,0,11.28,3.78,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,4.35,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,47.89,32.53,45.53,0,10.43,0,1.06,0,0,6.52,8.63,4.29,0,0,0,0,0,95.21,0,0,0,38.1,0,548.92,59.5,20.8,4.79,0,0,124.58,0,0,80.77

67,16:30-16:45,12.64,23.33,0,25.77,69.07,0,0,0,0,0,0,0,11.28,3.78,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,4.35,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,45,27.68,47.89,32.53,45.53,0,10.43,0,1.06,0,0,6.52,8.63,18.41,0,0,0,0,0,95.21,0,0,0,38.1,0,548.92,59.5,20.8,3.88,0,0,124.58,0,0,80.77

68,16:45-17:00,13.24,23.33,0,25.77,69.07,0,0,10.75,0,0,0,0,11.28,3.78,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,4.35,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,45,27.68,47.89,32.53,45.53,0,10.43,0,1.06,0,0,13.04,8.63,18.41,0,0,0,0,0,95.21,0,0,0,38.1,0,548.92,59.5,20.8,5.81,0,0,124.58,0,0,80.77

69,17:00-17:15,14.05,23.33,0,25.77,69.07,0,0,10.75,0,0,0,0,15.02,3.78,0,150.34,0,20,10.95,670.67,0,21.66,97.23,130.79,5.64,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,45,27.68,47.89,32.53,45.53,0,10.43,0,1.06,0,0,13.04,8.63,18.41,0,0,0,0,0,95.21,0,6.3,0,38.1,0,548.92,59.5,20.8,7.12,0,0,124.58,0,0,80.77

70,17:15-17:30,14.05,23.33,0,25.77,69.07,0,0,10.75,0,0,0,0,15.02,3.78,0,150.34,0,20,10.95,670.67,0,21.66,97.23,130.79,5.64,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,45,27.68,47.89,32.53,45.53,0,10.43,0,1.06,0,0,13.04,8.63,18.41,0,0,0,0,0,95.21,0,12.61,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

71,17:30-17:45,14.05,23.33,0,25.77,69.07,0,0,21.51,0,0,0,0,22.54,3.78,0,150.34,0,20,10.95,670.67,0,21.66,97.23,130.79,5.64,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,45,27.68,47.89,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.63,19.64,0,0,0,0,0,95.21,0,18.9,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

72,17:45-18:00,25.28,23.33,0,25.77,69.07,0,0,21.51,0,0,0,0,22.54,4.06,0,150.34,0,20,10.95,670.67,0,21.66,97.23,130.79,5.64,21.94,2.1,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,45,27.68,47.89,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.63,19.64,0,0,0,0,0,102.26,0,18.9,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

73,18:00-18:15,26.07,23.33,0,25.77,69.07,0,0,32.26,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,97.23,130.79,3.07,21.94,3.2,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,45,27.68,47.89,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.63,24.55,0,0,0,0,0,138.33,0,18.9,0,40.16,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

74,18:15-18:30,28.1,23.33,0,25.77,69.07,0,0,32.26,0,0,0,0,37.57,5.5,0,150.34,0,20,21.88,670.67,0,21.66,97.23,130.79,3.07,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,45,27.68,48.55,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.63,26.09,0,0,0,0,0,138.33,0,18.9,0,40.16,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

75,18:30-18:45,42.15,23.33,0,25.77,69.07,0,0,32.26,0,0,0,0,37.57,5.5,0,150.34,0,20,43.78,670.67,0,21.66,97.23,130.79,3.07,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,44.5,27.68,48.55,48.81,45.53,0,20.85,0,1.06,0,0,13.04,8.63,15.35,0,0,0,0,0,138.33,0,18.9,0,40.16,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

76,18:45-19:00,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,150.34,0,20,43.78,670.67,0,21.66,97.23,130.79,3.07,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,44.5,27.68,48.55,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,40.16,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

77,19:00-19:15,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,150.34,0,20,43.78,670.67,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,44.5,27.68,49.2,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,40.16,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

78,19:15-19:30,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,150.34,0,20,43.78,670.67,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,44.5,27.68,49.2,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,40.16,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

79,19:30-19:45,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,150.34,0,20,43.78,670.67,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,66.82,393.75,2.66,44.5,27.68,49.2,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,40.16,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

80,19:45-20:00,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,150.34,0,20,43.78,458.07,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,66.82,393.75,2.66,44.5,27.68,49.2,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,40.16,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

81,20:00-20:15,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,150.34,0,20,43.78,458.07,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,65.07,393.75,2.66,44.5,27.68,49.2,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,40.16,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

82,20:15-20:30,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,150.34,0,20,43.78,458.07,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,65.07,393.75,2.66,44.5,27.68,49.2,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,40.16,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

83,20:30-20:45,42.15,35.03,0,25.77,69.07,0,0,32.26,0,0,0,0,30.06,5.5,0,150.34,0,20,43.78,458.07,0,21.66,97.23,130.79,3.72,21.94,2.3,51.34,0,0,98.41,0,148.3,0,65.07,393.75,2.66,44.5,27.68,49.2,48.81,45.53,0,31.28,0,1.06,0,0,13.04,8.63,13.81,0,0,0,0,0,138.33,0,18.9,0,40.16,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

84,20:45-21:00,42.15,35.03,0,25.77,69.07,0,0,32.26,0,0,0,0,30.06,5.5,0,150.34,0,20,43.78,458.07,0,21.66,97.23,130.79,3.72,21.94,2.3,51.34,0,0,98.41,0,148.3,0,65.07,393.75,2.66,44.5,27.68,49.2,48.81,45.53,0,31.28,0,1.06,0,0,13.04,8.63,12.28,0,0,0,0,0,138.33,0,18.9,0,40.16,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

85,21:00-21:15,42.15,35.03,0,25.77,69.07,0,0,32.26,0,0,0,0,30.06,5.5,0,150.34,0,20,43.78,458.07,0,21.66,97.23,130.79,3.72,21.94,2.3,51.34,0,0,98.41,0,148.3,0,65.07,393.75,2.66,44.5,27.68,49.86,48.81,45.53,0,31.28,0,1.06,0,0,13.04,8.63,15.35,0,0,0,0,0,138.33,0,18.9,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

86,21:15-21:30,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,137.54,0,20,43.78,458.07,0,21.66,97.23,130.79,3.72,21.94,2.3,51.34,0,0,98.41,0,148.3,0,65.07,393.75,2.66,44.5,27.68,49.86,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,38.1,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

87,21:30-21:45,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,137.54,0,20,43.78,458.07,0,21.66,97.23,130.79,3.72,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,44.5,27.68,49.86,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,38.1,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

88,21:45-22:00,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,137.54,0,20,43.78,458.07,0,21.66,97.23,130.79,3.72,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,393.75,2.66,44.5,27.68,49.86,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,38.1,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

89,22:00-22:15,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,137.54,0,20,43.78,458.07,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,405,2.66,44.5,27.68,50.51,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,38.1,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

90,22:15-22:30,43.14,36.84,0,25.77,69.07,0,0,32.26,0,0,0,0,45.08,6.5,0,137.54,0,20,43.78,458.07,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,405,2.66,44.5,27.68,50.51,50.39,45.53,0,34.76,0,1.06,0,0,20.46,8.68,78.83,0,0,0,0,0,165.99,0,20.09,0,38.1,0,548.92,60.23,20.8,9.59,0,0,124.58,0,0,80.77

91,22:30-22:45,42.15,35.03,0,25.77,69.07,0,0,32.26,0,0,0,0,30.06,5.5,0,150.34,0,20,43.78,458.07,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,405,2.66,44.5,27.68,50.51,48.81,45.53,0,20.85,0,1.06,0,0,19.56,8.63,24.55,0,0,0,0,0,138.33,0,12.61,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

92,22:45-23:00,42.15,35.03,0,25.77,69.07,0,0,32.26,0,0,0,0,22.54,5.5,0,150.34,0,20,43.78,458.07,0,21.66,97.23,130.79,0.51,21.94,2.3,51.34,0,0,98.41,0,148.3,0,79.38,405,2.66,44.5,27.68,50.51,48.81,45.53,0,10.43,0,1.06,0,0,19.56,8.63,23.02,0,0,0,0,0,138.33,0,6.3,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

93,23:00-23:15,42.15,35.03,0,25.77,69.07,0,0,32.26,0,0,0,0,22.54,5.5,0,150.34,0,20,10.95,458.07,0,21.66,97.23,130.79,1.15,21.94,2.3,51.34,0,0,98.41,0,140.88,0,76.69,405,2.66,44.5,27.68,50.51,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.63,23.02,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

94,23:15-23:30,42.15,23.33,0,25.77,69.07,0,0,32.26,0,0,0,0,22.54,5.5,0,150.34,0,20,10.95,458.07,0,21.66,97.23,130.79,1.15,21.94,2.3,51.34,0,0,98.41,0,133.54,0,76.69,405,2.66,44.5,27.68,50.51,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.63,23.02,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

95,23:30-23:45,42.15,23.33,0,25.77,69.07,0,0,32.26,0,0,0,0,22.54,5.5,0,150.34,0,20,10.95,458.07,0,21.66,97.23,130.79,1.15,21.94,2.3,51.34,0,0,98.41,0,126.19,0,76.69,405,2.66,44.5,27.68,50.51,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.63,33.76,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

96,23:45-24:00,42.15,23.33,0,25.77,69.07,0,0,32.26,0,0,0,0,22.54,5.5,0,150.34,0,20,10.95,458.07,0,21.66,97.23,130.79,1.15,21.94,2.3,51.34,0,0,98.41,0,118.86,0,76.69,405,2.66,44.5,27.68,50.51,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.63,33.76,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,9.59,0,0,124.58,0,0,80.77

