Block,Time Block,BRBCL,DHAULIGNGA,FSTPP I & II,CHAMERA2,DULHASTI,DADRT2,CHAMERA1,KGSU1AND2,BSIUL,JHAJJAR,CHAMERA3,RSTPSU7,RAPPC,SIMHST2,SALAL,SEWA2,RIHAND3,SINGRAULI,RAPPB,RIHAND2,SASAN,RAMPUR,RIHAND1,SIMHST1,PARBATI3,RSTPSU1TO6,SINGRAULI_HYDRO,TANDA2,UNCHAHAR1,URI,UNCHAHAR4,TALST2,TANAKPUR,UNCHAHAR3,TelanganaSTPP,TALA,UNCHAHAR2,TEHRI,ANTA_LF,VALLURNTECL,AURY_GF,DADRI_CRF,ANTA_GF,AURY_RF,URI2,AURY_CRF,DADRI_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,NLCIIST1,NLCIIST2,NTPL,NLCTS2EXP,NNTPP,KHSTPP-I,KOTESHWR,KGSU3AND4,KKNP,KHSTPP-II,KKNPPU2,KOLDAM,KUDGI,KISHANGANGA,MAPS,NJPC,NLCEXP,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
90,22:15-22:30,19.37,40.12,13.85,44.21,53.34,658.44,40.82,0,18.94,384.63,32.68,0,58.33,0,74.27,16.82,123.58,137.31,0,117.88,403.14,3.51,0,0,20.42,0,0,0.74,19.54,42.77,0,0,12.04,24.97,0,9.73,39.82,74.48,0,0,0,0,0,0,32.91,0,0,0,0,0,0,0,0,0,0,0,0,32.63,41.59,0,0,91.44,0,5.18,0,4.18,0,163.35,0,43.34,0,0,0,0,0

91,22:30-22:45,19.37,40.12,13.85,44.21,53.34,658.44,40.82,0,18.94,384.63,32.68,0,58.33,0,74.27,16.82,123.58,137.31,0,117.88,403.14,3.51,0,0,17.01,0,0,0.74,19.54,42.77,0,0,12.04,24.97,0,9.7,39.82,74.48,0,0,0,0,0,0,32.91,0,0,0,0,0,0,0,0,0,0,0,0,32.63,41.59,0,0,91.44,0,5.18,0,4.18,0,163.35,0,43.34,0,0,0,0,0

92,22:45-23:00,19.37,40.12,13.85,44.21,53.34,658.44,40.82,0,18.94,384.63,32.68,0,58.33,0,74.27,16.82,123.58,137.31,0,117.88,403.14,3.51,0,0,17.01,0,0,0.74,19.54,42.77,0,0,12.04,24.97,0,9.73,39.82,74.48,0,0,0,0,0,0,32.91,0,0,0,0,0,0,0,0,0,0,0,0,32.63,41.59,0,0,91.44,0,5.18,0,4.18,0,163.35,0,43.34,0,0,0,0,0

93,23:00-23:15,19.37,39.13,13.85,42.83,52.1,589.76,40.82,0,6.31,391.69,31.07,0,58.33,0,74.27,16.82,123.58,137.31,0,117.88,403.14,3.43,0,0,17.01,0,0,0.74,19.54,42.77,0,0,11.41,24.97,0,9.94,39.82,74.48,0,0,0,0,0,0,32.91,0,0,0,0,0,0,0,0,0,0,0,0,32.63,37.42,0,0,91.44,0,5.18,0,2.79,0,161.84,0,43.34,0,0,0,0,0

94,23:15-23:30,19.37,39.13,13.85,42.83,52.1,589.76,40.82,0,6.31,391.69,31.07,0,58.33,0,74.27,16.82,123.58,137.31,0,117.88,403.14,3.43,0,0,17.01,0,0,0.74,19.91,42.77,0,0,11.41,25.57,0,9.94,39.82,74.48,0,0,0,0,0,0,32.91,0,0,0,0,0,0,0,0,0,0,0,0,32.63,37.42,0,0,91.44,0,5.18,0,2.79,0,161.84,0,43.34,0,0,0,0,0

95,23:30-23:45,18.71,39.13,13.85,42.83,52.1,589.76,40.82,0,6.31,363.01,31.07,0,58.33,0,74.27,16.82,123.58,137.31,0,117.88,403.14,3.43,0,0,17.01,0,0,0.74,17.76,42.77,0,0,11.41,22.94,0,10.02,35.52,74.48,0,0,0,0,0,0,32.91,0,0,0,0,0,0,0,0,0,0,0,0,32.63,37.42,0,0,91.44,0,5.18,0,2.79,0,161.84,0,43.34,0,0,0,0,0

96,23:45-24:00,15.22,39.13,13.85,42.83,52.1,589.76,40.82,0,6.31,363.01,31.07,0,58.33,0,74.27,16.82,123.58,137.31,0,117.88,403.14,3.43,0,0,17.01,0,0,0.74,17.76,42.77,0,0,11.41,22.94,0,9.99,36.44,74.48,0,0,0,0,0,0,32.91,0,0,0,0,0,0,0,0,0,0,0,0,32.63,37.42,0,0,91.44,0,5.18,0,2.79,0,161.84,0,43.34,0,0,0,0,0

