Block,Time,L_NR_2012_04,SH-07,LT-35,L_NR_2019_11,LT-31,LT-36,L_NR_2020_02,SH-06,L_NR_2012_01,L_NR_2012_07,L_NR_2023_04,LT-05,L_NR_2012_02,LT-59,L_NR_2020_07,L_NR_2019_06,L_NR_2020_05,L_NR_2019_19,L_NR_2021_16,L_NR_2021_14,L_NR_2022_10,L_NR_2019_07,L_NR_2021_15,L_NR_2021_12,L_NR_2021_17,L_NR_2022_09,L_NR_2021_13,L_NR_2020_06,L_NR_2018_61,L_NR_2023_07,L_NR_2019_05,L_NR_2022_08,L_NR_2023_10
1,00:00-00:15,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.700000,100.720000,223.450000,9.330000,8.84,0,26.55,0,0,0,27.51,0,0,0,0,27.51,0,8.85,13.06,0,0,6,0

2,00:15-00:30,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.700000,104.980000,223.450000,9.330000,8.48,0,25.44,0,0,0,28.84,0,0,0,0,28.84,0,8.48,7.4,0,0,6,0

3,00:30-00:45,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.700000,109.250000,223.450000,9.330000,8.09,0,24.25,0,0,0,21.42,0,0,0,0,21.42,0,8.08,7.4,0,0,6,0

4,00:45-01:00,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.700000,113.510000,223.450000,9.330000,8,0,24.01,0,0,0,20.74,0,0,0,0,20.74,0,8.01,7.4,0,0,6,0

5,01:00-01:15,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.700000,116.080000,223.450000,9.330000,7.77,0,23.28,0,0,0,20.27,0,0,0,0,20.27,0,7.76,7.4,0,0,6,0

6,01:15-01:30,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.700000,116.080000,223.450000,9.330000,7.74,0,23.2,0,0,0,19.55,0,0,0,0,19.55,0,7.73,7.4,0,0,6,0

7,01:30-01:45,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.440000,30.950000,101.320000,74.170000,29.700000,116.080000,223.450000,9.180000,7.73,0,23.18,0,0,0,18.82,0,0,0,0,18.82,0,7.73,7.4,0,0,6,0

8,01:45-02:00,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.440000,30.950000,101.320000,74.170000,29.700000,116.080000,223.450000,9.180000,7.62,0,22.84,0,0,0,18.18,0,0,0,0,18.18,0,7.61,7.4,0,0,6,0

9,02:00-02:15,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.390000,30.950000,101.320000,74.170000,29.700000,116.080000,223.450000,9.180000,7.42,0,22.28,0,0,0,17.8,0,0,0,0,17.8,0,7.43,7.4,0,0,6,0

10,02:15-02:30,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.390000,30.950000,101.320000,74.170000,29.700000,116.080000,223.450000,9.180000,7.38,0,22.17,0,0,0,17.47,0,0,0,0,17.47,0,7.39,7.4,0,0,6,0

11,02:30-02:45,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.390000,30.950000,101.320000,74.170000,29.700000,116.080000,223.450000,9.180000,7.35,0,22,0,0,0,17.24,0,0,0,0,17.24,0,7.33,7.4,0,0,6,0

12,02:45-03:00,272.050000,30.950000,0.000000,8.700000,0.000000,0.000000,7.390000,30.950000,101.320000,74.170000,29.700000,116.080000,223.450000,9.180000,7,0,21,0,0,0,16.74,0,0,0,0,16.74,0,7,7.4,0,0,6,0

13,03:00-03:15,272.050000,30.950000,0.000000,8.390000,0.000000,0.000000,7.250000,30.950000,101.320000,74.170000,29.700000,116.080000,261.750000,8.870000,7,0,21,0,0,0,16.43,0,0,0,0,16.43,0,7,7.4,0,0,6,0

14,03:15-03:30,272.050000,30.950000,0.000000,8.390000,0.000000,0.000000,7.250000,30.950000,101.320000,74.170000,29.700000,116.080000,261.750000,8.870000,7,0,21,0,0,0,21.88,0,0,0,0,21.88,0,7,7.4,0,0,6,0

15,03:30-03:45,272.050000,30.950000,0.000000,8.390000,0.000000,0.000000,7.250000,30.950000,101.320000,74.170000,29.700000,116.080000,261.750000,8.870000,7,0,21,0,0,0,21.54,0,0,0,0,21.54,0,7,7.4,0,0,6,0

16,03:45-04:00,272.050000,30.950000,0.000000,8.390000,0.000000,0.000000,7.250000,30.950000,101.320000,74.170000,29.700000,116.080000,261.750000,8.870000,7,0,21,0,0,0,21.21,0,0,0,0,21.21,0,7,7.4,0,0,6,0

17,04:00-04:15,272.050000,30.950000,0.000000,8.390000,0.000000,0.000000,7.250000,30.950000,101.320000,74.170000,29.730000,116.080000,261.750000,8.870000,7,0,21,0,0,0,20.89,0,0,0,0,20.89,0,7,7.4,0,0,6,0

18,04:15-04:30,272.050000,30.950000,0.000000,8.390000,0.000000,0.000000,7.250000,30.950000,101.320000,74.170000,29.730000,116.080000,261.750000,8.870000,7,0,21,0,0,0,20.54,0,0,0,0,20.54,0,7,7.4,0,0,6,0

19,04:30-04:45,272.050000,30.950000,0.000000,8.390000,0.000000,0.000000,7.250000,30.950000,101.320000,74.170000,29.730000,116.080000,261.750000,8.250000,7,0,21,0,0,0,20.22,0,0,0,0,20.22,0,7,7.4,0,0,6,0

20,04:45-05:00,272.050000,30.950000,0.000000,8.390000,0.000000,0.000000,7.250000,30.950000,101.320000,74.170000,29.730000,116.080000,261.750000,8.250000,7,0,21,0,0,0,19.69,0,0,0,0,19.69,0,7,7.4,0,0,6,0

21,05:00-05:15,272.050000,30.950000,0.000000,8.080000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.780000,116.080000,261.750000,8.250000,7,0,21,0,0,0,21.22,0,0,0,0,21.22,0,7,7.4,0,0,6,0

22,05:15-05:30,272.050000,30.950000,0.000000,8.080000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.780000,116.080000,261.750000,8.250000,7,0,21,0,0,0,21.35,0,0,0,0,21.35,0,7,7.4,0,0,6,0

23,05:30-05:45,272.050000,30.950000,0.000000,8.080000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.780000,116.080000,261.750000,8.250000,7,0,21,0,0,0,21.07,0,0,0,0,21.07,0,7,7.4,0,0,6,0

24,05:45-06:00,272.050000,30.950000,0.000000,8.080000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.780000,116.080000,261.750000,8.250000,7,0,21,0.214544,0,0.18,20.66,0,0,0,0,20.66,0,7,7.4,0,0,6,0

25,06:00-06:15,272.050000,30.950000,0.000000,8.080000,0.000000,0.000000,7.070000,30.950000,101.320000,74.170000,29.730000,113.230000,261.750000,8.100000,7,4.37,21,0.39008,0.67,1.66,20.21,1.45,0,0,0.33,20.21,0,7,7.4,0,4.32,6,0

26,06:15-06:30,272.050000,30.950000,0.020000,8.080000,0.020000,0.020000,7.070000,30.950000,101.320000,74.170000,29.730000,113.230000,261.750000,8.100000,7,9.5,21,2.09668,2.67,3.79,20.09,3,0.21,0.09,1.33,20.09,0.02,7,7.4,1.3,8.64,6,0.56

27,06:30-06:45,272.050000,30.950000,0.250000,8.080000,0.250000,0.260000,7.070000,30.950000,101.320000,74.170000,29.730000,113.230000,261.750000,8.100000,7,16.16,21,5.919464,4,0.33,19.62,8,0.67,2.44,2,19.62,0.49,7,7.4,4.69,15.55,6,2.01

28,06:45-07:00,272.050000,30.950000,0.760000,8.080000,0.760000,0.780000,7.070000,30.950000,101.320000,74.170000,29.730000,113.230000,261.750000,8.100000,7,30.41,21,10.87348,7.34,1.67,19.45,15,1.9,9.34,3.67,19.45,1.87,7,7.4,10.96,24.19,6,4.7

29,07:00-07:15,272.050000,30.950000,1.450000,8.080000,1.450000,1.490000,6.890000,30.950000,101.320000,74.170000,29.730000,113.230000,261.750000,8.100000,7,31.48,21,17.300048,10,3.33,18.8,21.99,3.86,18.62,5,18.8,3.72,7,7.4,19.99,31.48,6,8.57

30,07:15-07:30,272.050000,30.950000,2.260000,8.080000,2.260000,2.320000,6.890000,30.950000,101.320000,74.170000,29.730000,113.230000,261.750000,8.100000,7,28.82,21,24.848096,12.01,6.67,18.02,28.81,6.58,30.8,6,18.02,6.16,7,7,31.29,28.82,6,13.41

31,07:30-07:45,272.050000,30.950000,3.200000,8.080000,3.200000,3.290000,6.890000,30.950000,101.320000,74.170000,29.730000,113.230000,261.750000,8.560000,7,30.33,21,35.341248,16,10,18.15,30.34,9.89,44.92,8,18.15,8.98,7,7,44.66,30.33,6,19.14

32,07:45:08:00,272.050000,30.950000,4.310000,8.080000,4.310000,4.410000,6.890000,30.950000,101.320000,74.170000,29.730000,113.230000,261.750000,8.560000,7,30.83,21,45.239528,20,14.09,18.14,30.84,13.72,61.11,10,18.14,12.22,7,7.4,56,30.83,6,24

33,08:00-08:15,272.050000,30.950000,5.510000,7.920000,5.510000,5.640000,6.890000,30.950000,101.320000,74.170000,29.730000,110.390000,261.750000,8.560000,7,32,21,55.625408,23.33,20.35,14.67,32,17.97,79.11,11.67,14.67,15.82,7,7,66.5,32,6,28.5

34,08:15-08:30,272.050000,30.950000,6.720000,7.920000,6.720000,6.900000,6.890000,30.950000,101.320000,74.170000,29.730000,110.390000,261.750000,8.560000,7,32.33,21,66.206328,26.67,26.94,14.67,32.34,22.24,98.19,13.33,14.67,19.64,7,7,77,32.33,6,33

35,08:30-08:45,272.050000,30.950000,7.980000,7.920000,7.980000,8.180000,6.890000,30.950000,101.320000,74.170000,30.700000,110.390000,261.750000,8.560000,7,32.5,21,76.523944,34,33.74,14.67,32.5,26.18,117.52,17,14.67,23.5,7,7,87.5,32.5,6,37.5

36,08:45:09:00,272.050000,30.950000,9.100000,7.920000,9.100000,9.330000,6.890000,30.950000,101.320000,74.170000,30.700000,110.390000,261.750000,8.560000,7,32.5,21,86.334456,40.67,40.54,14.67,32.5,29.74,136.34,20.33,14.67,27.27,7,7,98,32.5,6,42

37,09:00:09:15,272.050000,30.950000,10.430000,7.920000,10.430000,10.690000,6.740000,30.950000,101.320000,74.170000,26.670000,110.390000,261.750000,8.560000,7,32.5,21,95.462328,46,46.95,13.33,32.5,33.09,154.52,23,13.33,30.9,7,7,112,32.5,6,48

38,09:15-09:30,272.050000,30.950000,11.720000,7.920000,11.720000,12.010000,6.740000,30.950000,101.320000,74.170000,26.670000,110.390000,261.750000,8.560000,7,32.5,21,101.537824,50.67,52.97,13.33,32.5,36.11,171.62,25.33,13.33,34.32,7,7,126,32.5,6,54

39,09:30-09:45,272.050000,30.950000,12.720000,7.920000,12.720000,13.040000,6.740000,30.950000,101.320000,74.170000,26.670000,110.390000,261.750000,8.560000,7,32.67,21,108.617776,56.67,58.63,13.33,32.66,38.69,187.45,28.33,13.33,37.49,7,7,136.5,32.67,6,58.5

40,09:45-10:00,272.050000,30.950000,13.570000,7.920000,13.570000,13.900000,6.740000,30.950000,101.320000,74.170000,27.640000,110.390000,261.750000,8.560000,7,32.67,21,115.51244,60.01,63.91,13.33,32.66,39.8,202.24,30,13.33,40.45,7,7,147,32.67,6,63

41,10:00-10:15,272.050000,30.950000,14.220000,7.690000,14.220000,14.570000,6.740000,30.950000,101.320000,74.170000,28.600000,110.390000,261.750000,8.100000,7,32.67,21,121.441656,64,68.93,13.33,32.66,40,216.16,32,13.33,43.23,7,7,157.5,32.67,6,67.5

42,10:15-10:30,272.050000,30.950000,15.120000,7.690000,15.120000,15.500000,6.740000,30.950000,101.320000,74.170000,28.600000,110.390000,261.750000,8.100000,7,32.67,21,126.619968,67.34,73.51,13.33,32.66,40.8,228.51,33.66,13.33,45.7,7,7,164.5,32.67,6,70.5

43,10:30-10:45,272.050000,30.950000,15.710000,7.690000,15.710000,16.100000,6.740000,30.950000,101.320000,74.170000,28.600000,110.390000,261.750000,8.100000,7,32.67,21,131.476464,70,78,13.33,32.66,41,237.5,35,13.33,47.5,7,7,171.5,32.67,6,73.5

44,10:45-11:00,272.050000,30.950000,16.240000,7.690000,16.240000,16.650000,6.740000,30.950000,101.320000,74.170000,28.600000,110.390000,261.750000,8.100000,6.66,32.67,20,135.533296,73.34,81.67,13.33,32.66,41.7,237.5,36.66,13.33,47.5,6.67,7,175,32.67,6,75

45,11:00-11:15,272.050000,30.950000,16.240000,7.690000,16.240000,16.650000,6.610000,30.950000,101.320000,74.170000,28.600000,112.850000,261.750000,8.100000,6.66,32.67,20,137.083864,75.34,85.07,13.33,32.66,43.5,237.5,37.66,13.33,47.5,6.67,7,178.5,32.67,6,76.5

46,11:15-11:30,272.050000,30.950000,16.240000,7.690000,16.240000,16.650000,6.610000,30.950000,101.320000,74.170000,28.600000,112.850000,261.750000,8.100000,6.66,32.67,20,136.18668,76,87.14,13.33,32.66,44.5,237.5,38,13.33,47.5,6.67,7,182,32.67,6,78

47,11:30-11:45,272.050000,30.950000,16.240000,7.690000,16.240000,16.650000,6.610000,30.950000,101.320000,74.170000,28.600000,112.850000,261.750000,8.100000,6.66,32.67,20,135.338256,76.01,89.1,13.33,32.66,45.5,237.5,38,13.33,47.5,6.67,7,184.1,32.67,6,78.9

48,11:45-12:00,272.050000,30.950000,16.240000,7.690000,16.240000,16.650000,6.610000,30.950000,101.320000,74.170000,28.600000,112.850000,261.750000,8.100000,6.66,32.67,20,134.558096,76,91.14,13.33,32.66,45.5,237.5,38,13.33,47.5,6.67,7,184.1,32.67,6,78.9

49,12:00-12:15,272.050000,30.950000,16.240000,8.080000,16.240000,16.650000,6.610000,30.950000,101.320000,74.170000,28.600000,112.850000,261.750000,8.250000,6.66,32.67,20,134.519088,76,91.26,14.77,32.66,45.5,237.5,38,14.77,47.5,6.67,7,184.1,32.67,6,78.9

50,12:15-12:30,272.050000,30.950000,16.240000,8.080000,16.240000,16.650000,6.610000,30.950000,101.320000,74.170000,28.600000,112.850000,261.750000,8.250000,6.66,32.67,20,134.538592,76,91.38,16.21,32.66,45.5,250,38,16.21,50,6.67,7,184.1,32.67,6,78.9

51,12:30-12:45,272.050000,30.950000,16.240000,8.080000,16.240000,16.650000,6.610000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,7.5,32.67,22.5,134.616608,76,91.49,17.14,32.66,45.5,250,38,17.14,50,7.5,8,184.1,32.67,6.54,78.9

52,12:45-13:00,272.050000,30.950000,16.240000,8.080000,16.240000,16.650000,6.610000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,7.5,32.67,22.5,134.762888,76.01,91.61,17.7,32.66,45.5,250,38,17.7,50,7.5,8,184.1,32.67,6.77,78.9

53,13:00-13:15,272.050000,30.950000,16.240000,8.080000,16.240000,16.650000,6.690000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,7.5,32.67,22.5,134.909168,76,91.14,18.97,32.66,45.5,250,38,18.97,50,7.5,8,184.1,32.67,7.21,78.9

54,13:15-13:30,272.050000,30.950000,16.240000,8.080000,16.240000,16.650000,6.690000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,7.68,32.67,23.02,134.801896,76,90.22,20.41,32.66,45.5,250,38,20.41,50,7.67,8.52,184.1,32.67,7.45,78.9

55,13:30-13:45,272.050000,30.950000,16.240000,8.080000,16.240000,16.650000,6.690000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,8.19,32.67,24.58,134.538592,76,88.77,22.63,32.66,45.5,250,38,22.63,50,8.19,9.59,184.1,32.67,7.79,78.9

56,13:45-14:00,272.050000,30.950000,16.240000,8.080000,16.240000,16.650000,6.690000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,8.56,32.67,25.66,134.275288,76,87.28,23.42,32.66,44,237.5,38,23.42,47.5,8.55,10.15,182,32.67,8.49,78

57,14:00-14:15,272.050000,30.950000,16.240000,8.460000,16.240000,16.650000,6.690000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,8.89,32.67,26.68,131.652,72,85.23,25.21,32.66,41,237.5,36,25.21,47.5,8.9,17.3,180.6,32.67,8.74,77.4

58,14:15-14:30,272.050000,30.950000,15.880000,8.460000,15.880000,16.280000,6.690000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,8.83,32.67,26.49,131.222912,69.34,82.56,26.54,32.66,42,237.5,34.66,26.54,47.5,8.83,21.08,176.4,32.67,9.16,75.6

59,14:30-14:45,272.050000,30.950000,15.390000,8.460000,15.390000,15.790000,6.690000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,9.01,32.67,27.05,130.257464,67.34,79.2,27.36,32.66,41,237.5,33.66,27.36,47.5,9.02,21.5,169.4,32.67,9.7,72.6

