Block,Time,L_NR_2012_04,SH-07,LT-35,L_NR_2019_11,LT-31,LT-36,L_NR_2020_02,SH-06,L_NR_2012_01,L_NR_2012_07,L_NR_2023_04,LT-05,L_NR_2012_02,LT-59,L_NR_2020_07,L_NR_2019_06,L_NR_2020_05,L_NR_2019_19,L_NR_2021_16,L_NR_2021_14,L_NR_2022_10,L_NR_2019_07,L_NR_2021_15,L_NR_2021_12,L_NR_2021_17,L_NR_2022_09,L_NR_2021_13,L_NR_2020_06,L_NR_2018_61,L_NR_2023_07,L_NR_2019_05,L_NR_2022_08,L_NR_2023_10
60,14:45-15:00,272.050000,30.950000,14.800000,8.460000,14.800000,15.170000,6.690000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.250000,9.99,32.67,29.99,123.177512,62.67,75.67,29.32,32.66,39.84,237.15,31.33,29.32,47.43,10,21.94,162.4,32.67,10.32,69.6

61,15:00-15:15,272.050000,30.950000,13.990000,8.460000,13.990000,14.340000,6.840000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.480000,8.53,32.67,25.59,96.096208,58.67,73.59,32.76,32.66,38.7,222.95,29.33,32.76,44.59,8.53,22.74,155.4,32.67,8.82,66.6

62,15:15-15:30,272.050000,30.950000,13.370000,8.850000,13.370000,13.700000,6.840000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.480000,8.68,32.67,26.02,93.190112,56,68.64,22.44,32.66,37.38,212.41,28,22.44,42.48,8.67,18.08,144.9,32.67,9.07,62.1

63,15:30-15:45,272.050000,30.950000,12.390000,8.850000,12.390000,12.700000,6.840000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,8.480000,8.79,32.67,26.39,91.239712,54,64.13,22.89,32.66,35.8,200.1,27,22.89,40.02,8.8,18.48,136.5,32.67,9.39,58.5

64,15:45-16:00,272.050000,30.950000,11.600000,8.850000,11.600000,11.890000,6.840000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,8.480000,8.92,32.67,26.75,86.997592,52,58.94,23.45,32.66,33.78,186.1,26,23.45,37.22,8.91,18.91,126,32.67,9.73,54

65,16:00-16:15,272.050000,30.950000,10.650000,8.850000,10.650000,10.920000,6.510000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.950000,8.85,32.67,26.58,78.610872,47.34,52.97,23.84,32.66,31.29,170.79,23.66,23.84,34.16,8.86,29.7,112,32.67,9.91,48

66,16:15-16:30,272.050000,30.950000,9.570000,8.850000,9.570000,9.810000,6.510000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,8.950000,8.8,32.67,26.4,69.765808,43.34,45.88,24.38,32.66,28.45,153.64,21.66,24.38,30.73,8.8,29.46,98,32.67,10.24,42

67,16:30-16:45,272.050000,30.950000,8.340000,9.610000,8.340000,8.540000,6.510000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.570000,8.72,32.67,26.14,60.910992,40,39.92,24.91,32.66,25.25,136.13,20,24.91,27.22,8.71,29.1,87.5,32.67,10.28,37.5

68,16:45-17:00,272.050000,30.950000,7.160000,9.610000,7.160000,7.340000,6.510000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.570000,8.8,33,26.43,52.95336,36,32.63,25.48,25,21.86,117.46,18,25.48,23.49,8.81,28.14,77,33,10.48,33

69,17:00-17:15,272.050000,30.950000,5.990000,9.610000,5.990000,6.140000,6.970000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.720000,8.85,33,26.55,45.00548,35.34,25.77,29.41,20,18.47,98.74,17.66,29.41,19.75,8.85,27.07,65.1,33,10.57,27.9

70,17:15-17:30,272.050000,30.950000,4.990000,9.610000,4.990000,5.110000,6.970000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.720000,8.92,32.51,26.76,34.600096,38,19.1,29.54,15,17.41,80.55,19,29.54,16.11,8.92,25.06,56,23.83,10.96,24

71,17:30-17:45,272.050000,30.950000,3.870000,9.610000,3.870000,3.970000,6.970000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.720000,9.08,20.11,27.26,24.204464,34.01,12.85,30.59,8.74,13.2,62.41,17,30.59,12.48,9.09,23.05,42,14.3,11.37,18

72,17:45-18:00,272.050000,30.950000,2.890000,9.610000,2.890000,2.970000,6.970000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.720000,9.17,10.5,27.49,18.216736,28.67,6.96,32.33,2.7,9.34,45.83,14.33,32.33,9.16,9.16,29.08,31.5,9.53,11.75,13.5

73,18:00-18:15,272.050000,30.950000,2.020000,10.000000,2.020000,2.080000,7.120000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.810000,9.21,0,27.62,13.379744,22.67,2,32.6,0,6.14,30.81,11.33,32.6,6.16,9.21,28.48,21,0,11,9

74,18:15-18:30,272.050000,30.950000,1.430000,10.000000,1.430000,1.460000,7.120000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.810000,9.33,0,27.98,8.611016,18,0.35,32.81,0,3.72,18.92,9,32.81,3.78,9.32,28.07,14,0,11,6

75,18:30-18:45,272.050000,30.950000,0.750000,10.000000,0.750000,0.770000,7.120000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.810000,11.75,0,35.26,3.471712,12.67,0,35.08,0,2.18,9.91,6.33,35.08,1.98,11.76,27.01,7,0,11,3

76,18:45-19:00,272.050000,30.950000,0.400000,10.000000,0.400000,0.410000,7.120000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.810000,12.05,0,36.17,0.68264,6.67,0,34.88,0,0.96,3.42,3.33,34.88,0.68,12.06,25.01,3.5,0,11,1.5

77,19:00-19:15,272.050000,30.950000,0.090000,10.000000,0.090000,0.090000,7.580000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.960000,12.05,0,36.15,0,3.33,0,34.61,0,0,0.02,1.67,34.61,0,12.05,23.07,0,0,11,0

78,19:15-19:30,272.050000,30.950000,0.000000,10.000000,0.000000,0.000000,7.580000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.960000,12.01,0,36.06,0,0.67,0,34.12,0,0,0.01,0.33,34.12,0,12.02,21.06,0,0,11,0

79,19:30-19:45,272.050000,30.950000,0.000000,10.000000,0.000000,0.000000,7.580000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.960000,16.55,0,49.67,0,0,0,44.29,0,0,0,0,44.29,0,16.56,20.08,0,0,16.01,0

80,19:45-20:00,272.050000,30.950000,0.000000,10.000000,0.000000,0.000000,7.580000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.960000,16.38,0,49.12,0,0,0,44.05,0,0,0,0,44.05,0,16.37,16.11,0,0,16.28,0

81,20:00-20:15,272.050000,30.950000,0.000000,10.000000,0.000000,0.000000,7.820000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.960000,16.33,0,48.97,0,0,0,44.01,0,0,0,0,44.01,0,16.32,13.71,0,0,16.42,0

82,20:15-20:30,272.050000,30.950000,0.000000,10.000000,0.000000,0.000000,7.820000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.960000,16.26,0,48.78,0,0,0,44.05,0,0,0,0,44.05,0,16.26,12.51,0,0,16.55,0

83,20:30-20:45,272.050000,30.950000,0.000000,10.000000,0.000000,0.000000,7.820000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.960000,16.23,0,48.71,0,0,0,44.14,0,0,0,0,44.14,0,16.24,11.11,0,0,16.66,0

84,20:45-21:00,272.050000,30.950000,0.000000,10.000000,0.000000,0.000000,7.820000,30.950000,101.320000,74.170000,29.570000,116.080000,261.750000,9.960000,16.26,0,48.76,0,0,0,44.01,0,0,0,0,44.01,0,16.25,9.71,0,0,16.82,0

85,21:00-21:15,272.050000,30.950000,0.000000,9.610000,0.000000,0.000000,7.820000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.890000,16.5,0,49.49,0,0,0,53.37,0,0,0,0,53.37,0,16.49,8.71,0,0,17.06,0

86,21:15-21:30,272.050000,30.950000,0.000000,9.610000,0.000000,0.000000,7.820000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.890000,18.85,0,56.53,0,0,0,53.25,0,0,0,0,53.25,0,18.84,7.71,0,0,13.42,0

87,21:30-21:45,272.050000,30.950000,0.000000,9.610000,0.000000,0.000000,7.820000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.890000,19.15,0,57.42,0,0,0,53.2,0,0,0,0,53.2,0,19.14,11.71,0,0,12.75,0

88,21:45-22:00,272.050000,30.950000,0.000000,9.610000,0.000000,0.000000,7.820000,30.950000,101.320000,74.170000,28.600000,116.080000,261.750000,9.890000,19.53,0,58.6,0,0,0,53.12,0,0,0,0,53.12,0,19.53,11.53,0,0,12.67,0

89,22:00-22:15,272.050000,30.950000,0.000000,9.380000,0.000000,0.000000,7.720000,30.950000,101.320000,74.170000,27.640000,116.080000,261.750000,9.810000,19.53,0,58.57,0,0,0,52.68,0,0,0,0,52.68,0,19.52,11.66,0,0,12.66,0

90,22:15-22:30,272.050000,30.950000,0.000000,9.380000,0.000000,0.000000,7.720000,30.950000,101.320000,74.170000,27.640000,116.080000,261.750000,9.810000,19.47,0,58.42,0,0,0,52.41,0,0,0,0,52.41,0,19.47,11.54,0,0,12.34,0

91,22:30-22:45,272.050000,30.950000,0.000000,9.380000,0.000000,0.000000,7.720000,30.950000,101.320000,74.170000,27.640000,116.080000,261.750000,9.810000,19.39,0,58.22,0,0,0,63.76,0,0,0,0,63.76,0,19.41,7.4,0,0,12.08,0

92,22:45-23:00,272.050000,30.950000,0.000000,9.380000,0.000000,0.000000,7.720000,30.950000,101.320000,74.170000,27.640000,116.080000,261.750000,9.810000,19.11,0,57.35,0,0,0,63.05,0,0,0,0,63.05,0,19.12,7.4,0,0,11.84,0

93,23:00-23:15,272.050000,30.950000,0.000000,9.380000,0.000000,0.000000,7.720000,30.950000,101.320000,74.170000,26.670000,116.080000,261.750000,9.720000,18.35,0,55.02,0,0,0,61.68,0,0,0,0,61.68,0,18.34,7.4,0,0,11.67,0

94,23:15-23:30,272.050000,30.950000,0.000000,9.380000,0.000000,0.000000,7.720000,30.950000,101.320000,74.170000,26.670000,116.080000,261.750000,9.720000,17.94,0,53.81,0,0,0,61.56,0,0,0,0,61.56,0,17.93,7.4,0,0,11.62,0

95,23:30-23:45,272.050000,30.950000,0.000000,9.380000,0.000000,0.000000,7.720000,30.950000,101.320000,74.170000,26.670000,116.080000,261.750000,9.720000,17.49,0,52.44,0,0,0,60.99,0,0,0,0,60.99,0,17.48,7.4,0,0,11.42,0

