Block,Time,CHAMERA2,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,UNCHAHAR4,URI2,NAPP,SEWA2,JHAJJAR,RIHAND2,UNCHAHAR1,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,KOLDAM,RAPPC,NJPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,KISHANGANGA,CHAMERA1,BSIUL,URI,RAPPB,TANAKPUR,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,79.121693,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.1529,83.664,0,48.878288,0,0,0,73.323684,0,0,0,80.254056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

2,00:15-00:30,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.1529,83.664,0,48.878288,0,0,0,73.323684,0,0,0,80.254056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

3,00:30-00:45,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.1529,83.664,0,48.878288,0,0,0,73.323684,0,0,0,80.254056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

4,00:45-01:00,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.1529,83.664,0,48.878287,0,0,0,73.323684,0,0,0,80.254056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

5,01:00-01:15,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.1529,83.664,0,48.878287,0,0,0,73.323684,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

6,01:15-01:30,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.1529,83.664,0,48.878287,0,0,0,73.323684,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

7,01:30-01:45,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.1529,83.664,0,48.878287,0,0,0,73.323684,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

8,01:45-02:00,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.1529,83.664,0,48.878287,0,0,0,73.323684,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

9,02:00-02:15,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.7934,83.664,0,50.181708,0,0,0,73.323684,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

10,02:15-02:30,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,1.7934,83.664,0,50.181708,0,0,0,73.323684,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

11,02:30-02:45,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,2.4339,83.664,0,50.181708,0,0,0,73.323684,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

12,02:45-03:00,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,422.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,2.4339,83.664,0,50.181708,0,0,0,73.323684,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

13,03:00-03:15,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,482.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,3.0744,80.178,0,50.181708,0,0,0,73.323684,0,0,0,82.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

14,03:15-03:30,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,482.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,3.0744,80.178,0,50.181708,0,0,0,73.323684,0,0,0,82.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

15,03:30-03:45,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,482.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,3.0744,80.178,0,50.181708,0,0,0,73.323684,0,0,0,82.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

16,03:45-04:00,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,482.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,5.560434,42.14808,13.0416,33.12,0,3.0744,80.178,0,50.181708,0,0,0,73.323684,0,0,0,82.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

17,04:00-04:15,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,482.443799,124.384996,22.630299,0,0,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,33.12,0,9.4794,80.178,0,50.181708,0,0,0,73.323684,0,0,0,82.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

18,04:15-04:30,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,482.443799,124.384996,22.630299,0,4.577241,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,33.12,0,9.4794,80.178,0,50.181708,0,0,0,73.323684,0,0,0,82.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

19,04:30-04:45,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,12.533744,482.443799,124.384996,22.630299,0,16.783217,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,33.12,0,3.0744,80.178,0,50.181708,0,0,0,73.323684,0,0,0,82.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

20,04:45-05:00,48.499828,688.715947,59.175403,34.831253,21.768069,3.094586,37.890519,48.71841,11.100229,482.443799,124.384996,22.630299,0,16.783217,6.745516,61.187442,0,27.638981,1.147846,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,33.12,0,3.0744,80.178,0,50.181708,0,0,0,73.323684,0,0,0,82.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,0,20,414

