Time,Block,NR/2024/18445/A/5390,NR/2024/18436/A/5217,NR/2024/18388/A/5205,NER/2024/1922/A/5361,NER/2024/1934/A/5360,WR/2024/21351/A/5364,NR/2024/18673/C,WR/2024/21355/A/5388,Total
,,MANIKARAN,IEXL,ITCLH,APPCPL,APPCPL,APPCPL,NVVNL,MANIKARAN,Total

,,DELHI,MAHARASHTRA,ANDHRA PRADESH,DELHI,DELHI,DELHI,NA,DELHI,
,,BRPL,A_A_Energy_MH_Bio,ITCWIND,BRPL,BYPL,BRPL,SOLAPUR_SOLAR,BRPL,
,,HIMACHAL PRADESH,DELHI,DELHI,MANIPUR,NAGALAND,GOA,DELHI,GOA,
,,HP,MES (Delhi),ITCLH,Manipur_Ben,Nagaland_Ben,GOA_Beneficiary,MES (Delhi),GOA_Beneficiary,
,,North-North,West-East-North,South-West-North,North-East-North East,North-East-North East,North-West,West-North,North-West,
1,00:00-00:15,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

2,00:15-00:30,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

3,00:30-00:45,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

4,00:45-01:00,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

5,01:00-01:15,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

6,01:15-01:30,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

7,01:30-01:45,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

8,01:45-02:00,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

9,02:00-02:15,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

10,02:15-02:30,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

11,02:30-02:45,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

12,02:45-03:00,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

13,03:00-03:15,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

14,03:15-03:30,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

15,03:30-03:45,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

16,03:45-04:00,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

17,04:00-04:15,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

18,04:15-04:30,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

19,04:30-04:45,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

20,04:45-05:00,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

21,05:00-05:15,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

22,05:15-05:30,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

23,05:30-05:45,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

24,05:45-06:00,0.000000,7.710000,0.390000,25.000000,20.000000,0.000000,0,0.000000,53.1

25,06:00-06:15,132.980000,7.710000,0.430000,25.000000,20.000000,0.000000,0,0.000000,186.12

26,06:15-06:30,132.980000,7.710000,0.430000,25.000000,20.000000,0.000000,0,0.000000,186.12

27,06:30-06:45,132.980000,7.710000,0.430000,25.000000,20.000000,0.000000,0,0.000000,186.12

28,06:45-07:00,132.980000,7.710000,0.430000,25.000000,20.000000,0.000000,0,0.000000,186.12

29,07:00-07:15,132.980000,7.710000,0.480000,25.000000,20.000000,0.000000,0.19,0.000000,186.36

30,07:15-07:30,132.980000,7.710000,0.480000,25.000000,20.000000,0.000000,0.52,0.000000,186.69

31,07:30-07:45,132.980000,7.710000,0.480000,25.000000,20.000000,0.000000,0.86,0.000000,187.03

32,07:45:08:00,132.980000,7.710000,0.480000,25.000000,20.000000,0.000000,1.25,0.000000,187.42

33,08:00-08:15,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,1.81,0.000000,188.37

34,08:15-08:30,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,2.45,0.000000,189.01

35,08:30-08:45,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,3.06,0.000000,189.62

36,08:45:09:00,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,3.68,0.000000,190.24

37,09:00:09:15,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,4.3,0.000000,190.86

38,09:15-09:30,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,4.91,0.000000,191.47

39,09:30-09:45,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,5.53,0.000000,192.09

40,09:45-10:00,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,6.01,0.000000,192.57

41,10:00-10:15,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,6.47,0.000000,193.03

42,10:15-10:30,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,6.91,0.000000,193.47

43,10:30-10:45,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,7.32,0.000000,193.88

44,10:45-11:00,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,7.64,0.000000,194.2

45,11:00-11:15,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,7.91,0.000000,194.47

46,11:15-11:30,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.13,0.000000,194.69

47,11:30-11:45,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.3,0.000000,194.86

48,11:45-12:00,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.46,0.000000,195.02

49,12:00-12:15,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.56,0.000000,195.12

50,12:15-12:30,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.57,0.000000,195.13

51,12:30-12:45,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.58,0.000000,195.14

52,12:45-13:00,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.57,0.000000,195.13

53,13:00-13:15,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.5,0.000000,195.06

54,13:15-13:30,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.42,0.000000,194.98

55,13:30-13:45,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,8.08,0.000000,194.64

56,13:45-14:00,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,7.78,0.000000,194.34

57,14:00-14:15,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,7.7,0.000000,194.26

58,14:15-14:30,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,7.49,0.000000,194.05

59,14:30-14:45,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,7.17,0.000000,193.73

60,14:45-15:00,132.980000,7.710000,0.870000,25.000000,20.000000,0.000000,6.74,0.000000,193.3

61,15:00-15:15,132.980000,7.710000,0.670000,25.000000,20.000000,0.000000,6.31,0.000000,192.67

62,15:15-15:30,132.980000,7.710000,0.670000,25.000000,20.000000,0.000000,5.84,0.000000,192.2

63,15:30-15:45,132.980000,7.710000,0.670000,25.000000,20.000000,0.000000,5.41,0.000000,191.77

64,15:45-16:00,132.980000,7.710000,0.670000,25.000000,20.000000,0.000000,4.88,0.000000,191.24

65,16:00-16:15,132.980000,7.710000,0.530000,25.000000,20.000000,0.000000,4.34,0.000000,190.56

66,16:15-16:30,132.980000,7.710000,0.530000,25.000000,20.000000,0.000000,3.75,0.000000,189.97

67,16:30-16:45,132.980000,7.710000,0.530000,25.000000,20.000000,0.000000,3.13,0.000000,189.35

68,16:45-17:00,132.980000,7.710000,0.530000,25.000000,20.000000,0.000000,2.54,0.000000,188.76

69,17:00-17:15,132.980000,7.710000,0.530000,25.000000,20.000000,0.000000,1.95,0.000000,188.17

70,17:15-17:30,132.980000,7.710000,0.530000,25.000000,20.000000,0.000000,1.38,0.000000,187.6

71,17:30-17:45,132.980000,7.710000,0.530000,25.000000,20.000000,0.000000,0.92,0.000000,187.14

72,17:45-18:00,132.980000,7.710000,0.530000,25.000000,20.000000,0.000000,0.51,0.000000,186.73

73,18:00-18:15,132.980000,7.710000,0.530000,25.000000,20.000000,55.000000,0.26,25.000000,266.48

74,18:15-18:30,132.980000,7.710000,0.530000,25.000000,20.000000,55.000000,0.12,25.000000,266.34

75,18:30-18:45,132.980000,7.710000,0.530000,25.000000,20.000000,55.000000,0,25.000000,266.22

76,18:45-19:00,132.980000,7.710000,0.530000,25.000000,20.000000,55.000000,0,25.000000,266.22

77,19:00-19:15,132.980000,7.710000,0.630000,25.000000,20.000000,55.000000,0,25.000000,266.32

78,19:15-19:30,132.980000,7.710000,0.630000,25.000000,20.000000,55.000000,0,25.000000,266.32

79,19:30-19:45,132.980000,7.710000,0.630000,25.000000,20.000000,55.000000,0,25.000000,266.32

80,19:45-20:00,132.980000,7.710000,0.630000,25.000000,20.000000,55.000000,0,25.000000,266.32

81,20:00-20:15,132.980000,7.710000,0.630000,25.000000,20.000000,55.000000,0,25.000000,266.32

82,20:15-20:30,132.980000,7.710000,0.630000,25.000000,20.000000,55.000000,0,25.000000,266.32

83,20:30-20:45,132.980000,7.710000,0.630000,25.000000,20.000000,55.000000,0,25.000000,266.32

84,20:45-21:00,132.980000,7.710000,0.630000,25.000000,20.000000,55.000000,0,25.000000,266.32

85,21:00-21:15,132.980000,7.710000,0.580000,25.000000,20.000000,55.000000,0,25.000000,266.27

86,21:15-21:30,132.980000,7.710000,0.580000,25.000000,20.000000,55.000000,0,25.000000,266.27

87,21:30-21:45,132.980000,7.710000,0.580000,25.000000,20.000000,55.000000,0,25.000000,266.27

88,21:45-22:00,132.980000,7.710000,0.580000,25.000000,20.000000,55.000000,0,25.000000,266.27

89,22:00-22:15,0.000000,7.710000,0.530000,25.000000,20.000000,55.000000,0,0.000000,108.24

90,22:15-22:30,0.000000,7.710000,0.530000,25.000000,20.000000,55.000000,0,0.000000,108.24

91,22:30-22:45,0.000000,7.710000,0.530000,25.000000,20.000000,55.000000,0,0.000000,108.24

92,22:45-23:00,0.000000,7.710000,0.530000,25.000000,20.000000,55.000000,0,0.000000,108.24

93,23:00-23:15,0.000000,7.710000,0.480000,25.000000,20.000000,0.000000,0,0.000000,53.19

94,23:15-23:30,0.000000,7.710000,0.480000,25.000000,20.000000,0.000000,0,0.000000,53.19

95,23:30-23:45,0.000000,7.710000,0.480000,25.000000,20.000000,0.000000,0,0.000000,53.19

96,23:45-24:00,0.000000,7.710000,0.480000,25.000000,20.000000,0.000000,0,0.000000,53.19

