Block,Time,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/31052040/LT-31,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/30122023/31122023/IEX_231227_05964,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/23122023/31122023/HP-21,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/23122023/31122023/HP-17,NR/01102023/06022042/L_NR_2012_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/23122023/31122023/SJVN231223NR1310,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/23122023/31122023/SJVN231223NR1309,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12
7,01:30-01:45,25.370000,1.070000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,55.15,0,18.38,0,0,0,48.16,32.85,0,0,18.38,0,0,0,10.51,19.95,0,0,0,0,0,32.85,0,0

8,01:45-02:00,25.370000,1.070000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,52.7,0,17.57,0,0,0,48.16,32.95,0,0,17.56,0,0,0,10.4,19.87,0,0,0,0,0,32.95,0,0

9,02:00-02:15,25.370000,1.070000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.850000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,50.05,0,16.68,0,0,0,48.16,31.47,0,0,16.69,0,0,0,10.47,18.24,0,0,0,0,0,31.47,0,0

10,02:15-02:30,25.370000,1.070000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.850000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,48.64,0,16.21,0,0,0,48.16,29.87,0,0,16.22,0,0,0,9.92,17.97,0,0,0,0,0,29.87,0,0

11,02:30-02:45,25.370000,1.070000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.850000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,47.84,0,15.95,0,0,0,48.16,26.45,0,0,15.93,0,0,0,9.76,17.92,0,0,0,0,0,26.45,0,0

12,02:45-03:00,25.370000,1.070000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.850000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,46.59,0,15.53,0,0,0,48.16,26.03,0,0,15.53,0,0,0,9.57,17.84,0,0,0,0,0,26.03,0,0

13,03:00-03:15,25.370000,1.070000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.850000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,45.97,0,15.32,0,0,0,48.16,25.66,0,0,15.33,0,0,0,7.34,15.24,0,0,0,0,0,25.66,0,0

14,03:15-03:30,25.370000,1.070000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.850000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,44.45,0,14.82,0,0,0,48.16,25.24,0,0,14.8,0,0,0,7.34,15.46,0,0,0,0,0,25.24,0,0

15,03:30-03:45,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.850000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,41.79,0,13.93,0,0,0,48.16,25.78,0,0,13.93,0,0,0,7.34,13.9,0,0,0,0,0,25.78,0,0

16,03:45-04:00,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.850000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,39.51,0,13.17,0,0,0,48.16,26.27,0,0,13.17,0,0,0,7.34,13.78,0,0,0,0,0,26.27,0,0

17,04:00-04:15,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.770000,96.310000,8.190000,48.160000,1.570000,147.720000,71.650000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,37.75,0,12.58,0,0,0,48.16,26.03,0,0,12.59,0,0,0,7.34,13.67,0,0,0,0,0,26.03,0,0

18,04:15-04:30,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.770000,96.310000,8.190000,48.160000,1.570000,147.720000,67.420000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,36.9,0,12.3,0,0,0,48.16,25.66,0,0,12.31,0,0,0,7.34,13.52,0,0,0,0,0,25.66,0,0

19,04:30-04:45,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.770000,96.310000,8.190000,48.160000,1.570000,147.720000,67.420000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,38.15,0,12.72,0,0,0,48.16,25.24,0,0,12.7,0,0,0,7.34,13.6,0,0,0,0,0,25.24,0,0

20,04:45-05:00,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.770000,96.310000,8.190000,48.160000,1.570000,147.720000,67.420000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,37.13,0,12.38,0,0,0,48.16,25.78,0,0,12.38,0,0,0,7.34,13.73,0,0,0,0,0,25.78,0,0

21,05:00-05:15,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.770000,96.310000,8.190000,48.160000,1.570000,147.720000,67.420000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,41.65,0,13.88,0,0,0,48.16,26.27,0,0,13.88,0,0,0,7.34,17.05,0,0,0,0,0,26.27,0,0

22,05:15-05:30,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.770000,96.310000,8.190000,48.160000,1.570000,147.720000,67.420000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,41.62,0,13.88,0,0,0,48.16,26.82,0,0,13.87,0,0,0,7.34,17.35,0,0,0,0,0,26.82,0,0

23,05:30-05:45,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,192.620000,0.770000,96.310000,8.190000,48.160000,1.570000,147.720000,67.420000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,41.33,0,13.78,0,0,0,48.16,27.5,0,0,13.78,0,0,0,7.34,17.5,0,0,0,0,0,27.5,0,0

24,05:45-06:00,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,231.140000,0.770000,96.310000,8.190000,48.160000,1.570000,147.720000,67.420000,25.370000,0.000000,37.560000,0.000000,114.950000,111.720000,41.28,0,13.76,0,0,0,48.16,27.61,0,0,13.76,0,0,0,7.34,17.78,0,0,0,0,0,27.61,0,0

25,06:00-06:15,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,270.870000,0.770000,96.310000,8.190000,48.160000,1.570000,251.460000,67.420000,25.370000,0.000000,55.860000,0.000000,0.000000,260.610000,40.26,0,13.42,0,0,0,48.16,27.89,0,0,13.43,0,0,0,7.34,17.38,0,0,0,0,0,27.89,0,0

26,06:15-06:30,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,270.870000,0.770000,96.310000,8.190000,48.160000,1.570000,251.460000,67.420000,25.370000,0.000000,55.860000,0.000000,0.000000,260.610000,39.26,0,13.09,0,0,0,48.16,28.18,0,0,13.08,0,0,0,7.34,17.72,0,0,0,0,0,28.18,0,0

27,06:30-06:45,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,270.870000,0.770000,96.310000,8.190000,48.160000,1.570000,251.460000,67.420000,25.370000,0.000000,74.760000,0.000000,0.000000,260.610000,38.33,0,12.78,0,0,0,48.16,28.55,0,0,12.77,0,0,0,7.34,18.02,0,0,1,0,0,28.55,0,0

28,06:45-07:00,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,270.870000,0.770000,96.310000,8.190000,48.160000,1.570000,251.460000,67.420000,25.370000,0.000000,74.760000,0.000000,0.000000,260.610000,37.71,0,12.57,0,0,0,48.16,28.66,0,0,12.57,0,0,0,7.34,18.32,0,0,4,0,0,28.66,0,0

29,07:00-07:15,25.370000,1.070000,0.000000,22.150000,11.560000,0.000000,5.780000,40.450000,14.450000,270.870000,0.770000,96.310000,8.190000,48.160000,1.570000,251.460000,96.310000,25.370000,0.000000,74.760000,0.000000,0.000000,260.610000,37.64,1,12.55,0,0,0,48.16,28.89,0,0,12.54,0,0.311456,1,7.34,17.84,0,0,10,0,0,28.89,0,0

30,07:15-07:30,10.380000,1.070000,0.000000,22.150000,11.560000,0.020000,5.780000,40.450000,14.450000,270.870000,0.770000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,30.820000,0.020000,86.230000,0.020000,0.000000,260.610000,36.96,3,12.32,0,0,0,48.16,28.8,0,0,12.31,0,2.744706,2.23,7.34,17.4,0,0,20,1,0,28.8,0,0

31,07:30-07:45,6.530000,1.070000,0.000000,22.150000,11.560000,0.360000,5.780000,40.450000,14.450000,270.870000,0.770000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,30.820000,0.360000,86.230000,0.370000,0.000000,260.610000,36.81,6.37,12.27,0,2,0,48.16,28.69,0.33,1,12.26,1,6.151256,6.71,7.34,16.96,0,0,30,3,0,28.69,0.19,0.94

32,07:45:08:00,30.820000,1.070000,0.000000,21.190000,11.560000,0.900000,5.780000,40.450000,14.450000,270.870000,0.770000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,30.820000,0.900000,86.230000,0.920000,0.000000,260.610000,32.76,21.75,10.92,0,7,0,48.16,28.56,1,3,10.93,3,10.268315,24.1,7.34,16.53,0,0,24.1,5,2,28.56,1.84,9.2

33,08:00-08:15,30.820000,0.990000,0.000000,0.000000,11.560000,1.580000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,30.820000,1.580000,86.230000,1.610000,0.000000,260.610000,31.45,25.31,10.48,0,14,0,48.16,28.43,6.14,3,10.49,6,15.300276,25.32,7.34,16.79,0,0,25.32,7,5,28.43,4.09,20.47

34,08:15-08:30,30.820000,0.990000,0.000000,0.000000,11.560000,2.300000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,30.820000,2.300000,86.230000,2.360000,0.000000,260.610000,30.98,26.99,10.33,0,18,0,48.16,28.24,14.53,5,10.31,7,21.003814,26.98,7.34,17.21,0,0,26.98,10,8,28.24,6.91,34.58

35,08:30-08:45,30.820000,0.990000,0.000000,0.000000,11.560000,2.990000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,30.820000,2.990000,86.230000,3.070000,0.000000,260.610000,30.98,27.81,10.33,0,25,0,48.16,28.95,10,7,10.31,10,26.921478,27.82,7.34,17.76,0,0,27.82,13,5,28.95,9.15,45.75

36,08:45:09:00,30.820000,0.990000,0.000000,0.000000,11.560000,3.180000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,30.820000,3.180000,86.230000,3.260000,0.000000,260.610000,27.6,28.49,9.2,0,32,0,48.16,29.64,13.33,9,9.2,13,32.780744,28.48,7.34,18.3,0,0,28.48,18,6,29.64,12.18,60.93

37,09:00:09:15,30.820000,0.990000,0.000000,0.000000,11.560000,3.350000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,110.760000,30.820000,3.350000,86.230000,3.440000,0.000000,260.610000,27.77,28.49,9.26,0,39,0,48.16,24.22,16.67,10,9.25,16,38.289622,28.48,7.34,18.25,0,0,28.48,19,7,24.22,15.49,77.45

38,09:15-09:30,30.820000,0.990000,0.000000,0.000000,11.560000,4.120000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,110.760000,30.820000,4.120000,86.230000,4.220000,0.000000,260.610000,27.83,30.49,9.28,0,46,0,48.16,24.53,20,11,9.26,19,44.645271,30.48,7.34,18.26,0,0,30.48,23,9,24.53,19.15,95.78

39,09:30-09:45,30.820000,0.990000,0.000000,0.000000,11.560000,4.880000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,110.760000,6.530000,4.880000,86.230000,5.000000,0.000000,260.610000,27.73,30.49,9.24,0,48,0,48.16,24.62,23.33,12,9.24,20,51.039852,30.48,7.34,18.29,0,0,30.48,23,10,24.62,17.56,87.8

40,09:45-10:00,30.820000,0.990000,0.000000,0.000000,11.560000,5.840000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,110.760000,6.530000,5.840000,86.230000,5.980000,0.000000,260.610000,27.83,30.99,9.28,0,55,0,48.16,24.8,26.67,13,9.26,24,57.434433,30.98,7.34,18.35,0,0,30.98,27,11,24.8,21.73,108.63

41,10:00-10:15,30.820000,1.070000,0.000000,0.000000,11.560000,6.790000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,110.760000,6.530000,6.790000,0.000000,6.960000,0.000000,260.610000,26.83,30.99,8.94,0,56,0,48.16,24.17,30,14,8.94,24,64.383795,30.98,7.34,16,0,0,30.98,28,22,24.17,28.39,141.97

42,10:15-10:30,30.820000,1.070000,0.000000,0.000000,11.560000,5.450000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,110.760000,6.530000,5.450000,0.000000,5.590000,0.000000,260.610000,26.3,30.99,8.77,0,64,0,48.16,24.22,33.33,16,8.76,28,71.897671,30.98,7.34,16,0,0,30.98,31,26,24.22,34.23,171.13

43,10:30-10:45,30.820000,1.070000,0.000000,0.000000,11.560000,6.790000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,6.530000,6.790000,0.000000,6.960000,0.000000,260.610000,27.83,30.99,9.28,0,68,0,48.16,23.86,36.67,17,9.26,29,63.770616,30.98,7.34,16,0,0,30.98,33,28,23.86,40.89,204.47

44,10:45-11:00,30.820000,1.070000,0.000000,0.000000,11.560000,7.750000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.570000,251.460000,117.880000,6.530000,7.750000,0.000000,7.940000,0.000000,260.610000,27.83,30.99,9.28,0,81,0,48.16,23.89,40,19,9.26,34,70.048401,30.98,7.34,16.34,0,0,30.98,38,35,23.89,44.23,221.13

45,11:00-11:15,30.820000,1.150000,0.000000,21.190000,11.560000,8.700000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.620000,251.460000,117.880000,6.530000,8.700000,0.000000,8.920000,0.000000,260.610000,21,31.15,7,28.89,91,0,48.16,20,43.33,22,7,39,75.693541,31.15,7.34,18.85,24.08,0,31.15,43,36,20,45.83,229.17

46,11:15-11:30,30.820000,1.150000,0.000000,21.190000,11.560000,12.710000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.620000,251.460000,117.880000,6.530000,12.710000,0.000000,13.030000,0.000000,260.610000,21,31.15,7,28.89,109,0,48.16,20,46.67,26,7,46,80.618439,31.15,7.34,18.83,24.08,0,31.15,51,39.24,20,45.83,229.17

47,11:30-11:45,30.820000,1.150000,0.000000,21.190000,11.560000,13.350000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.620000,251.460000,117.880000,6.530000,13.350000,0.000000,13.690000,0.000000,260.610000,21,31.49,7,28.89,133,0,48.16,16.67,53.33,33,7,57,85.105352,31.48,7.34,18.71,24.08,0,31.48,67,44.17,16.67,45.83,229.17

48,11:45-12:00,30.820000,1.150000,0.000000,21.190000,11.560000,13.940000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.620000,251.460000,117.880000,23.170000,13.940000,0.000000,14.290000,0.000000,260.610000,21,31.49,7,28.89,161,0,48.16,16.67,63.33,40,7,69,88.881756,31.48,7.34,18.5,24.08,0,31.48,80,44.5,16.67,45.83,229.17

49,12:00-12:15,30.820000,1.150000,0.000000,20.230000,11.560000,15.110000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.620000,251.460000,117.880000,23.170000,15.110000,0.000000,15.490000,0.000000,260.610000,21,31.49,7,28.89,189,0,48.16,13.33,73.33,43,7,81,85.815861,31.48,7.34,21.14,24.08,0,31.48,87,44.5,13.33,45.83,229.17

50,12:15-12:30,30.820000,1.150000,0.000000,20.230000,11.560000,15.110000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.620000,251.460000,117.880000,23.170000,15.110000,0.000000,15.490000,0.000000,260.610000,21,31.49,7,28.89,189,0,48.16,13.33,81.79,43,7,81,88.920688,31.48,7.34,21.13,24.08,0,31.48,87,44.5,13.33,45.83,229.17

51,12:30-12:45,30.820000,1.150000,0.000000,20.230000,11.560000,15.110000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.620000,251.460000,117.500000,23.170000,15.110000,0.000000,15.490000,0.000000,260.610000,21,31.49,7,28.89,186,0,48.16,13.33,82.02,45,7,79,91.061948,31.48,7.34,21.13,24.08,0,31.48,89,44.5,13.33,45.83,229.17

52,12:45-13:00,30.820000,1.150000,0.000000,20.230000,11.560000,15.110000,5.780000,40.450000,14.450000,270.870000,0.850000,96.310000,8.190000,100.880000,1.620000,251.460000,117.500000,23.170000,15.110000,0.000000,15.490000,0.000000,260.610000,21,31.49,7,28.89,186,0,48.16,13.33,81.68,45,7,79,92.482966,31.48,7.34,20.83,24.08,0,31.48,89,44.5,13.33,45.83,229.17

53,13:00-13:15,25.370000,1.220000,0.000000,20.230000,11.560000,15.080000,5.780000,40.450000,14.450000,231.140000,0.930000,96.310000,8.190000,100.880000,1.620000,251.460000,96.310000,25.370000,15.080000,0.000000,15.450000,0.000000,260.610000,21,31.49,7,28.89,186,0,48.16,13.33,81.02,45,7,79,92.677626,31.48,7.34,16.57,24.08,0,31.48,89,45,13.33,46.67,233.33

54,13:15-13:30,25.370000,1.220000,0.000000,19.260000,11.560000,14.990000,5.780000,40.450000,14.450000,192.620000,0.930000,96.310000,8.190000,100.880000,1.620000,251.460000,67.420000,25.370000,14.990000,0.000000,15.370000,0.000000,260.610000,21,31.49,7,28.89,186,0,48.16,13.33,80.18,44,7,79,90.701827,31.48,7.34,16.57,24.08,0,31.48,89,45,13.33,46.67,233.33

55,13:30-13:45,25.370000,1.220000,0.000000,19.260000,11.560000,15.230000,5.780000,40.450000,14.450000,192.620000,0.930000,96.310000,8.190000,100.880000,1.620000,251.460000,67.420000,25.370000,15.230000,0.000000,15.610000,0.000000,260.610000,21,31.49,7,28.89,189,0,48.16,13.33,78.76,44,7,81,76.929632,31.48,7.34,11.74,24.08,0,31.48,88,44.5,13.33,46.67,233.33

56,13:45-14:00,25.370000,1.220000,0.000000,19.260000,11.560000,14.780000,5.780000,40.450000,14.450000,231.140000,0.930000,96.310000,8.190000,100.880000,1.620000,251.460000,67.420000,25.370000,14.780000,0.000000,15.160000,0.000000,260.610000,21,31.49,7,28.89,186,0,48.16,13.33,76.82,43,7,79,75.421017,31.48,7.34,11.54,24.08,0,31.48,86,42.3,13.33,46.67,233.33

57,14:00-14:15,25.370000,1.220000,0.000000,19.260000,11.560000,14.220000,5.780000,40.450000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,67.420000,25.370000,14.220000,0.000000,14.580000,0.000000,260.610000,32.75,31.49,10.92,28.89,182,0,48.16,13.33,80.32,43,10.91,78,73.250558,31.48,7.34,11.34,24.08,0,31.48,85,40.85,13.33,46.67,233.33

58,14:15-14:30,25.370000,1.220000,0.000000,19.260000,11.560000,13.620000,5.780000,40.450000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,67.420000,25.370000,13.620000,0.000000,13.950000,0.000000,260.610000,33.27,31.49,11.09,28.89,175,0,48.16,13.55,77.28,41,11.09,75,70.36959,31.48,7.34,11.14,24.08,0,31.48,81,39.48,13.55,46.67,233.33

59,14:30-14:45,25.370000,1.220000,0.000000,20.230000,11.560000,12.870000,5.780000,40.450000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,67.420000,25.370000,12.870000,0.000000,13.200000,0.000000,260.610000,36.33,31.49,12.11,28.89,172,0,48.16,15.22,73.08,39,12.1,73,66.680783,31.48,12.14,10.94,24.08,0,31.48,77,37.87,15.22,45.83,229.17

60,14:45-15:00,25.370000,1.220000,0.000000,20.230000,11.560000,12.060000,5.780000,40.450000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,67.420000,25.370000,12.060000,0.000000,12.360000,0.000000,260.610000,36.83,31.49,12.27,28.89,161,0,48.16,17.22,68.45,36,12.28,69,62.086807,31.48,12.1,10.46,24.08,0,31.48,72,36.2,17.22,43.62,218.08

