Block,Time,ANTA_CRF,DADRI_RF,AURY_CRF,CHAMERA3,KISHANGANGA,RAPPC,SALAL,RAPPB,DADRI_LF,JHAJJAR,DADRT2,CHAMERA1,URI2,UNCHAHAR1,UNCHAHAR2,SINGRAULI_HYDRO,DULHASTI,KOTESHWR,RIHAND3,DADRI_GF,AURY_RF,PARBATI3,TANDA2,UNCHAHAR4,URI,RIHAND1,BSIUL,UNCHAHAR3,TANAKPUR,ANTA_RF,ANTA_GF,AURY_GF,DHAULIGNGA,KOLDAM,SINGRAULI,DADRI_CRF,AURY_LF,NJPC,ANTA_LF,RAMPUR,SEWA2,KHSTPP-II,BRBCL,CHAMERA2,TALA,FSTPP I & II,KUDGI,SASAN,NAPP,KHSTPP-I,RIHAND2,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,19.092721,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,656.575112,40.765623,33.308488,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,32.309039,0.000000,1.347048,0.000000,36.304819,90.259104,6.338835,19.951982,0.247797,0.000000,0.000000,0.000000,9.257700,1.174722,133.096489,0.000000,0.000000,118.352836,0.000000,1.345921,16.044750,141.463446,11.161004,40.491409,0.000000,17.536430,136.01,337.528620,40.408206,39.859292,115.667448,25.412092,0,0,0,0,0

2,00:15-00:30,0.000000,10.850349,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,656.575112,40.765623,33.308488,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,32.309039,0.000000,1.347048,0.000000,36.304819,90.259104,6.338835,19.951982,0.247797,0.000000,0.000000,0.000000,9.257700,1.067929,133.096489,0.000000,0.000000,118.352836,0.000000,1.345921,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

3,00:30-00:45,0.000000,3.275530,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,656.575112,40.765623,33.308488,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,32.309039,0.000000,1.347048,0.000000,36.304819,90.259104,6.338835,19.951982,0.247797,0.000000,0.000000,0.000000,9.257700,1.067929,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,656.575112,40.765623,33.308488,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,32.309039,0.000000,1.347048,0.000000,36.304819,90.259104,6.338835,19.951982,0.247797,0.000000,0.000000,0.000000,9.257700,0.587361,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,656.575112,27.125124,33.308488,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,32.309039,0.000000,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,9.257700,0.000000,133.096489,0.000000,0.000000,76.665804,0.000000,0.869971,16.044750,141.463446,11.078109,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,656.575112,13.588541,33.308488,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,32.309039,0.000000,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,9.257700,0.000000,133.096489,0.000000,0.000000,76.665804,0.000000,0.869971,16.044750,141.463446,10.774810,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,656.575112,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,32.309039,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,9.257700,0.000000,133.096489,0.000000,0.000000,76.665804,0.000000,0.869971,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,656.575112,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,32.309039,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,9.257700,0.000000,133.096489,0.000000,0.000000,76.665804,0.000000,0.869971,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,618.215283,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.035312,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,9.257700,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,10.421048,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,572.756883,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,38.440397,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,9.257700,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,543.740883,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,38.440397,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,9.257700,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,82.156096,0.000000,0.000000,636.311111,514.724883,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,9.257700,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,560.392101,517.626483,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,18.515401,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,560.392101,492.479283,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,0.000000,0.000000,0.000000,0.000000,18.515401,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,557.341816,426.922263,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,19.951982,1.238983,0.000000,0.000000,0.000000,18.515401,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,550.050509,420.906483,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,15.688396,1.238983,0.000000,0.000000,0.000000,18.515401,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,550.050509,420.906483,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,12.322128,9.292374,0.000000,0.000000,0.000000,18.515401,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,25.412092,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,550.050509,420.906483,13.588541,32.762446,15.911697,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,12.322128,9.292374,0.000000,0.000000,0.000000,18.515401,0.000000,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,16.941394,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,550.050509,420.906483,13.588541,32.762446,10.872489,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,12.322128,9.292374,0.000000,0.000000,0.000000,18.515401,0.213586,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,550.050509,420.906483,27.177082,32.762446,10.872489,41.637960,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,3.238176,1.347048,0.000000,36.304819,90.259104,12.677671,12.322128,9.292374,0.000000,0.000000,0.000000,18.515401,0.587361,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,141.463446,11.161004,40.491409,0.000000,17.545008,136.01,337.528620,40.408206,42.267027,115.667448,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,29.570779,0.704269,53.779742,79.233991,0.000000,0.000000,549.953789,420.906483,27.177082,32.762446,10.746753,27.893274,0.976282,50.282029,8.166506,121.185605,0.000000,0.000000,9.066891,1.347048,0.000000,36.304819,90.259104,12.677671,12.196392,9.292374,0.000000,0.000000,0.000000,18.515401,0.587361,133.096489,0.000000,0.000000,94.682268,0.000000,1.076737,16.044750,119.423086,12.358182,40.491409,0.000000,11.773532,136.01,337.528620,40.408206,28.538687,115.667448,0.000000,0,0,0,0,0

