Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,FSTPP I & II,KHSTPP-II,KHSTPP-I,TALA,BRBCL,SASAN
1,00:00-00:15,68.830275,130.580717,124.384996,0,0.86244,97.055943,22.630299,3.094586,0.779669,41.434281,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.115947,22.286372,39.450269,4.637402,34.831253,0,50.688157,5.560434,48.499828,674.817829,9.222505,74.368,0,0.1281,34.776,42.14808,19.5624,0,76.039376,0,0,0,80.92284,0,0,0,30.630394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.147,148.302375,46.39908,0,20.0018,418.77

2,00:15-00:30,68.830275,130.580717,124.384996,0,0.86244,97.055943,22.630299,3.094586,0.779669,31.075711,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.115947,22.286372,39.450269,2.318701,34.831253,0,50.688157,5.560434,48.499828,674.817829,9.222505,74.368,0,0.1281,34.776,42.14808,19.5624,0,76.039376,0,0,0,80.92284,0,0,0,30.630394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.147,148.302375,46.39908,0,20.0018,418.77

3,00:30-00:45,68.830275,130.580717,124.384996,0,0.86244,97.055943,22.630299,3.094586,0.779669,20.717141,35.154834,27.638981,149.98895,5.534073,22.453313,19.346114,688.115947,22.286372,39.450269,0,34.831253,0,50.688157,5.560434,48.499828,674.817829,9.222505,74.368,0,0.1281,34.776,42.14808,19.5624,0,76.039376,0,0,0,81.591624,0,0,0,30.630394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.147,148.302375,46.39908,0,20.0018,418.77

4,00:45-01:00,68.830275,130.580717,124.384996,0,0.86244,97.055943,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,19.346114,688.115947,22.286372,39.450269,0,34.831253,0,50.688157,5.560434,48.499828,674.817829,9.222505,74.368,0,0.1281,34.776,42.14808,19.5624,0,76.039376,0,0,0,81.591624,0,0,0,30.630394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.147,148.302375,46.39908,0,20.0018,418.77

5,01:00-01:15,68.830275,130.580717,124.384996,0,0.86244,97.055943,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,19.346114,688.115947,22.286372,39.450269,0,34.831253,0,50.688157,5.560434,48.499828,674.817829,9.222505,74.368,0,0.1281,34.776,42.14808,19.5624,0,76.039376,0,0,0,81.591624,0,0,0,30.630394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.147,148.302375,46.39908,0,20.0018,414

6,01:15-01:30,68.830275,130.580717,124.384996,0,0.86244,97.055943,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,19.346114,688.115947,22.286372,39.450269,0,34.831253,0,50.688157,5.560434,48.499828,674.817829,9.222505,74.368,0,0.1281,34.776,42.14808,19.5624,0,76.039376,0,0,0,81.591624,0,0,0,30.630394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.147,148.302375,46.39908,0,20.0018,414

7,01:30-01:45,68.830275,130.580717,124.384996,0,0.86244,97.055943,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,19.346114,688.115947,22.286372,39.450269,0,34.831253,0,50.688157,5.560434,48.499828,674.817829,9.222505,74.368,0,0.1281,34.776,42.14808,19.5624,0,76.039376,0,0,0,81.591624,0,0,0,30.630394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.147,148.302375,46.39908,0,20.0018,414

