Block,Time,KHSTPP-I,KHSTPP-II,KISHANGANGA,RSTPSU1TO6,SIMHST2,SINGRAULI,TALA,DADRI_GF,DHAULIGNGA,KOTESHWR,RIHAND3,SALAL,SIMHST1,URI,ANTA_LF,ANTA_RF,CHAMERA1,CHAMERA2,FSTPP I & II,JHAJJAR,RAMPUR,SASAN,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,UNCHAHAR4,BRBCL,BSIUL,KKNPPU2,RIHAND1,RSTPSU7,TALST2,DADRI_RF,KGSU1AND2,KGSU3AND4,KOLDAM,RAPPC,VALLURNTECL,ANTA_GF,DADRI_CRF,DADRI_LF,DADRT2,NLCIIST1,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPB,RIHAND2,TANAKPUR,TelanganaSTPP,UNCHAHAR3,ANTA_CRF,AURY_GF,KUDGI,NAPP,NJPC,NLCEXP,NNTPP,SEWA2,TANDA2,URI2,AURY_LF,AURY_RF,CHAMERA3,DULHASTI,KKNP,MAPS,NTPL,UNCHAHAR2,AURY_CRF
66,16:15-16:30,33.69,148.3,0,0,0,133.5,0,0,0,8.87,124.33,1.4,0,1.33,0,42.73,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

67,16:30-16:45,33.69,148.3,0,0,0,133.5,0,0,0,8.87,124.33,1.4,0,1.33,0,42.73,0,3.34,20.8,654.3,0,418.77,0,46.68,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,18.94,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

68,16:45-17:00,33.69,148.3,0,0,0,134.25,0,0,0,8.87,124.33,1.4,0,1.33,0,42.73,0,3.34,20.8,654.3,0,418.77,0,46.68,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,37.88,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

69,17:00-17:15,33.69,148.3,0,0,0,134.25,0,0,0,17.75,124.33,1.4,0,1.33,0,43.05,0,3.34,20.8,654.3,0,418.77,0,46.68,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,70.17,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

70,17:15-17:30,33.69,148.3,0,0,0,134.25,0,0,18.27,26.62,124.33,1.4,0,1.33,0,43.37,12.04,7.99,20.8,624.3,0,418.77,0,46.68,10.28,0,20,2.2,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,85.23,0,0,0,0,4.31,0,53.75,1.27,32.96,0,0,0,42.39,0

71,17:30-17:45,33.69,148.3,0,0,0,134.25,0,0,27.41,39.05,124.33,1.4,0,1.33,0,43.89,27.14,31.99,20.8,624.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,116.95,0,0,7.9,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

72,17:45-18:00,33.69,148.3,0,0,0,134.25,0,0,27.41,39.05,124.33,1.4,0,1.33,0,43.89,27.14,31.99,20.8,624.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,116.95,0,0,7.9,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

73,18:00-18:15,33.69,148.3,0,0,0,134.25,0,0,27.41,39.05,124.33,1.4,0,3.31,0,43.89,27.14,31.99,20.8,624.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,1.79,0,26.4,0,0,0,44,116.95,0,0,7.9,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

74,18:15-18:30,33.69,148.3,0,0,0,134.25,0,0,27.41,39.05,124.33,1.4,0,3.31,0,43.89,27.14,31.99,20.8,624.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,1.79,0,26.4,0,0,0,44,116.95,0,0,7.9,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

75,18:30-18:45,33.69,148.3,0,0,0,138.75,0,0,27.41,39.05,124.33,1.4,0,3.31,0,44.1,12.04,31.99,20.8,624.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,1.79,0,26.4,0,0,0,44,116.95,0,0,7.9,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

76,18:45-19:00,33.69,148.3,0,0,0,138.75,0,0,18.27,19.72,124.33,1.4,0,3.31,0,44.1,0,4,20.8,654.3,0,418.77,0,62.24,10.28,0,20,2.2,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,682.79,0,0,0,0,0,118.76,1.79,0,26.4,0,0,0,44,93.56,0,0,0,0,4.31,0,53.75,1.27,32.96,0,0,0,42.39,0

77,19:00-19:15,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,3.31,0,44.1,0,0,20.8,654.3,0,418.77,0,62.24,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,3.82,0,118.76,1.79,0,26.4,0,0,0,44,70.17,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

78,19:15-19:30,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,26.49,0,44.1,0,0,20.8,654.3,0,418.77,0,62.24,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,1.79,0,26.4,0,0,0,44,46.78,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

79,19:30-19:45,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,26.49,0,44.21,0,0,20.8,654.3,0,418.77,0,46.68,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,23.39,0,0,0,0,10.76,0,53.75,0,16.48,0,0,0,42.39,0

80,19:45-20:00,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,26.49,0,44.21,0,0,20.8,654.3,0,418.77,0,46.68,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,23.39,0,0,0,0,10.76,0,53.75,0,16.48,0,0,0,42.39,0

81,20:00-20:15,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,9.29,0,4.97,0,44.21,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,0,16.48,0,0,0,42.39,0

82,20:15-20:30,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,41.83,0,3.31,0,44.21,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,0,16.48,0,0,0,42.39,0

83,20:30-20:45,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,41.83,0,3.31,0,44.21,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,0,16.48,0,0,0,42.39,0

84,20:45-21:00,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,41.83,0,3.31,0,44.21,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,3.57,0,118.76,0,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

85,21:00-21:15,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,41.83,0,26.49,0,44.31,0,0,20.8,654.3,0,418.77,0,15.37,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

86,21:15-21:30,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,41.83,0,26.49,0,44.31,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

87,21:30-21:45,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,41.83,0,8.28,0,44.31,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

88,21:45-22:00,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,9.29,0,5.52,0,44.31,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

89,22:00-22:15,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,5.52,0,44.42,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

90,22:15-22:30,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,5.52,0,44.62,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

91,22:30-22:45,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,5.52,0,44.62,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

92,22:45-23:00,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,5.52,0,44.62,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

93,23:00-23:15,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,5.52,0,44.62,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

94,23:15-23:30,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,3.31,0,44.84,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

95,23:30-23:45,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,3.31,0,44.84,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.31,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

96,23:45-24:00,33.69,148.3,0,0,0,138.75,0,0,0,8.87,124.33,1.4,0,3.31,0,44.84,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.31,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

