Block,Time,BRBCL,NTPL,SINGRAULI,UNCHAHAR1,URI,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,JHAJJAR,KISHANGANGA,NLCEXP,PARBATI2,RAMPUR,RIHAND1,TEHRI,DADRT2,DULHASTI,NLCIIST1,RIHAND3,SALAL,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_GF,DADRI_CRF,DADRI_RF,KGSU3AND4,KKNPPU2,NLCIIST2,RAPPC,RAPPD,RIHAND2,RSTPSU1TO6,SASAN,SIMHST1,TANDA2,KHSTPP-I,KKNP,NJPC,NNTPP,DADRI_LF,FSTPP I & II,KGSU1AND2,KOTESHWR,MAPS,PARBATI3,SEWA2,TEHRIPSP,URI2,ANTA_CRF,ANTA_LF,AURY_RF,DADRI_GF,KOLDAM,RAPPB,RSTPSU7,SIMHST2,TALA,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,ANTA_RF,KHSTPP-II,KUDGI,NAPP,NLCTS2EXP,UNCHAHAR4,VALLURNTECL,AURY_LF
55,13:30-13:45,24.99,0,113.75,21.65,49.13,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,58.1,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,25.4,0,11.91,0,45,48.16,98.87,0,24.48,0,3.22,0,0

56,13:45-14:00,24.99,0,113.75,21.65,49.13,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,58.1,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,24.52,0,11.91,0,45,48.16,98.87,0,24.48,0,3.22,0,0

57,14:00-14:15,24.99,0,113.75,21.65,49.13,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,38.35,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,29.52,0,11.91,0,45,47.53,98.87,0,24.48,0,3.22,0,0

58,14:15-14:30,24.99,0,113.75,21.65,49.13,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,38.35,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,29.52,0,11.91,0,45,47.53,98.87,0,24.48,0,3.22,0,0

59,14:30-14:45,24.99,0,113.75,21.65,49.13,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,38.35,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,24.52,0,11.91,0,45,47.53,98.87,0,24.48,0,3.22,0,0

60,14:45-15:00,24.99,0,113.75,21.65,49.13,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,38.35,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,24.52,0,11.91,0,45,47.53,98.87,0,24.48,0,3.22,0,0

61,15:00-15:15,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,689.38,55.38,0,130.84,38.35,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,24.52,0,11.91,0,45,47.53,98.87,0,24.48,0,3.22,0,0

62,15:15-15:30,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,689.38,55.38,0,130.84,38.35,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,24.52,0,11.91,0,45,47.53,98.87,0,24.48,0,3.22,0,0

63,15:30-15:45,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,689.38,55.38,0,130.84,38.35,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,28.93,0,11.91,0,45,47.53,98.87,0,24.48,0,3.22,0,0

64,15:45-16:00,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,689.38,55.38,0,130.84,38.35,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,28.93,0,11.91,0,45,47.53,98.87,0,24.48,0,3.22,0,0

65,16:00-16:15,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,549.38,55.38,0,130.84,52.28,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,24.2,0,11.91,0,45,46.9,98.87,0,24.48,0,3.22,0,0

66,16:15-16:30,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,24.2,0,11.91,0,45,46.9,98.87,0,24.48,0,3.22,0,0

67,16:30-16:45,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,22.47,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

68,16:45-17:00,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,22.47,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

69,17:00-17:15,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,22.42,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

70,17:15-17:30,24.99,0,113.75,21.65,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,22.42,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

71,17:30-17:45,24.99,0,113.75,20.16,47.47,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,0,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,22.29,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

72,17:45-18:00,24.99,0,113.75,20.16,47.47,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,15.81,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,0,36.97,0,0,77.54,0,8.62,0,0,0,22.09,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

73,18:00-18:15,24.99,0,113.75,20.16,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,31.61,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,83.18,36.97,0,0,77.54,0,8.62,0,0,0,22.09,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

74,18:15-18:30,24.99,0,113.75,20.16,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,47.42,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,83.18,36.97,0,0,77.54,0,8.62,0,0,0,22.03,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

75,18:30-18:45,24.99,0,113.75,20.16,48.57,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,0,98.32,63.23,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,10.14,0,0,12.22,83.18,36.97,0,0,77.54,0,8.62,0,0,0,21.74,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

76,18:45-19:00,24.99,0,113.75,20.16,48.57,0,42.15,47.12,33.94,42.46,545.65,7.05,0,0,0,98.32,63.23,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,20.29,0,0,12.22,83.18,36.97,0,0,77.54,0,8.62,0,0,0,21.48,0,11.91,0,45,46.27,98.87,0,24.48,0,3.22,0,0

77,19:00-19:15,24.99,0,113.75,20.16,48.57,0,42.15,47.12,33.94,42.46,474.75,7.05,0,0,0,98.32,63.23,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,30.43,0,0,12.22,83.18,36.97,0,0,77.54,0,8.62,0,0,0,21.57,0,11.91,0,45,46.53,98.87,0,24.48,0,3.22,0,0

78,19:15-19:30,24.99,0,113.75,20.16,48.57,0,42.27,49.59,35.69,44.81,474.75,7.18,0,0,0,98.32,63.23,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,0,0,0,17.38,0,42.83,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,21.57,0,11.91,0,45,46.53,98.87,0,24.48,0,3.22,0,0

79,19:30-19:45,24.99,0,113.75,20.16,48.57,0,42.27,49.59,35.69,44.81,474.75,7.18,0,0,0,98.32,63.23,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,42.83,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,21.55,0,11.91,0,45,46.9,98.87,0,24.48,0,3.22,0,0

80,19:45-20:00,24.99,0,113.75,20.16,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.23,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,42.83,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,21.65,0,11.91,0,45,46.9,98.87,0,24.48,0,3.22,0,0

81,20:00-20:15,24.99,0,113.75,20.16,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.23,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,42.83,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,21.61,0,11.91,0,45,31.73,98.87,0,24.48,0,3.22,0,0

82,20:15-20:30,24.99,0,113.75,20.16,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.23,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,42.83,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,21.85,0,11.91,0,45,31.73,98.87,0,24.48,0,3.22,0,0

83,20:30-20:45,24.99,0,113.75,20.76,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.54,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,42.83,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,27.34,0,11.91,0,45,31.73,98.87,0,24.48,0,3.22,0,0

84,20:45-21:00,24.99,0,113.75,20.76,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.54,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,42.83,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,27.46,0,11.91,0,45,31.73,98.87,0,24.48,0,3.22,0,0

85,21:00-21:15,24.99,0,113.75,20.76,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.54,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,42.83,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,27.53,0,11.91,0,45,32.12,98.87,0,24.48,0,3.22,0,0

86,21:15-21:30,24.99,0,112.75,20.76,48.57,0,42.15,47.12,33.94,42.46,474.85,7.05,0,0,0,98.32,63.23,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,40.57,0,0,12.22,83.18,36.97,0,0,77.54,0,8.62,0,0,0,27.75,0,11.91,0,45,32.12,98.87,0,24.48,0,3.22,0,0

87,21:30-21:45,24.99,0,112.75,20.76,48.57,0,42.15,47.12,33.94,42.46,474.85,7.05,0,0,0,98.32,63.23,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,40.57,0,0,12.22,83.18,36.97,0,0,77.54,0,8.62,0,0,0,27.9,0,11.91,0,45,32.12,98.87,0,24.48,0,3.22,0,0

88,21:45-22:00,24.99,0,112.75,20.76,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.54,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,43.51,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,28.13,0,11.91,0,45,32.12,98.87,0,24.48,0,3.22,0,0

89,22:00-22:15,24.99,0,112.75,20.76,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.54,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,43.51,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,28.13,0,11.91,0,45,33.38,98.87,0,24.48,0,3.22,0,0

90,22:15-22:30,24.99,0,112.75,20.76,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.54,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,43.51,0,0,12.99,83.18,36.97,0,0,77.54,0,8.62,0,0,0,28.13,0,11.91,0,45,33.38,98.87,0,24.48,0,3.22,0,0

91,22:30-22:45,24.99,0,113.75,20.76,48.57,0,42.27,49.59,35.69,44.81,474.85,7.18,0,0,0,98.32,63.54,549.38,57.67,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,43.51,0,0,12.99,83.18,36.97,0,0,78.83,0,8.62,0,0,0,28.25,0,11.91,0,45,33.38,98.87,0,24.48,0,3.22,0,0

92,22:45-23:00,24.99,0,113.75,20.76,48.57,0,42.15,47.12,33.94,42.46,474.85,7.05,0,0,0,98.32,62.61,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,40.57,0,0,12.22,83.18,36.97,0,0,78.83,0,8.62,0,0,0,28.37,0,11.91,0,45,33.38,98.87,0,24.48,0,3.22,0,0

93,23:00-23:15,24.99,0,113.75,20.76,48.57,0,42.15,47.12,33.94,42.46,474.85,7.05,0,0,0,98.32,62.61,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,40.57,0,0,12.22,83.18,36.97,0,0,78.83,0,8.62,0,0,0,23.6,0,11.91,0,45,34.26,98.87,0,24.48,0,3.22,0,0

94,23:15-23:30,24.99,0,113.75,20.76,48.57,0,42.15,47.12,33.94,42.46,474.85,7.05,0,0,0,98.32,62.61,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,40.57,0,0,12.22,83.18,36.97,0,0,78.83,0,8.62,0,0,0,23.78,0,11.91,0,45,34.26,98.87,0,24.48,0,3.22,0,0

95,23:30-23:45,24.99,0,113.75,20.76,48.02,0,42.15,47.12,33.94,42.46,474.85,7.05,0,0,0,98.32,62.61,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,40.57,0,0,12.22,83.18,36.97,0,0,78.83,0,8.62,0,0,0,23.74,0,11.91,0,45,34.26,98.87,0,24.48,0,3.22,0,0

96,23:45-24:00,24.99,0,113.75,20.76,48.02,0,42.15,47.12,33.94,42.46,474.85,7.05,0,0,0,98.32,62.61,549.38,55.38,0,130.84,66.23,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.73,44.62,0,0,0,0,18.76,0,40.57,0,0,12.22,83.18,36.97,0,0,78.83,0,8.62,0,0,0,23.76,0,11.91,0,45,34.26,98.87,0,24.48,0,3.22,0,0

