Block,Time,BSIUL,URI2,NJPC,NAPP,KISHANGANGA,JHAJJAR,URI,RAMPUR,DULHASTI,RAPPC,ANTA_RF,RIHAND3,SALAL,UNCHAHAR3,AURY_RF,RIHAND2,DHAULIGNGA,DADRI_CRF,SINGRAULI_HYDRO,DADRI_GF,UNCHAHAR1,AURY_CRF,DADRT2,CHAMERA2,TEHRI,KOLDAM,ANTA_CRF,TANDA2,RAPPB,CHAMERA3,ANTA_LF,DADRI_RF,DADRI_LF,AURY_GF,CHAMERA1,RIHAND1,FSTPP I & II,KSTPS I&II,LARA-I,BRBCL,GANDHAR-RLNG,KAWAS-NAPM,VSTPS III,KAWAS-zLIQ,TAPS-II,GANDHAR-APM,GANDHAR-NAPM,VSTPS II,SEWA2,ANTA_GF,KHSTPP-II,TALA,KAWAS-RLNG,KHARGONE-I,SIPAT I,KAWAS-ComGas,PARBATI3,KHSTPP-I,GADARWARA-I,VSTPS IV,SINGRAULI,RSTPSU7,NLCTS2EXP,NLCIIST1,TANAKPUR,KGSU3AND4,KGSU1AND2,SIMHST2,KUDGI,UNCHAHAR4,UNCHAHAR2,TALST2,NLCIIST2,VALLURNTECL,GANDHAR-ComGas,AURY_LF,KSTPS7,SOLAPUR,MOUDA,SIPAT II,VSTPS I,SASAN,KAPS,KAWAS-APM,VSTPS V,NLCEXP,MAPS,NNTPP,KOTESHWR,MOUDA_II,RSTPSU1TO6,NTPL,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,18.939827,33.781225,73.077695,21.606281,2.457837,359.732825,48.920227,1.409146,51.927025,56.844293,0.000000,121.876716,38.617734,9.142391,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,8.051550,0.000000,353.092247,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,11.692439,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,6.690004,24.223142,2.068157,2.585197,132.203292,1.87,0.85,0.86,0.493595,2.10,1.92,1.78,5.99,0.603796,13.750626,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.286724,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

28,06:45-07:00,18.939827,33.781225,48.718463,21.606281,2.457837,321.200825,48.920227,0.939430,51.927025,56.844293,0.000000,121.876716,38.617734,9.142391,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,8.051550,0.000000,352.100004,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,11.692439,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,117.773925,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,24.223142,2.068157,2.585197,132.203292,1.87,0.85,0.86,0.493595,2.10,1.92,1.78,5.99,0.603796,13.750626,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.286724,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

29,07:00-07:15,18.939827,33.781225,22.288203,21.606281,2.457837,281.011949,48.920227,0.428871,51.927025,56.844293,0.000000,121.876716,38.617734,9.810967,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.271697,0.000000,352.100004,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,7.174177,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,86.186547,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,16.948157,2.068157,2.585197,132.203292,1.87,0.85,0.83,0.493595,2.10,1.92,1.78,5.99,0.603796,13.395361,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

30,07:15-07:30,18.939827,33.781225,0.000000,21.606281,2.457837,254.039549,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,9.810967,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.271697,0.000000,352.086673,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.83,0.493595,2.10,1.92,1.78,5.99,0.603796,13.395361,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

31,07:30-07:45,18.939827,33.781225,0.000000,21.606281,2.457837,229.758391,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,81.712886,7.635530,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.249281,0.000000,352.058412,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,14.845513,2.068157,2.585197,132.203292,1.87,0.85,0.83,0.493595,2.10,1.92,1.78,5.99,0.659482,7.230241,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

32,07:45:08:00,18.939827,33.781225,0.000000,21.606281,2.457837,229.758391,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,81.712886,7.635530,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.249281,0.000000,352.086673,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,14.845513,2.068157,2.585197,132.203292,1.87,0.85,0.83,0.493595,2.10,1.92,1.78,5.99,0.659482,7.230241,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

33,08:00-08:15,12.626551,33.781225,0.000000,21.606281,2.457837,229.767730,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,81.712886,12.419804,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.483326,0.000000,362.179792,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,14.845513,2.068157,2.585197,132.203292,1.87,0.85,0.83,1.850981,2.10,1.92,1.78,5.99,0.737093,7.230241,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

34,08:15-08:30,12.626551,33.781225,0.000000,21.606281,2.457837,229.767730,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,81.712886,12.419804,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.483326,0.000000,362.198919,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,27.015748,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,14.845513,2.068157,2.585197,132.203292,1.87,0.85,0.83,1.850981,2.10,1.92,1.78,5.99,0.737093,7.230241,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

35,08:30-08:45,12.626551,33.781225,19.724074,21.606281,2.457837,229.767730,48.920227,0.381217,51.927025,56.844293,0.000000,121.876716,81.712886,12.419804,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.483326,0.000000,362.179792,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,27.015748,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,14.845513,2.068157,2.585197,132.203292,1.87,0.85,0.83,8.020917,2.10,1.92,1.78,5.99,0.737093,7.230241,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

36,08:45:09:00,12.626551,33.781225,44.379167,21.606281,2.457837,229.767730,48.920227,0.857741,51.927025,56.844293,0.000000,121.876716,81.712886,12.419804,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.483326,0.000000,362.198919,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,27.015748,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,11.492169,2.068157,2.585197,132.203292,1.87,0.85,0.83,8.020917,2.10,1.92,1.78,5.99,0.737093,7.230241,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

37,09:00:09:15,12.626551,34.344245,44.379167,21.606281,2.457837,227.144213,48.920227,0.857741,51.927025,56.844293,0.000000,121.876716,51.490312,12.419804,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.483326,0.000000,362.244027,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,13.317622,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,11.492169,2.068157,2.585197,132.203292,1.87,0.85,0.83,8.020917,2.10,1.92,1.78,5.99,0.737093,16.538572,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.73,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

38,09:15-09:30,12.626551,34.344245,44.379167,21.606281,2.457837,227.153846,51.047194,0.857741,51.927025,56.844293,0.000000,121.876716,38.617734,12.419804,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,10.483326,0.000000,362.225984,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,12.176112,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,11.492169,2.068157,2.585197,132.203292,1.87,0.85,0.83,8.020917,2.10,1.92,1.78,5.99,0.737093,12.149720,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.73,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

39,09:30-09:45,12.626551,34.344245,44.379167,21.606281,2.457837,227.153846,51.047194,0.857741,51.927025,56.844293,0.000000,121.876716,38.617734,12.498161,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,11.543241,0.000000,362.774773,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,10.171735,0.000000,0.000000,0.000000,0.000000,12.176112,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,62.104047,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,11.492169,2.068157,2.585197,132.203292,1.87,0.85,0.83,0.000000,2.10,1.92,1.78,5.99,0.737093,7.230241,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.73,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

40,09:45-10:00,12.626551,34.344245,44.379167,21.606281,2.457837,227.144213,48.920227,0.857741,51.927025,56.844293,0.000000,121.876716,38.617734,12.498161,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,11.543241,0.000000,362.757156,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,10.171735,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,91.395402,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,11.492169,2.068157,2.585197,132.203292,1.87,0.85,0.86,0.000000,2.10,1.92,1.78,5.99,0.737093,7.230241,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.73,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

41,10:00-10:15,12.626551,33.781225,44.379167,21.606281,2.457837,223.262114,48.920227,0.857741,34.499425,56.844293,0.000000,121.876716,38.617734,6.030932,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,11.543241,0.000000,362.774773,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,10.171735,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,2.889900,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,11.492169,2.068157,2.585197,132.203292,1.87,0.85,0.86,0.370196,2.10,1.92,1.78,5.99,0.603796,7.230241,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.73,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

42,10:15-10:30,12.626551,33.781225,44.379167,21.606281,2.457837,223.262114,48.920227,0.857741,34.499425,56.844293,0.000000,121.876716,38.617734,6.030932,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,11.543241,0.000000,362.757156,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,8.064844,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,19.501142,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.370196,2.10,1.92,1.78,5.99,0.603796,18.216331,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.73,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

43,10:30-10:45,12.626551,33.781225,44.379167,21.606281,2.457837,222.539639,48.920227,0.857741,51.927025,56.844293,0.000000,121.876716,38.617734,6.030932,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,6.309561,0.000000,362.448251,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,8.064844,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,19.501142,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.370196,2.10,1.92,1.78,5.99,0.736123,19.760077,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.73,0.23,0.22,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

44,10:45-11:00,12.626551,33.781225,44.379167,21.606281,2.457837,222.539639,48.920227,0.857741,51.927025,56.844293,0.000000,121.876716,38.617734,6.030932,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,6.309561,0.000000,362.430372,27.937412,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,8.064844,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,19.501142,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.370196,2.10,1.92,1.78,5.99,0.729230,19.760077,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.73,0.23,0.22,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

45,11:00-11:15,12.626551,33.781225,19.724074,21.606281,2.457837,230.773016,48.920227,0.381217,51.927025,56.844293,0.000000,121.876716,38.617734,6.030932,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,4.978623,0.000000,352.988137,27.937412,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,8.064844,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.370196,2.10,1.92,1.78,5.99,0.603796,19.760077,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.22,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

46,11:15-11:30,12.626551,33.781225,19.724074,21.606281,2.457837,228.922686,48.920227,0.381217,51.927025,56.844293,0.000000,121.876716,38.617734,6.030932,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,4.978623,0.000000,352.962662,13.897799,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,8.064844,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.370196,2.10,1.92,1.78,5.99,0.603796,19.760077,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.22,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

47,11:30-11:45,12.626551,33.781225,0.000000,21.606281,2.457837,226.057567,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,38.617734,6.030932,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,4.978623,0.000000,352.988137,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,8.064844,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.370196,2.10,1.92,1.78,5.99,0.603796,19.760077,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.20,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

48,11:45-12:00,12.626551,33.781225,0.000000,21.606281,2.457837,228.683326,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,38.617734,6.030932,0.000000,116.260677,9.551251,0.000000,1.035891,0.000000,4.978623,0.000000,352.962662,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,8.064844,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.370196,2.10,1.92,1.78,5.99,0.603796,19.760077,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

49,12:00-12:15,12.626551,33.781225,0.000000,21.606281,2.457837,249.463874,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,423.043695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,12.349121,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280417,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

50,12:15-12:30,12.626551,33.781225,0.000000,21.606281,2.457837,249.463874,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,423.043695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,12.349121,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

51,12:30-12:45,12.626551,33.781225,0.000000,21.606281,2.457837,249.463874,51.047194,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,11.655930,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,423.043695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,12.349121,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.91,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

52,12:45-13:00,12.626551,33.781225,0.000000,21.606281,2.457837,249.463874,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,11.655930,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,423.043695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,12.349121,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.276330,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

53,13:00-13:15,12.626551,33.781225,0.000000,21.606281,2.457837,249.463874,47.856744,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,11.655930,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,423.043695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,12.349121,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,0.664149,26.280462,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

54,13:15-13:30,12.626551,33.781225,0.000000,21.606281,2.457837,249.463874,47.856744,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,11.655930,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,423.043695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,12.349121,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

