Block,Time,L_NR_2023_10,L_NR_2019_05,L_NR_2020_05,L_NR_2021_14,SH-06,L_NR_2020_07,L_NR_2021_12,LT-36,L_NR_2019_11,L_NR_2012_04,L_NR_2021_17,SH-07,L_NR_2023_04,L_NR_2022_09,L_NR_2020_02,LT-31,L_NR_2023_07,LT-59,L_NR_2022_10,L_NR_2019_06,L_NR_2021_16,L_NR_2021_13,LT-35,L_NR_2012_02,L_NR_2019_19,L_NR_2018_61,L_NR_2012_07,L_NR_2012_01,LT-05,L_NR_2022_08,L_NR_2019_07,L_NR_2020_06,L_NR_2021_15
12,02:45-03:00,0,0,27.82,0,30.950000,9.27,0,0.000000,7.840000,272.050000,0,0.000000,31.720000,20.66,6.970000,0.000000,0,8.250000,20.66,0,0,0,0.000000,223.450000,0,7.4,56.100000,101.320000,56.150000,8.86,0,9.27,0

13,03:00-03:15,0,0,27,0,30.950000,8.99,0,0.000000,7.540000,272.050000,0,0.000000,31.720000,28.99,6.890000,0.000000,0,8.250000,28.99,0,0,0,0.000000,223.450000,0,7.4,56.100000,101.320000,56.150000,8.67,0,9,0

14,03:15-03:30,0,0,26.27,0,30.950000,8.76,0,0.000000,7.540000,272.050000,0,0.000000,31.720000,28.21,6.890000,0.000000,0,8.250000,28.21,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,8.58,0,8.76,0

15,03:30-03:45,0,0,27.62,0,30.950000,9.21,0,0.000000,7.540000,272.050000,0,30.950000,31.720000,27.22,6.890000,0.000000,0,8.250000,27.22,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,8.44,0,9.21,0

16,03:45-04:00,0,0,26.83,0,30.950000,8.94,0,0.000000,7.540000,272.050000,0,30.950000,31.720000,26.21,6.890000,0.000000,0,8.250000,26.21,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,8.38,0,8.94,0

17,04:00-04:15,0,0,26.12,0,30.950000,8.71,0,0.000000,7.540000,272.050000,0,30.950000,30.750000,25.33,6.890000,0.000000,0,8.100000,25.33,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,8.36,0,8.71,0

18,04:15-04:30,0,0,25.12,0,30.950000,8.37,0,0.000000,7.540000,272.050000,0,30.950000,30.750000,24.22,6.890000,0.000000,0,8.100000,24.22,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,8.22,0,8.38,0

19,04:30-04:45,0,0,24.12,0,30.950000,8.05,0,0.000000,7.540000,272.050000,0,30.950000,30.750000,28.91,6.890000,0.000000,0,8.100000,28.91,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,8.05,0,8.04,0

20,04:45-05:00,0,0,22,0,30.950000,7.34,0,0.000000,7.540000,272.050000,0,30.950000,30.750000,28.39,6.890000,0.000000,0,8.100000,28.39,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,7.42,0,7.33,0

21,05:00-05:15,0,0,22,0,30.950000,7.34,0,0.000000,7.390000,272.050000,0,30.950000,29.780000,27.67,6.740000,0.000000,0,8.100000,27.67,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,6.75,0,7.33,0

22,05:15-05:30,0,0,22,0,30.950000,7.34,0,0.000000,7.390000,272.050000,0,30.950000,29.780000,26.82,6.740000,0.000000,0,8.100000,26.82,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,6.75,0,7.33,0

23,05:30-05:45,0,0,22,0,30.950000,7.34,0,0.000000,7.390000,272.050000,0,30.950000,29.780000,27.48,6.740000,0.000000,0,8.100000,27.48,0,0,0,0.000000,170.880000,0,7.4,56.100000,101.320000,56.150000,6.75,0,7.33,0

24,05:45-06:00,0,0,22,0.18,30.950000,7.34,0,0.000000,7.390000,272.050000,0.33,30.950000,29.780000,27.57,6.740000,0.000000,0,8.100000,27.57,0,0.67,0,0.000000,170.880000,0.224296,7.4,56.100000,101.320000,56.150000,6.75,0,7.33,0

25,06:00-06:15,0,4.32,22,1.66,30.950000,7.34,0,0.000000,7.390000,272.050000,1.67,30.950000,30.750000,27.11,6.740000,0.000000,0,7.930000,27.11,4.37,3.33,0,0.000000,170.880000,0.419336,7.4,56.100000,101.320000,58.050000,6.75,1.38,7.33,0

26,06:15-06:30,0.58,8.64,22,3.79,30.950000,7.34,0.09,0.020000,7.390000,272.050000,3,30.950000,30.750000,26.85,6.740000,0.020000,1.34,7.930000,26.85,9.5,6,0.02,0.020000,170.880000,2.652544,7.4,56.100000,101.320000,58.050000,6.75,2.85,7.33,0.23

27,06:30-06:45,2.06,15.55,26.12,6.53,30.950000,8.71,3.12,0.250000,7.390000,272.050000,3.67,30.950000,30.750000,23.42,6.740000,0.240000,4.8,7.930000,23.42,16.16,7.33,0.62,0.240000,170.880000,6.72888,7.4,56.100000,101.320000,58.050000,7,7.6,8.71,0.71

28,06:45-07:00,4.76,24.19,25.12,9.75,30.950000,8.37,9.56,0.740000,7.390000,272.050000,3.67,30.950000,30.750000,23.5,6.740000,0.730000,11.1,7.930000,23.5,30.41,7.33,1.91,0.730000,170.880000,12.131488,7.4,56.100000,101.320000,58.050000,7,14.25,8.38,1.96

29,07:00-07:15,8.66,31.5,24.63,10.33,30.950000,8.2,17.96,1.410000,7.240000,272.050000,5,30.950000,30.750000,23.18,6.610000,1.380000,20.22,7.930000,23.18,31.51,10,3.59,1.380000,170.880000,18.792104,7.4,56.100000,101.320000,58.050000,7,20.9,8.21,3.94

30,07:15-07:30,13.55,28.97,24.12,14.43,30.950000,8.05,29.73,2.210000,7.240000,272.050000,5.67,30.950000,30.750000,22.51,6.610000,2.160000,31.62,7.930000,22.51,28.98,11.33,5.94,2.160000,170.880000,25.579496,7.4,56.100000,101.320000,58.050000,7,28.5,8.04,6.7

31,07:30-07:45,19.32,30.34,23.17,19.43,30.950000,7.74,42.98,3.120000,7.240000,272.050000,8,30.950000,30.750000,22.8,6.610000,3.050000,45.09,7.930000,22.8,30.33,16,8.59,3.050000,170.880000,35.341248,7.4,56.100000,101.320000,58.050000,7,30.33,7.72,10.06

32,07:45:08:00,24,30.84,22,24.93,30.950000,7.34,59.28,4.200000,7.240000,272.050000,9.67,30.950000,30.750000,28.31,6.610000,4.110000,56,7.930000,28.31,30.83,19.33,11.85,4.110000,170.880000,45.239528,6.6,56.100000,101.320000,58.050000,7,30.83,7.33,13.92

33,08:00-08:15,28.5,32,22,30.77,30.950000,7.34,77.43,5.380000,7.240000,272.050000,11.33,30.950000,30.750000,28.17,6.610000,5.240000,66.5,7.780000,28.17,32,22.67,15.48,5.240000,170.880000,55.625408,6.6,56.100000,101.320000,58.050000,8.37,32,7.33,18

34,08:15-08:30,33,32.34,22,36.7,30.950000,7.34,96.08,6.560000,7.240000,272.050000,13.33,30.950000,30.750000,27.99,6.610000,6.400000,77,7.780000,27.99,32.33,26.67,19.22,6.400000,170.880000,66.206328,6.6,56.100000,101.320000,58.050000,8.48,32.33,7.33,21.5

35,08:30-08:45,37.5,32.5,22,42.47,30.950000,7.34,115.7,8.180000,7.240000,272.050000,17,30.950000,31.720000,17.96,6.610000,7.980000,87.5,7.780000,17.96,32.5,34,23.14,7.980000,170.880000,76.523944,6.6,56.100000,101.320000,58.050000,8.45,32.5,7.33,25.5

36,08:45:09:00,42,32.5,22,48.33,30.950000,7.34,134.98,9.330000,7.240000,272.050000,19.33,30.950000,31.720000,18.11,6.610000,9.100000,98,7.780000,18.11,32.5,38.67,27,9.100000,170.880000,86.334456,6.6,56.100000,101.320000,58.050000,8.5,32.5,7.33,29.5

37,09:00:09:15,46.5,32.5,22,53.87,30.950000,7.34,153.84,10.690000,7.080000,272.050000,23.33,30.950000,25.660000,18.41,6.610000,10.430000,108.5,7.780000,18.41,32.5,46.67,30.77,10.430000,170.880000,95.462328,6.6,56.100000,101.320000,58.050000,8.53,32.5,7.33,32.5

38,09:15-09:30,52.5,32.5,22,59.2,30.950000,7.34,171.7,12.010000,7.080000,272.050000,26,30.950000,25.660000,18.55,6.610000,11.720000,122.5,7.780000,18.55,32.5,52,34.34,11.720000,170.880000,104.014832,6,56.100000,101.320000,58.050000,7,32.5,7.33,34.5

39,09:30-09:45,57,32.66,15,64.2,30.950000,5,188.25,13.040000,7.080000,272.050000,28.66,30.950000,25.660000,18.39,6.610000,12.720000,133,7.780000,18.39,32.67,57.34,37.65,12.720000,170.880000,111.689656,6,56.100000,101.320000,58.050000,7,32.67,5,38

40,09:45-10:00,61.5,32.66,15,68.57,30.950000,5,203.18,13.900000,7.080000,272.050000,30.33,30.950000,26.630000,18.12,6.610000,13.570000,143.5,7.780000,18.12,32.67,60.67,40.64,13.570000,170.880000,119.110928,6,56.100000,101.320000,58.050000,7,32.67,5,39.5

41,10:00-10:15,66,32.66,15,72.77,30.950000,5,217.08,14.570000,7.080000,272.050000,32.33,30.950000,26.630000,18.06,6.690000,14.220000,154,7.620000,18.06,32.67,64.67,43.41,14.220000,170.880000,125.878816,6,56.100000,101.320000,58.050000,7,32.67,5,40.5

42,10:15-10:30,69,32.66,15,76.83,30.950000,5,229.93,15.500000,7.080000,272.050000,34.66,30.950000,26.630000,17.91,6.690000,15.120000,161,7.620000,17.91,32.67,69.34,45.99,15.120000,170.880000,131.60324,6,56.100000,101.320000,58.050000,7,32.67,5,41.5

43,10:30-10:45,72,32.66,15,79.33,30.950000,5,231.67,16.100000,7.080000,272.050000,36,30.950000,26.630000,17.83,6.690000,15.710000,168,7.620000,17.83,32.67,72,46.33,15.710000,170.880000,136.859568,6,56.100000,101.320000,55.480000,7,32.67,5,42

44,10:45-11:00,75,32.66,15,82.33,30.950000,5,231.67,16.650000,7.080000,272.050000,38.33,30.950000,26.630000,18.21,6.690000,16.240000,175,7.620000,18.21,32.67,76.67,46.33,16.240000,170.880000,136.859568,6,56.100000,101.320000,55.480000,7,32.67,5,43

45,11:00-11:15,76.5,32.66,15,85,30.950000,5,231.67,16.650000,7.080000,272.050000,38.33,30.950000,26.630000,16.88,6.610000,16.240000,178.5,7.620000,16.88,32.67,76.68,46.33,16.240000,223.450000,136.859568,6,56.100000,101.320000,55.480000,7,32.67,5,43.5

46,11:15-11:30,78,32.66,15,86,30.950000,5,231.67,16.650000,7.080000,272.050000,38.33,30.950000,26.630000,16.89,6.610000,16.240000,182,7.620000,16.89,32.67,76.67,46.33,16.240000,223.450000,136.859568,6.47,56.100000,101.320000,55.480000,7,32.67,5,44.5

47,11:30-11:45,78,32.66,15,87.03,30.950000,5,231.67,16.650000,7.080000,272.050000,38.33,30.950000,26.630000,17.12,6.610000,16.240000,182,7.620000,17.12,32.67,76.67,46.33,16.240000,223.450000,136.859568,6.88,56.100000,101.320000,55.480000,7,32.67,5,45.5

48,11:45-12:00,78,32.66,15,87.2,30.950000,5,231.67,16.650000,7.080000,272.050000,38.33,30.950000,26.630000,18.12,6.610000,16.240000,182,7.620000,18.12,32.67,76.67,46.33,16.240000,223.450000,136.859568,7.31,56.100000,101.320000,55.480000,7,32.67,5,45.5

49,12:00-12:15,78,32.66,15,87.53,30.950000,5,231.67,16.650000,7.310000,272.050000,38.33,30.950000,26.630000,18.94,6.510000,16.240000,182,7.930000,18.94,32.67,76.67,46.33,16.240000,223.450000,136.859568,7.41,57.070000,101.320000,55.480000,7.09,32.67,5,45.5

50,12:15-12:30,78,32.66,15,87.63,30.950000,5,231.67,16.650000,7.310000,272.050000,38.33,30.950000,26.630000,20.15,6.510000,16.240000,182,7.930000,20.15,32.67,76.67,46.33,16.240000,223.450000,136.859568,7.56,57.070000,101.320000,55.480000,7.53,32.67,5,45.5

51,12:30-12:45,78,32.66,15,87.33,30.950000,5,237.5,16.650000,7.310000,272.050000,38.33,30.950000,26.630000,25.08,6.510000,16.240000,182,7.930000,25.08,32.67,76.67,47.5,16.240000,223.450000,136.859568,8.07,74.170000,101.320000,55.480000,7,32.67,5,45.5

52,12:45-13:00,78,32.66,15,87.67,30.950000,5,237.5,16.650000,7.310000,272.050000,38.33,30.950000,26.630000,26.01,6.510000,16.240000,182,7.930000,26.01,32.67,76.67,47.5,16.240000,223.450000,136.859568,9.07,74.170000,101.320000,55.480000,7,32.67,5,45.5

53,13:00-13:15,78,32.66,15.27,87.3,30.950000,5.09,237.5,16.650000,7.470000,272.050000,38.33,30.950000,27.600000,28.08,6.420000,16.240000,182,7.930000,28.08,32.67,76.67,47.5,16.240000,223.450000,136.859568,10.34,74.170000,101.320000,55.480000,7,32.67,5.09,45.5

54,13:15-13:30,78,32.66,16.1,86.97,30.950000,5.36,237.5,16.650000,7.470000,272.050000,38.33,30.950000,27.600000,29.42,6.420000,16.240000,182,7.930000,29.42,32.67,76.67,47.5,16.240000,223.450000,136.859568,11.47,74.170000,101.320000,55.480000,7,32.67,5.37,45.5

55,13:30-13:45,78,32.66,16.91,86.53,30.950000,5.62,237.5,16.650000,7.470000,272.050000,38.33,30.950000,27.600000,30.67,6.420000,16.240000,182,7.930000,30.67,32.67,76.67,47.5,16.240000,223.450000,138.224848,13.72,74.170000,101.320000,55.480000,7,32.67,5.64,45.5

56,13:45-14:00,78,32.66,17.91,91.27,30.950000,5.97,237.5,16.650000,7.470000,272.050000,38.33,30.950000,27.600000,31.75,6.420000,16.240000,182,7.930000,31.75,32.67,76.67,47.5,16.240000,223.450000,138.224848,15.13,74.170000,101.320000,55.480000,7,32.67,5.97,44

57,14:00-14:15,76.5,32.66,18.86,90.59,30.950000,6.28,237.5,16.650000,7.690000,272.050000,36.33,30.950000,27.600000,27.45,6.510000,16.240000,178.5,8.250000,27.45,32.67,72.67,47.5,16.240000,223.450000,138.224848,20.07,74.170000,101.320000,55.480000,8.45,32.67,6.29,42

58,14:15-14:30,75,32.66,19.55,88.95,30.950000,6.52,237.5,16.280000,7.690000,272.050000,35.33,30.950000,27.600000,28.13,6.510000,15.880000,175,8.250000,28.13,32.67,70.67,47.5,15.880000,223.450000,138.224848,20.5,74.170000,101.320000,55.480000,8.56,32.67,6.51,40

59,14:30-14:45,72,32.66,20.58,86.67,30.950000,6.86,237.5,15.790000,7.690000,272.050000,34.33,30.950000,27.600000,28.86,6.510000,15.390000,168,8.250000,28.86,32.67,68.67,47.5,15.390000,223.450000,138.224848,21.04,74.170000,101.320000,55.480000,8.86,32.67,6.86,39.5

60,14:45-15:00,69,32.66,21.63,83.25,30.950000,7.21,237.5,15.170000,7.690000,272.050000,32,30.950000,27.600000,30.02,6.510000,14.800000,161,8.250000,30.02,32.67,64,47.5,14.800000,223.450000,133.524384,20.78,74.170000,101.320000,55.480000,8.86,32.67,7.21,38.34

61,15:00-15:15,66,32.66,36.12,79.54,30.950000,12.05,234.24,14.340000,7.920000,272.050000,30,30.950000,27.600000,30.02,6.510000,13.990000,154,8.410000,30.02,32.67,60,46.85,13.990000,223.450000,125.371712,11.11,74.170000,101.320000,55.480000,8.86,32.67,12.04,37.2

62,15:15-15:30,61.5,32.66,36.62,75.51,30.950000,12.2,221.83,13.700000,7.920000,272.050000,26,30.950000,27.600000,29.25,6.510000,13.370000,143.5,8.410000,29.25,32.67,52,44.37,13.370000,223.450000,115.619712,11.53,74.170000,101.320000,55.480000,11.67,32.67,12.21,35.88

63,15:30-15:45,57,32.66,37.03,71.23,30.950000,12.36,208.51,12.700000,7.920000,272.050000,26.66,30.950000,27.600000,30.11,6.510000,12.390000,133,8.410000,30.11,32.67,53.34,41.7,12.390000,223.450000,107.447536,11.91,74.170000,101.320000,55.480000,12.03,32.67,12.34,34.3

64,15:45-16:00,52.5,32.66,37.71,66.63,30.950000,12.57,189.25,11.890000,7.920000,272.050000,24,30.950000,27.600000,30.94,6.510000,11.600000,122.5,8.410000,30.94,32.67,48,37.85,11.600000,223.450000,95.257536,12.09,74.170000,101.320000,55.480000,12.23,32.67,12.57,32.28

65,16:00-16:15,46.5,32.66,38.52,61.1,30.950000,12.84,177.08,10.920000,8.310000,272.050000,21.33,30.950000,27.600000,31.47,6.610000,10.650000,108.5,8.560000,31.47,32.67,42.67,35.42,10.650000,223.450000,57.107712,12.11,74.170000,101.320000,55.480000,12.08,32.67,12.84,29.79

66,16:15-16:30,42,32.66,39.19,55.96,30.950000,13.08,159.48,9.810000,8.310000,272.050000,18.66,30.950000,27.600000,31.83,6.610000,9.570000,98,8.560000,31.83,32.67,37.34,31.9,9.570000,223.450000,54.182112,12.4,74.170000,101.320000,55.480000,12.93,32.67,13.06,26.95

67,16:30-16:45,36,32.66,39.78,50.29,30.950000,13.27,139.42,8.540000,8.310000,272.050000,16.66,30.950000,27.600000,32.19,6.610000,8.340000,84,8.560000,32.19,32.67,33.34,27.88,8.340000,223.450000,51.519816,19.01,74.170000,101.320000,55.480000,12.85,32.67,13.26,23.75

68,16:45-17:00,31.5,33,40.62,43.94,30.950000,13.54,122.72,7.340000,8.310000,272.050000,15,30.950000,27.600000,32.69,6.610000,7.160000,73.5,8.560000,32.69,33,30,24.54,7.160000,223.450000,45.161512,18.41,74.170000,101.320000,55.480000,13.11,23.75,13.54,20.36

69,17:00-17:15,26.61,33,50.06,37.66,30.950000,16.69,105.16,6.140000,9.010000,272.050000,13,30.950000,27.600000,41.56,6.740000,5.990000,62.1,8.720000,41.56,33,26,21.03,5.990000,223.450000,37.340408,17.21,74.170000,101.320000,55.480000,14.42,19,16.68,16.97

70,17:15-17:30,20.25,23.83,49.79,31.85,30.950000,16.59,85.41,5.110000,9.010000,272.050000,11.67,30.950000,27.600000,41.3,6.740000,4.990000,47.24,8.720000,41.3,32.51,23.34,17.08,4.990000,223.450000,29.685088,16.81,74.170000,101.320000,55.480000,14.2,14.25,16.6,13.67

71,17:30-17:45,14.62,14.3,49.51,25.97,30.950000,16.51,66.13,3.970000,9.010000,272.050000,11,30.950000,27.600000,41.12,6.740000,3.870000,34.11,8.720000,41.12,20.11,22,13.22,3.870000,223.450000,22.546624,16.61,74.170000,101.320000,56.910000,13.98,8.3,16.5,10.47

72,17:45-18:00,10.02,9.53,49.15,20.51,30.950000,16.38,47.93,2.970000,9.010000,272.050000,9.33,30.950000,27.600000,40.88,6.740000,2.890000,23.37,8.720000,40.88,10.5,18.67,9.59,2.890000,223.450000,20.62548,10.93,74.170000,101.320000,56.910000,14.1,2.57,16.39,8.64

73,18:00-18:15,6.12,0,64.71,15.44,30.950000,21.57,32.34,2.080000,9.010000,272.050000,8,30.950000,28.560000,40.57,6.890000,2.020000,14.28,9.180000,40.57,0,16,6.47,2.020000,223.450000,15.096096,10.78,74.170000,101.320000,56.910000,14.56,0,21.57,6.86

74,18:15-18:30,3.18,0,64.31,11.2,30.950000,21.43,19.84,1.460000,9.010000,272.050000,5.67,30.950000,28.560000,48.11,6.890000,1.430000,7.41,9.180000,48.11,0,11.33,3.97,1.430000,223.450000,9.65448,10.43,74.170000,101.320000,56.910000,16.21,0,21.44,4.45

75,18:30-18:45,1.36,0,63.97,6.85,30.950000,21.32,10.38,0.770000,9.010000,272.050000,4.67,30.950000,28.560000,47.45,6.890000,0.750000,3.18,9.180000,47.45,0,9.33,2.08,0.750000,223.450000,3.725264,10.09,74.170000,101.320000,56.910000,16.14,0,21.32,2.72

76,18:45-19:00,0.35,0,63.56,0.36,30.950000,21.19,3.76,0.410000,9.010000,272.050000,3.33,30.950000,28.560000,47.31,6.890000,0.400000,0.83,9.180000,47.31,0,6.67,0.75,0.400000,223.450000,0.887432,7.4,74.170000,101.320000,56.910000,15.87,0,21.18,1.56

77,19:00-19:15,0,0,62.09,0.04,30.950000,20.69,0.13,0.090000,8.620000,272.050000,1.67,30.950000,28.560000,46.24,7.070000,0.090000,0,8.870000,46.24,0,3.33,0.03,0.090000,223.450000,0,7.4,74.170000,101.320000,56.910000,15.51,0,20.7,0.45

78,19:15-19:30,0,0,60.63,0,30.950000,20.21,0.58,0.000000,8.620000,272.050000,0.33,30.950000,28.560000,45.55,7.070000,0.000000,0,8.870000,45.55,0,0.67,0.12,0.000000,223.450000,0,7.4,74.170000,101.320000,56.910000,15.17,0,20.21,0

79,19:30-19:45,0,0,59.49,0,30.950000,19.83,0,0.000000,8.620000,272.050000,0,30.950000,28.560000,44.72,7.070000,0.000000,0,9.490000,44.72,0,0,0,0.000000,223.450000,0,7.4,74.170000,101.320000,56.910000,14.66,0,19.83,0

80,19:45-20:00,0,0,58.81,0,30.950000,19.61,0,0.000000,8.620000,272.050000,0,30.950000,28.560000,43.61,7.070000,0.000000,0,9.490000,43.61,0,0,0,0.000000,223.450000,0,7.4,74.170000,101.320000,56.910000,12.99,0,19.6,0

81,20:00-20:15,0,0,57.63,0,30.950000,19.21,0,0.000000,8.310000,272.050000,0,30.950000,28.560000,39.1,7.390000,0.000000,0,9.490000,39.1,0,0,0,0.000000,223.450000,0,7.4,74.170000,101.320000,56.910000,12.54,0,19.21,0

82,20:15-20:30,0,0,56.33,0,30.950000,18.78,0,0.000000,8.310000,272.050000,0,30.950000,28.560000,37.89,7.390000,0.000000,0,9.490000,37.89,0,0,0,0.000000,223.450000,0,7.4,74.170000,101.320000,56.910000,11.99,0,18.77,0

83,20:30-20:45,0,0,54.26,0,30.950000,18.09,0,0.000000,8.310000,272.050000,0,30.950000,28.560000,36.58,7.390000,0.000000,0,9.490000,36.58,0,0,0,0.000000,223.450000,0,20.12,74.170000,101.320000,56.910000,11.58,0,18.08,0

84,20:45-21:00,0,0,51.75,0,30.950000,17.25,0,0.000000,8.310000,272.050000,0,30.950000,28.560000,29.12,7.390000,0.000000,0,9.490000,29.12,0,0,0,0.000000,223.450000,0,19.12,74.170000,101.320000,56.910000,11.05,0,17.25,0

85,21:00-21:15,0,0,41.66,0,30.950000,13.88,0,0.000000,8.080000,272.050000,0,30.950000,27.600000,28.53,7.390000,0.000000,0,9.330000,28.53,0,0,0,0.000000,223.450000,0,18.03,74.170000,101.320000,56.910000,10.65,0,13.89,0

86,21:15-21:30,0,0,40.81,0,30.950000,13.61,0,0.000000,8.080000,272.050000,0,30.950000,27.600000,27.79,7.390000,0.000000,0,9.330000,27.79,0,0,0,0.000000,223.450000,0,16.11,74.170000,101.320000,56.910000,10.33,0,13.6,0

87,21:30-21:45,0,0,39.86,0,30.950000,13.28,0,0.000000,8.850000,272.050000,0,30.950000,27.600000,27.04,7.390000,0.000000,0,9.640000,27.04,0,0,0,0.000000,223.450000,0,14.05,74.170000,101.320000,56.910000,10.16,0,13.29,0

88,21:45-22:00,0,0,38.4,0,30.950000,12.8,0,0.000000,8.850000,272.050000,0,30.950000,27.600000,26.77,7.390000,0.000000,0,9.640000,26.77,0,0,0,0.000000,223.450000,0,13.07,74.170000,101.320000,56.910000,9.93,0,12.8,0

89,22:00-22:15,0,0,37.54,0,30.950000,12.53,0,0.000000,8.850000,272.050000,0,30.950000,26.630000,27.08,7.250000,0.000000,0,9.640000,27.08,0,0,0,0.000000,223.450000,0,11.45,74.170000,101.320000,62.310000,9.27,0,12.51,0

90,22:15-22:30,0,0,36.78,0,30.950000,12.27,0,0.000000,8.850000,272.050000,0,30.950000,26.630000,30.44,7.250000,0.000000,0,9.640000,30.44,0,0,0,0.000000,223.450000,0,11.28,74.170000,101.320000,66.580000,8.81,0,12.26,0

91,22:30-22:45,0,0,35.79,0,30.950000,11.94,0,0.000000,8.850000,272.050000,0,30.950000,26.630000,30.18,7.250000,0.000000,0,9.640000,30.18,0,0,0,0.000000,223.450000,0,10.82,74.170000,101.320000,70.850000,8.41,0,11.93,0

92,22:45-23:00,0,0,39.96,0,30.950000,13.31,0,0.000000,8.850000,272.050000,0,30.950000,26.630000,29.99,7.250000,0.000000,0,9.640000,29.99,0,0,0,0.000000,223.450000,0,10.25,74.170000,101.320000,70.850000,8.18,0,13.32,0

93,23:00-23:15,0,0,38.51,0,30.950000,12.83,0,0.000000,8.460000,272.050000,0,30.950000,25.660000,30.06,7.160000,0.000000,0,9.640000,30.06,0,0,0,0.000000,223.450000,0,15.94,74.170000,101.320000,75.120000,8.12,0,12.84,0

