Column1,Time,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/09/6619,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/8106,NR/01102023/31052040/LT-31,GNA/NR/2024/10/09/7320,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/09/8664,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06)
7,01:30-01:45,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.64,87.5,263.38,0,115.99,19.39,0,0,3.9,3.71,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,19.39,0,0,0,7.33,22,0

8,01:45-02:00,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.64,87.5,263.38,0,115.99,19.39,0,0,3.9,3.71,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,19.39,0,0,0,7.33,22,0

9,02:00-02:15,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.54,87.5,263.38,0,115.99,14.39,0,0,3.74,3.71,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,14.39,0,0,0,7.33,22,0

10,02:15-02:30,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.54,87.5,263.38,0,115.99,6.89,0,0,3.74,3.71,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,6.89,0,0,0,7.33,22,0

11,02:30-02:45,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.54,87.5,263.38,0,115.99,9.39,0,0,3.74,3.71,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,9.39,0,0,0,7.33,22,0

12,02:45-03:00,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.54,87.5,263.38,0,85.56,6.89,0,0,3.74,3.71,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,6.89,0,0,0,7.33,22,0

13,03:00-03:15,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.54,87.5,263.38,0,70.73,19.39,0,0,3.74,3.55,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,19.39,0,0,0,7.33,22,0

14,03:15-03:30,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.54,87.5,263.38,0,70.73,25.89,0,0,3.74,3.55,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,25.89,0,0,0,7.33,22,0

15,03:30-03:45,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.54,87.5,263.38,0,70.73,25.89,0,0,3.74,3.55,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,25.89,0,0,0,7.33,22,0

16,03:45-04:00,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.54,87.5,263.38,0,70.73,25.89,0,0,3.74,3.55,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,25.89,0,0,0,7.33,22,0

17,04:00-04:15,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.45,87.5,263.38,0,70.73,26.92,0,0,3.59,3.55,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,26.92,0,0,0,7.33,22,0

18,04:15-04:30,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.45,87.5,263.38,0,70.73,26.92,0,0,3.59,3.55,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,26.92,0,0,0,7.33,22,0

19,04:30-04:45,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.45,87.5,263.38,0,70.73,26.92,0,0,3.59,3.55,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,26.92,0,0,0,7.33,22,0

20,04:45-05:00,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.45,87.5,263.38,0,70.73,26.92,0,0,3.59,3.55,134.46,37.47,12.49,0,0,6.63,291.03,37.47,37.47,12.49,31.29,26.92,0,0,0,7.33,22,0

21,05:00-05:15,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.45,87.5,246.97,0,70.73,26.92,0,0,3.59,3.47,134.46,37.47,12.49,0,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,0,0,0,7.33,22,0

22,05:15-05:30,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.45,87.5,241.15,0,70.73,26.92,0,0,3.59,3.47,134.46,37.47,12.49,0,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,0,0,0,7.33,22,0

23,05:30-05:45,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.45,87.5,227.57,0,70.73,26.92,0,0,3.59,3.47,134.46,37.47,12.49,0,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,53.9,0,0,7.33,22,0

24,05:45-06:00,0,14,0,6.66,14,0,0,6.8,0,7.34,0,0,0,0,3.45,76.92,227.57,0,70.73,26.92,0,0,3.59,3.47,134.46,37.47,12.49,0,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,53.9,0,0,7.33,22,0

25,06:00-06:15,0,14,0,6.66,14,1,0,6.8,0,7.34,0,0,0,0,3.45,76.92,227.57,0,70.73,26.92,0,0,3.59,3.47,134.46,37.47,12.49,0,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,52.09,8.33,3.71,7.33,22,8.33

26,06:15-06:30,0,14,0,6.66,14,2,1,6.8,1,7.34,0,0,0.11,0,3.45,76.92,227.57,0,70.73,26.92,0,0,3.59,3.47,134.46,37.47,12.49,0,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,52.09,17.84,9.89,7.33,22,17.84

27,06:30-06:45,0.18,14,2,6.66,14,5,3,6.8,4,7.34,1,2,4.3,0.92,3.45,76.92,227.57,0,70.73,26.92,0.4,0.39,3.59,3.47,134.46,37.47,12.49,0.39,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,52.09,29.71,13.6,7.33,22,29.71

28,06:45-07:00,0.58,14,3,6.66,14,8,4,6.8,7,7.34,3,3,10.13,2.92,3.45,76.92,227.57,0,70.73,26.92,0.72,0.7,3.59,3.47,134.46,37.47,12.49,0.7,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,47.94,33,17.3,7.33,22,33

29,07:00-07:15,1.9,14,7,6.66,14,10,5,6.8,14,7.34,6,5,17.78,9.51,3.36,76.92,227.57,0,70.73,26.92,1.2,1.17,3.59,3.47,134.46,37.47,12.49,1.17,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,47.94,33,21.01,7.33,22,33

30,07:15-07:30,3.38,14,10,6.66,14,15,7,6.8,25,7.34,10,7,26.64,16.9,3.36,76.92,227.57,0,70.73,26.92,1.88,1.84,3.59,3.47,134.46,37.47,12.49,1.84,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,47.94,33,29.66,7.33,22,33

31,07:30-07:45,6.07,14,15,6.66,14,18,9,6.8,35,7.34,15,8,35.94,30.34,3.36,76.92,227.57,0,70.73,26.92,2.87,2.79,3.59,3.47,134.46,37.47,12.49,2.79,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,47.94,32.67,32.67,7.33,22,32.66

32,07:45-08:00,9.27,14,19,6.66,14,25,12,6.8,49,7.34,21,12,45.46,46.35,3.36,76.92,227.57,0,70.73,26.92,3.53,3.45,3.59,3.47,134.46,37.47,12.49,3.45,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,46.56,33,33,7.33,22,33

33,08:00-08:15,12.25,14,25,6.66,14,32,15,6.8,67,7.34,28,17,54.91,61.23,3.36,76.92,227.57,0,70.73,26.92,4.52,4.41,3.59,3.32,134.46,37.47,12.49,4.41,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,46.56,33,33,7.33,22,33

34,08:15-08:30,16.29,14,33,6.66,14,39,19,6.8,81,7.34,34,20,64.35,81.48,3.36,76.92,227.57,0,70.73,26.92,5.59,5.44,3.59,3.32,134.46,37.47,12.49,5.44,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,46.56,33,33,7.33,22,33

35,08:30-08:45,20.5,14,40,6.66,14,46,22,6.8,95,7.34,40,25,73.28,102.48,3.36,76.92,227.57,0,70.73,26.92,6.6,6.44,3.82,3.32,134.46,37.47,12.49,6.44,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,46.56,33,33,7.33,22,33

36,08:45-09:00,24.15,14,47,6.66,14,53,25,6.8,109,7.34,46,28,81.96,120.77,3.36,76.92,227.57,0,70.73,26.92,7.63,7.44,3.82,3.32,134.46,37.47,12.49,7.44,0,6.58,291.03,37.47,37.47,12.49,31.29,26.92,46.56,33,33,7.33,22,33

37,09:00-09:15,27.37,14,52,6.66,14,60,28,6.8,123,7.34,52,30,86.87,136.86,3.36,76.92,227.57,0,70.73,26.93,8.54,8.33,3.82,3.32,134.46,37.47,12.49,8.33,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,46.56,33,33,7.33,22,33

38,09:15-09:30,30.47,14,57,6.66,14,66,32,6.8,137,7.34,58,33,94.6,152.37,3.36,76.92,227.57,0,70.73,26.93,9.44,9.22,3.82,3.32,134.46,37.47,12.49,9.22,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,46.56,33,33,7.33,22,33

39,09:30-09:45,35.09,14,67,6.66,14,70,33,6.8,147,7.34,63,36,101.91,175.47,3.36,76.92,227.57,0,70.73,26.93,10.34,10.09,3.82,3.32,134.46,37.47,12.49,10.09,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,46.56,33,33,7.33,22,33

40,09:45-10:00,37.59,14,72,6.66,14,73,35,6.8,158,7.34,67,38,108.89,187.97,3.36,76.92,227.57,0,70.73,26.93,11.5,11.21,3.82,3.32,134.46,37.47,12.49,11.21,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,46.56,33,33,7.33,22,33

41,10:00-10:15,40.09,14,79,6.66,14,78,37,6.8,168,7.34,72,40,114.73,200.47,3.36,76.92,227.57,0,70.73,26.93,12.13,11.83,3.9,3.32,134.46,37.47,12.49,11.83,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,46.56,33,33,7.33,22,33

42,10:15-10:30,42.59,14,84,6.66,14,81,39,6.8,179,7.34,76,41,119.16,212.97,3.36,76.92,227.57,0,70.73,26.93,13.26,12.93,3.9,3.32,134.46,37.47,12.49,12.93,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,50.45,33,33,7.33,22,33

43,10:30-10:45,45.13,14,87,6.66,14,84,40,6.8,186,7.34,79,44,123.95,225.64,3.36,76.92,227.57,0,70.73,26.93,13.76,13.43,3.9,3.32,134.46,37.47,12.49,13.43,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,50.45,33,33,7.33,22,33

44,10:45-11:00,46,14,88,6.66,14,86,41,6.8,189,7.34,81,45,126.41,230,3.36,76.92,227.57,0,70.73,26.93,14.68,14.32,3.9,3.32,134.46,37.47,12.49,14.32,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,50.45,33,33,7.33,22,33

45,11:00-11:15,46,14,89,6.66,14,88,42,6.8,195,7.34,83,46,128.26,230,3.36,76.92,227.57,0,66.55,26.93,14.96,14.6,3.9,3.32,134.46,37.47,12.49,14.6,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,53.36,33,33,7.33,22,33

46,11:15-11:30,46,14,90,6.66,14,91,44,6.8,195,7.34,83,47,129.72,230,3.36,76.92,227.57,0,66.55,26.93,15.66,15.28,3.9,3.32,134.46,37.47,12.49,15.28,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,53.36,33,33,7.33,22,33

47,11:30-11:45,46,14,91,6.66,14,91,44,6.8,195,7.34,83,46,130.69,230,3.36,76.92,227.57,0,66.55,26.93,15.66,15.28,3.9,3.32,134.46,37.47,12.49,15.28,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,53.36,33,33,7.33,22,33

48,11:45-12:00,46,14,91,6.66,14,91,44,6.8,195,7.34,83,46,131.16,230,3.36,76.92,227.57,0,66.55,26.93,15.66,15.28,3.9,3.32,134.46,37.47,12.49,15.28,0,6.58,291.03,37.47,37.47,12.49,31.29,26.93,53.36,33,33,7.33,22,33

49,12:00-12:15,46,14,91,6.66,14,91,44,6.8,195,7.34,83,46,130.37,230,3.45,76.92,227.57,0,66.55,26.93,15.66,15.28,4.06,3.47,134.46,37.47,12.49,15.28,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,82.46,33,33,7.33,22,33

50,12:15-12:30,46,14,91,6.66,14,91,44,6.8,195,7.34,83,46,129.88,230,3.45,76.92,227.57,0,66.55,26.93,15.66,15.28,4.06,3.47,134.46,37.47,12.49,15.28,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

51,12:30-12:45,46,14,91,6.66,14,89,43,6.8,195,7.34,83,46,128.6,230,3.45,87.5,227.57,0,66.55,26.93,15.66,15.28,4.06,3.47,134.46,37.47,12.49,15.28,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

52,12:45-13:00,46,14,91,6.66,14,89,42,6.8,195,7.34,83,46,126.99,230,3.45,87.5,227.57,0,66.55,26.93,15.66,15.28,4.06,3.47,134.46,37.47,12.49,15.28,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

53,13:00-13:15,46,14,91,6.66,14,88,42,6.8,195,7.34,83,46,124.28,230,3.54,87.5,227.57,0,66.55,26.93,15.66,15.28,4.29,3.63,134.46,37.47,12.49,15.28,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

54,13:15-13:30,46,14,91,6.66,14,87,41,6.8,195,7.34,83,45,120.64,230,3.54,87.5,227.57,0,66.55,26.93,15.66,15.28,4.29,3.63,134.46,37.47,12.49,15.28,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

55,13:30-13:45,46,14,89,6.66,14,86,41,6.8,182,7.34,78,44,116.94,230,3.54,87.5,227.57,0,66.55,26.93,15.66,15.28,4.29,3.63,134.46,37.47,12.49,15.28,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

56,13:45-14:00,46,14,88,6.66,14,84,40,6.8,179,7.34,76,43,111.87,230,3.54,87.5,227.57,0,66.55,26.93,14.96,14.6,4.29,3.63,134.46,37.47,12.49,14.6,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

57,14:00-14:15,45.61,14,85,6.66,14,81,39,6.8,172,7.34,73,41,106.26,228.07,3.64,87.5,263.38,0,66.55,26.93,14.76,14.4,1.56,3.78,134.46,37.47,12.49,14.4,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

58,14:15-14:30,44.69,14,84,6.66,14,78,37,6.8,165,7.34,70,40,100.3,223.44,3.64,87.5,263.38,0,66.55,26.93,14.36,14.01,1.56,3.78,134.46,37.47,12.49,14.01,0,6.48,291.03,37.47,37.47,12.49,31.29,26.93,101.07,33,33,7.33,22,33

59,14:30-14:45,43.28,14,77,6.66,14,74,36,6.8,158,7.34,67,39,94.34,216.42,3.64,87.5,263.38,0,66.55,25.57,13.98,13.64,1.56,3.78,134.46,37.47,12.49,13.64,0,6.48,291.03,37.47,37.47,12.49,31.29,25.57,101.07,33,33,7.33,22,33

60,14:45-15:00,41.37,14,73,6.66,14,70,33,6.8,147,7.34,63,37,88.02,206.87,3.64,87.5,263.38,0,66.55,25.57,13.31,12.99,1.56,3.78,134.46,37.47,12.49,12.99,0,6.48,291.03,37.47,37.47,12.49,31.29,25.57,101.07,33,33,7.33,22,33

61,15:00-15:15,39.03,14,68,6.66,14,66,31,6.8,137,7.34,58,33,82.52,195.17,3.73,87.5,263.38,0,66.55,25.57,12.41,12.1,1.56,4.02,134.46,37.47,12.49,12.1,0,6.58,291.03,37.47,37.47,12.49,31.29,26.91,101.07,33,33,7.33,22,33

62,15:15-15:30,36.37,14,65,6.66,14,59,28,6.8,123,7.34,52,31,75.52,181.83,3.73,87.5,263.38,0,66.55,25.57,11.49,11.2,1.56,4.02,134.46,37.47,12.49,11.2,0,6.58,291.03,37.47,37.47,12.49,31.29,26.91,101.07,33,33,7.33,22,33

63,15:30-15:45,33.49,14,57,6.66,14,52,25,6.8,112,7.34,48,28,67.24,167.47,3.73,67.91,263.38,0,66.55,25.57,10.57,10.31,1.56,4.02,134.46,37.47,12.49,10.31,0,6.58,291.03,37.47,37.47,12.49,31.29,26.91,101.07,33,33,7.33,22,33

64,15:45-16:00,30.44,14,54,6.66,14,45,22,6.8,98,7.34,42,26,58.94,152.2,3.73,67.91,263.38,0,66.55,25.57,9.66,9.43,1.56,4.02,134.46,37.47,12.49,9.43,0,6.58,291.03,37.47,37.47,12.49,31.29,26.91,101.07,33,33,7.33,22,33

65,16:00-16:15,27.22,12.13,43,6.66,12.13,38,18,9.8,70,7.34,30,22,49.9,136.1,3.92,67.91,263.38,0,66.55,25.57,8.58,8.37,3.12,4.02,134.46,37.47,12.49,8.37,0,6.58,291.03,37.47,37.47,12.49,31.29,25.57,101.07,33,33,7.33,22,33

66,16:15-16:30,23.86,12.13,40,6.66,12.13,30,15,9.6,56,7.34,24,18,40.59,119.31,3.92,67.91,263.38,0,85.56,25.57,7.71,7.53,3.12,4.02,134.46,37.47,12.49,7.53,0,6.58,291.03,37.47,37.47,12.49,31.29,25.57,101.07,33,33,7.33,22,33

67,16:30-16:45,20.4,12.13,32,6.66,12.13,20,10,9.4,49,7.34,21,15,32.67,101.98,3.92,67.91,263.38,0,115.99,25.57,6.8,6.64,3.12,4.02,134.46,37.47,12.49,6.64,0,6.58,291.03,37.47,37.47,12.49,31.29,25.57,101.07,33,33,7.33,22,33

68,16:45-17:00,16.86,12.13,27,6.66,12.13,15,7,9,35,7.34,15,11,24.76,84.28,3.92,67.91,263.38,0,115.99,25.57,5.79,5.64,3.12,4.02,134.46,37.47,12.49,5.64,0,6.58,291.03,37.47,37.47,12.49,31.29,25.57,101.07,33,24.72,7.33,22,33

69,17:00-17:15,13.32,12.13,25,6.66,12.13,12,6,8.8,21,7.34,9,9,17.33,66.63,4.02,67.91,263.38,0,115.99,6.44,4.81,4.7,3.12,4.24,134.46,39.77,12.49,4.7,58.21,6.58,291.03,39.77,39.77,12.49,31.29,30.5,83.01,28.08,17.3,7.33,22,28.08

70,17:15-17:30,9.95,12.13,18,6.66,12.13,8,4,8.2,11,7.34,4,7,10.56,49.78,4.02,67.91,263.38,0,115.99,6.44,3.93,3.84,3.12,4.24,134.46,39.77,12.49,3.84,58.21,6.58,291.03,39.77,39.77,12.49,31.29,30.5,83.01,12.02,8.65,7.33,22,12.02

71,17:30-17:45,6.93,12.13,12,6.66,12.13,4,2,8,7,7.34,3,5,4.19,34.66,4.02,67.91,263.38,121.26,115.99,30.5,3,2.92,3.12,4.24,134.46,39.77,12.49,2.92,58.21,6.58,291.03,39.77,39.77,12.49,31.29,30.5,83.01,1.11,2.47,7.33,22,1.11

72,17:45-18:00,4.41,12.13,8,6.66,12.13,1,0,7.6,4,7.34,1,5,0,22.05,4.02,67.91,263.38,121.26,115.99,30.5,2.16,2.11,3.12,4.24,134.46,39.77,12.49,2.11,58.21,6.58,291.03,39.77,39.77,12.49,31.29,30.5,83.01,0,0,7.33,22,0

73,18:00-18:15,2.5,13.5,4,6.66,13.5,0,0,7.2,1,7.34,0,3,0,12.53,4.02,67.91,263.38,121.26,115.99,31,1.65,1.6,3.12,4.24,134.46,39.77,12.49,1.6,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

74,18:15-18:30,1.22,13.5,2,6.66,13.5,0,0,7,1,7.34,0,2,0,6.13,4.02,67.91,263.38,121.26,115.99,31,1.17,1.15,3.12,4.24,134.46,39.77,12.49,1.15,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

75,18:30-18:45,0.48,13.5,0,6.66,13.5,0,0,7,0,7.34,0,0,0,2.39,4.02,67.91,263.38,121.26,115.99,31,0.59,0.58,3.12,4.24,134.46,39.77,12.49,0.58,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

76,18:45-19:00,0.12,13.5,0,6.66,13.5,0,0,7,0,7.34,0,0,0,0.6,4.02,67.91,263.38,121.26,115.99,31,0.22,0.21,3.12,4.24,134.46,39.77,12.49,0.21,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

77,19:00-19:15,0.02,13.5,0,6.66,13.5,0,0,7,0,7.34,0,0,0,0.12,3.92,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

78,19:15-19:30,0,13.5,0,6.66,13.5,0,0,7,0,7.34,0,0,0,0,3.92,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

79,19:30-19:45,0,13.5,0,6.66,13.5,0,0,15.01,0,7.34,0,0,0,0,3.92,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

80,19:45-20:00,0,14,0,6.66,14,0,0,13.01,0,7.34,0,0,0,0,3.92,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

81,20:00-20:15,0,14,0,6.66,14,0,0,7,0,7.34,0,0,0,0,3.92,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

82,20:15-20:30,0,14,0,6.66,14,0,0,7,0,7.34,0,0,0,0,3.92,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

83,20:30-20:45,0,21,0,6.66,21,0,0,7,0,7.34,0,0,0,0,3.92,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

84,20:45-21:00,0,20.33,0,6.66,20.33,0,0,7,0,7.34,0,0,0,0,3.92,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

