Block,Time,CHAMERA2,URI2,UNCHAHAR2,UNCHAHAR1,SINGRAULI_HYDRO,TEHRI,SINGRAULI,UNCHAHAR4,TANDA2,UNCHAHAR3,DADRT2,JHAJJAR,KOTESHWR,SEWA2,DULHASTI,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,DHAULIGNGA,RAMPUR,RIHAND2,NJPC,RIHAND1,KISHANGANGA,NAPP,RAPPC,CHAMERA1,BSIUL,TANAKPUR,URI,RAPPB,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
6,01:15-01:30,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,1.7934,49.128,0,84.826,0,72.0861,0,0,0,26.824567,18.660568,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,31.8675,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.001598,0,0.019017

7,01:30-01:45,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,3.0744,52.992,0,84.826,0,72.0861,0,0,0,26.824567,18.660568,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,31.8675,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.001598,0,0.019017

8,01:45-02:00,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,3.0744,52.992,0,84.826,0,72.0861,0,0,0,26.824567,18.660568,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,31.8675,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.001598,0,0.019017

9,02:00-02:15,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,3.0744,49.128,0,84.826,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,31.8675,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.001598,0,0.019017

10,02:15-02:30,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,3.0744,49.128,0,84.826,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,31.8675,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.001598,0,0.019017

11,02:30-02:45,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,3.0744,49.128,0,84.826,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,31.8675,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.001598,0,0.019017

12,02:45-03:00,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,3.0744,49.128,0,84.826,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,31.8675,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.001598,0,0.019017

13,03:00-03:15,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,8.8389,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,33.6885,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.001598,0,0.019017

14,03:15-03:30,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,8.8389,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,34.599,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.001598,0,0.019017

15,03:30-03:45,43.635161,0,43.545976,19.743286,1.034778,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,8.8389,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,35.5095,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

16,03:45-04:00,43.635161,0,43.545976,19.743286,1.034778,18.370152,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,36.42,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

17,04:00-04:15,43.635161,0,43.545976,19.743286,1.034778,18.370152,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,38.241,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

18,04:15-04:30,43.635161,0,43.545976,19.743286,1.034778,9.185076,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,40.062,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

19,04:30-04:45,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,6.944882,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,41.883,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

20,04:45-05:00,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,11.11181,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,0,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

21,05:00-05:15,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,6.5538,1.7934,52.992,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

22,05:15-05:30,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,0,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,0,6.5538,1.7934,52.992,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

23,05:30-05:45,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,1.063965,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,14.04936,6.5538,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,19.826853,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.32,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

24,05:45-06:00,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,2.12793,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,14.04936,6.5538,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,18.660568,0,0,92.427499,0,0,3.03,2.38,1.04,0.45,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.37,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.001598,0,0.019017

25,06:00-06:15,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,1.719539,9.915135,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,28.09872,6.5538,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,18.660568,0,0,92.427499,0,0,3.03,2.38,1.04,0.45,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.37,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

26,06:15-06:30,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,1.719539,19.830272,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,28.09872,13.1076,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,18.660568,0,0,92.427499,0,0,3.03,2.38,1.04,0.45,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.37,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

27,06:30-06:45,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,6.944882,2.12793,19.830272,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,42.14808,13.1076,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,18.660568,0,0,92.427499,0,0,3.03,2.38,1.04,0.45,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.37,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.005274,0,0.015341

28,06:45-07:00,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,2.12793,19.830272,1.187225,60.347343,61.426578,79.966942,2.551476,44.150584,59.009958,42.14808,13.1076,1.7934,49.128,0,79.3646,0,72.0861,0,0,0,26.824567,18.660568,0,0,92.427499,0,0,3.03,2.38,1.04,0.45,0.84,0.14,2,1.1,1.62,0,0.92,6.05,1.94,0,7.94,0.25,0.82,1.37,13.188,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.005274,0,0.015341

29,07:00-07:15,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,1.063965,19.830272,1.462832,60.347343,75.861824,79.966942,2.551476,44.150584,59.009958,42.14808,13.1076,1.7934,49.128,0,66.815,0,72.0861,0,0,0,26.824567,17.494283,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.02,6.05,1.94,0,7.94,0.25,0.82,1.34,13.188,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.005274,0,0.015341

30,07:15-07:30,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,19.830272,1.950442,60.347343,101.149098,79.966942,2.551476,44.150584,59.009958,42.14808,13.1076,1.7934,49.128,0,66.815,0,72.0861,0,0,0,26.824567,17.494283,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.02,6.05,1.94,0,7.94,0.25,0.82,1.34,13.188,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.005274,0,0.015341

31,07:30-07:45,43.635161,0,43.545976,19.743286,1.034778,0,144.026761,1.427606,2.525983,26.963602,689.353782,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,19.830272,1.950442,60.347343,101.149098,79.966942,2.551476,44.150584,59.009958,42.14808,13.1076,1.7934,49.128,0,66.815,0,72.0861,0,0,0,26.824567,17.494283,0,0,92.427499,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.12,6.05,1.94,0,7.94,0.25,0.82,1.34,13.188,20.73185,0,147.515625,43.704,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015341

