Time,Block,NR/2023/18074/A/2806,WR/2023/20914/A/2885,NR/2024/18285/A/2874,NR/2023/18183/A/2890,NR/2024/18295/C,WR/2023/20937/A/2889,NR/2023/18204/A/2773,Total
26,06:15-06:30,0.380000,0.000000,9.600000,158.480000,0,0.000000,5.760000,174.22

27,06:30-06:45,0.380000,0.000000,9.600000,158.480000,0,0.000000,5.760000,174.22

28,06:45-07:00,0.380000,0.000000,9.600000,158.480000,0,0.000000,5.760000,174.22

29,07:00-07:15,0.530000,0.000000,9.600000,158.480000,0,0.000000,5.760000,174.37

30,07:15-07:30,0.530000,0.000000,9.600000,158.480000,0,0.000000,5.760000,174.37

31,07:30-07:45,0.530000,0.000000,9.600000,158.480000,0,0.000000,5.760000,174.37

32,07:45:08:00,0.530000,0.000000,9.600000,158.480000,0.65,0.000000,5.760000,175.02

33,08:00-08:15,0.860000,0.000000,9.600000,158.480000,1.13,0.000000,5.760000,175.83

34,08:15-08:30,0.860000,0.000000,9.600000,158.480000,1.25,0.000000,5.760000,175.95

35,08:30-08:45,0.860000,0.000000,9.600000,158.480000,1.26,0.000000,5.760000,175.96

36,08:45:09:00,0.860000,0.000000,9.600000,158.480000,1.49,0.000000,5.760000,176.19

37,09:00:09:15,0.860000,0.000000,9.600000,0.000000,1.54,0.000000,5.760000,17.76

38,09:15-09:30,0.860000,0.000000,9.600000,0.000000,1.61,0.000000,5.760000,17.83

39,09:30-09:45,0.860000,0.000000,9.600000,0.000000,1.68,0.000000,5.760000,17.9

40,09:45-10:00,0.860000,0.000000,9.600000,0.000000,1.74,0.000000,5.760000,17.96

41,10:00-10:15,0.860000,0.000000,9.600000,0.000000,2.13,0.000000,5.760000,18.35

42,10:15-10:30,0.860000,0.000000,9.600000,0.000000,2.54,0.000000,5.760000,18.76

43,10:30-10:45,0.860000,0.000000,9.600000,0.000000,2.69,0.000000,5.760000,18.91

44,10:45-11:00,0.860000,0.000000,9.600000,0.000000,2.78,0.000000,5.760000,19

45,11:00-11:15,0.860000,0.000000,9.600000,0.000000,2.97,0.000000,5.760000,19.19

46,11:15-11:30,0.860000,0.000000,9.600000,0.000000,3.12,0.000000,5.760000,19.34

47,11:30-11:45,0.860000,0.000000,9.600000,0.000000,3.17,0.000000,5.760000,19.39

48,11:45-12:00,0.860000,0.000000,9.600000,0.000000,3.36,0.000000,5.760000,19.58

49,12:00-12:15,0.860000,0.000000,9.600000,0.000000,3.6,0.000000,5.760000,19.82

50,12:15-12:30,0.860000,0.000000,9.600000,0.000000,3.74,0.000000,5.760000,19.96

51,12:30-12:45,0.860000,0.000000,9.600000,0.000000,4.13,0.000000,5.760000,20.35

52,12:45-13:00,0.860000,0.000000,9.600000,0.000000,4.32,0.000000,5.760000,20.54

53,13:00-13:15,0.770000,0.000000,9.600000,0.000000,5.28,0.000000,5.760000,21.41

54,13:15-13:30,0.770000,0.000000,9.600000,0.000000,4.03,0.000000,5.760000,20.16

55,13:30-13:45,0.770000,0.000000,9.600000,0.000000,3.07,0.000000,5.760000,19.2

56,13:45-14:00,0.770000,0.000000,9.600000,0.000000,2.78,0.000000,5.760000,18.91

57,14:00-14:15,0.770000,0.000000,9.600000,0.000000,2.68,0.000000,5.760000,18.81

58,14:15-14:30,0.770000,0.000000,9.600000,0.000000,1.97,0.000000,5.760000,18.1

59,14:30-14:45,0.770000,0.000000,9.600000,0.000000,1.73,0.000000,5.760000,17.86

60,14:45-15:00,0.770000,0.000000,9.600000,0.000000,1.58,0.000000,5.760000,17.71

61,15:00-15:15,0.670000,0.000000,9.600000,0.000000,1.39,0.000000,5.760000,17.42

62,15:15-15:30,0.670000,0.000000,9.600000,0.000000,1.15,0.000000,5.760000,17.18

63,15:30-15:45,0.670000,0.000000,9.600000,0.000000,1.01,0.000000,5.760000,17.04

64,15:45-16:00,0.670000,0.000000,9.600000,0.000000,0.96,0.000000,5.760000,16.99

65,16:00-16:15,0.480000,0.000000,9.600000,0.000000,0.37,0.000000,5.760000,16.21

66,16:15-16:30,0.480000,0.000000,9.600000,0.000000,0.36,0.000000,5.760000,16.2

67,16:30-16:45,0.480000,0.000000,9.600000,0.000000,0.43,0.000000,5.760000,16.27

68,16:45-17:00,0.480000,0.000000,9.600000,0.000000,0.27,0.000000,5.760000,16.11

69,17:00-17:15,0.480000,0.000000,9.600000,0.000000,0.19,0.000000,5.760000,16.03

70,17:15-17:30,0.480000,0.000000,9.600000,0.000000,0.12,0.000000,5.760000,15.96

71,17:30-17:45,0.480000,0.000000,9.600000,0.000000,0.15,0.000000,5.760000,15.99

72,17:45-18:00,0.480000,0.000000,9.600000,0.000000,0,0.000000,5.760000,15.84

73,18:00-18:15,0.480000,55.000000,9.600000,0.000000,0,25.000000,5.760000,95.84

74,18:15-18:30,0.480000,55.000000,9.600000,0.000000,0,25.000000,5.760000,95.84

75,18:30-18:45,0.480000,55.000000,9.600000,0.000000,0,25.000000,5.760000,95.84

76,18:45-19:00,0.480000,55.000000,9.600000,0.000000,0,25.000000,5.760000,95.84

77,19:00-19:15,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

78,19:15-19:30,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

79,19:30-19:45,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

80,19:45-20:00,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

81,20:00-20:15,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

82,20:15-20:30,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

83,20:30-20:45,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

84,20:45-21:00,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

85,21:00-21:15,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

86,21:15-21:30,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

87,21:30-21:45,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

88,21:45-22:00,0.580000,55.000000,9.600000,158.480000,0,25.000000,5.760000,254.42

89,22:00-22:15,0.480000,55.000000,9.600000,0.000000,0,0.000000,5.760000,70.84

90,22:15-22:30,0.480000,55.000000,9.600000,0.000000,0,0.000000,5.760000,70.84

91,22:30-22:45,0.480000,55.000000,9.600000,0.000000,0,0.000000,5.760000,70.84

92,22:45-23:00,0.480000,55.000000,9.600000,0.000000,0,0.000000,5.760000,70.84

93,23:00-23:15,0.480000,0.000000,9.600000,0.000000,0,0.000000,5.760000,15.84

94,23:15-23:30,0.480000,0.000000,9.600000,0.000000,0,0.000000,5.760000,15.84

95,23:30-23:45,0.480000,0.000000,9.600000,0.000000,0,0.000000,5.760000,15.84

96,23:45-24:00,0.480000,0.000000,9.600000,0.000000,0,0.000000,5.760000,15.84

