Block,Time Block,CHAMERA2,BRBCL,DHAULIGNGA,CHAMERA1,BSIUL,CHAMERA3,DADRT2,ANTA_GF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,DADRI_RF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_LF,DADRI_CRF,TANAKPUR,SALAL,SEWA2,SINGRAULI,TEHRIPSP,TALA,TEHRI,TelanganaSTPP,SASAN,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TALST2,RSTPSU7,URI2,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,RAMPUR,RIHAND3,RAPPC,RIHAND2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,PARBATI2,MAPS,NLCEXP,KOTESHWR,KUDGI,JHAJJAR,KHSTPP-II,KGSU1AND2,KHSTPP-I,KGSU3AND4,KKNP,KOLDAM,KKNPPU2,KISHANGANGA,FSTPP I & II,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,45.32,19.59,0,13.51,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,142.14,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,23.99,16.44,0,25.81,33.98,10,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,109.64,0,33.86,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

56,13:45-14:00,45.32,23.95,0,27.03,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,142.14,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,23.99,16.44,0,26.93,33.98,12.41,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,109.64,0,33.86,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

57,14:00-14:15,45.32,21.43,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,125.58,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,23.99,12.94,0,23.08,31.85,10,0.59,0,5.48,125.84,62.92,104.71,82.35,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

58,14:15-14:30,45.32,21.6,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,125.58,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,23.99,12.94,0,23.08,31.85,10,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

59,14:30-14:45,45.32,19.51,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,139.93,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,26.99,12.94,0,23.08,31.85,10,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

60,14:45-15:00,45.32,19,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,142.14,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,26.99,12.94,0,23.08,31.85,10,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,104.72,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

61,15:00-15:15,45.32,19.52,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,142.14,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,26.99,12.94,0,23.08,31.85,10,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,9.75,0,119.26,113.66,0,34.17,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

62,15:15-15:30,45.32,21.02,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,142.14,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,26.99,12.94,0,23.08,31.85,10,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,9.75,0,119.26,113.66,0,34.17,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

63,15:30-15:45,45.32,23.05,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,76.56,0,142.14,0,20.13,14.09,0,331.1,1.59,0.89,0,0,0,0,26.99,15.76,0,28.91,31.85,11.8,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,9.75,0,119.26,113.66,0,34.17,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

64,15:45-16:00,45.32,20.55,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,76.56,0,142.14,0,19.28,42.27,0,331.1,1.59,0.89,0,0,0,0,26.99,15.76,0,28.91,31.85,11.86,0.59,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,119.26,113.66,0,34.17,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

65,16:00-16:15,45.32,21.53,0,40.54,12.54,32.64,0,0,0,0,0,0,0,0,0,0,0,0,11.46,76.56,0,124.76,0,19.14,56.35,0,331.1,1.59,0.89,0,0,0,0,26.99,15.76,0,28.91,31.85,11.86,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,119.26,113.66,0,34.17,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

66,16:15-16:30,45.32,21.68,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,76.56,0,124.76,0,19.14,56.35,0,331.1,1.59,0.89,0,0,0,0,26.99,15.76,0,28.91,31.85,11.86,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,119.26,113.66,0,34.17,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

67,16:30-16:45,45.32,21.18,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,0,124.76,0,12.92,56.35,0,331.1,1.59,0.89,0,0,0,0,26.99,15.76,0,28.91,31.85,11.86,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,119.26,113.66,0,34.17,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

68,16:45-17:00,45.32,19.57,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,0,124.76,0,12.92,56.35,0,331.1,1.59,0.89,0,0,0,0,26.99,15.76,0,28.91,31.85,11.86,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,119.26,113.66,0,34.17,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

69,17:00-17:15,45.32,21.8,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,5.89,124.76,0,12.78,56.35,0,331.1,1.59,0.89,0,0,0,0,26.99,15.76,0,28.91,35.04,11.86,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,7.15,0,0,0,9.75,0,119.26,113.66,0,33.19,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

70,17:15-17:30,45.32,21.98,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,11.75,124.76,0,12.65,56.35,0,331.1,1.59,0.89,0,0,0,0,26.99,15.76,0,28.91,35.04,11.86,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,7.15,0,0,0,9.75,0,119.26,113.66,0,33.19,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

71,17:30-17:45,45.32,21.95,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,124.76,0,15.48,56.35,0,331.1,1.59,0,0,0,0,0,26.99,15.76,0,28.91,35.04,11.86,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,7.15,0,0,0,9.75,0,119.26,113.66,0,33.85,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

72,17:45-18:00,45.32,22.33,0,40.54,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,124.76,0,15.18,56.35,0,331.1,1.59,0,0,0,0,0,26.99,15.76,0,28.91,35.04,11.86,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,119.26,113.66,0,33.85,0,0,8.29,0,6.78,13.76,53.26,0,0,0,0,0

73,18:00-18:15,45.32,20.87,0,40.54,6.27,32.64,8.11,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,142.14,0,14.91,56.35,0,331.1,4.11,0,0,0,0,0,26.99,17.16,0,28.19,35.04,12.73,1.44,0,5.48,108.96,62.92,110.83,73.62,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,127.02,113.66,0,34.17,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

74,18:15-18:30,45.32,17.64,0,40.54,6.27,32.64,8.11,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,142.14,0,14.76,56.35,0,331.1,4.11,0,0,0,0,0,26.99,17.16,0,28.19,35.04,12.73,2.22,0,5.48,124.57,62.92,120.39,91.76,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,127.02,113.66,0,34.17,0,0,8.29,0,6.78,11,53.26,0,0,0,0,0

75,18:30-18:45,45.32,20.16,0,40.54,6.27,32.64,8.11,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,142.14,0,14.61,56.35,0,331.1,4.57,0,0,0,0,0,29.98,17.16,0,28.19,29.73,12.73,2.22,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,127.02,142.63,0,37.94,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

76,18:45-19:00,45.32,16.91,0,40.54,6.27,32.64,8.11,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,142.14,0,14.61,57.54,0,331.1,5.34,0,0,0,0,0,29.98,20.66,0,29.8,29.73,12.73,2.22,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,19.51,0,127.02,142.63,0,37.94,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

77,19:00-19:15,45.32,19.39,10.21,40.54,12.54,32.64,8.11,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,142.14,78,16.26,57.54,0,331.1,5.34,0,0,0,0,0,26.99,20.66,0,33.82,36.1,15.5,3.1,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,29.27,0,127.02,142.63,0,37.94,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

78,19:15-19:30,47.7,20.16,10.21,40.66,19.68,34.33,8.11,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,16.26,57.54,0,331.1,5.34,0,0,0,0,0,26.99,20.66,0,33.82,36.1,15.5,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,127.02,142.63,0,37.94,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

79,19:30-19:45,47.7,22.13,10.21,40.66,19.68,34.33,48.5,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,16.4,57.54,0,331.1,5.34,0,0,0,0,0,29.98,20.66,0,33.82,36.1,15.5,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,139.53,142.63,0,37.94,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

80,19:45-20:00,47.7,21.82,10.21,40.66,19.68,34.33,70.62,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,16.53,57.54,0,331.1,5.34,0,0,0,0,0,29.98,20.66,0,33.82,36.1,15.5,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,158.76,142.63,0,37.94,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

81,20:00-20:15,47.7,23.56,10.21,40.66,19.68,34.33,116.79,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,16.69,57.54,0,331.1,5.34,0,0,0,0,0,29.98,23.04,0,33.82,17,15.5,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,213.71,142.63,0,37.94,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

82,20:15-20:30,47.7,22.97,10.21,40.66,19.68,34.33,155.26,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,16.69,57.54,0,331.1,5.34,0,0,0,0,0,29.98,26.33,0,39.43,17,17.85,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,213.71,142.63,0,37.94,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

83,20:30-20:45,47.7,23.54,10.21,40.66,19.68,34.33,203.35,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,16.83,57.54,0,331.1,5.34,0,0,0,0,0,29.98,26.63,0,43.22,50.36,20.5,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,223.33,142.63,0,37.94,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

84,20:45-21:00,47.7,22.91,10.21,40.66,19.68,34.33,241.83,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,17.1,57.54,0,331.1,5.34,0,0,0,0,0,29.98,26.63,0,43.28,50.36,20.82,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,223.33,142.63,0,37.94,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

85,21:00-21:15,47.7,21.12,8.86,40.66,19.68,34.33,289.92,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,17.25,57.54,0,331.1,5.34,0,0,0,0,0,29.98,26.63,0,43.28,4.24,20.82,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,223.33,142.63,0,37.94,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

86,21:15-21:30,45.32,24.04,8.86,40.54,12.54,32.64,268.27,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,132.45,156.01,17.25,57.54,0,331.1,5.34,0,0,0,0,0,29.98,26.63,0,43.28,4.24,20.82,3.1,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,8.58,0,0,0,39.02,0,252.18,142.63,0,37.94,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

87,21:30-21:45,45.32,21.08,8.86,40.54,12.54,32.64,176.9,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,132.45,156.01,17.4,57.54,0,331.1,5.34,0,0,0,0,0,29.98,26.63,0,43.28,4.24,20.82,3.1,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,39.02,0,270.46,142.63,0,41.24,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

88,21:45-22:00,47.7,18.53,8.86,40.66,19.68,34.33,56.2,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,132.45,156.01,17.53,57.54,0,331.1,5.34,0,0,0,0,0,29.98,26.63,0,43.28,4.24,20.82,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,270.46,142.63,0,43.72,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

89,22:00-22:15,47.7,18.27,9.6,40.66,19.68,34.33,56.2,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,132.45,156.01,17.67,57.54,0,331.1,5.34,0,0,0,0,0,23.99,26.63,0,43.28,4.24,20.82,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,270.46,142.63,0,43.79,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

90,22:15-22:30,47.7,20.08,9.6,40.66,19.68,34.33,94.67,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,132.45,156.01,17.67,57.54,0,331.1,5.34,0,0,0,0,0,23.99,26.63,0,43.28,4.24,20.82,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,270.46,142.63,0,43.79,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

91,22:30-22:45,47.7,21.64,1.47,40.66,19.68,34.33,94.67,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,18.75,142.14,156.01,17.67,57.54,0,331.1,5.34,0,0,0,0,0,25.49,26.63,0,43.28,31.85,20.82,3.1,0,5.62,125.84,62.92,120.48,94.56,0,0,0,0,170.66,0,0,0,23.3,0,37.17,0,0,0,42.93,0,270.46,142.63,0,43.79,0,0,8.29,0,6.91,20.01,55.47,0,0,0,0,0

92,22:45-23:00,45.32,19.02,1.47,40.54,12.54,32.64,94.67,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,142.14,156.01,17.67,56.35,0,331.1,5.34,0,0,0,0,0,25.49,26.63,0,43.28,31.85,20.82,3.1,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,39.02,0,270.46,142.63,0,43.79,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

93,23:00-23:15,45.32,18.76,1.47,40.54,12.54,32.64,110.06,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,142.14,156.01,17.67,56.35,0,331.1,5.34,0.92,0,0,0,0,25.49,26.63,0,43.28,31.85,20.82,3.1,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,39.02,0,270.46,142.63,0,43.79,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

94,23:15-23:30,45.32,17.85,1.47,40.54,12.54,32.64,120.64,0,0,0,0,0,0,0,0,0,0,0,9.97,76.56,17.64,142.14,156.01,17.67,56.35,0,331.1,5.34,0.92,0,0,0,0,25.49,26.63,0,43.28,31.85,20.82,3.1,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,39.02,0,270.46,142.63,0,43.79,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

95,23:30-23:45,45.32,16,1.47,40.54,12.54,32.64,144.68,0,0,0,0,0,0,0,0,0,0,0,9.97,77.67,17.64,142.14,78,17.67,56.35,0,331.1,5.34,0.92,0,0,0,0,25.49,26.63,0,43.28,31.85,20.82,3.1,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,35.75,0,0,0,39.02,0,270.46,142.63,0,43.79,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

96,23:45-24:00,45.32,17.25,1.47,40.54,12.54,32.64,96.59,0,0,0,0,0,0,0,0,0,0,0,9.97,77.67,17.64,142.14,78,17.67,56.35,0,331.1,5.34,0.92,0,0,0,0,25.49,26.63,0,43.28,31.85,20.82,3.1,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,35.75,0,0,0,39.02,0,270.46,142.63,0,43.79,0,0,8.29,0,6.78,20.01,53.26,0,0,0,0,0

