Block,Time,KGSU3AND4,KOLDAM,NAPP,UNCHAHAR1,VALLURNTECL,AURY_GF,DADRI_CRF,BRBCL,FSTPP I & II,KHSTPP-I,NJPC,NTPL,RIHAND1,RSTPSU7,SASAN,TEHRIPSP,UNCHAHAR4,CHAMERA3,DHAULIGNGA,DULHASTI,JHAJJAR,KGSU1AND2,KKNP,PARBATI2,PARBATI3,RAMPUR,SIMHST2,TANDA2,ANTA_LF,DADRI_GF,BSIUL,NLCTS2EXP,RAPPC,RAPPD,SALAL,SEWA2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR2,URI2,DADRI_LF,NNTPP,RIHAND3,SIMHST1,TALA,TelanganaSTPP,ANTA_GF,CHAMERA1,KKNPPU2,NLCIIST2,RIHAND2,TALST2,UNCHAHAR3,ANTA_CRF,AURY_CRF,AURY_LF,AURY_RF,KHSTPP-II,KISHANGANGA,KOTESHWR,MAPS,NLCIIST1,SINGRAULI,TANAKPUR,DADRI_RF,CHAMERA2,DADRT2,KUDGI,NLCEXP,RAPPB,RSTPSU1TO6,URI,ANTA_RF
54,13:15-13:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,112.5,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,46.48,18.34,0,41.18,44.52,33.52,0,0,130.84,0,20.82,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,133.33,0,45.08,0,0,113.75,13.11,102.77,47.12,689.39,0,0,0,0,17.67,49.48

55,13:30-13:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,118.12,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,46.48,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.23,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,133.33,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,17.67,48.96

56,13:45-14:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,123.75,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,46.48,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.23,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,17.67,48.96

57,14:00-14:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,123.75,103.98,3.23,33.95,42.46,38.32,667.27,0,0,26.4,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,17.67,49.09

58,14:15-14:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,123.75,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,17.67,49.09

59,14:30-14:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,123.75,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,75.52,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,33.12,49.09

60,14:45-15:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,123.75,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,75.52,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,33.12,49.09

61,15:00-15:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,123.75,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,75.52,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,0.64,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,33.12,48.5

62,15:15-15:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,123.75,0,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,75.52,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,2.31,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,33.12,48.5

63,15:30-15:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,140.62,0,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,75.52,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,2.31,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,48.5

64,15:45-16:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,0,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,75.52,18.34,0,82.36,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,48.5

65,16:00-16:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,0,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,19.73,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,3.85,102.77,47.12,689.39,0,0,0,0,19.87,48

66,16:15-16:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,103.98,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.67,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,3.85,102.77,47.12,689.39,0,0,0,0,19.87,48

67,16:30-16:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.67,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,3.85,102.77,47.12,689.39,0,0,0,0,17.67,48

68,16:45-17:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.67,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,17.67,48

69,17:00-17:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,19.66,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,13.25,47.75

70,17:15-17:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.46,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,13.25,47.75

71,17:30-17:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,47.57,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,19.14,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,13.25,47.62

72,17:45-18:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,47.57,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.61,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,13.25,47.62

73,18:00-18:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,38.66,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.29,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,135.75,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,52.36,47.62

74,18:15-18:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,38.66,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.02,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,52.36,47.62

75,18:30-18:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,146.25,192.57,3.23,33.95,42.46,38.32,667.27,0,0,26.4,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,16.46,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,6.97,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,47.62

76,18:45-19:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,146.25,192.57,3.23,35.69,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,69.72,19.49,0,82.36,44.52,33.52,0,0,130.84,0,16.37,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,47.62

77,19:00-19:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,146.25,192.57,2.03,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,69.72,19.49,0,82.36,43.92,33.52,0,0,130.84,0,16.37,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,11.04,47.62

78,19:15-19:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,146.25,192.57,2.03,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,69.72,19.49,0,82.36,44.52,33.52,0,0,130.84,0,16.44,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,4.41,47.62

79,19:30-19:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,157.5,192.57,2.03,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,69.72,19.49,0,82.36,44.52,33.52,0,0,130.84,0,16.37,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,4.41,47.62

80,19:45-20:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,168.75,192.57,2.03,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,69.72,19.49,0,82.36,43.92,33.52,0,0,130.84,0,16.52,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,4.41,47.62

81,20:00-20:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,168.75,192.57,1.74,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,69.72,19.49,0,82.36,43.92,33.52,0,0,130.84,0,16.58,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,11.04,48.46

82,20:15-20:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,168.75,192.57,1.74,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,69.72,19.49,0,82.36,43.92,33.52,0,0,130.84,0,16.7,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,52.36,48.08

83,20:30-20:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,135,192.57,1.74,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,69.72,19.49,0,82.36,44.52,33.52,0,0,130.84,0,16.76,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,52.36,48.08

84,20:45-21:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,135,192.57,1.74,0,42.46,38.32,667.27,0,0,26.4,40.89,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,16.88,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,6.97,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,13.25,48.08

85,21:00-21:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,135,192.57,1.74,0,42.46,38.32,667.27,0,0,26.4,47.57,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,44.52,33.52,0,0,130.84,0,17.03,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,6.97,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,13.25,48.84

86,21:15-21:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,135,192.57,1.74,0,42.46,38.32,667.27,0,0,26.4,47.57,5.68,0,5.25,0,0,0,0,65.6,39.04,69.72,18.34,0,82.36,43.92,33.52,0,0,130.84,0,17.11,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,6.97,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,13.25,48.84

87,21:30-21:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,146.25,192.57,2.03,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,68.56,19.49,0,82.36,43.92,33.52,0,0,130.84,0,17.26,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,13.25,49.6

88,21:45-22:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,177.45,0,48.09,0,157.5,192.57,2.03,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,68.56,19.49,0,82.36,43.92,33.52,0,0,130.84,0,17.7,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,13.25,49.6

89,22:00-22:15,0,8.63,24.11,21.65,0,0,0,23.76,20.15,45.53,177.45,0,48.09,0,168.75,192.57,2.03,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,68.56,19.49,0,82.36,44.52,33.52,0,0,130.84,0,17.85,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,11.04,49.98

90,22:15-22:30,0,8.63,24.11,21.65,0,0,0,22.53,20.15,45.53,177.45,0,48.09,0,168.75,192.57,2.03,0,44.82,38.45,667.27,0,0,27.87,76.39,5.85,0,5.25,0,0,0,0,65.6,39.04,68.56,19.49,0,82.36,44.52,33.52,0,0,130.84,0,17.99,0,0,42.35,0,0,125.27,0,27.38,0,0,0,79.23,135.75,7.18,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,11.04,49.98

91,22:30-22:45,0,8.63,24.11,21.65,0,0,0,22.53,20.15,45.53,175.8,0,48.09,0,168.75,103.98,2.03,0,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,68.56,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.13,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,6.97,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,4.41,50.23

92,22:45-23:00,0,8.63,24.11,21.65,0,0,0,22.53,20.15,45.53,175.8,0,48.09,0,168.75,103.98,2.03,0,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,68.56,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.23,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,6.97,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,4.41,50.23

93,23:00-23:15,0,8.63,24.11,21.65,0,0,0,22.53,20.15,45.53,175.8,0,48.09,0,168.75,103.98,3.23,0,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,68.56,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.29,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,6.97,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,2.21,50.99

94,23:15-23:30,0,8.63,24.11,21.65,0,0,0,22.53,20.15,45.53,175.8,0,48.09,0,168.75,103.98,3.23,0,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,68.56,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.37,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,135.75,6.97,45.08,0,0,113.75,11.91,102.77,0,689.39,0,0,0,0,2.21,50.99

95,23:30-23:45,0,8.63,24.11,21.65,0,0,0,22.53,20.15,45.53,175.8,0,48.09,0,168.75,103.98,3.23,0,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,68.56,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.44,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,148.3,6.97,45.08,0,0,113.75,10.89,102.77,0,689.39,0,0,0,0,2.21,51.24

96,23:45-24:00,0,8.63,24.11,21.65,0,0,0,20.6,20.15,45.53,175.8,0,48.09,0,168.75,103.98,3.23,0,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,68.56,18.34,0,82.36,44.52,33.52,0,0,130.84,0,18.56,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,148.3,6.97,45.08,0,0,113.75,10.89,102.77,0,689.39,0,0,0,0,2.21,51.24

