Block,Time,NR/23122023/31122023/HP-17,NR/01102023/22052037/LT-59,NR/23122023/31122023/HP-21,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/23122023/23122023/DD20231223NR21887,NR/01102023/31102037/L_NR_2019_11,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/01102023/31052040/LT-31,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00501,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/23122023/31122023/SJVN231223NR1310,NR/22102023/11042047/L_NR_2021_17,NR/23122023/31122023/SJVN231223NR1309,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10
7,01:30-01:45,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,71.450000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,46.47,38.82,7.34,48.02,0,0,12.93,0,0,0,46.47,0,0,0,0,0,0,12.94,0,18.12,0,0,0

8,01:45-02:00,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,71.450000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,46.45,40.83,7.34,48.02,0,0,13.61,0,0,0,46.45,0,0,0,0,0,0,13.61,0,18.48,0,0,0

9,02:00-02:15,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,71.450000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,38.97,41.83,7.34,48.02,0,0,13.95,0,0,0,38.97,0,0,0,0,0,0,13.94,0,16.91,0,0,0

10,02:15-02:30,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,71.450000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,39.09,43.66,7.34,48.02,0,0,14.56,0,0,0,39.09,0,0,0,0,0,0,14.55,0,17.28,0,0,0

11,02:30-02:45,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,71.450000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,29.54,44.15,7.34,48.02,0,0,14.71,0,0,0,29.54,0,0,0,0,0,0,14.72,0,17.93,0,0,0

12,02:45-03:00,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,71.450000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,29.83,44.65,7.34,48.02,0,0,14.88,0,0,0,29.83,0,0,0,0,0,0,14.88,0,18.23,0,0,0

13,03:00-03:15,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,25.97,43.33,7.34,48.02,0,0,14.46,0,0,0,25.97,0,0,0,0,0,0,14.44,0,18.32,0,0,0

14,03:15-03:30,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,26.06,44.46,7.34,48.02,0,0,14.82,0,0,0,26.06,0,0,0,0,0,0,14.82,0,17.93,0,0,0

15,03:30-03:45,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,24.59,45.67,7.52,48.02,0,0,15.22,0,0,0,24.59,0,0,0,0,0,0,15.22,0,18.35,0,0,0

16,03:45-04:00,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.220000,11.520000,23.050000,148.550000,25.870000,31.690000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,24.7,46.9,7.75,48.02,0,0,15.63,0,0,0,24.7,0,0,0,0,0,0,15.63,0,18.84,0,0,0

17,04:00-04:15,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.140000,11.520000,23.050000,148.550000,25.870000,31.690000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,25.21,44.33,7.92,48.02,0,0,14.76,0,0,0,25.21,0,0,0,0,0,0,14.78,0,22.44,0,0,0

18,04:15-04:30,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.140000,11.520000,23.050000,148.550000,25.870000,55.340000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,25.55,46.9,8.21,48.02,0,0,15.63,0,0,0,25.55,0,0,0,0,0,0,15.63,0,22.5,0,0,0

19,04:30-04:45,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.140000,11.520000,23.050000,148.550000,25.870000,55.340000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,21.88,30.12,7.34,48.02,0,0,10.05,0,0,0,21.88,0,0,0,0,0,0,10.04,0,22.6,0,0,0

20,04:45-05:00,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.140000,11.520000,23.050000,148.550000,25.870000,55.340000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,22.54,32.1,7.34,48.02,0,0,10.7,0,0,0,22.54,0,0,0,0,0,0,10.7,0,22.34,0,0,0

21,05:00-05:15,114.620000,1.090000,147.310000,0.000000,169.030000,0.000000,1.140000,11.520000,23.050000,148.550000,25.870000,55.340000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,16.78,33.08,7.34,48.02,0,0,11.02,0,0,0,16.78,0,0,0,0,0,0,11.03,0,22.34,0,0,0

22,05:15-05:30,114.620000,1.090000,147.310000,0.000000,188.240000,0.000000,1.140000,11.520000,23.050000,192.080000,25.870000,55.340000,67.230000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,17.18,34.03,7.34,48.02,0,0,11.35,0,0,0,17.18,0,0,0,0,0,0,11.34,0,22.4,0,0,0

23,05:30-05:45,114.620000,0.770000,147.310000,0.000000,259.660000,0.000000,1.140000,11.520000,23.050000,240.100000,25.870000,74.230000,96.040000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,17.59,35.03,7.34,48.02,0,0,11.68,0,0,0,17.59,0,0,0,0,0,0,11.68,0,22.43,0,0,0

24,05:45-06:00,114.620000,0.770000,147.310000,0.000000,259.660000,0.000000,1.140000,11.520000,23.050000,270.110000,25.870000,86.630000,96.040000,25.870000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,52.820000,0.000000,8.160000,0,18,35.69,7.34,48.02,0,0,11.9,0,0,0,18,0,0,0,0,0,0,11.9,0,22.72,0,0,0

25,06:00-06:15,0.000000,0.930000,250.750000,0.000000,259.660000,0.000000,1.140000,11.520000,23.050000,270.110000,30.730000,86.630000,96.040000,30.730000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,67.230000,0.000000,8.160000,0,14.67,36.4,7.34,48.02,0,0,12.13,0,0,0,14.67,0,0,0,0,0,0,12.14,0,20.29,0,0,0

26,06:15-06:30,0.000000,0.930000,250.750000,0.000000,259.660000,0.000000,1.140000,11.520000,23.050000,270.110000,30.730000,86.630000,96.040000,30.730000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,14.67,37.04,7.34,48.02,0,0,12.34,0,0,0,14.67,0,0,0,0,0,0,12.35,0,20.1,0,0,0

27,06:30-06:45,0.000000,0.930000,250.750000,0.000000,259.660000,0.000000,1.140000,11.520000,23.050000,270.110000,30.730000,86.630000,117.170000,30.730000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,14.67,36.63,7.34,48.02,0,0,12.21,0,0,0,14.67,1.2,0,0,0,0,0,12.21,0,19.74,0,0,0

28,06:45-07:00,0.000000,0.930000,250.750000,0.000000,259.660000,0.000000,1.140000,11.520000,23.050000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,14.67,36.26,7.34,48.02,0,0,12.09,0,0,0,14.67,4.3,0,0,0,0,0,12.09,0,19.41,0,0,0

29,07:00-07:15,0.000000,1.010000,250.750000,0.000000,259.660000,0.000000,1.140000,11.520000,22.090000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0.934656,14.67,36.06,7.34,48.02,0,0,12.03,0,0,0,14.67,12.1,0,0,0,0,1,12.02,1,19.73,0,0,0

30,07:15-07:30,0.000000,1.010000,250.750000,0.060000,259.660000,0.000000,1.140000,11.520000,22.090000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,0.060000,96.040000,0.000000,100.590000,0.060000,8.160000,5.627408,14.67,35.87,7.34,48.02,0,1,11.94,1,0,0,14.67,21.1,0,0,0,0,8.34,11.96,1.58,19.9,0,1,0

31,07:30-07:45,0.000000,1.010000,250.750000,0.260000,259.660000,0.000000,1.140000,11.520000,21.130000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,0.260000,96.040000,0.000000,100.590000,0.270000,8.160000,11.955808,14,22.5,6.66,48.02,3.43,3,7.5,2,0,0.68,14,32.4,0,0,1,0,28.71,7.5,14.37,16.97,0.33,3,1

32,07:45:08:00,0.000000,1.010000,250.750000,0.700000,259.660000,177.670000,1.140000,11.520000,21.130000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,0.700000,96.040000,0.000000,100.590000,0.720000,8.160000,19.111768,14,22.5,6.66,48.02,12.97,5,7.5,11,0,2.59,14,27.15,0,0,3,0,27.15,7.5,27.15,16.73,1,5,4

33,08:00-08:15,0.000000,1.010000,250.750000,1.400000,259.660000,177.670000,1.140000,11.520000,21.130000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,1.400000,96.040000,0.000000,100.590000,1.440000,8.160000,27.338688,14,22.5,6.66,48.02,35.52,12,7.5,25,0,7.1,14,29.19,0,0,6,0,29.18,7.5,29.18,16.65,6.14,8,10

34,08:15-08:30,0.000000,1.010000,250.750000,2.290000,259.660000,177.670000,1.140000,11.520000,21.130000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,2.290000,96.040000,0.000000,100.590000,2.350000,8.160000,35.419568,14,22.5,6.66,48.02,57.93,23,7.5,39,0,11.58,14,29.19,0,0,11,0,29.18,7.5,29.18,16.53,14.53,9,16

35,08:30-08:45,0.000000,1.010000,250.750000,3.430000,259.660000,177.670000,1.140000,11.520000,20.170000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,3.430000,96.040000,0.000000,100.590000,3.510000,8.160000,42.507376,14,22.5,6.66,48.02,78.59,32,7.5,56,0,15.72,14,29.69,0,0,16,0,29.68,7.5,29.68,16.55,22.85,16,24

36,08:45:09:00,0.000000,1.010000,250.750000,4.730000,259.660000,177.670000,1.140000,11.520000,20.170000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,4.730000,96.040000,0.000000,100.590000,4.840000,8.160000,48.806568,14,22.5,6.66,48.02,99.03,40,7.5,74,0,19.8,14,29.69,0,0,20,0,29.68,7.5,29.68,16.57,29.72,22.5,31

37,09:00:09:15,0.000000,1.010000,250.750000,6.130000,259.660000,177.670000,1.070000,11.520000,20.170000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,6.130000,96.040000,0.000000,100.590000,6.280000,8.160000,55.15444,14,22.5,6.66,48.02,120.5,50,7.5,95,0,24.1,14,29.69,0,0,25,0,29.68,7.5,29.68,15.48,37.17,26,40

38,09:15-09:30,0.000000,1.010000,250.750000,7.490000,259.660000,177.670000,1.070000,11.520000,20.170000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,7.490000,96.040000,0.000000,100.590000,7.680000,8.160000,64.79308,14,22.5,6.66,48.02,141.43,58,7.5,112,0,28.29,14,29.69,0,0,29,0,29.68,7.5,29.68,14.39,45.36,27,48

39,09:30-09:45,0.000000,1.010000,250.750000,8.720000,259.660000,0.000000,1.070000,11.520000,20.170000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,8.720000,96.040000,0.000000,100.590000,8.930000,8.160000,74.957464,14,22.5,6.66,48.02,161.4,63,7.5,126,0,32.28,14,30.54,0,0,32,0,30.53,7.5,30.53,14.12,52.56,31,54

40,09:45-10:00,0.000000,1.010000,250.750000,9.840000,259.660000,0.000000,1.070000,11.520000,19.210000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,9.840000,96.040000,0.000000,100.590000,10.080000,8.160000,84.518216,14,22.5,6.66,48.02,178.71,69,7.5,140,0,35.74,14,30.54,0,0,35,0,30.53,7.5,30.53,13.74,58.43,32.5,60

41,10:00-10:15,0.000000,1.010000,250.750000,10.840000,259.660000,0.000000,1.220000,11.520000,19.210000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,10.840000,96.040000,0.000000,100.590000,11.110000,8.160000,92.19992,14,22.5,6.66,48.02,196.9,75,7.5,154,0,39.38,14,30.54,0,28.81,37,24.01,30.53,7.5,30.53,13.56,64.11,35,66

42,10:15-10:30,0.000000,1.010000,250.750000,11.680000,259.660000,0.000000,1.220000,11.520000,19.210000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,11.680000,96.040000,0.000000,100.590000,11.980000,8.160000,97.613136,14,22.5,6.66,48.02,213.89,81,7.5,165,0,42.78,14,30.54,0,28.81,40,24.01,30.53,7.5,30.53,13.52,69.2,38,70

43,10:30-10:45,0.000000,1.010000,250.750000,12.400000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,12.400000,96.040000,0.000000,100.590000,12.700000,8.160000,105.509032,14,22.5,6.66,48.02,226.86,84,7.5,172,0,45.37,14,30.54,0,28.81,42,24.01,30.53,7.5,30.53,12.92,74.09,41,73

44,10:45-11:00,0.000000,1.010000,250.750000,12.980000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.250000,86.630000,117.170000,30.250000,1.660000,14.410000,5.760000,12.980000,96.040000,0.000000,100.590000,13.300000,8.160000,109.666304,14,22.5,6.66,48.02,233.33,87,7.5,179,0,46.67,14,30.5,0,28.81,44,24.01,30.5,7.5,30.5,12.52,78.34,42,76

45,11:00-11:15,0.000000,1.010000,250.750000,13.540000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.730000,86.630000,117.170000,30.730000,1.710000,14.410000,5.760000,13.540000,96.040000,0.000000,100.590000,13.890000,8.160000,112.421592,14,22.5,6.66,48.02,233.33,91,7.5,182,0,46.67,14,30.5,0,28.81,46,24.01,30.5,7.5,30.5,13.16,81.64,43,78

46,11:15-11:30,0.000000,1.010000,250.750000,14.000000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.730000,86.630000,117.170000,30.730000,1.710000,14.410000,5.760000,14.000000,96.040000,0.000000,100.590000,14.350000,8.160000,114.631664,14,22.5,6.66,48.02,233.33,93,7.5,189,0,46.67,14,30.5,0,28.81,47,24.01,30.5,7.5,30.5,13.11,84.54,44,81

47,11:30-11:45,0.000000,1.010000,250.750000,14.420000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.730000,86.630000,117.170000,30.730000,1.710000,14.410000,5.760000,14.420000,96.040000,0.000000,100.590000,14.780000,8.160000,115.459224,14,22.5,6.66,48.02,233.33,93,7.5,193,0,46.67,14,30.5,0,28.81,47,24.01,30.5,7.5,30.5,13.1,86.31,44,82

48,11:45-12:00,0.000000,1.010000,250.750000,14.670000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.730000,86.630000,117.170000,30.730000,1.710000,14.410000,5.760000,14.670000,96.040000,0.000000,100.590000,15.030000,8.160000,114.748496,14,22.5,6.66,48.02,233.33,93,7.5,193,0,46.67,14,30.5,0,28.81,47,24.01,30.5,7.5,30.5,13.05,88.73,44,82

49,12:00-12:15,0.000000,1.010000,250.750000,14.810000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.730000,86.630000,117.170000,30.730000,1.710000,14.410000,5.760000,14.810000,96.040000,0.000000,100.590000,15.180000,8.160000,128.291272,14,20,6.66,48.02,233.33,93,6.66,193,0,46.67,14,30.5,0,28.81,47,24.01,30.5,6.67,30.5,13.04,88.71,44,82

50,12:15-12:30,0.000000,1.010000,250.750000,14.810000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.730000,86.630000,117.170000,30.730000,1.710000,14.410000,5.760000,14.810000,96.040000,0.000000,100.590000,15.180000,8.160000,128.573616,14,20,6.66,48.02,233.33,93,6.66,193,0,46.67,14,30.5,0,28.81,47,24.01,30.5,6.67,30.5,13.08,90.41,44,82

51,12:30-12:45,0.000000,1.010000,250.750000,14.810000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.730000,72.990000,96.040000,30.730000,1.710000,14.410000,5.760000,14.810000,96.040000,0.000000,100.590000,15.180000,8.160000,127.531864,14,20,6.66,48.02,233.33,93,6.66,193,0,46.67,14,30.5,0,28.81,47,24.01,30.5,6.67,30.5,13.16,90.7,44,82

52,12:45-13:00,0.000000,1.010000,250.750000,14.810000,259.660000,0.000000,1.220000,11.520000,0.000000,270.110000,30.730000,72.990000,67.230000,30.730000,1.710000,14.410000,5.760000,14.810000,96.040000,0.000000,100.590000,15.180000,8.160000,125.331528,14,20,6.77,48.02,233.33,93,6.66,193,0,46.67,14,30.5,0,28.81,47,24.01,30.5,6.67,30.5,13.3,89.16,44,82

53,13:00-13:15,0.000000,1.010000,250.750000,14.780000,259.660000,0.000000,1.300000,11.520000,0.000000,270.110000,30.730000,65.980000,67.230000,30.730000,1.710000,14.410000,5.760000,14.780000,96.040000,0.000000,100.590000,15.150000,8.160000,122.712544,10.33,20,6.88,48.02,233.33,93,6.66,193,0,46.67,10.33,30.5,0,28.81,47,24.01,30.5,6.67,30.5,13.32,88.06,44,82

54,13:15-13:30,0.000000,1.010000,250.750000,14.690000,223.470000,0.000000,1.300000,11.520000,0.000000,220.890000,30.730000,49.350000,67.230000,30.730000,1.710000,14.410000,5.760000,14.690000,96.040000,0.000000,100.590000,15.060000,8.160000,120.220128,14,20,6.95,48.02,233.33,93,6.66,189,0,46.67,14,30.5,0,28.81,47,24.01,30.5,6.67,30.5,13.31,86.58,44,81

55,13:30-13:45,0.000000,1.010000,250.750000,14.320000,259.660000,0.000000,1.300000,11.520000,0.000000,270.110000,30.730000,64.060000,67.230000,30.730000,1.710000,14.410000,5.760000,14.320000,96.040000,0.000000,100.590000,14.670000,8.160000,111.350632,14,20,7.03,48.02,233.33,93,6.66,189,0,46.67,14,30.84,0,28.81,47,24.01,30.83,6.67,30.83,13.3,83.67,44,81

56,13:45-14:00,0.000000,1.010000,250.750000,13.820000,259.660000,0.000000,1.300000,11.520000,0.000000,270.110000,30.730000,64.060000,67.230000,30.730000,1.710000,14.410000,5.760000,13.820000,96.040000,0.000000,100.590000,14.170000,8.160000,106.054248,14.67,20,7.1,48.02,233.33,87,6.66,186,0,46.67,14.67,30.84,0,28.81,43,24.01,30.83,6.67,30.83,13.26,81.52,43,79

57,14:00-14:15,0.000000,1.010000,250.750000,13.180000,259.660000,0.000000,1.300000,11.520000,0.000000,270.110000,30.730000,72.990000,67.230000,30.730000,1.760000,14.410000,5.760000,13.180000,96.040000,0.000000,100.590000,13.510000,8.160000,101.118096,15.17,20,4.51,48.02,233.33,87,6.66,179,0,46.67,15.17,30.84,0,28.81,43,24.01,30.83,6.67,30.83,13.22,79.55,40,76

58,14:15-14:30,0.000000,1.010000,250.750000,12.520000,259.660000,0.000000,1.300000,11.520000,0.000000,270.110000,30.730000,72.990000,67.230000,30.730000,1.760000,14.410000,5.760000,12.520000,96.040000,0.000000,100.590000,12.840000,8.160000,95.889864,16.17,20,4.56,48.02,227.59,85,6.66,172,0,45.52,16.17,31,0,28.81,43,24.01,31,6.67,31,13.3,75.77,39,73

59,14:30-14:45,0.000000,1.010000,250.750000,11.710000,259.660000,0.000000,1.300000,11.520000,0.000000,270.110000,30.730000,72.990000,67.230000,30.730000,1.760000,14.410000,5.760000,11.710000,96.040000,0.000000,100.590000,12.000000,8.160000,89.610144,17.17,20.59,4.59,48.02,216.86,79,6.87,168,0,43.37,17.17,31,0,28.81,39,24.01,31,6.86,31,10.14,71,38,72

60,14:45-15:00,0.000000,1.010000,250.750000,10.830000,259.660000,0.000000,1.300000,11.520000,0.000000,270.110000,30.730000,72.990000,67.230000,30.730000,1.760000,14.410000,5.760000,10.830000,96.040000,0.000000,100.590000,11.100000,8.160000,81.996592,18.14,21.24,4.62,48.02,203.29,75,7.08,158,0,40.66,18.14,31,0,28.81,38,24.01,31,7.08,31,10.14,65.82,37,67

