Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/03/01/5143,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/3469,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/SR/2025/03/01/7500,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNARE/SR/2025/01/13/4532,GNA/NR/2025/03/01/4651,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/6891,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/2563,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
7,01:30-01:45,0,0,0,0,0,45,16.67,0,10.33,0,49.99,0,0,0,16.67,0,0,45,0,0,0,190.26,26.87,23.02,8.63,26.87,5.24,28.26,69.95,200,229.16,0.93,1.26,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

8,01:45-02:00,0,0,0,0,0,44,16.33,0,10.33,0,49.01,0,0,0,16.33,0,0,44,0,0,0,190.26,26.87,23.02,8.63,26.87,5.24,28.26,69.95,200,229.16,0.93,1.26,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

9,02:00-02:15,0,0,0,0,0,43.34,16,0,10,0,48,0,0,0,16,0,0,43.33,0,0,0,190.26,26.87,23.02,8.63,26.87,5.14,28.26,69.95,0,229.16,0.93,1.26,86.52,99.93,7,0,0.96,17.27,63.42,0,23.02,23.02,0,42,271.21

10,02:15-02:30,0,0,0,0,0,42.66,15.83,0,10,0,47.51,0,0,0,15.83,0,0,42.67,0,0,0,190.26,26.87,23.02,8.63,26.87,5.14,27.25,69.95,0,229.16,0.93,1.26,86.52,99.93,7,0,0.96,17.27,63.42,0,23.02,23.02,0,42,271.21

11,02:30-02:45,0,0,0,0,0,41.66,15.33,0,9.67,0,46.01,0,0,0,15.33,0,0,41.67,0,0,0,190.26,26.87,23.02,8.63,26.87,5.14,27.25,69.95,0,229.16,0.93,1.26,86.52,99.93,7,0,0.96,17.27,63.42,0,23.02,23.02,0,42,271.21

12,02:45-03:00,0,0,0,0,0,40.66,15,0,9.67,0,45,0,0,0,15,0,0,40.67,0,0,0,190.26,26.87,23.02,8.63,26.87,5.14,27.25,69.95,0,229.16,0.93,1.26,86.52,99.93,7,0,0.96,17.27,63.42,0,23.02,23.02,0,42,271.21

13,03:00-03:15,0,0,0,0,0,39.66,14.67,0,9.33,0,43.99,0,0,0,14.67,0,0,39.67,0,0,0,190.26,26.87,23.02,8.63,26.87,5.05,26.74,69.95,0,229.16,0.85,1.21,86.52,99.93,7,0,0.96,17.27,63.42,0,23.02,23.02,0,42,271.21

14,03:15-03:30,0,0,0,0,0,38.66,14.17,0,9,0,42.49,0,0,0,14.17,0,0,38.67,0,0,0,190.26,26.87,23.02,8.63,26.87,5.05,26.74,69.95,0,229.16,0.85,1.21,86.52,99.93,7,0,0.96,17.27,63.42,0,23.02,23.02,0,42,271.21

15,03:30-03:45,0,0,0,0,0,37.66,13.67,0,8.33,0,40.99,0,0,0,13.67,0,0,37.67,0,0,0,190.26,26.87,23.02,8.63,26.87,5.05,26.74,69.95,0,229.16,0.85,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

16,03:45-04:00,0,0,0,0,0,36.34,13,0,8,0,39,0,0,0,13,0,0,36.33,0,0,0,190.26,26.87,23.02,8.63,26.87,5.05,26.74,69.95,0,229.16,0.85,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

17,04:00-04:15,0,0,0,0,0,33,12.5,0,7.67,0,37.5,0,0,0,12.5,0,0,33,0,0,0,190.26,26.87,23.02,8.63,26.87,4.96,26.74,69.95,0,229.16,0.85,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

18,04:15-04:30,0,0,0,0,0,31,12,0,7.33,0,36,0,0,0,12,0,0,31,0,0,0,190.26,26.87,23.02,8.63,26.87,4.96,26.74,69.95,0,229.16,0.85,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

19,04:30-04:45,0,0,0,0,0,30,16.33,0,9,0,49.01,0,0,0,16.33,0,0,30,0,0,0,190.26,26.87,23.02,8.63,26.87,4.96,26.24,69.95,0,229.16,0.85,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

20,04:45-05:00,0,0,0,0,0,28.66,15.83,0,8.67,0,47.51,0,0,0,15.83,0,0,28.67,0,0,0,190.26,26.87,23.02,8.63,26.87,4.96,26.24,69.95,0,229.16,0.85,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

21,05:00-05:15,0,0,0,0,0,28,15.5,0,8.33,0,46.5,0,0,0,15.5,0,0,28,0,0,0,190.26,26.87,23.02,8.63,26.87,4.86,26.24,69.95,0,259.56,0.78,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

22,05:15-05:30,0,0,0,0,0,27.34,15,0,8,0,45,0,0,0,15,0,0,27.33,0,0,0,190.26,26.87,23.02,8.63,26.87,4.86,26.24,69.95,0,259.56,0.78,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

23,05:30-05:45,0,0,0,0,0,26.66,14.67,0,7.67,0,43.99,0,0,0,14.67,0,0,26.67,0,0,0,190.26,26.87,23.02,8.63,26.87,4.86,26.24,65.82,0,259.56,0.78,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

24,05:45-06:00,0,0,0,0,0,25.66,14.17,0,7.33,0,42.49,0,0,0,14.17,0,0,25.67,0,0,0,190.26,26.87,23.02,8.63,26.87,4.86,26.24,74.28,0,259.56,0.78,1.21,86.52,99.93,7,0,1,17.27,63.42,0,23.02,23.02,0,42,271.21

25,06:00-06:15,0,0,0,0,0,27.34,13.83,0,7,0,41.51,0,0,0,13.83,0,0,27.33,0,1.23,1.21,0,26.87,36.45,8.63,26.87,4.78,26.24,82.75,0,259.56,0.78,1.21,86.52,99.93,7,0,0.96,17.27,0,0,36.45,36.45,0,42,271.21

26,06:15-06:30,0,0,0,0,0,27.34,13.33,0,6.67,0,40.01,0,0,0,13.33,0,0,27.33,0,4.93,4.83,0,22.92,36.45,8.63,22.92,4.78,26.24,91.21,0,259.56,0.78,1.21,86.52,99.93,7,0,0.96,17.27,0,0,36.45,36.45,0,42,271.21

27,06:30-06:45,0,0,0,0,1,27.34,13,0,6.67,0,39,0,0,0,13,0,0,27.33,0,11.08,10.86,0,19.4,36.45,8.63,19.4,4.78,25.24,99.67,0,259.56,0.78,1.21,86.52,99.93,7,0,0.96,17.27,0,0,36.45,36.45,0,42,271.21

28,06:45-07:00,0,0,0,0,4,27,12.5,0,6.67,0.04,37.5,0,0,0,12.5,0,0,27,0,19.7,19.32,0,13.68,36.45,8.63,13.68,4.78,25.24,114.72,0,259.56,0.78,1.21,86.52,99.93,7,0,0.96,17.27,0,0,36.45,36.45,0,42,271.21

29,07:00-07:15,0,0,0,1,10,24.66,12,0,6.67,0.28,36,0,1,10,12,2,0,24.67,5,32.23,32.23,0,32,36.45,8.63,32,4.68,24.22,114.72,0,259.56,0.78,1.21,86.52,99.93,7,0,0.96,17.27,0,0,36.45,36.45,0,0,271.21

30,07:15-07:30,0.21,0.28,0.28,3,15,25.34,11.67,0.44,6.67,0.34,34.99,2.18,4,10,11.67,3,1,25.33,5,32.57,32.57,0,32,36.45,8.63,32,4.68,24.22,114.72,0,259.56,0.78,1.21,86.52,99.93,7,0,0.96,17.27,0,0,36.45,36.45,0,0,271.21

31,07:30-07:45,0.9,1.17,1.17,5,24,26,13,1.45,6.67,0.51,39,7.26,7,10,13,7,3,26,5,31,31,0,32,36.45,8.63,32,4.68,24.22,114.72,0,259.56,0.78,1.21,86.52,99.93,7,0,0.96,17.27,0,0,36.45,36.45,0,0,271.21

32,07:45-08:00,1.86,2.42,2.42,7,28.67,26.66,12.5,3.05,6.67,1.99,37.5,15.23,18,13,12.5,12,7,26.67,7,28.66,28.67,0,32,36.45,8.63,32,4.68,24.22,114.72,0,259.56,0.78,1.21,86.52,99.93,7,0,0.96,17.27,0,0,36.45,36.45,0,0,271.21

33,08:00-08:15,2.96,3.83,3.83,12,31.23,22.34,12,5.18,6.67,7.95,36,25.87,32,27,12,19,13,22.33,13,31.24,31.23,0,32,36.45,8.63,32,4.59,24.22,114.72,0,259.56,0.78,1.21,86.52,99.93,7,0,0.92,17.27,0,0,36.45,36.45,0,0,271.21

34,08:15-08:30,4.05,5.23,5.23,16,31.57,20,11.67,9.47,6.67,16.28,34.99,47.36,49,37,11.67,27,21,20,18,31.56,31.57,0,32,36.45,8.63,32,4.59,24.22,114.72,0,259.56,0.78,1.21,86.52,99.93,7,0,0.92,17.27,0,0,36.45,36.45,0,0,271.21

35,08:30-08:45,5.2,6.73,6.73,21,32.67,19,11.33,17.85,6.67,24.95,34.01,89.25,70,47,11.33,36,30,19,23,32.66,32.67,0,32,22.06,8.63,25.14,4.59,24.22,114.72,0,259.56,0.78,1.21,86.52,99.93,7,0,0.92,17.27,0,0,36.45,36.45,0,0,271.21

36,08:45-09:00,6.39,8.27,8.27,25,32.67,18.34,11,22.59,6.67,33.7,33,112.97,84,55,11,43,36,18.33,28,32.66,32.67,0,32,22.06,8.63,25.14,4.59,24.22,65.82,0,259.56,0.78,1.21,86.52,99.93,7,0,0.92,17.27,0,0,36.45,36.45,0,0,271.21

37,09:00-09:15,7.53,9.73,9.73,29,32.67,18.34,8.67,27.01,6.67,51.24,25.99,135.06,105,63,8.67,52,45,18.33,32,32.66,32.67,0,32,22.06,8.63,23.19,4.5,24.22,84.63,0,259.56,0.93,1.21,86.52,99.93,6,0,1,17.27,0,0,23.02,23.02,0,0,271.21

38,09:15-09:30,8.55,11.07,11.07,32,32.67,19.34,8.17,31.24,6.67,59.95,24.49,156.19,123,70,8.17,58,52,19.33,35,32.66,32.67,0,32,22.06,8.63,25.65,4.5,23.21,84.63,0,259.56,0.93,1.21,86.52,99.93,6,0,1,17.27,0,0,23.02,23.02,0,0,271.21

39,09:30-09:45,9.49,12.29,12.29,35,32.67,20,7.67,35.15,6.67,67.49,22.99,175.73,140,77,7.67,66,60,20,38,32.66,32.67,0,26.87,22.06,8.63,26.87,4.5,23.21,76.16,0,259.56,0.93,1.21,86.52,99.93,6,0,1,17.27,0,0,23.02,23.02,0,0,271.21

40,09:45-10:00,10.31,13.34,13.34,38,32.67,20.66,7.33,38.63,6.67,74.51,22.01,193.12,158,83,7.33,73,67,20.67,42,32.66,32.67,0,26.87,22.06,8.63,26.87,4.5,23.21,67.7,0,238.24,0.93,1.21,86.52,99.93,6,0,1,17.27,0,0,23.02,23.02,0,0,271.21

41,10:00-10:15,11.14,14.41,14.41,40,32.67,20,7,41.8,6.67,80.48,21,209.02,175,90,7,80,75,20,45,32.66,32.67,0,26.87,22.06,8.63,26.87,4.5,23.21,65.82,0,203.71,0.93,1.26,86.52,99.93,6,0,0.96,17.27,0,0,23.02,23.02,0,0,271.21

42,10:15-10:30,11.78,15.25,15.25,42,32.67,19.34,7,44.65,6.67,86.64,21,223.22,186,93,7,83,79,19.33,47,32.66,32.67,0,26.87,22.06,8.63,26.87,4.5,22.7,65.82,0,203.71,0.93,1.26,86.52,99.93,6,0,0.96,17.27,0,0,23.02,23.02,0,0,271.21

43,10:30-10:45,12.36,16,16,44,32.67,18.34,7,47.41,6.67,92.29,21,237.03,196,97,7,90,84,18.33,48,32.66,32.67,0,26.87,22.06,8.63,26.87,4.5,22.7,69.95,0,203.71,0.93,1.26,86.52,99.93,6,0,0.96,17.27,0,0,23.02,23.02,0,0,271.21

44,10:45-11:00,12.88,16.68,16.68,46,32.67,19,7,48.33,6.67,97.49,21,241.67,210,99,7,92,90,19,49,32.66,32.67,0,26.87,22.06,8.63,26.87,4.5,22.7,69.95,0,203.71,0.93,1.26,86.52,99.93,6,0,0.96,17.27,0,0,23.02,23.02,0,0,271.21

45,11:00-11:15,13.33,17.26,17.26,47,32.67,20,7,48.33,6.67,100,21,241.67,210,100,7,93,90,20,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,22.21,69.95,0,203.71,1.01,1.26,86.52,99.93,6,0,0.96,17.27,0,0,23.02,23.02,0,0,271.21

46,11:15-11:30,13.7,17.74,17.74,48,32.67,20.66,7,48.33,6.67,100,21,241.67,210,100,7,95,90,20.67,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,168.52,1.01,1.26,76.05,99.93,6,0,0.96,17.27,0,0,23.02,23.02,0,0,271.21

47,11:30-11:45,13.8,17.86,17.86,48,32.67,21.34,7,48.33,7,100,21,241.67,210,100,7,96,90,21.33,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.26,63.9,99.93,6,0,0.96,17.27,0,0,23.02,23.02,0,0,271.21

48,11:45-12:00,13.8,17.86,17.86,49,32.67,22.34,7,48.33,7.33,100,21,241.67,210,100,7,96,90,22.33,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.26,63.9,99.93,6,0,0.96,17.27,0,0,23.02,23.02,0,0,271.21

49,12:00-12:15,13.8,17.86,17.86,49,32.67,28,11.67,48.33,8,100,34.99,241.67,210,100,11.67,96,90,28,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.26,63.9,99.93,6,0,1,17.27,0,0,23.02,23.02,0,0,271.21

50,12:15-12:30,13.8,17.86,17.86,49,32.67,28.66,11.67,48.33,8,100,34.99,241.67,210,100,11.67,96,90,28.67,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.26,63.9,99.93,6,0,1,17.27,0,0,23.02,23.02,0,0,271.21

51,12:30-12:45,13.8,17.86,17.86,49,32.67,38.34,11.5,47.5,8,100,34.5,237.5,210,100,11.5,96,90,38.33,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.26,63.9,99.93,6,0,1,17.27,0,0,23.02,23.02,0,0,271.21

52,12:45-13:00,13.8,17.86,17.86,49,32.67,38.34,11.33,47.5,8,100,34.01,237.5,210,100,11.33,96,90,38.33,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.2,69.95,0,138.12,1.01,1.26,63.9,99.93,6,0,1,17.27,0,0,23.02,23.02,0,0,271.21

53,13:00-13:15,13.8,17.86,17.86,49,32.67,30,9,47.5,8,100,27,237.5,210,100,9,96,90,30,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.96,21.2,69.95,0,138.12,1.01,1.3,45.6,52.76,6.4,0,1.04,17.27,0,0,23.02,23.02,0,0,230.21

54,13:15-13:30,13.8,17.86,17.86,49,32.67,29.66,9,47.5,8,100,27,237.5,210,100,9,96,90,29.67,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.96,21.2,69.95,0,138.12,1.01,1.3,45.6,52.76,6.6,0,1.04,17.27,0,0,23.02,23.02,0,0,191.84

55,13:30-13:45,13.8,17.86,17.86,49,32.67,29.34,9,47.5,8,100,27,237.5,210,100,9,95,90,29.33,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.96,21.2,69.95,0,138.12,1.01,1.3,45.6,52.76,6.8,0,1.04,17.27,0,0,23.02,23.02,0,0,149.17

56,13:45-14:00,13.8,17.86,17.86,48,32.67,29.34,9,47.5,7.67,100,27,237.5,210,100,9,94,90,29.33,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.96,21.2,69.95,0,138.12,1.01,1.3,45.6,52.76,6.8,0,1.04,17.27,0,0,23.02,23.02,0,0,191.84

57,14:00-14:15,13.77,17.82,17.82,48,32.67,29,9,47.5,7.67,100,27,237.5,210,100,9,93,90,29,50,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.35,45.6,52.76,6.8,0,1.07,17.27,0,0,23.02,23.02,0,0,230.21

58,14:15-14:30,13.39,17.33,17.33,47,32.67,28.66,9.17,47.5,8,100,27.49,237.5,210,98,9.17,92,90,28.67,49,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.35,45.6,99.93,7,0,1.07,17.27,0,0,23.02,23.02,0,0,271.21

59,14:30-14:45,12.94,16.74,16.74,44,32.67,28.34,9.33,47.5,8,100,28.01,237.5,210,97,9.33,91,90,28.33,48,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.35,45.6,99.93,7,0,1.07,17.27,0,0,23.02,23.02,0,0,271.21

60,14:45-15:00,12.43,16.09,16.09,43,32.67,28.34,9.33,47.5,8.33,100,28.01,237.5,210,93,9.33,89,90,28.33,47,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.35,45.6,99.93,7,0,1.07,17.27,0,0,23.02,23.02,0,0,271.21

61,15:00-15:15,11.91,15.41,15.41,41,32.67,28,9.67,47.05,8,98.45,28.99,235.25,207,90,9.67,87,88,28,45,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,21.7,69.95,0,138.12,1.01,1.35,45.6,99.93,7,0,1,17.27,0,0,23.02,23.02,0,0,271.21

62,15:15-15:30,11.27,14.59,14.59,39,32.67,28,9.83,44.95,8.33,93.46,29.51,224.75,203,83,9.83,83,87,28,42,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,22.21,69.95,0,138.12,1.01,1.35,45.6,99.93,7,0,1,17.27,0,0,23.02,23.02,0,0,271.21

63,15:30-15:45,10.56,13.68,13.68,36,32.67,27.66,10,42.26,8.67,88.72,30,211.3,193,76,10,76,82,27.67,38,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,22.7,69.95,0,138.12,1.01,1.35,45.6,99.93,7,0,1,17.27,0,0,23.02,23.02,0,0,271.21

64,15:45-16:00,9.76,12.63,12.63,33,32.67,27.34,10.33,39.2,9.33,83.1,31.01,196.02,179,70,10.33,71,76,27.33,35,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,23.21,69.95,0,138.12,1.01,1.35,45.6,99.93,7,0,1,17.27,0,0,23.02,23.02,0,0,271.21

65,16:00-16:15,8.91,11.53,11.53,30,32.67,26.66,10.5,35.59,10,76.82,31.5,177.95,165,63,10.5,64,70,26.67,32,32.66,32.67,0,26.87,22.06,8.63,26.87,4.96,24.22,65.82,0,138.12,1.01,1.44,55.68,99.93,7,0,1,17.27,0,0,23.02,23.02,0,0,271.21

66,16:15-16:30,7.95,10.29,10.29,27,32.67,26.34,10.5,31.82,10.67,69.4,31.5,159.12,151,57,10.5,57,64,26.33,28,32.66,32.67,0,26.87,22.06,8.63,26.87,4.96,24.22,65.82,0,228.64,1.01,1.44,86.52,99.93,7,0,1,17.27,0,0,23.02,23.02,0,0,271.21

67,16:30-16:45,6.94,8.99,8.99,20,32.67,25.66,10.83,28.09,11.33,60.91,32.51,140.46,91,42,10.83,49,39,25.67,21,32.66,32.67,0,26.87,22.06,8.63,26.87,4.96,25.24,74.28,0,259.56,1.01,1.44,86.52,99.93,7,0,1,17.27,0,0,23.02,23.02,0,0,271.21

68,16:45-17:00,5.88,7.62,7.62,15,32.67,25,11,24.1,12,52.76,33,120.51,74,33,11,44,31,25,17,32.66,32.67,0,26.87,22.06,8.63,26.87,4.96,25.24,82.75,0,259.56,1.01,1.44,86.52,99.93,7,0,1,17.27,0,0,23.02,23.02,0,0,271.21

69,17:00-17:15,4.75,6.15,6.15,10,32.67,24.66,11,19.89,12.67,44.8,33,99.42,63,25,11,30,27,24.67,13,32.66,32.67,0,26.87,22.06,8.63,26.87,4.86,26.24,91.21,0,259.56,1.01,1.49,86.52,99.93,7,0,1,17.27,0,100,34.53,34.53,0,0,271.21

70,17:15-17:30,3.58,4.63,4.63,7,18,24.66,11.17,15.56,13.33,35.51,33.49,77.8,56,19,11.17,23,24,24.67,9,28.8,28.23,0,26.87,22.06,8.63,26.87,4.86,27.25,84.63,0,259.56,1.01,1.49,86.52,99.93,7,0,1,17.27,0,100,34.53,34.53,0,0,271.21

71,17:30-17:45,2.48,3.22,3.22,5,8,24.67,11.17,11.52,12.66,27.25,33.5,57.59,49,13,11.16,15,21,24.67,7,16.94,16.61,0,26.87,22.06,8.63,26.87,4.86,27.25,84.63,0,259.56,1.01,1.49,86.52,99.93,7,0,1,17.27,0,100,34.53,34.53,0,0,271.21

72,17:45-18:00,1.47,1.9,1.9,3,1,25.33,11.5,7.76,12.34,18.73,34.5,38.82,42,10,11.5,12,18,25.33,5,5.08,4.98,0,26.87,22.06,8.63,26.87,4.86,28.26,84.63,0,259.56,1.01,1.49,86.52,99.93,7,0,1,17.27,0,100,34.53,34.53,0,0,271.21

73,18:00-18:15,0.73,0.94,0.94,1,0,25.67,12,4.54,12.34,11.4,36,22.69,28,3,12,7,12,25.67,2,0,0,0,32,22.06,12.47,32,4.86,28.26,114.72,0,259.56,1.01,1.49,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

74,18:15-18:30,0.22,0.29,0.29,1,0,26.67,12.5,2.03,12.34,5.5,37.5,10.16,11,1,12.5,3,4,26.67,0,0,0,0,32,22.06,12.47,32,4.86,28.77,114.72,0,259.56,1.01,1.49,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

75,18:30-18:45,0.04,0.05,0.05,0,0,28.33,13,0.53,12.66,1.86,39,2.64,4,0,13,2,1,28.33,0,0,0,0,32,22.06,12.47,32,4.41,29.27,114.72,50,259.56,1.01,1.49,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

76,18:45-19:00,0.03,0.04,0.04,0,0,30,14,0,12.66,0.19,42,0,1,0,14,0,0,30,0,0,0,0,32,22.06,12.47,32,4.41,29.27,114.72,50,259.56,1.01,1.49,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

77,19:00-19:15,0,0,0,0,0,31.67,14.5,0,12.66,0.3,43.5,0,0,0,14.5,0,0,31.67,0,0,0,0,32,22.06,12.47,32,4.41,29.27,114.72,50,259.56,1.01,1.44,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

78,19:15-19:30,0,0,0,0,0,34,15,0,12.66,0,45,0,0,0,15,0,0,34,0,0,0,0,32,22.06,12.47,32,4.41,29.27,114.72,50,259.56,1.01,1.44,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

