Block,Time,KOTESHWR,ANTA_RF,BSIUL,SINGRAULI_HYDRO,AURY_LF,TEHRI,AURY_GF,RIHAND1,DADRI_LF,URI,DHAULIGNGA,ANTA_CRF,TANAKPUR,UNCHAHAR1,DADRI_GF,CHAMERA1,AURY_CRF,RAMPUR,UNCHAHAR3,DADRI_CRF,DULHASTI,RAPPC,URI2,KISHANGANGA,PARBATI3,ANTA_LF,CHAMERA3,ANTA_GF,UNCHAHAR2,SEWA2,SALAL,GANDHAR-NAPM,UNCHAHAR4,AURY_RF,KHSTPP-I,LARA-I,NJPC,CHAMERA2,BRBCL,KAWAS-APM,RIHAND3,KHSTPP-II,RIHAND2,MOUDA_II,DADRI_RF,NAPP,FSTPP I & II,DADRT2,TAPS-II,JHAJJAR,SIPAT I,SOLAPUR,SINGRAULI,SIPAT II,SASAN,RAPPB,KOLDAM,TALA,KAWAS-ComGas,TANDA2,VSTPS II,NLCIIST2,NLCEXP,TALST2,KGSU1AND2,KHARGONE-I,KSTPS I&II,NNTPP,VSTPS I,NTPL,KSTPS7,GANDHAR-RLNG,RSTPSU1TO6,GANDHAR-ComGas,RSTPSU7,VSTPS III,KAWAS-RLNG,NLCTS2EXP,KAWAS-NAPM,VALLURNTECL,MOUDA,KGSU3AND4,SIMHST2,VSTPS IV,GANDHAR-APM,KKNP,MAPS,GADARWARA-I,KAPS,KAWAS-zLIQ,KUDGI,VSTPS V,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,0.000000,7.940555,0.000000,40.584386,0.000000,3.147881,8.790892,0.000000,54.814796,62.541305,30.390654,4.068498,0.000000,0.000000,21.482687,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,22.028583,4.072013,102.334871,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,9.884554,347.908384,1.311170,396.909884,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.90,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,0.00,1.269510,0.91,0,0,0,0,0

28,06:45-07:00,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,0.000000,7.940555,0.000000,40.584386,0.000000,3.147881,8.790892,0.000000,54.814796,62.541305,30.390654,4.068498,0.000000,0.000000,21.482687,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,102.334871,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,9.884554,347.908384,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.90,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,0.00,1.269510,0.91,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,0.000000,7.940555,0.000000,40.584386,0.000000,1.437076,8.790892,0.000000,54.814796,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,46.610012,29.710734,14.443459,0.000000,123.684601,67.855659,117.887847,3.358207,0.000000,45.735721,9.884554,347.908384,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.89,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,30.204793,0.000000,0.000000,7.940555,0.000000,40.584386,0.000000,0.638700,8.790892,0.000000,54.814796,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,20.715561,29.710734,14.443459,0.000000,123.684601,67.855659,117.887847,3.358207,0.000000,45.735721,9.884554,347.908384,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.89,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,30.204793,0.000000,0.123347,11.299241,0.000000,40.584386,0.000000,0.638700,13.128091,0.000000,54.814796,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,20.715561,29.710734,14.443459,0.000000,123.684601,67.855659,117.887847,3.358207,0.000000,45.735721,9.884554,363.713922,1.311170,339.845755,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,1.717168,0.000000,0.000000,3.938161,0.929022,0.89,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,20.136529,0.000000,0.246695,7.940555,0.000000,40.584386,0.000000,0.638700,13.128091,0.000000,54.814796,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,20.715561,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,9.884554,363.708644,1.311170,339.845755,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.89,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,10.068264,0.000000,0.246695,11.274162,0.000000,40.584386,0.000000,0.638700,13.718216,0.000000,54.814796,62.541305,29.649418,4.068498,3.532374,0.000000,21.482687,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,20.715561,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,9.884554,363.753845,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.89,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.274162,0.000000,40.584386,0.000000,0.638700,13.718216,0.000000,54.814796,62.541305,29.649418,4.068498,7.064747,0.000000,21.482687,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,20.715561,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,9.884554,363.753845,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.89,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,7.940555,0.000000,40.584386,0.000000,0.000000,13.718216,0.000000,54.814796,62.541305,30.390654,4.068498,36.736688,0.000000,10.741344,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,98.205401,117.887847,3.358207,0.000000,45.735721,9.884554,363.753845,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.89,1.76,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,0.246695,7.940555,0.000000,40.584386,0.000000,0.000000,13.718216,0.000000,54.814796,62.541305,30.390654,4.068498,36.736688,0.000000,10.741344,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,98.205401,117.887847,3.358207,0.000000,45.735721,9.884554,363.753845,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.89,1.76,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,5.920680,10.530955,0.000000,40.584386,0.000000,0.000000,13.191312,0.000000,36.418010,62.541305,30.390654,4.068498,36.736688,0.000000,10.741344,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,66.180213,117.887847,3.358207,0.000000,45.735721,9.884554,363.753845,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.89,1.76,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,5.920680,10.530955,0.000000,40.584386,0.000000,0.000000,13.191312,0.000000,36.418010,62.541305,30.390654,4.068498,36.736688,0.000000,10.741344,0.000000,14.822690,17.436898,45.874482,0.000000,1.657536,0.000000,17.872676,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,98.205401,117.887847,3.358207,0.000000,45.735721,9.884554,363.753845,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.89,1.76,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,5.920680,10.530955,0.000000,40.584386,0.000000,0.000000,13.779772,0.000000,36.418010,62.541305,35.282808,4.068498,36.736688,0.000000,10.741344,0.000000,14.822690,17.436898,34.685584,0.000000,1.657536,0.000000,12.517700,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,83.598446,117.887847,3.358207,0.000000,45.735721,9.884554,363.753845,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.89,1.67,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.89,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,5.920680,10.530955,0.000000,40.584386,0.000000,0.000000,13.779772,0.000000,36.418010,62.541305,35.282808,4.068498,18.368344,0.000000,10.741344,0.000000,14.822690,17.436898,34.685584,0.000000,1.657536,0.000000,12.517700,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,57.496325,117.887847,3.358207,0.000000,45.735721,9.884554,363.753845,1.311170,337.210084,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.67,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,12.621308,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,10.572279,0.000000,40.584386,0.000000,0.000000,13.779772,0.000000,18.209005,62.541305,31.131890,4.068498,4.238849,0.000000,10.741344,0.000000,14.822690,17.436898,34.685584,0.000000,1.657536,0.000000,12.517700,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,44.543754,117.887847,3.358207,0.000000,45.735721,9.884554,364.018825,1.311170,339.845755,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.71,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,12.621308,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,10.572279,0.000000,40.584386,0.000000,0.000000,13.779772,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,14.822690,17.436898,34.685584,0.000000,1.657536,0.000000,12.517700,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,44.543754,117.887847,3.358207,0.000000,45.735721,9.884554,364.014569,1.311170,339.845755,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.92,1.71,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,12.621308,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.732500,0.000000,40.584386,0.000000,0.000000,13.825108,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,14.822690,17.436898,34.685584,0.000000,1.657536,0.000000,12.517700,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,44.543754,117.887847,3.358207,0.000000,45.735721,9.884554,364.424578,1.311170,339.845755,4.900100,1.693819,141.748509,1.788485,331.153346,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.71,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,12.621308,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.732500,0.000000,40.584386,0.000000,0.000000,13.825108,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,14.822690,17.436898,34.685584,0.000000,1.657536,0.000000,12.517700,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,44.543754,117.887847,3.358207,0.000000,45.735721,9.884554,364.424578,1.311170,339.845755,4.735851,1.693819,141.748509,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.71,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,6.310654,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.660916,0.000000,40.584386,0.000000,0.000000,13.750996,0.000000,18.209005,62.541305,35.282808,4.068498,0.000000,0.000000,0.000000,0.000000,14.832319,17.436898,34.685584,0.000000,1.657536,0.000000,12.710280,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,45.121494,117.887847,3.358207,0.000000,45.735721,4.814500,364.558707,1.311170,346.013142,4.544226,1.693819,141.748509,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.91,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,6.310654,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.660916,0.000000,40.584386,0.000000,0.000000,13.750996,0.000000,18.209005,62.541305,35.282808,4.068498,0.000000,0.000000,0.000000,0.000000,14.832319,17.436898,34.685584,0.000000,1.657536,0.000000,12.710280,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,45.121494,117.887847,3.358207,0.000000,45.735721,4.814500,364.558707,1.311170,346.013142,4.379978,1.693819,141.748509,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.92,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,6.310654,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.660916,0.000000,40.584386,0.000000,0.000000,13.750996,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,14.832319,17.436898,34.685584,0.000000,1.657536,0.000000,12.710280,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,45.121494,117.887847,3.358207,0.000000,45.735721,4.814500,364.557442,1.311170,348.836299,4.243104,1.693819,141.748509,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.92,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

48,11:45-12:00,0.000000,0.000000,6.310654,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.660916,0.000000,40.584386,0.000000,0.000000,13.750996,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,14.832319,17.436898,34.685584,0.000000,1.657536,0.000000,12.710280,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,45.121494,117.887847,3.358207,0.000000,45.735721,4.814500,364.557442,1.311170,348.836299,3.339733,1.693819,141.748509,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.92,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

49,12:00-12:15,0.000000,0.000000,6.310654,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.660916,0.000000,40.584386,0.000000,0.000000,13.750996,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,14.832319,17.436898,34.685584,0.000000,1.657536,0.000000,12.710280,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,45.121494,117.887847,3.358207,0.000000,45.735721,4.814500,364.557442,1.311170,348.836299,3.339733,1.693819,135.075071,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.92,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

50,12:15-12:30,0.000000,0.000000,6.310654,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.660916,0.000000,40.584386,0.000000,0.000000,13.750996,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,14.832319,17.436898,34.685584,0.000000,1.657536,0.000000,12.710280,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,45.121494,117.887847,3.358207,0.000000,45.735721,4.814500,364.557442,1.311170,348.836299,3.339733,1.693819,135.075071,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.92,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

51,12:30-12:45,0.000000,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.246695,11.660916,0.000000,40.584386,0.000000,0.000000,13.750996,0.000000,18.209005,62.541305,35.282808,4.068498,0.000000,0.000000,0.000000,0.000000,14.832319,17.436898,34.685584,0.000000,1.657536,0.000000,12.710280,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,47.008778,117.887847,3.358207,0.000000,45.735721,4.814500,364.557442,1.311170,348.836299,3.339733,1.693819,135.075071,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.92,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

52,12:45-13:00,0.000000,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,0.246695,11.660916,0.000000,40.584386,0.000000,0.000000,13.750996,0.000000,18.209005,62.541305,35.282808,4.068498,0.000000,0.000000,0.000000,0.000000,14.832319,17.436898,34.685584,0.000000,1.657536,0.000000,12.710280,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,47.008778,117.887847,3.358207,0.000000,45.735721,4.814500,364.557442,1.311170,348.836299,3.339733,1.693819,135.075071,1.788485,331.478325,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.92,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

53,13:00-13:15,8.798246,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,0.000000,11.782656,0.000000,40.584386,0.000000,0.000000,15.088739,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,26.358425,17.436898,34.685584,0.000000,2.301331,0.000000,24.517264,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,70.098750,117.887847,3.358207,0.000000,45.735721,8.766819,364.557442,1.311170,351.384998,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

54,13:15-13:30,8.798246,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,11.782656,0.000000,40.584386,0.000000,0.000000,15.088739,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,26.358425,17.436898,34.685584,0.000000,2.301331,0.000000,24.517264,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,88.538655,117.887847,3.358207,0.000000,45.735721,8.766819,364.557442,1.311170,351.384998,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

