Block,Time Block,CHAMERA1,CHAMERA3,BSIUL,BRBCL,CHAMERA2,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-II,KHSTPP-I,KISHANGANGA,KUDGI,KKNPPU2,KKNP,KOTESHWR,KOLDAM,NNTPP,NTPL,NLCTS2EXP,NAPP,MAPS,NLCEXP,NJPC,NLCIIST2,NLCIIST1,RSTPSU7,SASAN,SALAL,SEWA2,PARBATI2,RAPPB,RAMPUR,PARBATI3,RIHAND2,RSTPSU1TO6,RAPPD,RIHAND3,RAPPC,RIHAND1,TelanganaSTPP,TEHRI,TEHRIPSP,SINGRAULI,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALA,TANAKPUR,TANDA2,TALST2,UNCHAHAR2,UNCHAHAR1,VALLURNTECL,UNCHAHAR3,URI2,URI,UNCHAHAR4,ANTA_GF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_CRF,AURY_GF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,32.67,0,20.7,45.35,40.87,123.64,16.86,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,37.77,17.67,0,23.08,25.51,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,32.67,0,19.12,45.35,40.87,152.52,16.86,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,37.77,17.67,0,23.08,25.51,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,32.67,0,20.48,45.35,40.87,191.02,16.86,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,37.77,17.67,0,23.08,25.51,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,32.67,0,19.06,45.35,40.87,133.24,16.86,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,32.14,14.9,0,19.58,25.51,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,32.67,0,21.08,45.35,40.87,152.49,16.86,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,32.14,14.9,0,19.58,25.51,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,32.67,0,21.18,45.35,40.87,215.05,17.83,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,30.05,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,37.77,17.67,0,23.08,25.51,35.06,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,32.67,0,20.71,45.35,40.87,243.93,17.83,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,30.05,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,37.77,17.67,0,23.08,25.51,35.06,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,32.67,0,19.58,45.35,40.87,239.11,20.02,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,43.31,20.84,0,26.65,25.51,35.06,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,32.67,0,20.98,45.35,40.87,296.86,20.02,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,43.31,20.84,0,26.65,25.51,35.06,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,12.77,32.67,0,22.82,45.35,40.87,335.36,20.02,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,12.17,0,145.02,0,1.04,0,29.45,11.46,5.34,0,43.31,20.84,0,26.65,25.51,35.06,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,27.05,32.67,0,20.63,45.35,40.87,340.18,20.02,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,24.34,0,145.02,0,1.04,0,29.45,11.46,5.34,0,43.31,20.84,0,26.65,25.51,35.06,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,27.05,32.67,0,19.43,45.35,40.87,275.21,20.02,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,36.51,0,145.02,0,1.04,0,28.69,11.46,5.34,0,43.31,20.84,0,26.65,25.51,31.88,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,27.05,32.67,0,19.13,45.35,40.87,163.08,20.02,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,28.69,11.46,5.34,0,43.31,20.84,0,26.65,25.51,31.88,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,27.05,32.67,0,20.21,45.35,40.87,163.08,20.02,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,28.69,11.46,5.34,0,43.31,20.84,0,26.65,25.51,31.88,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,40.57,32.67,0,18.58,45.35,40.87,188.1,20.02,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,28.69,11.46,5.34,0,37.69,18.07,0,23.15,25.51,31.88,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,40.57,32.67,0,23.24,45.35,40.87,241.04,20.02,53.3,0,137.7,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,27.64,11.46,5.34,0,37.69,18.07,0,23.15,25.51,31.88,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,40.57,32.67,0,22.92,45.35,40.87,296.86,20.02,53.3,0,137.7,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,27.64,11.46,5.34,0,37.69,18.07,0,23.15,25.51,31.88,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,40.57,32.67,0,20.83,45.35,40.87,343.06,20.02,53.3,0,137.7,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,5.89,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,27.59,11.46,5.34,0,43.31,20.84,0,26.65,25.51,50.4,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,40.57,32.67,0,22.36,45.35,40.87,390.13,20.02,53.3,0,137.7,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,5.89,0,0,5.49,30.05,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,27.48,11.46,5.34,0,43.31,20.84,0,26.65,25.51,50.4,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,40.57,32.67,0,20.5,45.35,40.87,357.41,20.02,53.3,0,166.58,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,11.76,0,0,5.49,30.05,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,27.19,11.46,5.34,0,43.31,20.84,0,26.65,30,50.4,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,40.57,32.67,0,18.86,45.35,40.87,357.41,20.02,53.3,0,195.45,0,142.74,31.55,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,11.76,0,0,5.49,30.05,120.57,0,23.42,125.93,31.41,94.63,0,48.68,0,145.02,0,1.04,0,26.94,11.46,5.34,0,43.31,20.84,0,26.65,30,50.4,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,40.57,32.67,0,21.19,45.35,40.87,361.4,20.02,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,29.29,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,17.65,0,0,5.49,30.05,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.11,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,40.57,32.67,0,20.47,45.35,40.87,361.4,20.02,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,39.05,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,17.65,0,0,5.49,30.05,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.03,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,40.57,32.67,0,20.63,45.35,40.87,361.4,20.02,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,39.05,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,17.65,0,0,5.49,34.34,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.03,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,40.68,34.35,0,21.79,47.73,42.91,361.4,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.11,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,40.68,34.35,0,24.05,47.73,42.91,419.15,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.26,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,40.68,34.35,0,24.05,47.73,42.91,476.9,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.41,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,40.68,34.35,0,24.05,47.73,42.91,528.78,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.46,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,40.68,34.35,0,23.43,47.73,42.91,528.78,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.57,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,40.68,34.35,0,23.91,47.73,42.91,528.78,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.6,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,40.68,34.35,0,24.05,47.73,42.91,528.78,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.72,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,40.68,34.35,0,21.48,47.73,42.91,528.78,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.88,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,40.68,32.67,0,24.05,45.35,40.87,528.78,20.02,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,39.05,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,17.65,0,0,5.49,10.73,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.98,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,40.68,32.67,6.28,20.66,45.35,40.87,528.78,20.02,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,39.05,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,17.65,0,0,5.49,10.73,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.11,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,40.68,34.35,13.13,20.13,47.73,42.91,528.78,20.02,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.26,11.46,5.34,0,43.31,20.84,0,26.65,30,36.12,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,40.68,34.35,13.13,21.34,47.73,42.91,528.78,18.73,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.26,11.46,5.34,0,43.31,20.84,0,26.65,30,42.5,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,40.68,34.35,19.69,20.83,47.73,42.91,528.78,18.73,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.41,11.46,5.34,0,43.31,20.84,0,26.65,30,42.5,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,40.68,34.35,19.69,19.3,47.73,42.91,528.78,18.73,55.51,0,223.37,0,142.74,31.55,6.91,0,0,0,42.97,8.3,0,0,0,23.7,0,0,170.79,0,0,0,262.04,77.73,18.76,0,0,5.62,55.81,120.57,0,23.42,125.93,31.41,94.63,0,49.27,68.06,145.02,0,1.04,0,23.54,11.46,5.34,0,43.31,20.84,0,26.65,24,42.5,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,40.57,32.67,18.83,19.47,45.35,40.87,528.78,18.73,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,29.29,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,11.76,0,0,5.49,31.48,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.63,11.46,5.34,0,43.31,20.84,0,26.65,24,42.5,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,40.57,32.67,18.83,21.33,45.35,40.87,528.78,18.73,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,29.29,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,5.89,0,0,5.49,22.89,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.68,11.46,5.34,0,43.31,20.84,0,26.65,24,38.26,3.08,0,0,11.55,0,0,0,19.57,0,0,0,0,19.43,0,0,0,0,0

94,23:15-23:30,40.57,32.67,18.83,19.87,45.35,40.87,528.78,18.73,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,29.29,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,22.89,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.74,11.46,5.34,0,43.31,20.84,0,26.65,24,38.26,3.08,0,0,11.55,0,0,0,19.57,0,0,0,0,19.43,0,0,0,0,0

95,23:30-23:45,40.57,32.67,18.83,18.15,45.35,40.87,528.78,18.73,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,29.29,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,31.48,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.82,11.46,5.34,0,43.31,20.84,0,26.65,24,38.26,3.08,0,0,11.55,0,0,0,19.57,0,0,0,0,19.43,0,0,0,0,0

96,23:45-24:00,40.57,32.67,18.83,17.27,45.35,40.87,528.78,18.73,53.3,0,223.37,0,142.74,31.55,6.79,0,0,0,29.29,8.3,0,0,0,23.7,0,0,169.2,0,0,0,262.04,77.73,0,0,0,5.49,31.48,120.57,0,23.42,125.93,31.41,94.63,0,48.68,68.06,145.02,0,1.04,0,23.98,11.46,5.34,0,43.31,20.84,0,26.65,24,38.26,3.08,0,0,11.55,0,0,0,19.57,0,0,0,0,19.43,0,0,0,0,0

