Block,Time Block,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,NLCEXP,NJPC,MAPS,NAPP,KUDGI,SASAN,SIMHST1,SALAL,SEWA2,FSTPP I & II,DHAULIGNGA,DULHASTI,RSTPSU7,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,KKNP,KISHANGANGA,KHSTPP-II,KKNPPU2,KOLDAM,KOTESHWR,KHSTPP-I,KGSU3AND4,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KGSU1AND2,JHAJJAR,UNCHAHAR2,URI,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPD,RIHAND3,TANAKPUR,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR1,TALST2,TALA,SINGRAULI_HYDRO,CHAMERA3,DADRT2,RAPPB,RAMPUR,RAPPC,NTPL,PARBATI2,PARBATI3,SIMHST2,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.29,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,36.68,0,0,120.59,26.24,26.55,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,10.41,0,20.58,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,113.9,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,0,0,120.59,28.27,29.73,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,12.81,0,20.58,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,109.96,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,0,0,120.59,28.27,29.73,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,12.81,0,20.58,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,109.96,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,13.4,0,53.26,0,0,0,0,0,0,6.78,125.64,0,8.29,9.75,38.44,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,0,0,121.55,30.24,29.73,2.22,0,20.99,16.43,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,19.74,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,136.95,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,13.4,0,53.26,0,0,0,0,0,0,6.78,125.64,0,8.29,9.75,38.44,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,0,0,121.55,30.24,29.73,2.22,0,20.99,16.43,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,19.88,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,13.4,0,53.26,0,0,0,0,0,0,6.78,125.64,0,8.29,9.75,38.44,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,0,0,121.55,30.24,29.73,2.22,0,22.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,19.88,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,13.4,0,53.26,0,0,0,0,0,0,6.78,125.64,0,8.29,9.75,38.44,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,13.51,0,121.55,30.24,29.73,2.22,0,22.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,19.88,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,15.69,0,53.26,0,0,0,0,0,0,6.78,124.68,0,8.29,9.75,38.44,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,27.03,0,121.55,30.24,50.36,2.22,0,25.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,2.93,13.05,0,19.88,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,15.69,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,9.75,38.44,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,40.54,0,121.55,30.24,50.36,2.22,0,25.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,2.93,13.05,0,19.88,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,15.69,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,9.75,38.44,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,40.54,0,121.55,30.24,25.48,2.22,0,25.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,13.49,0,2.93,12.79,0,18.21,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,15.69,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,9.75,38.44,0,0,0,0,0,0,0,0,0,6.27,24.04,36.68,40.54,0,121.55,30.24,25.48,2.22,0,25.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,40.49,0,2.93,12.79,0,18.21,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,28.83,0,0,0,0,0,0,0,0,0,12.54,24.04,36.68,40.54,0,121.55,30.24,36.1,2.22,0,29.98,17.1,120.48,94.56,0,0,125.84,11.46,0,54.28,0,2.93,12.79,0,18.21,0.92,25.75,0,0,5.48,62.78,0,0,15.73,0,141.01,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,28.83,0,0,0,0,0,0,0,0,0,12.54,24.04,36.68,40.54,0,121.55,30.24,36.1,2.22,0,29.98,17.1,120.48,94.56,0,0,125.84,11.46,0,54.28,0,2.93,12.79,0,18.15,0.92,32.64,50.43,0,5.48,62.78,0,0,15.73,0,141.01,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,28.83,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,121.55,30.24,36.1,2.22,0,29.98,17.1,120.48,94.56,0,0,125.84,11.46,0,54.28,0,2.93,12.79,0,18.07,0.92,32.64,50.43,0,5.48,62.78,0,0,15.73,0,141.01,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,28.83,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,121.55,30.24,36.1,2.22,0,29.98,17.1,120.48,94.56,0,0,125.84,11.46,0,54.28,0,2.93,12.79,0,18,0.92,32.64,50.43,0,5.48,62.78,0,0,15.73,0,141.01,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,33.82,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,121.55,30.24,36.1,2.22,0,32.99,17.1,120.48,94.56,0,0,125.84,11.46,0,54.28,0,2.93,12.79,0,17.36,0.92,32.64,50.43,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,34.17,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,121.55,30.24,36.1,2.22,0,32.99,17.1,120.48,94.56,0,0,125.84,11.46,0,54.28,0,2.93,12.79,0,17.28,0.92,32.64,50.43,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,14.67,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,34.17,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,121.55,30.24,31.85,2.22,0,32.99,17.1,120.48,94.56,0,0,125.84,11.46,0,54.28,0,2.93,12.79,0,16.38,0.92,32.64,50.43,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,14.68,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,34.17,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,121.65,30.24,31.85,2.22,0,32.99,16.44,120.48,94.56,0,0,125.84,11.46,0,54.28,0,2.93,12.41,0,16.26,0.92,32.64,50.43,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,11,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,34.17,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,133.76,33.82,31.85,2.22,0,29.98,20.55,120.48,94.56,0,0,125.84,9.61,0,54.28,0,3.36,15.78,0,15.98,0.92,32.64,91.78,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,11,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,29.27,34.17,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,133.76,33.82,31.85,2.22,0,29.98,20.66,120.48,94.56,0,0,125.84,9.61,0,54.28,0,4.15,15.99,0,15.73,0.92,32.64,91.78,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,11,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,29.27,34.17,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,133.76,33.82,31.85,2.22,0,29.98,20.66,120.48,94.56,0,0,125.84,9.61,0,54.28,0,4.18,15.99,0,15.58,0.92,32.64,91.78,0,5.48,62.78,0,0,21.45,0,141.01,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,11,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,29.27,34.17,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,122.51,33.82,50.36,2.22,0,29.98,20.66,120.48,94.56,0,0,125.84,9.61,0,55.18,0,4.18,15.99,0,15.49,0.92,32.64,91.78,0,5.48,62.78,0,0,21.45,0,141.01,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,11,0,53.26,0,0,0,0,0,0,6.78,140.62,0,8.29,29.27,43.38,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,161.65,33.82,29.73,2.22,0,29.98,20.66,120.48,94.56,0,0,125.84,9.61,72.01,55.18,0,5.34,15.99,0,15.49,0,32.64,127.53,0,5.48,62.78,0,0,21.45,0,141.01,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,11,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,190.5,33.82,29.73,2.22,0,29.98,20.66,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,15.99,0,15.49,0,34.33,168.75,0,5.62,62.78,0,0,37.17,0,141.01,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,11,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,261.68,42.77,29.73,3.1,0,29.98,26.55,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,20.61,0,15.63,0,34.33,236.07,0,5.62,62.78,0,0,37.17,0,141.01,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,11,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,290.53,43.28,29.73,3.1,0,29.98,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,20.82,0,15.78,0,34.33,303.4,0,5.62,62.78,0,0,37.17,0,141.01,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,11,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,290.53,43.28,29.73,3.1,0,25.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,20.82,0,15.83,0,34.33,361.11,0,5.62,62.78,0,0,37.17,0,141.01,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,11,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,309.77,43.28,29.73,3.1,0,25.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,20.82,0,15.95,0,34.33,418.82,0,5.62,62.78,0,0,21.45,0,141.01,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,12.05,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,309.77,43.28,35.04,3.1,0,25.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,16.69,0,34.33,476.52,0,5.62,62.78,0,0,21.45,0,129.59,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,13.39,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,330.93,43.28,35.04,3.1,0,25.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,16.79,0,34.33,528.39,0,5.62,62.78,0,0,21.45,0,129.59,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,14.73,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,333.81,43.28,35.04,3.1,0,25.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,16.97,0,34.33,528.39,0,5.62,62.78,0,0,21.45,0,129.59,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,16.06,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,39.02,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,333.81,43.28,35.04,3.1,0,25.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.05,0,32.64,528.39,0,5.48,62.78,0,0,8.58,0,129.59,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,17.4,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,39.02,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,333.81,43.28,35.04,3.1,0,25.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.2,0.94,32.64,528.39,0,5.48,62.78,0,0,8.58,0,129.59,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,18.02,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,333.81,43.28,35.04,3.1,0,25.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.33,0.94,34.33,528.39,0,5.62,62.78,0,0,37.17,0,129.59,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,18.04,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,353.05,43.28,35.04,3.1,0,22.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.48,0.94,34.33,528.39,0,5.62,62.78,0,0,21.45,0,129.59,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,18.04,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,372.28,43.28,35.04,3.1,0,22.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.62,0.94,34.33,528.39,0,5.62,62.78,0,0,21.45,0,129.59,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,170.66,0,23.18,0,335.65,0,78.23,18.75,18.04,0,55.47,0,0,0,0,0,0,6.91,142.63,0,8.29,42.93,43.79,0,0,0,0,0,0,0,0,0,19.68,24.04,47.7,40.66,0,391.52,43.28,35.04,3.1,0,22.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.75,0.94,34.33,528.39,0,5.62,62.78,0,0,21.45,0,129.59,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,18.04,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,39.02,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,391.52,43.28,35.04,3.1,0,22.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.85,0.94,32.64,476.52,0,5.48,62.78,0,0,7.15,0,129.59,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,169.07,0,23.18,0,261.85,0,78.23,17.64,18.04,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,39.02,43.79,0,0,0,0,0,0,0,0,0,6.27,24.04,45.32,40.54,0,391.52,43.28,35.04,3.1,0,22.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.9,0.94,32.64,528.39,0,5.48,62.78,0,0,7.15,0,129.59,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,169.07,0,23.18,0,261.85,0,78.23,17.64,18.04,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,39.02,43.79,0,0,0,0,0,0,0,0,0,6.27,24.04,45.32,40.54,0,391.52,43.28,35.04,3.1,0,22.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,17.96,0.94,32.64,528.39,0,5.48,62.78,0,0,21.45,0,129.59,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,169.07,0,23.18,0,261.85,0,78.23,17.64,18.04,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,39.02,43.79,0,0,0,0,0,0,0,0,0,6.27,24.04,45.32,40.54,0,391.52,43.28,25.48,3.1,0,22.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,18.04,0.94,32.64,528.39,0,5.48,62.78,0,0,31.46,0,129.59,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,169.07,0,23.18,0,261.85,0,78.23,17.64,18.04,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,39.02,43.79,0,0,0,0,0,0,0,0,0,6.27,24.04,45.32,40.54,0,391.52,43.28,25.48,3.1,0,22.49,26.63,120.48,94.56,0,0,125.84,9.61,144.01,55.18,0,5.34,19.97,0,18.19,0.94,32.64,466.91,0,5.48,62.78,0,0,31.46,0,129.59,0,0,0,0,0

