Block,Time,DULHASTI,KGSU1AND2,NJPC,NLCIIST2,RAPPB,RIHAND2,CHAMERA3,DHAULIGNGA,KKNP,KOTESHWR,MAPS,PARBATI3,RIHAND3,SIMHST2,TALA,TANDA2,UNCHAHAR3,URI2,ANTA_LF,AURY_CRF,AURY_GF,DADRI_GF,DADRI_RF,BRBCL,KHSTPP-II,KKNPPU2,KUDGI,NAPP,NLCEXP,RAMPUR,RIHAND1,SALAL,SIMHST1,UNCHAHAR4,RSTPSU7,SASAN,ANTA_CRF,DADRI_LF,JHAJJAR,KGSU3AND4,KHSTPP-I,RSTPSU1TO6,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_GF,FSTPP I & II,KISHANGANGA,KOLDAM,NLCIIST1,NNTPP,URI,ANTA_RF,BSIUL,CHAMERA2,DADRT2,NTPL,RAPPC,SEWA2,TANAKPUR,TelanganaSTPP,AURY_LF,CHAMERA1,NLCTS2EXP,SINGRAULI,TALST2,UNCHAHAR2,AURY_RF,DADRI_CRF
19,04:30-04:45,16.48,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.62,0,434.65,0,45.53,0,0.65,14.17,10.28,0,0,20.8,0,0,0,0,0.55,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

20,04:45-05:00,16.48,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.62,0,434.65,0,45.53,0,0.65,14.17,10.28,0,0,20.8,0,0,0,0,0.55,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

21,05:00-05:15,16.48,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.62,0,434.65,0,45.53,0,0.65,14.17,10.28,0,0,20.8,0,0,0,0,0.55,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

22,05:15-05:30,16.48,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.62,0,434.65,0,45.53,0,0.65,28.35,10.28,0,0,20.8,0,0,0,0,0.55,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

23,05:30-05:45,16.48,0,20.84,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.62,0,434.65,0,45.53,0,0.65,28.35,10.28,0,0,20.8,0,0,0,0,0.55,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

24,05:45-06:00,16.48,0,41.67,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.62,0,434.65,0,45.53,0,0.65,28.35,10.28,0,0,20.8,0,0,0,0,0.55,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

25,06:00-06:15,16.48,0,41.67,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,9.29,0,0,0,343.12,44.62,0,434.65,0,45.53,0,0.65,42.52,10.28,0,0,20.8,0,0,0,0,0.55,0,0,0,682.78,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

26,06:15-06:30,16.48,0,58.05,0,0,118.76,0,1.32,0,17.75,0,3.57,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,44.62,0,434.65,0,45.53,0,0.65,42.52,10.28,0,0,20.8,0,0,0,0,0.55,0,0,0,682.78,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

27,06:30-06:45,32.96,0,86.18,0,0,118.76,9.68,18.27,0,26.62,0,3.57,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,44.84,0,434.65,0,45.53,0,0.65,42.52,10.28,0,0,20.8,0,0,0,0,0.55,0,2.2,7.99,682.79,0,52.79,0,0,0,0,14.05,0,139.69,0,42.39,0,91.52

28,06:45-07:00,32.96,0,113.64,0,0,118.76,19.38,18.27,0,39.05,0,3.57,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,44.84,0,434.65,0,45.53,0,0.65,56.7,10.28,0,0,20.8,0,0,0,0,0.55,0,13.04,39.51,682.79,0,52.79,7.9,0,0,0,28.05,0,139.69,0,42.39,0,91.52

29,07:00-07:15,32.96,0,113.64,0,0,118.76,19.38,18.27,0,39.05,0,16.54,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,44.84,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,0.55,0,13.04,39.51,682.79,0,52.79,7.9,0,0,0,28.05,0,139.69,0,42.39,0,91.52

30,07:15-07:30,32.96,0,113.64,0,0,118.76,19.38,18.27,0,39.05,0,16.54,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,44.84,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,3.31,0,13.04,39.51,682.79,0,52.79,8.19,0,0,0,28.05,0,139.69,0,42.39,0,91.52

31,07:30-07:45,32.96,0,113.64,0,0,118.76,19.38,18.27,0,39.05,0,16.54,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,44.84,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,3.31,0,13.04,39.51,682.79,0,52.79,8.19,0,0,0,28.05,0,139.69,0,42.39,0,91.52

32,07:45-08:00,32.96,0,113.64,0,0,118.76,19.38,18.27,0,39.05,0,3.57,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,9.29,0,0,0,343.12,44.84,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,29.81,0,13.04,39.51,682.79,0,52.79,8.19,0,0,0,28.05,0,139.69,0,42.39,0,91.52

33,08:00-08:15,32.96,0,113.64,0,0,118.76,19.38,18.27,0,39.05,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.84,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,29.81,0,13.04,39.51,682.79,0,52.79,8.19,0,0,0,28.05,0,139.69,0,42.39,0,91.52

34,08:15-08:30,16.48,0,113.64,0,0,118.76,9.68,18.27,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.84,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,29.81,0,2.2,2.66,682.79,0,52.79,0,0,0,0,28.05,0,139.69,0,42.39,0,91.52

35,08:30-08:45,0,0,86.27,0,0,118.76,9.68,18.27,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.52,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,2.21,0,0,0,682.79,0,52.79,0,0,0,0,14.05,0,139.69,0,42.39,0,91.52

36,08:45-09:00,0,0,62.51,0,0,118.76,9.68,18.27,0,17.75,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.52,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,1.11,0,0,0,682.79,0,52.79,0,0,0,0,14.05,0,139.69,0,42.39,0,91.52

37,09:00-09:15,0,0,41.67,0,0,118.76,0,9.14,0,17.75,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.99,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,1.11,0,0,0,682.79,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

38,09:15-09:30,0,0,18.94,0,0,118.76,0,9.14,0,17.75,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.99,0,434.65,0,45.53,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,1.11,0,0,0,682.79,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

39,09:30-09:45,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.99,0,434.65,0,45.83,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,1.11,0,0,0,682.79,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

40,09:45-10:00,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.68,0,434.65,0,45.83,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,1.11,0,0,0,682.79,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

41,10:00-10:15,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.47,0,434.65,0,45.83,0,0.65,56.7,8.28,0,0,20.8,0,0,0,0,2.76,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

42,10:15-10:30,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.47,0,434.65,0,45.83,0,0.65,42.52,8.28,0,0,20.8,0,0,0,0,29.81,0,0,0,683.14,0,52.79,0,5.76,0,0,0,0,139.69,0,42.39,0,91.52

43,10:30-10:45,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.26,0,434.65,0,45.83,0,0.65,28.35,8.28,0,0,20.8,0,0,0,0,29.81,0,0,0,683.14,0,52.79,0,5.76,0,0,0,0,139.69,0,42.39,0,91.52

44,10:45-11:00,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.26,0,434.65,0,45.83,0,0.65,28.35,8.28,0,0,20.8,0,0,0,0,29.81,0,0,0,683.14,0,52.79,0,5.76,0,0,0,0,139.69,0,42.39,0,91.52

45,11:00-11:15,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.05,0,434.65,0,45.83,0,0.65,28.35,8.28,0,0,20.8,0,0,0,0,3.31,0,0,0,683.14,0,52.79,0,5.76,0,0,0,0,139.69,0,42.39,0,91.52

46,11:15-11:30,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.05,0,434.65,0,45.83,0,0.65,28.35,8.28,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,5.76,0,0,0,0,139.69,0,42.39,0,91.52

47,11:30-11:45,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.63,0,434.65,0,45.83,0,0.65,28.35,8.28,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,5.76,0,0,0,0,139.69,0,42.39,0,91.52

48,11:45-12:00,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.63,0,434.65,0,45.83,0,0.65,14.17,9.99,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

49,12:00-12:15,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.42,0,434.65,0,45.83,0,0.65,14.12,10.28,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

50,12:15-12:30,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,10.76,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.42,0,434.65,0,45.83,0,0.65,0,10.28,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

51,12:30-12:45,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,10.76,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.42,0,434.65,0,45.83,0,0.65,0,10.28,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

52,12:45-13:00,0,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,10.76,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.42,0,434.65,0,45.83,0,0.65,0,10.28,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

53,13:00-13:15,0,0,0,0,0,118.76,0,0,0,17.75,0,0,62.16,0,0,0,26.4,10.76,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.21,0,434.65,0,45.83,0,0.65,14.12,10.28,0,0,20.8,0,0,0,0,8.83,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

54,13:15-13:30,0,0,0,0,0,118.76,0,0,0,17.75,0,0,62.16,0,0,0,26.4,10.76,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.21,0,434.65,0,45.83,0,0.65,14.12,10.28,0,0,20.8,0,0,0,0,8.83,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

55,13:30-13:45,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,10.76,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.21,0,434.65,0,45.83,0,0.65,28.22,10.28,0,0,20.8,0,0,0,0,8.83,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

56,13:45-14:00,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.21,0,434.65,0,45.83,0,0.65,28.22,10.28,0,0,20.8,0,0,0,0,8.83,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

57,14:00-14:15,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.1,0,434.65,0,45.83,0,0.65,28.22,10.28,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

58,14:15-14:30,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.1,0,434.65,0,45.83,0,0.65,42.34,10.28,0,0,20.8,0,0,0,0,1.11,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

59,14:30-14:45,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,91.8,1.4,0,0,0,343.12,42.1,0,434.65,0,45.83,0,0.65,42.34,10.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

60,14:45-15:00,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,91.8,1.4,0,0,0,343.12,42.1,0,434.65,0,45.83,0,0.65,42.34,10.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

61,15:00-15:15,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.32,0,434.65,0,45.83,0,0.65,42.34,10.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

62,15:15-15:30,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.32,0,434.65,0,45.83,0,0.65,56.45,10.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

63,15:30-15:45,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.32,0,434.65,0,45.83,0,0.63,56.45,10.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

64,15:45-16:00,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.32,0,434.65,0,45.83,0,0.63,56.45,10.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

