Block,Time,DHAULIGNGA,KKNP,PARBATI2,TANAKPUR,UNCHAHAR4,AURY_LF,AURY_RF,CHAMERA2,DADRT2,KGSU1AND2,KOTESHWR,NLCIIST1,SALAL,TelanganaSTPP,UNCHAHAR2,URI,FSTPP I & II,KHSTPP-I,KISHANGANGA,RIHAND2,RSTPSU7,UNCHAHAR1,ANTA_GF,DADRI_GF,CHAMERA1,DULHASTI,KGSU3AND4,KHSTPP-II,MAPS,RAMPUR,RAPPD,SASAN,SIMHST2,SINGRAULI,TALA,TANDA2,TEHRI,BRBCL,NAPP,NLCEXP,NTPL,RAPPC,SEWA2,SIMHST1,TALST2,URI2,ANTA_LF,CHAMERA3,KOLDAM,NJPC,NLCTS2EXP,RSTPSU1TO6,ANTA_RF,DADRI_LF,DADRI_RF,KUDGI,PARBATI3,RAPPB,UNCHAHAR3,BSIUL,JHAJJAR,KKNPPU2,NLCIIST2,NNTPP,RIHAND1,RIHAND3,SINGRAULI_HYDRO,VALLURNTECL,ANTA_CRF,AURY_CRF,AURY_GF,DADRI_CRF
57,14:00-14:15,0,0,40.58,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,14.05,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,180.89,0,0,48.55,0,98.41,0,38.36,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

58,14:15-14:30,0,0,40.58,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,180.89,0,0,48.55,0,98.41,0,38.36,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

59,14:30-14:45,0,0,40.58,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,6.3,0,0,38.1,0,35.03,0,180.89,0,0,48.55,0,98.41,0,38.36,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

60,14:45-15:00,0,0,40.58,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,12.61,0,0,38.1,0,35.03,0,180.89,0,0,48.55,0,98.41,0,38.36,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

61,15:00-15:15,0,0,40.58,3.72,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,2.4,180.89,0,0,48.55,0,98.41,0,23.02,0,27.68,13.04,520.67,0,0,0,97.23,104.08,1.08,0,0,0,0,0

62,15:15-15:30,0,0,40.58,3.72,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,4.36,180.89,0,0,48.55,0,98.41,0,23.02,0,27.68,13.04,600.67,0,0,0,97.23,104.08,1.08,0,0,0,0,0

63,15:30-15:45,0,0,40.58,5.64,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,4.36,180.89,0,0,48.55,0,98.41,0,23.02,0,27.68,13.04,600.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

64,15:45-16:00,0,0,40.58,5.64,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,7.19,180.89,0,0,48.55,0,98.41,0,23.02,0,27.68,13.04,600.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

65,16:00-16:15,0,0,40.58,5.64,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.89,0,98.41,0,23.02,0,27.68,13.04,600.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

66,16:15-16:30,0,0,40.58,5.64,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,9.79,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.89,0,98.41,0,23.02,0,27.68,13.04,600.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

67,16:30-16:45,10.95,0,40.58,5.64,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,9.79,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.24,0,98.41,0,23.02,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

68,16:45-17:00,10.95,0,40.58,5.64,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,19.58,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.24,0,98.41,0,23.02,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

69,17:00-17:15,10.95,0,40.58,3.72,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,19.58,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.24,0,98.41,0,23.02,0,27.68,13.04,670.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

70,17:15-17:30,10.95,0,40.58,3.72,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.24,0,98.41,0,23.02,0,27.68,6.52,670.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

71,17:30-17:45,21.88,0,40.58,3.72,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,5.75,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.24,0,98.41,0,33.76,0,27.68,6.52,670.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

72,17:45-18:00,21.88,0,40.58,3.72,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,5.75,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.24,0,98.41,0,33.76,0,27.68,6.52,670.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

73,18:00-18:15,21.88,0,40.58,1.79,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,52.99,18.2,45.53,5.75,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.24,0,98.41,0,33.76,0,27.68,6.52,670.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

74,18:15-18:30,21.88,0,40.58,1.79,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,52.99,18.2,45.53,5.75,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.24,0,98.41,0,36.83,0,27.68,6.52,670.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

75,18:30-18:45,32.83,0,45.08,1.79,2.3,0,80.77,48.81,458.92,0,20.85,0,80.18,0,44.5,52.99,18.2,45.53,5.75,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,15,26.03,0,0,67.88,18.9,0,0,38.1,0,35,9.59,180.89,0,0,47.24,0,98.41,0,30.68,0,27.68,13.04,670.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

76,18:45-19:00,43.78,0,45.08,1.79,2.3,0,80.77,51.05,458.92,0,34.76,0,80.18,0,44.5,52.99,18.2,45.53,5.75,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,15,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,47.24,0,98.41,0,78.83,0,27.68,20.46,670.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

77,19:00-19:15,43.78,0,45.08,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,5.75,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,17.19,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,47.5,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

78,19:15-19:30,43.78,0,45.08,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,5.75,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,18.02,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,47.5,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

79,19:30-19:45,43.78,0,45.08,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,18.02,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,47.89,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

80,19:45-20:00,43.78,0,45.08,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,18.02,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,47.89,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

81,20:00-20:15,43.78,0,45.08,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,18.02,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,47.89,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

82,20:15-20:30,43.78,0,45.08,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,18.02,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,47.89,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

83,20:30-20:45,43.78,0,45.08,3.07,2.3,0,80.77,48.81,458.92,0,31.28,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,18.02,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.89,0,98.41,0,13.81,0,27.68,13.04,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

84,20:45-21:00,43.78,0,45.08,3.07,2.3,0,80.77,48.81,458.92,0,31.28,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,18.02,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,47.89,0,98.41,0,12.28,0,27.68,13.04,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

85,21:00-21:15,43.78,0,45.08,3.07,2.3,0,80.77,48.81,458.92,0,31.28,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,48.55,0,98.41,0,15.35,0,27.68,13.04,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

86,21:15-21:30,43.78,0,52.6,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,48.55,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

87,21:30-21:45,43.78,0,52.6,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,48.55,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

88,21:45-22:00,43.78,0,52.6,3.07,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,48.55,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

89,22:00-22:15,43.78,0,52.6,1.79,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,48.81,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

90,22:15-22:30,43.78,0,52.6,1.79,2.3,0,80.77,51.05,458.92,0,34.76,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,43.14,60.23,0,148.3,0,7.15,21.66,413.44,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,20.09,0,0,40.16,0,36.84,9.59,182.59,0,0,48.81,0,98.41,0,78.83,0,27.68,20.46,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

91,22:30-22:45,43.78,0,30.06,1.79,2.3,0,80.77,48.81,458.92,0,20.85,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,48.81,0,98.41,0,42.96,0,27.68,19.56,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

92,22:45-23:00,43.78,0,30.06,1.79,2.3,0,80.77,48.81,458.92,0,10.43,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,48.81,0,98.41,0,42.96,0,27.68,19.56,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

93,23:00-23:15,21.88,0,30.06,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0.88,5.7,30.82,20,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,49.2,0,98.41,0,42.96,0,27.68,19.56,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

94,23:15-23:30,21.88,0,30.06,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,21.66,413.44,0,150.34,0.88,5.7,30.82,20,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,49.2,0,98.41,0,42.96,0,27.68,19.56,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

95,23:30-23:45,21.88,0,30.06,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,0,413.44,0,150.34,0.88,5.7,30.82,20,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,49.2,0,98.41,0,42.96,0,27.68,19.56,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

96,23:45-24:00,21.88,0,30.06,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,79.01,0,44.5,50.79,18.2,45.53,8.68,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.98,0,413.44,0,150.34,0.88,5.7,30.82,20,26.03,0,0,67.88,18.9,0,0,38.1,0,35.03,9.59,180.89,0,0,49.2,0,98.41,0,42.96,0,27.68,19.56,438.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

