Block,Time,BSIUL,KISHANGANGA,KOTESHWR,MAPS,NLCTS2EXP,AURY_LF,CHAMERA1,CHAMERA2,RIHAND1,RIHAND3,RSTPSU1TO6,TEHRI,TelanganaSTPP,ANTA_GF,ANTA_RF,AURY_RF,KKNP,KKNPPU2,NLCIIST1,RIHAND2,SALAL,UNCHAHAR3,KOLDAM,NJPC,RAPPB,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,UNCHAHAR2,URI,DADRI_LF,DHAULIGNGA,KGSU3AND4,KHSTPP-I,NAPP,SIMHST2,ANTA_LF,BRBCL,KUDGI,NTPL,RAMPUR,RSTPSU7,SIMHST1,SINGRAULI,TANDA2,UNCHAHAR4,URI2,VALLURNTECL,AURY_GF,DADRI_CRF,DULHASTI,KGSU1AND2,KHSTPP-II,SASAN,TALA,TALST2,ANTA_CRF,CHAMERA3,DADRT2,FSTPP I & II,JHAJJAR,NLCEXP,NLCIIST2,NNTPP,PARBATI3,RAPPC,SEWA2,AURY_CRF,DADRI_GF,DADRI_RF
64,15:45-16:00,1.1,0,8.87,0,0,0,0,3.34,92,124.33,0,21.92,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,23.21,0,0.8,0,20.85,42.39,13.25,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,15.81,0,0,59.73

65,16:00-16:15,0,0,8.87,0,0,0,0,13.17,92,124.33,0,32.89,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,23.21,0,0.8,0,20.85,42.39,30.91,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,452.76,0,0,0,0,25.76,15.81,0,0,59.73

66,16:15-16:30,0,0,8.87,0,0,0,0,13.17,92,124.33,0,32.89,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,46.78,0,0.8,0,20.85,42.39,30.91,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,0,0,148.3,411.75,0,0,0,9.68,683.14,18.2,462,0,0,0,0,25.76,15.81,0,0,59.73

67,16:30-16:45,0,0,8.87,0,0,0,0,13.17,92,124.33,0,32.89,0,0,26.88,52.67,0,0,0,118.76,12.78,26.4,0,46.78,0,0.8,2.05,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,0,0,148.3,411.75,0,0,0,9.68,683.14,18.2,462,0,0,0,0,25.76,15.81,0,0,59.73

68,16:45-17:00,0,0,8.87,0,0,0,0,13.17,92,124.33,0,32.89,0,0,26.88,52.67,0,0,0,118.76,12.78,26.4,0,46.78,0,0.8,2.05,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,473.55,0,0,0,0,25.76,15.81,0,0,59.73

69,17:00-17:15,0,0,8.87,0,0,0,0,13.17,92,124.33,0,32.89,0,0,26.88,52.67,0,0,0,118.76,12.78,26.4,0,46.78,0,0.8,2.05,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,473.55,0,0,0,0,25.76,15.81,0,0,59.73

70,17:15-17:30,0,0,8.87,0,0,0,0,13.17,92,124.33,0,32.89,0,0,26.88,52.67,0,0,0,118.76,12.78,26.4,0,46.78,0,0.8,2.05,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,485.1,0,0,0,0,25.76,15.81,0,0,59.73

71,17:30-17:45,1.1,0,8.87,0,0,0,0,13.17,92,124.33,0,32.89,0,0,27.09,52.67,0,0,0,118.76,12.78,26.4,0,70.27,0,0.8,1.54,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,485.1,0,0,0,0,25.76,15.81,0,0,59.73

72,17:45-18:00,6.52,0,8.87,0,0,0,13.2,26.34,92,124.33,0,32.89,0,0,27.19,52.67,0,0,0,118.76,16.27,26.4,0,93.56,0,0.8,1.54,20.85,42.39,34.78,0,7.92,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,496.65,0,0,0,3.57,25.76,15.81,0,0,59.73

73,18:00-18:15,6.52,0,17.75,0,0,0,24.57,26.34,92,124.33,0,32.89,0,0,27.3,52.67,0,0,0,118.76,70.88,26.4,0,116.95,0,0.79,1.54,20.85,42.39,34.78,0,15.85,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,32.96,0,148.3,411.75,0,0,0,19.35,683.14,18.2,496.65,0,0,0,16.54,25.76,15.81,0,0,59.73

74,18:15-18:30,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,27.41,52.67,0,0,0,118.76,70.88,26.4,0,116.95,0,0.79,1.54,20.85,42.39,39.75,0,18.27,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,508.2,0,0,0,16.54,25.76,15.81,0,0,59.73

75,18:30-18:45,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,27.41,52.67,0,0,0,118.76,70.88,26.4,0,116.95,0,0.79,1.54,20.85,42.39,39.75,0,36.55,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.08,18.2,508.2,0,0,0,16.54,25.76,15.81,0,0,59.73

76,18:45-19:00,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,27.62,52.67,0,0,0,118.76,70.88,26.4,0,140.35,0,0.79,1.54,20.85,42.39,39.75,0,36.55,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.08,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

77,19:00-19:15,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,27.72,52.67,0,0,0,118.76,26.73,26.4,0,140.35,0,0.79,1.54,20.85,42.39,39.75,0,36.55,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,519.75,0,0,0,19.1,25.76,15.81,0,0,59.73

78,19:15-19:30,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,27.93,52.67,0,0,0,118.76,26.73,26.4,0,140.35,0,0.79,1.54,20.85,42.39,34.78,0,36.55,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,519.75,0,0,0,33.1,25.76,15.81,0,0,59.73

79,19:30-19:45,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,27.93,52.67,0,0,0,118.76,26.73,26.4,0,116.95,0,0.79,1.54,20.85,42.39,34.78,0,27.41,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,519.75,0,0,0,33.1,25.76,15.81,0,0,59.73

80,19:45-20:00,19.56,0,39.05,0,0,0,41.28,39.51,92,124.33,0,43.84,0,0,27.93,52.67,0,0,0,118.76,26.73,26.4,0,93.56,0,0.79,1.54,20.85,42.39,34.78,0,18.27,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,519.75,0,0,0,33.1,25.76,15.81,0,0,59.73

81,20:00-20:15,1.1,0,17.75,0,0,0,23.7,39.51,92,124.33,0,32.89,0,0,27.93,52.67,0,0,0,118.76,26.73,26.4,0,70.17,0,0.79,1.54,20.85,42.39,34.78,0,18.27,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,32.96,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,33.1,25.76,15.81,0,0,59.73

82,20:15-20:30,1.1,0,8.87,0,0,0,23.7,39.51,92,124.33,0,32.89,0,0,27.93,52.67,0,0,0,118.76,26.73,26.4,0,46.78,0,0.79,1.54,20.85,42.39,34.78,0,15.85,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,33.1,25.76,15.81,0,0,59.73

83,20:30-20:45,6.52,0,8.87,0,0,0,13.2,39.51,92,124.33,0,32.89,0,0,27.93,52.67,0,0,0,118.76,26.73,26.4,0,23.39,0,0.79,1.54,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,33.1,25.76,15.81,0,0,59.73

84,20:45-21:00,6.52,0,8.87,0,0,0,0,39.51,92,124.33,0,32.89,0,0,27.93,52.67,0,0,0,118.76,26.73,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

85,21:00-21:15,6.52,0,8.87,0,0,0,0,13.17,92,124.33,0,32.89,0,0,28.14,52.67,0,0,0,118.76,26.73,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.08,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

86,21:15-21:30,6.52,0,8.87,0,0,0,0,0,92,124.33,0,32.89,0,0,28.14,52.67,0,0,0,118.76,26.73,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.08,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

87,21:30-21:45,6.52,0,8.87,0,0,0,0,0,92,124.33,0,21.92,0,0,28.14,52.67,0,0,0,118.76,26.73,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.08,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

88,21:45-22:00,6.52,0,8.87,0,0,0,0,0,92,124.33,0,21.55,0,0,28.14,52.67,0,0,0,118.76,26.73,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.08,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

89,22:00-22:15,6.52,0,8.87,0,0,0,0,0,92,124.33,0,21.42,0,0,28.14,52.67,0,0,0,118.76,26.73,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

90,22:15-22:30,6.52,0,8.87,0,0,0,0,0,92,124.33,0,21.42,0,0,28.14,52.67,0,0,0,118.76,26.73,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

91,22:30-22:45,6.52,0,8.87,0,0,0,0,0,92,124.33,0,21.42,0,0,28.14,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

92,22:45-23:00,6.52,0,8.87,0,0,0,0,0,92,124.33,0,10.97,0,0,28.14,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,16.54,25.76,15.81,0,0,59.73

93,23:00-23:15,6.52,0,8.87,0,0,0,0,0,92,124.33,0,10.97,0,0,28.24,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,14,25.76,15.81,0,0,59.73

94,23:15-23:30,6.52,0,8.87,0,0,0,0,0,92,124.33,0,10.83,0,0,28.24,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,14,25.76,15.81,0,0,59.73

95,23:30-23:45,6.52,0,8.87,0,0,0,0,13.17,92,124.33,0,0,0,0,28.35,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,519.75,0,0,0,14,25.76,15.81,0,0,59.73

96,23:45-24:00,6.52,0,8.87,0,0,0,0,13.17,92,124.33,0,0,0,0,28.35,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.79,1.54,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,16.48,0,148.3,411.75,0,0,0,0,683.14,18.2,519.75,0,0,0,14,25.76,15.81,0,0,59.73

