Block,Time,URI2,ANTA_LF,NJPC,UNCHAHAR2,SEWA2,RIHAND2,BSIUL,DHAULIGNGA,DADRI_RF,PARBATI3,ANTA_GF,UNCHAHAR1,AURY_LF,UNCHAHAR3,KOTESHWR,TEHRI,DADRI_GF,RAPPB,DADRT2,SALAL,UNCHAHAR4,DADRI_CRF,RIHAND3,DADRI_LF,SINGRAULI,CHAMERA3,KOLDAM,NAPP,SINGRAULI_HYDRO,DULHASTI,TANAKPUR,RAPPC,CHAMERA2,AURY_RF,ANTA_CRF,AURY_GF,CHAMERA1,URI,AURY_CRF,KISHANGANGA,JHAJJAR,RIHAND1,ANTA_RF,RAMPUR,TANDA2,KUDGI,KHSTPP-I,TALA,FSTPP I & II,KHSTPP-II,SASAN,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,30.591126,0.000000,148.642010,20.511464,10.216357,114.309562,12.620356,35.409788,0.000000,0.000000,0.000000,18.510649,0.000000,25.537700,34.349479,65.354587,0.000000,0.000000,664.596964,83.210588,0.000000,0.000000,57.442188,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,324.590772,89.028400,0.000000,0.000000,0.000000,0.00,31.131877,20.484274,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

7,01:30-01:45,30.591126,0.000000,148.642010,20.511464,10.216357,114.309562,12.620356,35.409788,0.000000,0.000000,0.000000,18.510649,0.000000,25.537700,34.349479,65.354587,0.000000,0.000000,664.596964,83.210588,0.000000,0.000000,76.589584,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,324.590772,89.028400,0.000000,0.000000,0.000000,0.00,31.131877,24.182823,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

8,01:45-02:00,30.591126,0.000000,148.642010,20.511464,10.216357,114.309562,12.620356,35.409788,0.000000,0.000000,0.000000,18.510649,0.000000,25.537700,34.349479,65.354587,0.000000,0.000000,664.596964,83.210588,0.000000,0.000000,94.588136,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,34.186906,0.000000,0.000000,324.590772,89.028400,0.000000,0.000000,0.000000,0.00,31.131877,24.182823,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

9,02:00-02:15,31.372176,0.000000,148.642010,20.511464,10.216357,114.309562,12.620356,35.409788,0.000000,0.000000,0.000000,18.510649,0.000000,25.537700,34.349479,65.354587,0.000000,0.000000,664.596964,83.210588,0.000000,0.000000,107.370268,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,34.186906,0.000000,0.000000,324.590772,89.028400,0.000000,0.000000,0.000000,0.00,31.131877,24.182823,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

10,02:15-02:30,31.372176,0.000000,148.642010,20.511464,10.216357,114.309562,12.620356,35.409788,0.000000,0.000000,0.000000,14.252382,0.000000,25.537700,34.349479,65.354587,0.000000,0.000000,664.596964,83.210588,0.000000,0.000000,108.498524,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,316.437900,89.028400,0.000000,0.000000,0.000000,0.00,31.131877,24.182823,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

11,02:30-02:45,30.591126,0.000000,148.642010,20.511464,10.216357,114.309562,12.620356,35.409788,0.000000,0.000000,0.000000,12.206803,0.000000,23.306317,34.349479,65.354587,0.000000,0.000000,585.407018,83.210588,0.000000,0.000000,108.498524,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,281.987780,89.028400,0.000000,0.000000,0.000000,0.00,31.131006,24.182823,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

12,02:45-03:00,30.591126,0.000000,148.642010,20.511464,10.216357,114.309562,12.620356,35.409788,0.000000,0.000000,0.000000,11.579637,0.000000,22.070334,34.349479,65.354587,0.000000,0.000000,558.952133,83.210588,0.000000,0.000000,108.498524,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,281.987780,89.028400,0.000000,0.000000,0.000000,0.00,31.131006,24.182823,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

13,03:00-03:15,30.591126,0.000000,148.642010,20.511464,5.108179,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.600881,0.000000,25.089558,34.349479,65.354587,0.000000,0.000000,559.701115,80.961653,0.000000,0.000000,102.119446,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,6.198118,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,293.600180,89.028400,0.000000,0.000000,0.000000,0.00,31.131006,24.182823,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

14,03:15-03:30,30.591126,0.000000,148.642010,20.511464,5.108179,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.600881,0.000000,25.089558,34.349479,65.354587,0.000000,0.000000,561.661693,80.961653,0.000000,0.000000,102.119446,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,4.958495,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,293.600180,89.028400,0.000000,0.000000,0.000000,0.00,31.131006,24.182823,13.789725,142.750870,405.243729,9.677871,0,0,0,0,0

15,03:30-03:45,30.591126,0.000000,148.642010,20.511464,5.108179,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.598965,0.000000,25.089558,34.349479,65.354587,0.000000,0.000000,561.661693,80.961653,0.000000,0.000000,102.119446,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,4.958495,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,205.539480,89.028400,0.000000,0.000000,0.000000,0.00,31.131006,24.182823,13.789725,142.750870,403.893788,9.677871,0,0,0,0,0

16,03:45-04:00,30.591126,0.000000,148.642010,20.511464,5.108179,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.598965,0.000000,25.089558,34.349479,65.354587,0.000000,0.000000,556.834529,80.961653,0.000000,0.000000,102.119446,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,4.958495,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,205.539480,89.028400,0.000000,0.000000,0.000000,0.00,31.131006,24.182823,13.789725,142.750870,403.893788,9.677871,0,0,0,0,0

17,04:00-04:15,30.591126,0.000000,148.642010,20.511464,5.108179,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.598965,0.000000,25.089558,34.349479,65.354587,0.000000,0.000000,477.300926,80.961653,0.000000,0.000000,102.119446,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,10.536801,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,205.539480,89.028400,0.000000,0.000000,0.000000,0.00,31.131006,24.182823,13.789725,142.750870,403.893788,9.677871,0,0,0,0,0

18,04:15-04:30,30.591126,0.000000,148.642010,20.511464,5.108179,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.598965,0.000000,25.089558,34.349479,65.354587,0.000000,0.000000,431.022193,80.961653,0.000000,0.000000,102.119446,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,10.536801,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,205.539480,89.028400,0.000000,0.000000,0.000000,0.00,31.131006,24.182823,13.789725,142.750870,403.893788,9.677871,0,0,0,0,0

19,04:30-04:45,30.591126,0.000000,148.642010,17.621794,5.108179,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.598965,0.000000,16.776531,34.349479,65.354587,0.000000,0.000000,431.022193,80.961653,0.000000,0.000000,114.294488,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.156613,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,34.186906,0.000000,0.000000,205.539480,89.028400,0.000000,0.000000,0.000000,0.00,22.893736,24.182823,9.668678,121.396113,403.893788,9.677871,0,0,0,0,0

20,04:45-05:00,30.591126,0.000000,148.642010,15.375785,3.740838,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.598965,0.000000,16.776531,34.349479,65.354587,0.000000,0.000000,431.022193,80.961653,0.000000,0.000000,115.121947,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.156613,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,34.186906,0.000000,0.000000,194.894780,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

21,05:00-05:15,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,3.079705,0.000000,11.598184,0.000000,17.224673,34.349479,65.354587,0.000000,0.000000,439.763620,80.961653,0.000000,0.000000,115.121947,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.156613,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,237.783244,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

22,05:15-05:30,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,15.822294,0.000000,11.598184,0.000000,17.224673,34.349479,65.354587,0.000000,0.000000,439.763620,80.961653,0.000000,0.000000,115.121947,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.156613,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,233.912444,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

23,05:30-05:45,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,31.644587,0.000000,11.598199,0.000000,17.224673,34.349479,65.354587,0.000000,0.000000,439.763620,80.961653,0.000000,0.000000,115.121947,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,241.654044,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

24,05:45-06:00,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,31.644587,0.000000,11.598199,0.000000,17.224673,34.349479,65.354587,0.000000,0.000000,439.763620,80.961653,0.000000,0.000000,115.121947,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,242.621744,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

25,06:00-06:15,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,31.644587,0.000000,11.594559,0.000000,17.224673,34.349479,65.354587,0.000000,0.000000,439.763620,80.961653,0.000000,0.000000,115.121947,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,242.621744,89.028400,0.000000,0.000000,0.000000,48.38,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

26,06:15-06:30,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,15.822294,0.000000,11.594559,0.000000,17.224673,34.349479,65.354587,0.000000,0.000000,439.763620,80.961653,0.000000,0.000000,115.121947,0.000000,134.810287,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,236.815544,89.028400,0.000000,0.000000,0.000000,27.22,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

27,06:30-06:45,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,15.822294,0.000000,14.252382,0.000000,16.776531,34.349479,65.354587,0.000000,0.000000,439.731493,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,201.668680,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

28,06:45-07:00,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,3.695646,0.000000,14.252382,0.000000,16.776531,34.349479,65.354587,0.000000,0.000000,439.731493,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,206.507180,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

29,07:00-07:15,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,3.079705,0.000000,14.252382,0.000000,16.776531,34.349479,65.354587,0.000000,0.000000,439.731493,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,6.198118,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,209.410280,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

30,07:15-07:30,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,14.252382,0.000000,16.776531,34.349479,65.354587,0.000000,0.000000,439.731493,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,4.958495,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,209.410280,89.028400,0.000000,0.000000,0.000000,0.00,22.296776,24.182823,9.668678,109.088047,403.893788,9.677871,0,0,0,0,0

31,07:30-07:45,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.732042,0.000000,16.776531,34.349479,65.354587,0.000000,0.000000,439.731493,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,4.958495,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,219.087280,89.028400,0.000000,0.000000,0.000000,16.45,22.296776,24.182823,9.668678,109.088047,405.197231,9.677871,0,0,0,0,0

32,07:45:08:00,30.591126,0.000000,148.642010,15.375785,0.000000,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,11.506777,0.000000,16.776531,34.349479,65.354587,0.000000,0.000000,439.731493,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,192.959380,89.028400,0.000000,0.000000,0.000000,23.70,22.296776,24.182823,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

33,08:00-08:15,30.591126,0.000000,148.642010,12.117532,0.000000,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,6.483590,0.000000,7.217322,34.349479,65.354587,0.000000,0.000000,363.740721,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,12.768124,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,34.186906,0.000000,0.000000,124.896997,89.028400,0.000000,0.000000,0.000000,34.84,22.296776,24.182823,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

34,08:15-08:30,30.591126,0.000000,148.642010,12.100314,0.000000,114.309562,18.930534,35.409788,0.000000,0.000000,0.000000,6.483590,0.000000,5.835231,34.349479,65.354587,0.000000,0.000000,363.258288,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,12.768124,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,34.186906,0.000000,0.000000,124.896997,89.028400,0.000000,0.000000,0.000000,43.55,22.296776,24.182823,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

35,08:30-08:45,30.591126,0.000000,148.642010,12.100314,0.000000,114.309562,6.310178,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,10.554075,34.349479,65.354587,0.000000,0.000000,364.365892,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,12.768124,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,144.353016,89.028400,0.000000,0.000000,0.000000,43.55,22.296776,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

36,08:45:09:00,30.591126,0.000000,148.642010,12.100314,0.000000,114.309562,6.310178,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.365892,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.925605,47.839755,12.768124,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,144.353016,89.028400,0.000000,0.000000,0.000000,43.55,22.296776,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

37,09:00:09:15,30.591126,0.000000,148.642010,12.100314,0.000000,114.309562,6.310178,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.365892,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.888581,47.839755,12.768124,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,144.353016,89.028400,0.000000,0.000000,0.000000,43.55,22.296776,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

38,09:15-09:30,30.591126,0.000000,148.642010,12.100314,0.000000,114.309562,6.310178,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.365892,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.888581,47.839755,12.768124,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,144.353016,89.028400,0.000000,0.000000,0.000000,43.55,22.296776,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

39,09:30-09:45,30.591126,0.000000,148.642010,12.100314,0.000000,88.300012,6.310178,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.413085,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.888581,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,144.353016,51.506413,0.000000,0.000000,0.000000,43.55,21.630321,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

40,09:45-10:00,30.591126,0.000000,148.642010,12.100314,0.000000,88.300012,6.310178,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.362934,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.888581,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,144.353016,51.506413,0.000000,0.000000,0.000000,43.55,21.630321,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

41,10:00-10:15,31.372176,0.000000,148.642010,12.100314,0.000000,88.300012,12.620356,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.413085,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.907093,47.839755,8.057554,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,135.586930,51.506413,0.000000,0.000000,0.000000,43.55,21.630321,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

42,10:15-10:30,31.372176,0.000000,148.642010,12.100314,0.000000,88.300012,12.620356,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.362934,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.907093,47.839755,8.057554,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,114.314401,51.506413,0.000000,0.000000,0.000000,43.55,21.630321,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

43,10:30-10:45,31.372176,0.000000,148.642010,12.100314,0.000000,88.300012,12.620356,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.413085,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.907093,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,114.314401,51.506413,0.000000,0.000000,0.000000,43.55,21.630321,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

44,10:45-11:00,31.372176,0.000000,148.642010,12.100314,0.000000,88.300012,12.620356,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.362934,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.907093,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,34.186906,0.000000,0.000000,114.314401,51.506413,0.000000,0.000000,0.000000,43.55,21.630321,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

45,11:00-11:15,30.591126,0.000000,148.642010,12.100314,0.000000,88.300012,12.620356,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.393363,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.907093,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,34.186906,0.000000,0.000000,118.465834,51.506413,0.000000,0.000000,0.000000,43.55,21.630321,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

46,11:15-11:30,30.591126,0.000000,148.642010,12.100314,0.000000,88.300012,12.620356,35.409788,0.000000,0.000000,0.000000,9.502814,0.000000,9.812478,34.349479,65.354587,0.000000,0.000000,364.344062,80.961653,0.000000,0.000000,119.671225,0.000000,134.812706,28.124079,0.000000,37.516181,0.907093,47.839755,11.652463,50.348463,38.233943,0.000000,0.000000,0.000000,41.282082,32.050224,0.000000,0.000000,118.465834,51.506413,0.000000,0.000000,0.000000,43.55,21.630321,25.605342,9.668678,109.088047,405.243729,9.677871,0,0,0,0,0

