Time,Block,NR/2024/18691/A/7825,NR/2024/18388/A/7532,WR/2024/21740/A/7828,WR/2024/21675/A/7794,SR/2024/12187/C,WR/2024/21710/A/7824,NER/2024/2023/A/7790,NR/2024/18751/C,Total
,,MANIKARAN,ITCLH,MANIKARAN,APPCPL,HPXL,MANIKARAN,APPCPL,NVVNL,Total

,,DELHI,ANDHRA PRADESH,DELHI,DELHI,DELHI,DELHI,DELHI,NA,
,,BRPL,ITCWIND,BYPL,BRPL,BYPL,BRPL,BRPL,SOLAPUR_SOLAR,
,,HIMACHAL PRADESH,DELHI,MAHARASHTRA,GOA,TAMIL NADU,GOA,MANIPUR,DELHI,
,,HP,ITCLH,AEML,GOA_Beneficiary,TANGEDCO,GOA_Beneficiary,Manipur_Ben,MES (Delhi),
,,North-North,South-West-North,North-West,North-West,North-West-South,North-West,North-East-North East,West-North,
1,00:00-00:15,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

2,00:15-00:30,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

3,00:30-00:45,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

4,00:45-01:00,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

5,01:00-01:15,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

6,01:15-01:30,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

7,01:30-01:45,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

8,01:45-02:00,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

9,02:00-02:15,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

10,02:15-02:30,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

11,02:30-02:45,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

12,02:45-03:00,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

13,03:00-03:15,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

14,03:15-03:30,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

15,03:30-03:45,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

16,03:45-04:00,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

17,04:00-04:15,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

18,04:15-04:30,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

19,04:30-04:45,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

20,04:45-05:00,0.000000,0.390000,50.000000,0.000000,100.00,0.000000,25.000000,0,175.39

21,05:00-05:15,0.000000,0.390000,50.000000,0.000000,100.00,0.000000,25.000000,0,175.39

22,05:15-05:30,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

23,05:30-05:45,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

24,05:45-06:00,0.000000,0.390000,50.000000,0.000000,150.00,0.000000,25.000000,0,225.39

25,06:00-06:15,191.900000,0.530000,50.000000,0.000000,0.00,0.000000,25.000000,0,267.43

26,06:15-06:30,191.900000,0.530000,50.000000,0.000000,0.00,0.000000,25.000000,0,267.43

27,06:30-06:45,191.900000,0.530000,50.000000,0.000000,0.00,0.000000,25.000000,0,267.43

28,06:45-07:00,191.900000,0.530000,50.000000,0.000000,0.00,0.000000,25.000000,0,267.43

29,07:00-07:15,191.900000,0.580000,50.000000,0.000000,0.00,0.000000,25.000000,0.5,267.98

30,07:15-07:30,191.900000,0.580000,50.000000,0.000000,0.00,0.000000,25.000000,0.84,268.32

31,07:30-07:45,191.900000,0.580000,50.000000,0.000000,0.00,0.000000,25.000000,1.26,268.74

32,07:45:08:00,191.900000,0.580000,50.000000,0.000000,0.00,0.000000,25.000000,1.78,269.26

33,08:00-08:15,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,2.33,270.2

34,08:15-08:30,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,2.87,270.74

35,08:30-08:45,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,3.45,271.32

36,08:45:09:00,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,4.01,271.88

37,09:00:09:15,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,4.59,272.46

38,09:15-09:30,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,5.12,272.99

39,09:30-09:45,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,5.61,273.48

40,09:45-10:00,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,6.08,273.95

41,10:00-10:15,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,6.53,274.4

42,10:15-10:30,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,6.89,274.76

43,10:30-10:45,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,7.27,275.14

44,10:45-11:00,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,7.55,275.42

45,11:00-11:15,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,7.84,275.71

46,11:15-11:30,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,8.06,275.93

47,11:30-11:45,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,8.15,276.02

48,11:45-12:00,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,8.24,276.11

49,12:00-12:15,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,8.31,276.18

50,12:15-12:30,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,8.4,276.27

51,12:30-12:45,191.900000,0.970000,50.000000,0.000000,0.00,0.000000,25.000000,8.4,276.27

