Block,Time,CHAMERA1,CHAMERA2,BSIUL,UNCHAHAR4,URI2,SEWA2,SINGRAULI,TANAKPUR,TANDA2,TEHRI,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,SINGRAULI_HYDRO,URI,KOTESHWR,NAPP,NJPC,RAMPUR,RAPPC,RIHAND1,RIHAND2,SALAL,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,DULHASTI,RAPPB,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
1,00:00-00:15,42.14808,43.63516,0,1.427606,35.652699,17.179062,144.026761,9.4794,2.525983,27.555228,43.545976,26.963602,20.904656,1.034778,52.992,17.213218,43.796435,81.902104,1.575901,59.301365,79.966942,60.347344,66.815,689.353782,9.915136,584.845163,2.551477,53.905351,0,126.520838,31.709734,0,4.255859,0,40.819993,0,0,0,68.481795,0,0,0,87.562894,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.23,0.82,1.32,11.5395,20.73185,0,147.515625,43.097,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,1.755846,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023411,0,0,0,0.020614,0,0

2,00:15-00:30,42.14808,43.63516,0,1.427606,35.652699,17.179062,144.026761,9.4794,2.525983,27.555228,43.545976,26.963602,20.904656,1.034778,52.992,17.213218,43.796435,61.426578,1.187226,59.301365,79.966942,60.347344,66.815,689.353782,9.915136,584.845163,2.551477,53.905351,0,126.520838,31.709734,0,4.255859,0,40.819993,0,0,0,68.481795,0,0,0,87.562894,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.23,0.82,1.32,11.5395,20.73185,0,147.515625,43.097,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,1.755846,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023411,0,0,0,0.020614,0,0

3,00:30-00:45,28.09872,43.63516,0,1.427606,35.652699,17.179062,144.026761,9.4794,2.525983,27.555228,43.545976,26.963602,20.904656,1.034778,49.128,17.213218,43.796435,61.426578,1.187226,59.301365,79.966942,60.347344,66.815,689.353782,9.915136,584.845163,2.551477,53.905351,0,126.520838,31.709734,0,3.191894,0,44.318849,0,0,0,68.481795,0,0,0,87.562894,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.23,0.82,1.32,11.5395,20.73185,0,147.515625,43.097,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,1.755846,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023411,0,0,0,0.020614,0,0

4,00:45-01:00,14.04936,43.63516,0,1.427606,35.652699,17.179062,144.026761,9.4794,2.525983,27.555228,43.545976,26.963602,20.904656,1.034778,49.128,17.213218,43.796435,61.426578,1.187226,59.301365,79.966942,60.347344,66.815,689.353782,9.915136,584.845163,2.551477,53.905351,0,126.520838,31.709734,0,2.12793,0,44.318849,0,0,0,68.481795,0,0,0,87.562894,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.23,0.82,1.32,11.5395,20.73185,0,147.515625,43.097,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,1.755846,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023411,0,0,0,0.020614,0,0

5,01:00-01:15,0,43.63516,0,1.427606,35.652699,17.179062,144.026761,1.1529,2.525983,27.555228,43.545976,26.963602,20.904656,1.034778,49.128,17.213218,43.796435,61.426578,1.187226,59.301365,79.966942,60.347344,66.815,689.353782,9.915136,584.845163,2.551477,53.905351,0,126.520838,31.709734,0,1.063965,0,44.318849,0,0,0,68.481795,0,0,0,89.995197,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.23,0.82,1.32,11.5395,20.73185,0,147.515625,43.097,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,1.755846,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023411,0,0,0,0.020614,0,0

6,01:15-01:30,0,43.63516,0,1.427606,35.652699,17.179062,144.026761,1.1529,2.525983,27.555228,43.545976,26.963602,20.904656,1.034778,49.128,17.213218,43.796435,61.426578,1.187226,59.301365,79.966942,60.347344,66.815,689.353782,9.915136,584.845163,2.551477,53.905351,0,126.520838,31.709734,0,0,0,44.318849,0,0,0,68.481795,0,0,0,85.130591,0,0,3.03,2.38,1.04,0.44,0.87,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.23,0.82,1.32,11.5395,20.73185,0,147.515625,43.097,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,1.755846,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023411,0,0,0,0.020614,0,0

