Block,Time Block,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA3,CHAMERA2,DADRT2,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,SINGRAULI,TALST2,TANAKPUR,TALA,SINGRAULI_HYDRO,TANDA2,SIMHST2,KGSU1AND2,KGSU3AND4,KOLDAM,KKNPPU2,KHSTPP-II,KKNP,KOTESHWR,KISHANGANGA,NLCEXP,KUDGI,NJPC,MAPS,NAPP,RIHAND1,RAPPB,RSTPSU1TO6,NLCIIST1,RAPPD,NLCIIST2,NLCTS2EXP,RAMPUR,RIHAND3,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND2,PARBATI2,SEWA2,SASAN,RSTPSU7,SALAL,SIMHST1,KHSTPP-I,BRBCL,CHAMERA1,BSIUL,UNCHAHAR3,URI,UNCHAHAR4,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,183.24,10.58,13.39,56.69,33.84,47.15,95.28,0,25.72,0,13.12,145.23,0,2.36,5.4,1.07,2.84,0,0,0,0,0,126.19,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,32.61,120.34,27.59,0,402.1,0,77.45,0,32.53,19.32,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,183.24,10.58,13.39,56.69,33.84,47.15,95.28,0,25.72,0,13.12,145.23,0,2.36,5.4,1.07,2.94,0,0,0,0,0,126.19,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,32.61,120.34,27.59,0,402.1,0,77.45,0,32.53,19.32,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,183.24,10.58,13.39,56.69,33.84,47.15,95.28,0,25.72,0,13.12,145.23,0,4.83,5.4,1.09,3.03,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,32.61,120.34,27.59,0,402.1,0,77.45,0,37.91,19.32,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,183.24,10.58,13.39,56.69,33.84,47.15,95.28,0,25.72,0,13.12,145.23,0,4.83,5.4,1.09,3.03,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,32.61,120.34,27.59,0,402.1,0,77.45,0,37.91,19.32,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,194.92,10.58,15.4,56.69,33.84,47.15,95.28,0,31.68,0,15.13,145.23,0,4.83,3.41,1.09,3.12,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,43.98,19.32,27.14,6.3,19.64,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,194.92,10.58,15.4,56.69,33.84,47.15,95.28,0,31.68,0,15.13,145.23,0,4.83,3.41,1.09,3.12,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,43.98,19.32,27.14,6.3,19.64,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,194.92,0,15.4,56.69,33.84,47.15,151.55,0,31.68,0,15.13,145.23,0,3.59,3.41,1.09,3.22,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,43.98,19.32,27.14,6.3,19.64,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,194.92,0,15.4,56.69,33.84,47.15,209.51,0,31.68,0,15.13,145.23,0,3.59,3.41,1.09,3.22,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,43.98,19.32,27.14,6.3,19.64,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,194.92,0,17.58,56.69,33.84,47.15,267.47,0,37.41,0,17.94,145.23,0,4.83,3.84,1.09,3.3,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,43.98,19.32,40.72,6.3,23.16,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,301.32,0,17.58,56.69,33.84,47.15,256.03,0,37.41,0,17.94,145.23,0,4.83,3.84,1.09,3.39,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,43.98,19.32,40.72,6.3,23.16,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,301.32,0,17.58,56.69,33.84,47.15,296.45,0,37.41,0,17.94,145.23,0,3.59,3.84,1.09,3.49,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,43.98,19.32,40.72,6.3,23.16,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,301.32,0,17.58,56.69,33.84,47.15,267.47,0,37.41,0,17.94,145.23,0,3.59,3.84,1.09,3.58,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,43.98,19.32,40.72,6.3,23.16,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,301.32,0,17.58,56.69,33.84,47.15,267.47,0,37.41,0,17.94,145.23,0,3.59,3.84,1.09,3.67,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,399.92,0,77.45,0,43.98,19.32,40.72,12.6,23.16,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,301.32,0,17.58,56.69,33.84,47.15,267.47,0,37.41,0,17.94,145.23,0,3.59,3.84,1.09,3.75,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,22.24,120.34,27.59,0,399.92,0,77.45,0,43.98,19.32,40.72,12.6,23.16,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,369.04,0,17.58,56.69,33.84,47.15,267.47,0,42.98,0,21.19,145.23,0,3.59,1.56,1.09,3.75,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,32.61,120.34,27.59,0,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,369.04,0,17.58,56.69,33.84,47.15,267.47,0,42.98,0,21.19,145.23,0,3.59,1.56,1.09,3.75,0,0,0,0,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,126.34,0,65.57,0,32.61,120.34,27.59,6.09,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,369.04,10.58,17.58,56.69,33.84,47.15,267.47,0,42.98,0,21.19,145.23,0,3.59,1.56,1.09,3.75,0,0,0,2.32,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,37.06,120.34,27.59,6.09,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,369.04,10.58,17.58,56.69,33.84,47.15,267.47,0,42.98,0,21.19,145.23,0,3.59,1.56,1.09,3.75,0,0,0,4.63,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,37.06,120.34,27.59,12.18,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,369.04,10.58,17.58,56.69,33.84,47.15,315.77,0,42.98,0,21.19,145.23,0,4.83,1.56,1.09,3.75,0,0,0,6.95,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,37.06,120.34,27.59,12.18,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,369.04,10.58,17.58,56.69,33.84,47.15,315.77,0,42.51,0,21.19,145.23,0,4.83,1.56,1.09,3.75,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,37.06,120.34,27.59,12.18,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,293.85,10.58,17.58,56.69,33.84,47.15,257.81,0,42.51,9.77,21.19,145.23,0,4.83,1.56,1.09,3.75,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,38.54,120.34,36.29,18.26,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,311.48,21.14,17.58,56.69,33.84,47.15,209.51,0,42.51,9.77,21.19,145.23,0,4.83,1.56,1.09,3.75,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,38.54,120.34,36.29,18.26,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,311.48,42.29,17.58,56.69,33.81,47.15,226.06,0,42.51,19.53,21.19,145.23,0,4.83,1.56,1.09,3.75,0,0,0,9.26,0,143.26,0,20.14,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,44.46,120.34,39.92,18.26,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,279.28,31.64,17.58,57.48,35.59,49.31,226.06,0,42.51,19.53,21.19,145.23,0,4.83,1.56,1.09,3.75,0,0,0,7.5,0,143.26,0,33.58,8.38,0,0,176.38,0,24.52,93.92,0,0,0,20.92,0,0,6.91,92.53,0,65.57,0,76.15,120.34,42.82,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,26.74,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,273.97,31.64,17.58,57.48,35.59,49.31,168.1,0,33.87,19.53,16.96,145.23,0,4.83,3.84,1.09,3.75,0,0,0,7.5,0,143.26,0,33.58,8.38,0,0,176.38,0,24.52,93.92,0,0,0,20.92,0,0,6.91,92.53,0,65.57,0,76.15,120.34,42.82,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,21.38,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,273.97,31.64,17.58,57.48,35.59,49.31,168.1,0,33.87,19.53,16.96,145.23,0,4.83,3.84,1.09,3.75,0,0,0,7.5,0,143.26,0,33.58,8.38,0,0,176.38,0,24.52,93.92,0,0,0,20.92,0,0,6.91,92.53,0,65.57,0,76.15,120.34,42.82,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,21.38,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,273.97,31.64,17.58,57.48,35.59,49.31,168.1,0,33.87,29.3,16.96,145.23,0,4.83,3.84,1.09,3.75,0,0,0,7.5,0,143.26,0,33.58,8.38,0,0,176.38,0,24.52,93.92,0,0,0,20.92,0,0,6.91,92.53,0,65.57,0,76.15,120.34,42.82,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,21.38,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,273.97,42.29,17.58,57.48,29.65,39.77,168.1,0,33.87,29.3,16.96,145.23,0,4.83,3.84,1.09,3.75,0,0,0,9.26,0,143.26,0,33.58,8.38,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,92.53,0,65.57,0,76.15,120.34,42.82,19.41,399.92,0,77.45,0,43.98,19.32,28.24,19.76,21.38,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,273.97,42.29,17.58,57.48,29.65,39.77,168.1,0,33.87,29.3,16.96,145.23,0,4.83,3.84,1.09,3.75,0,0,0,9.26,0,143.26,0,33.58,8.38,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,92.53,0,65.57,0,76.15,120.34,42.82,19.41,399.92,0,77.45,0,43.98,19.32,28.24,19.76,21.38,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,273.97,42.29,17.58,57.48,35.59,49.31,168.1,0,33.87,29.3,16.96,145.23,0,4.83,3.84,1.09,3.75,0,0,0,9.26,0,143.26,0,33.58,8.38,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,92.53,0,65.57,0,76.15,120.34,42.82,19.41,399.92,0,77.45,0,43.98,19.32,28.24,19.76,21.38,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,279.28,42.29,17.58,56.69,33.84,47.15,168.1,0,42.51,29.3,21.19,145.23,0,4.83,3.84,1.09,3.75,0,0,0,9.26,0,143.26,0,30.22,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,92.53,0,65.57,0,13.34,120.34,43.55,18.26,399.92,0,77.45,0,43.98,19.32,28.24,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,279.28,42.29,17.58,56.69,33.84,47.15,182.59,0,42.51,29.3,21.19,145.23,0,4.83,3.84,1.09,3.75,0,0,0,9.26,0,143.26,0,30.22,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,11.86,120.34,43.55,18.26,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,279.28,42.29,17.58,56.69,33.84,47.15,235.72,0,42.51,0,21.19,145.23,0,4.83,3.84,1.09,3.75,0,0,0,9.26,0,143.26,0,0,8.34,0,0,174.74,0,24.52,93.92,0,0,0,20.92,0,0,6.74,92.53,0,65.57,0,14.83,120.34,43.55,18.26,399.92,0,77.45,0,43.98,19.32,40.72,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,279.28,42.29,17.58,57.48,35.59,49.31,255.04,0,42.51,0,21.19,132.86,0,4.83,3.84,1.09,3.75,0,0,0,9.26,0,143.26,0,0,8.38,0,0,176.38,0,24.52,93.92,0,0,0,20.92,0,0,6.91,92.53,0,65.57,0,76.15,120.34,50.81,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,26.74,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,279.28,42.29,17.58,57.48,35.59,49.31,317.83,0,42.51,0,21.19,132.86,0,4.83,6.68,1.09,3.75,0,0,0,9.26,0,143.26,0,0,8.38,0,0,176.38,0,24.52,93.92,0,0,0,0,0,0,6.91,92.53,0,65.57,0,76.15,120.34,50.81,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,26.74,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,279.28,42.29,17.58,57.48,35.59,49.31,317.83,0,42.51,0,21.19,132.86,0,4.83,6.68,1.09,3.75,0,0,0,9.26,0,143.26,0,0,8.38,0,0,176.38,0,24.52,93.92,0,0,0,0,0,0,6.91,92.53,0,65.57,0,76.15,120.34,50.81,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,26.74,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,225.43,42.29,17.58,57.48,35.59,49.31,423.05,0,39.72,0,20.8,132.86,0,4.83,6.68,1.07,3.75,0,0,0,9.26,0,143.26,0,0,8.38,0,0,176.38,0,24.52,93.92,0,0,0,0,0,0,6.91,92.53,0,65.57,0,76.15,120.34,50.81,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,25.77,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,204.17,42.29,17.58,57.48,35.59,49.31,437.68,0,39.72,0,20.8,132.86,0,4.83,6.68,1.07,3.75,0,0,0,9.26,0,143.26,0,0,8.38,0,0,176.38,0,24.52,93.92,0,0,0,0,0,0,6.91,92.53,0,65.57,0,76.15,120.34,50.81,19.41,399.92,0,77.45,0,43.98,19.32,41.67,19.76,25.77,49.28,1.64,0,0,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,204.17,42.29,17.58,56.69,33.84,47.15,0,0,34.65,0,20.04,145.23,0,4.83,6.68,1.07,3.96,0,0,0,9.26,0,115.82,0,0,8.34,0,0,174.74,0,24.52,93.92,0,0,0,0,0,0,6.74,92.53,0,65.57,0,17.78,120.34,0,18.26,399.92,0,77.45,0,40.77,19.32,40.72,18.89,24.17,49.28,1.53,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,204.17,42.29,17.58,56.69,33.84,47.15,0,0,34.65,0,20.04,145.23,0,4.83,6.68,1.07,3.96,0,0,0,9.26,0,115.82,0,0,8.34,0,0,174.74,0,24.52,93.92,0,0,0,0,0,0,6.74,92.53,0,65.57,0,17.78,120.34,0,18.26,399.92,0,77.45,0,40.77,19.32,40.72,18.89,24.17,49.28,1.53,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,204.17,42.29,17.58,56.69,33.84,47.15,0,0,34.65,0,20.04,145.23,0,2.36,6.68,1.07,3.96,0,0,0,9.26,0,115.37,0,0,8.34,0,0,174.74,0,24.52,93.92,0,0,0,0,0,0,6.74,92.53,0,65.57,0,17.78,120.34,14.51,18.26,399.92,0,77.45,0,40.26,19.32,40.72,18.89,24.17,49.28,1.53,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,204.17,42.29,17.58,56.69,33.84,47.15,0,0,34.65,0,20.04,145.23,0,2.36,6.68,1.07,3.96,0,0,0,9.26,0,115.37,0,0,8.34,0,0,174.74,0,24.52,93.92,0,0,0,0,0,0,6.74,92.53,0,65.57,0,17.78,120.34,14.51,18.26,399.92,0,77.45,0,40.26,19.32,40.72,18.89,24.17,49.28,1.53,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,204.17,42.29,17.58,56.69,33.84,47.15,0,0,34.65,0,20.04,145.23,0,2.36,6.68,1.07,3.96,0,0,0,9.26,0,115.37,0,0,8.34,0,0,174.74,0,24.52,93.92,0,0,0,0,0,0,6.74,92.53,0,65.57,0,17.78,120.34,14.51,18.26,399.92,0,77.45,0,40.26,19.32,40.72,12.6,24.17,49.28,1.53,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,204.17,42.29,17.58,56.69,33.84,47.15,0,0,34.65,0,20.04,145.23,0,2.36,6.68,1.07,3.96,0,0,0,9.26,0,115.37,0,0,8.34,0,0,174.74,0,24.52,93.92,0,0,0,0,0,0,6.74,92.53,0,65.57,0,17.78,120.34,14.51,18.26,399.92,0,77.45,0,40.26,18.09,40.72,12.6,24.17,49.28,1.53,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

