Block,Time Block,CHAMERA1,BSIUL,CHAMERA2,BRBCL,CHAMERA3,DADRT2,DULHASTI,KGSU3AND4,KGSU1AND2,JHAJJAR,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KHSTPP-II,KKNPPU2,KKNP,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,MAPS,NJPC,NAPP,NLCIIST1,NLCEXP,NLCIIST2,NNTPP,NLCTS2EXP,NTPL,PARBATI3,PARBATI2,RAPPC,RAPPB,RAPPD,RAMPUR,SASAN,SINGRAULI,RIHAND2,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU7,RSTPSU1TO6,SALAL,SEWA2,SIMHST2,RIHAND3,TALST2,TANAKPUR,TALA,TANDA2,TEHRIPSP,TEHRI,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,URI,ANTA_GF,ANTA_CRF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_LF,ANTA_RF,AURY_LF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
22,05:15-05:30,17.1,0,15.11,18.04,21.75,188.72,36,0,0,239.39,40.85,17.25,32.99,142.68,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,40.76,12.19,62.95,0,37.19,5.46,265.17,103.63,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,18.95,2.51,100.04,79.24,0,30.23,14.66,1.46,0,15.75,18.56,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,17.1,0,15.11,18.04,21.75,140.61,36,0,0,239.39,40.85,17.25,32.99,142.68,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,40.76,12.19,62.95,0,37.19,5.46,265.17,103.63,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,18.66,2.51,100.04,79.24,0,30.23,14.66,1.46,0,15.75,18.56,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,17.1,0,15.11,18.04,21.75,140.61,36,0,0,239.39,40.85,17.25,32.99,142.68,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,40.76,12.19,62.95,0,37.19,5.46,265.17,103.63,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,18.66,2.51,100.04,79.24,0,30.23,14.66,1.46,0,15.75,18.56,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,17.1,0,15.11,18.04,21.75,140.61,36,0,0,239.39,40.85,20.01,32.61,124.76,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,40.76,12.19,62.95,0,37.19,5.46,265.17,103.63,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,18.19,2.51,0,79.24,0,41.51,21.14,1.46,0,15.75,25.69,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,17.1,0,15.11,18.04,21.75,140.61,36,0,0,239.39,40.85,20.01,32.61,124.76,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,40.76,12.19,62.95,0,37.19,5.46,265.17,103.63,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,18.19,2.51,0,79.24,0,36.02,18.15,1.46,0,15.75,22.26,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,17.1,0,15.11,18.04,21.75,140.61,36,0,0,239.39,40.85,17.25,32.61,124.76,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,265.17,105.38,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,18.05,2.51,0,79.24,0,36.02,18.15,1.46,0,15.75,22.26,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,17.1,0,15.11,15.8,21.75,140.61,36,0,0,239.39,40.85,17.25,32.61,124.76,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,265.17,105.38,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,18.05,2.51,0,79.24,0,36.02,18.15,1.46,0,15.75,22.26,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,27.04,0,15.11,16.63,21.75,140.61,36,0,0,239.39,40.85,17.25,32.61,124.76,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,265.17,105.38,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,18.05,2.51,0,79.24,0,36.02,18.15,1.46,0,15.75,22.26,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,27.04,0,15.11,18.04,21.75,101.16,36,0,0,239.39,40.85,17.25,32.99,142.68,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,265.17,105.38,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,17.9,2.51,0,79.24,0,36.02,18.15,1.46,0,15.75,22.26,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,12.79,32.99,142.68,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,238.12,105.38,117.89,45.11,0,0,0,0,79.37,18.15,0,125.88,0,11.46,19.12,2.51,0,79.24,0,24.11,11.86,0.8,0,15.75,16.08,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,12.65,28.69,113.72,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,238.12,93.83,117.89,40.85,0,0,0,0,79.37,18.15,0,125.88,0,11.46,20.73,2.51,0,79.24,0,24.11,11.86,0.8,0,15.75,16.08,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,12.65,26.28,94.8,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,216.47,84.38,101.42,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.02,2.51,0,79.24,0,26.91,11.86,0.8,0,15.75,16.96,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,12.65,26.21,94.8,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,216.47,82.34,106.87,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.16,2.51,0,79.24,0,26.91,11.86,0.8,0,15.75,16.96,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,12.65,26.21,94.8,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,216.47,82.34,108.52,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.16,2.51,0,79.24,0,26.91,13.61,0.8,0,15.75,16.96,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,12.65,26.21,94.8,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,216.47,82.34,108.93,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.29,2.51,0,79.24,0,26.91,13.61,0.8,0,15.75,16.96,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,12.65,24.15,67.94,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,216.47,82.34,75.21,26.02,0,0,0,0,79.37,18.15,0,89.14,0,11.46,21.29,1.38,0,79.24,0,26.91,13.61,0.8,0,15.75,16.96,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,12.65,24.15,67.94,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,216.47,82.34,75.21,26.02,0,0,0,0,79.37,18.15,0,89.14,0,11.46,21.16,1.38,0,79.24,0,26.91,13.61,0.8,0,15.75,16.96,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,0,12.65,24.15,67.94,0,0,4.47,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,216.47,82.34,75.21,26.02,0,0,0,0,79.37,18.15,0,89.14,0,11.46,21.16,1.38,0,79.24,0,26.91,13.61,0.8,0,18,16.96,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,0,12.65,24.15,67.94,0,0,2.24,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,12.19,62.95,0,37.19,5.46,216.47,82.34,75.21,26.02,0,0,0,0,79.37,18.15,0,89.14,0,11.46,21.16,1.38,0,79.24,0,26.91,13.61,0.8,0,18,16.96,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,30.63,12.65,26.21,94.8,0,0,0.62,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,0,62.95,0,37.19,5.46,221.84,89.2,93.96,38.15,0,0,0,0,79.37,18.15,0,113.41,0,11.46,21.41,2.51,0,79.24,0,26.91,13.61,0.8,0,18,16.96,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,30.63,12.65,26.21,94.8,0,0,0,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,0,62.95,0,37.19,5.46,231.51,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.41,2.51,0,39.62,0,26.91,13.61,0.8,0,18,16.96,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,27.04,0,15.11,17.92,21.75,101.16,36,0,0,234.77,30.63,12.65,26.21,94.8,0,0,0,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,0,62.95,0,37.19,5.46,247.85,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.41,2.51,0,0,0,26.91,13.61,0.8,0,18,16.96,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,27.04,0,15.11,17.28,21.75,101.16,36,0,0,234.77,30.63,12.65,26.21,94.8,0,0,0,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,44.34,0,62.95,0,37.19,5.46,259.77,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.41,2.51,0,0,0,26.91,13.61,0.8,0,18,16.96,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,27.04,0,15.11,17.23,21.75,101.16,36,0,0,234.77,30.63,14.09,26.21,94.8,0,0,0,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,45.77,0,62.95,0,37.19,5.46,270.59,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.02,2.51,0,0,0,26.91,13.61,1.46,0,18,16.96,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,27.04,0,15.11,17.34,21.75,101.16,36,0,0,234.77,30.63,14.09,26.21,94.8,0,0,0,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,45.77,0,62.95,0,37.19,5.46,281.41,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.02,2.51,0,0,0,26.91,13.61,1.46,0,18,16.96,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,30.63,14.09,26.21,94.8,0,0,0,8.3,43.37,0,0,169.14,23.07,0,0,0,0,0,0,45.77,0,62.95,0,37.19,5.46,281.41,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.02,2.51,0,0,0,26.91,13.61,1.46,0,18,16.96,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,14.09,26.21,94.8,0,0,0,8.3,39.04,0,0,169.14,23.07,0,0,0,0,0,0,45.77,0,62.95,0,37.19,5.46,281.41,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.02,2.51,0,0,0,26.91,13.61,1.46,0,18,16.96,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,14.09,26.21,94.8,0,0,0,8.3,39.04,0,0,169.14,23.07,0,0,0,0,0,0,45.77,0,62.95,0,37.19,5.46,281.41,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.29,2.51,0,0,0,26.91,13.61,1.46,0,22.5,16.96,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,14.09,26.21,94.8,0,0,0,6.48,39.04,0,0,169.14,23.07,0,0,0,0,0,0,45.77,0,62.95,0,37.19,5.46,281.41,89.2,101.39,38.15,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.29,2.51,0,0,0,26.91,13.61,1.46,0,22.5,16.96,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,14.09,26.21,94.8,0,0,0,6.48,39.04,0,0,169.14,23.07,0,0,0,0,0,0,45.77,0,62.95,0,37.19,5.46,292.24,89.32,117.2,44.69,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.78,2.51,0,0,0,26.91,13.61,1.46,0,22.5,16.96,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,27.04,0,15.11,18.04,21.75,101.16,36,0,0,234.77,40.85,14.09,26.21,94.8,0,0,0,6.48,39.04,0,0,169.14,23.07,0,0,0,0,0,0,45.77,0,62.95,0,37.19,5.46,303.06,89.2,117.2,44.69,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.78,2.51,0,0,0,26.91,13.61,1.46,0,22.5,16.96,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,17.1,0,15.11,18.04,21.75,101.16,36,0,0,239.39,40.85,14.09,26.21,94.8,0,0,0,6.48,39.04,0,0,169.14,23.07,0,0,0,0,0,0,42.92,0,62.95,0,37.19,5.46,303.06,82.34,117.2,40.68,0,0,0,0,79.37,18.15,0,122.56,0,11.46,21.49,2.51,0,0,0,30.59,14.81,1.46,0,26.25,18.77,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

