Block,Time Block,NJPC,NLCIIST2,NTPL,NLCTS2EXP,NNTPP,NLCEXP,NLCIIST1,MAPS,NAPP,KOTESHWR,KOLDAM,KUDGI,KKNP,JHAJJAR,KHSTPP-I,KHSTPP-II,KISHANGANGA,KGSU1AND2,KGSU3AND4,KKNPPU2,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,BRBCL,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR4,URI,ANTA_LF,DADRI_CRF,URI2,AURY_CRF,AURY_RF,ANTA_GF,AURY_LF,DADRI_LF,ANTA_CRF,ANTA_RF,DADRI_GF,VALLURNTECL,AURY_GF,TEHRI,TANDA2,RIHAND2,RAPPD,RAPPC,RIHAND1,RAPPB,SIMHST1,RSTPSU1TO6,TALST2,RSTPSU7,SALAL,SEWA2,SINGRAULI_HYDRO,RIHAND3,TANAKPUR,SIMHST2,TALA,SINGRAULI,SASAN,DADRI_RF,RAMPUR,PARBATI3,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,106.91,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,33.84,47.72,4.48,13.57,10.58,11.7,56.69,12.6,19.32,13.12,26.48,16.84,0,1.07,37.33,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,51.66,0,0,0,0,0,37.05,0,1.07,69.48,4.83,0,4.34,79.88,266.11,0,4.25,35.58,27.59,0,0,0,0,0

57,14:00-14:15,133.63,0,0,0,0,0,0,0,24.52,0,1.98,0,0,66.35,29.92,96.91,8.34,0,0,0,33.84,47.72,4.48,27.14,10.58,11.7,56.69,12.6,19.32,13.12,26.47,16.84,0,1.07,37.33,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,51.66,0,0,0,0,0,77.45,0,1.07,69.48,4.83,0,3.12,79.88,284,0,5.31,35.58,27.59,0,0,0,0,0

58,14:15-14:30,160.35,0,0,0,0,0,0,0,24.52,0,1.98,0,0,66.35,29.92,105.36,8.34,0,0,0,33.84,47.72,4.48,27.14,10.58,11.7,56.69,12.6,19.32,13.12,26.47,16.84,0,1.07,37.33,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,51.66,0,0,0,0,0,77.45,6.09,1.07,69.48,4.83,0,3.12,79.88,310.53,0,6.37,35.58,27.59,0,0,0,0,0

59,14:30-14:45,174.74,0,0,0,0,0,0,0,24.52,10.08,4.44,0,0,66.35,29.92,103.85,8.34,0,0,0,33.84,47.72,4.48,40.72,10.58,11.7,56.69,12.6,19.32,13.12,26.47,16.84,0,1.07,49.06,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,51.66,0,0,0,0,0,77.45,12.18,1.07,69.48,4.83,0,3.12,85.34,310.53,0,6.74,22.24,27.59,0,0,0,0,0

60,14:45-15:00,174.74,0,0,0,0,0,0,0,24.52,10.08,6.76,0,0,66.35,29.92,103.85,8.34,0,0,0,33.84,47.72,4.48,40.72,10.58,11.7,56.69,12.6,19.32,13.12,26.47,16.84,0,1.07,49.06,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,51.66,0,0,0,0,0,77.45,12.18,1.07,69.48,4.83,0,3.12,85.34,310.53,0,6.74,22.24,27.59,0,0,0,0,0

61,15:00-15:15,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,66.35,29.2,80.63,8.34,0,0,0,33.84,47.72,4.48,40.72,10.58,11.7,56.69,12.6,19.32,13.12,26.31,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,76.95,0,65.41,51.66,0,0,0,0,0,77.45,12.18,1.07,78.86,4.83,0,9.23,106.97,310.53,0,6.74,22.24,27.59,0,0,0,0,0

62,15:15-15:30,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,172.61,34.75,81.24,8.34,0,0,0,33.84,47.72,3.31,40.72,10.58,11.7,56.69,12.6,19.32,13.12,26.31,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,76.95,0,65.41,51.66,0,0,0,0,0,77.45,12.18,1.07,78.86,4.83,0,9.23,106.97,310.53,0,6.74,22.24,27.59,0,0,0,0,0

63,15:30-15:45,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,172.61,29.2,81.33,8.34,0,0,0,33.84,47.72,4.48,40.72,10.58,11.7,56.69,12.6,19.32,12.18,26.31,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,76.95,0,65.41,51.66,0,0,0,0,0,77.45,18.26,1.07,78.86,4.83,0,9.23,106.97,310.53,0,6.74,22.24,27.59,0,0,0,0,0

64,15:45-16:00,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,172.61,29.2,95.16,8.34,0,0,0,33.84,47.72,4.48,40.72,10.58,11.7,56.69,12.6,19.32,12.18,26.31,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,76.95,0,65.41,51.66,0,0,0,0,0,77.45,18.26,1.07,78.86,4.83,0,9.23,106.97,310.53,0,6.74,22.24,27.59,0,0,0,0,0

65,16:00-16:15,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,172.61,27.41,82.07,8.34,0,0,0,33.84,47.72,33.46,40.72,10.58,11.7,56.69,12.6,19.32,11.91,26.31,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,2.94,76.95,0,65.41,51.66,0,0,0,0,0,77.45,18.26,1.07,78.86,4.83,0,9.23,106.97,310.53,0,6.74,22.24,27.59,0,0,0,0,0

66,16:15-16:30,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,172.61,27.22,82.07,8.34,0,0,0,33.84,47.72,62.44,40.72,10.58,11.7,56.69,12.6,19.32,11.91,26.31,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,2.94,76.95,0,65.41,51.66,0,0,0,0,0,77.45,18.26,1.07,78.86,4.83,0,9.23,106.97,310.53,0,6.74,22.24,27.59,0,0,0,0,0

67,16:30-16:45,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,240.23,28.95,95.14,8.34,0,0,0,33.84,47.72,91.22,40.72,10.58,11.7,56.69,6.3,19.32,11.91,25.45,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,9.77,2.94,93.8,0,65.41,62.72,0,0,0,0,0,77.45,18.26,1.07,78.86,4.83,0,9.23,126.14,330.21,0,6.74,22.24,27.59,0,0,0,0,0

68,16:45-17:00,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,240.23,28.95,95.14,8.34,0,0,0,33.84,47.72,91.22,40.72,10.58,11.7,56.69,6.3,19.32,11.91,25.45,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,19.53,2.94,93.8,0,65.41,62.72,0,0,0,0,0,77.45,18.26,1.07,78.86,4.83,0,9.23,126.14,330.21,0,6.74,32.61,27.59,0,0,0,0,0

69,17:00-17:15,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,240.23,29.15,114.94,8.34,0,0,0,33.84,47.72,91.22,40.72,10.58,11.7,56.69,6.3,19.32,12.1,25.19,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,2.94,93.8,0,65.41,62.72,0,0,0,0,0,77.45,18.26,1.07,78.42,4.83,0,10.65,126.14,330.21,0,6.74,32.61,27.59,0,0,0,0,0

70,17:15-17:30,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,237.66,29.15,114.94,8.34,0,0,0,33.84,47.72,91.22,40.72,10.58,11.7,56.69,6.3,19.32,12.1,25.19,16.84,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,2.94,93.8,0,65.41,62.72,0,0,0,0,0,77.45,18.26,1.07,78.42,4.83,0,10.65,126.14,330.21,0,6.74,32.61,29.04,0,0,0,0,0

71,17:30-17:45,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,237.66,32.21,114.94,8.34,0,0,0,33.84,47.72,91.22,40.72,21.14,11.59,56.69,6.3,19.32,12.1,25.19,20.6,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,2.94,93.8,0,65.41,62.72,0,0,0,0,0,77.45,18.26,1.07,78.42,4.83,0,10.65,126.14,330.21,0,6.74,35.58,36.29,0,0,0,0,0

72,17:45-18:00,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,237.66,32.21,114.94,8.34,0,0,0,33.84,47.72,91.22,40.72,21.14,11.59,56.69,6.3,19.32,12.1,25.19,20.6,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,2.94,93.8,0,65.41,62.72,0,0,0,0,0,77.45,18.26,1.07,78.42,4.83,0,10.65,126.14,330.21,0,6.74,35.58,43.55,0,0,0,0,0

73,18:00-18:15,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,56.97,32.21,114.94,8.34,0,0,0,33.84,47.72,91.22,40.72,21.14,11.58,56.69,6.3,19.32,11.91,23.43,15.25,0,0.59,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,2.94,93.8,0,65.41,62.72,0,0,0,0,0,77.45,18.26,1.07,78.42,3.59,0,10.65,126.14,330.21,0,6.74,37.06,47.18,0,0,0,0,0

74,18:15-18:30,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,56.97,35.29,114.94,8.34,0,0,0,33.84,47.72,91.22,40.72,21.14,11.58,56.69,6.3,19.32,11.91,23.43,15.25,0,1.04,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,2.94,93.8,0,65.41,62.72,0,0,0,0,0,77.45,18.26,1.07,78.42,3.59,0,10.65,126.14,330.21,0,6.74,41.5,50.81,0,0,0,0,0

75,18:30-18:45,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,56.97,35.29,114.94,8.34,0,0,0,33.81,47.72,92.39,40.72,31.71,11.58,56.69,12.6,19.32,11.91,23.43,15.77,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,18.26,1.07,81.08,3.59,0,10.65,130.55,330.21,0,6.74,44.46,54.44,0,0,0,0,0

76,18:45-19:00,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,35.44,35.29,114.94,8.38,0,0,0,35.59,49.31,92.39,41.67,42.29,11.7,57.48,19.76,19.32,12.74,26.49,16.84,0,1.07,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,19.41,1.07,81.08,3.59,0,10.65,130.55,330.21,0,6.91,76.15,57.49,0,0,0,0,0

77,19:00-19:15,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,35.44,35.29,114.94,8.38,0,0,0,35.59,49.31,92.39,41.67,42.29,11.63,57.48,19.76,19.32,12.74,26.49,16.84,0,1.07,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,19.41,1.07,81.08,3.59,0,9.23,130.55,344.08,0,6.91,76.15,57.49,0,0,0,0,0

78,19:15-19:30,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,35.44,35.29,114.94,8.38,0,0,0,35.59,49.31,92.39,41.67,42.29,11.63,57.48,19.76,19.32,12.74,26.49,16.84,0,1.07,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,19.41,1.07,81.08,3.59,0,9.23,130.55,344.08,0,6.91,76.15,57.49,0,0,0,0,0

79,19:30-19:45,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,52.45,35.29,114.94,8.38,0,0,0,35.59,49.31,147.09,41.67,42.29,14.86,57.48,19.76,19.32,16.96,33.74,21.36,0,1.07,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,19.41,1.07,81.08,3.59,0,9.23,130.55,358.63,0,6.91,76.15,57.49,0,0,0,0,0

80,19:45-20:00,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,52.45,35.29,114.94,8.38,0,0,0,35.59,49.31,162.17,41.67,42.29,14.88,57.48,19.76,19.32,16.96,33.87,21.38,0,1.07,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,19.41,1.07,81.08,3.59,0,9.23,130.55,358.63,0,6.91,76.15,57.49,0,0,0,0,0

81,20:00-20:15,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,52.45,43.98,143.26,8.38,0,0,0,35.59,49.31,162.17,41.67,42.29,14.88,57.48,19.76,19.32,16.96,33.87,21.38,0,1.64,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,19.41,1.07,91.89,3.59,0,5.25,145.23,358.63,0,6.91,76.15,57.49,0,0,0,0,0

82,20:15-20:30,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,52.45,43.98,143.26,8.38,0,0,0,35.59,49.31,162.17,41.67,42.29,14.88,57.48,19.76,19.32,16.96,33.87,21.38,0,1.64,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,19.41,1.07,91.89,3.59,0,5.25,145.23,358.63,0,6.91,76.15,57.49,0,0,0,0,0

83,20:30-20:45,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,52.45,43.98,143.26,8.34,0,0,0,33.84,47.72,162.17,40.72,42.29,19.32,56.69,12.6,19.32,16.96,33.87,21.38,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,18.26,1.07,91.89,3.59,0,5.25,145.23,358.63,0,6.74,75.59,50.81,0,0,0,0,0

84,20:45-21:00,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,52.45,43.98,143.26,8.34,0,0,0,33.84,47.72,162.17,40.72,42.29,19.32,56.69,12.6,19.32,16.96,33.87,21.38,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,18.26,1.07,91.89,3.59,0,5.25,145.23,358.63,0,6.74,75.59,50.81,0,0,0,0,0

85,21:00-21:15,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,116.8,43.98,143.26,8.34,0,0,0,33.84,47.72,232.21,40.72,42.29,19.32,56.69,12.6,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,18.26,1.07,91.89,4.2,0,0,145.23,358.63,0,6.74,75.59,50.81,0,0,0,0,0

86,21:15-21:30,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,174.76,43.98,143.26,8.38,0,0,0,35.59,49.31,322.42,41.67,42.29,19.32,57.48,19.76,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,19.41,1.07,91.89,4.2,0,0,145.23,358.63,0,6.91,76.15,57.49,0,0,0,0,0

87,21:30-21:45,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,198.91,43.98,143.26,8.38,0,0,0,35.59,49.31,399.7,41.67,42.29,19.32,57.48,19.76,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,19.41,1.07,91.89,4.2,0,0,145.23,358.63,0,6.91,76.15,50.81,0,0,0,0,0

88,21:45-22:00,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,198.91,43.98,143.26,8.38,0,0,0,35.59,49.31,476.98,41.67,42.29,19.32,57.48,19.76,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,19.41,1.07,91.89,4.2,0,0,145.23,358.63,0,6.91,76.15,50.81,0,0,0,0,0

89,22:00-22:15,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,198.91,43.98,143.26,8.38,0,0,0,35.59,49.31,553.2,41.67,42.29,19.32,57.48,19.76,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,19.41,1.07,91.89,4.2,0,0,145.23,358.63,0,6.91,76.15,50.81,0,0,0,0,0

90,22:15-22:30,176.38,0,0,0,0,0,0,0,24.52,22.38,9.26,0,0,198.91,43.98,143.26,8.38,0,0,0,35.59,49.31,553.2,41.67,42.29,19.32,57.48,19.76,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,38.79,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,11.7,1.07,91.89,4.2,0,0,145.23,358.63,0,6.91,76.15,50.81,0,0,0,0,0

91,22:30-22:45,174.74,0,0,0,0,0,0,0,24.52,10.3,9.26,0,0,198.91,43.98,143.26,8.34,0,0,0,33.84,47.72,547.51,40.72,42.29,19.32,56.69,18.89,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,3.85,1.07,91.89,4.2,0,0,145.23,358.63,0,6.74,75.59,50.81,0,0,0,0,0

92,22:45-23:00,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,198.91,43.98,143.26,8.34,0,0,0,33.84,47.72,547.51,40.72,42.29,19.32,56.69,18.89,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,3.85,1.07,91.89,4.2,0,0,145.23,358.63,0,6.74,75.59,50.81,0,0,0,0,0

93,23:00-23:15,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,198.91,43.98,143.26,8.34,0,0,0,33.84,47.72,553.2,40.72,42.29,19.32,56.69,18.89,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,0,1.07,91.89,2.97,0,0,145.23,358.63,0,6.74,75.59,47.18,0,0,0,0,0

94,23:15-23:30,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,198.91,43.98,143.26,8.34,0,0,0,33.84,47.72,553.2,40.72,42.29,19.32,56.69,18.89,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,0,1.07,91.89,2.97,0,0,145.23,358.63,0,6.74,75.59,47.18,0,0,0,0,0

95,23:30-23:45,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,198.91,43.98,143.26,8.34,0,0,0,33.84,47.72,553.2,40.72,42.29,19.32,56.69,18.89,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,0,1.07,91.89,1.73,0,0,145.23,358.63,0,6.74,75.59,47.18,0,0,0,0,0

96,23:45-24:00,174.74,0,0,0,0,0,0,0,24.52,10.08,9.26,0,0,198.91,43.98,143.26,8.34,0,0,0,33.84,47.72,553.2,40.72,42.29,19.32,56.69,18.89,19.32,21.19,42.51,26.74,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,29.3,5.33,120.34,0,65.41,93.92,0,0,0,0,0,77.45,0,1.07,91.89,1.73,0,0,145.23,358.63,0,6.74,75.59,47.18,0,0,0,0,0

