Time,Block,NR/2024/18625/C,NR/2024/18626/C,NR/2024/18445/A/4977,WR/2024/21351/A/4965,NR/2024/18623/C,NER/2024/1922/A/4962,NER/2024/1934/A/4961,NR/2024/18436/A/4804,WR/2024/21355/A/4975,NR/2024/18624/C,NR/2024/18388/A/4786,Total
,,SJVNL,SJVNL,MANIKARAN,APPCPL,NVVNL,APPCPL,APPCPL,IEXL,MANIKARAN,SJVNL,ITCLH,Total

,,TELANGANA,UTTAR PRADESH,DELHI,DELHI,NA,DELHI,DELHI,MAHARASHTRA,DELHI,UTTAR PRADESH,ANDHRA PRADESH,
,,NSLKSLWPRTY,BCMLUH,BRPL,BRPL,SOLAPUR_SOLAR,BRPL,BYPL,A_A_Energy_MH_Bio,BRPL,BCMLB001,ITCWIND,
,,DELHI,DELHI,HIMACHAL PRADESH,GOA,DELHI,MANIPUR,NAGALAND,DELHI,GOA,DELHI,DELHI,
,,NDMC,NDMC,HP,GOA_Beneficiary,MES (Delhi),Manipur_Ben,Nagaland_Ben,MES (Delhi),GOA_Beneficiary,NDMC,ITCLH,
,,South-West-North,North-North,North-North,North-West,West-North,North-East-North East,North-East-North East,West-East-North,North-West,North-North,South-West-North,
1,00:00-00:15,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

2,00:15-00:30,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

3,00:30-00:45,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

4,00:45-01:00,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

5,01:00-01:15,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

22,05:15-05:30,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

23,05:30-05:45,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

24,05:45-06:00,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.390000,53.09

25,06:00-06:15,0.000000,0.000000,132.980000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.430000,186.11

26,06:15-06:30,0.000000,0.000000,132.980000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.430000,186.11

27,06:30-06:45,0.000000,0.000000,132.980000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.430000,186.11

28,06:45-07:00,0.000000,0.000000,132.980000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.430000,186.11

29,07:00-07:15,0.000000,0.000000,132.980000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.480000,186.16

30,07:15-07:30,0.000000,0.000000,132.980000,0.000000,0.36,25.000000,20.000000,7.700000,0.000000,0.000000,0.480000,186.52

31,07:30-07:45,0.000000,0.000000,132.980000,0.000000,0.72,25.000000,20.000000,7.700000,0.000000,0.000000,0.480000,186.88

32,07:45:08:00,0.000000,0.000000,132.980000,0.000000,0.94,25.000000,20.000000,7.700000,0.000000,0.000000,0.480000,187.1

33,08:00-08:15,0.000000,0.000000,132.980000,0.000000,1.27,25.000000,20.000000,7.700000,0.000000,0.000000,0.870000,187.82

34,08:15-08:30,0.000000,0.000000,132.980000,0.000000,1.69,25.000000,20.000000,7.700000,0.000000,0.000000,0.870000,188.24

35,08:30-08:45,0.000000,0.000000,132.980000,0.000000,2.21,25.000000,20.000000,7.700000,0.000000,0.000000,0.870000,188.76

36,08:45:09:00,0.000000,0.000000,132.980000,0.000000,3.32,25.000000,20.000000,7.700000,0.000000,0.000000,0.870000,189.87

37,09:00:09:15,6.550000,3.370000,132.980000,0.000000,3.97,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,204.77

38,09:15-09:30,6.550000,3.370000,132.980000,0.000000,4.5,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,205.3

39,09:30-09:45,6.550000,3.370000,132.980000,0.000000,4.99,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,205.79

40,09:45-10:00,6.550000,3.370000,132.980000,0.000000,5.47,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,206.27

41,10:00-10:15,6.550000,3.370000,132.980000,0.000000,5.92,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,206.72

42,10:15-10:30,6.550000,3.370000,132.980000,0.000000,6.34,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,207.14

43,10:30-10:45,6.550000,3.370000,132.980000,0.000000,6.76,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,207.56

44,10:45-11:00,6.550000,3.370000,132.980000,0.000000,7.06,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,207.86

45,11:00-11:15,6.550000,3.370000,132.980000,0.000000,7.32,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.12

46,11:15-11:30,6.550000,3.370000,132.980000,0.000000,7.57,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.37

47,11:30-11:45,6.550000,3.370000,132.980000,0.000000,7.79,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.59

48,11:45-12:00,6.550000,3.370000,132.980000,0.000000,7.95,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.75

49,12:00-12:15,6.550000,3.370000,132.980000,0.000000,8.1,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.9

50,12:15-12:30,6.550000,3.370000,132.980000,0.000000,8.24,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,209.04

51,12:30-12:45,6.550000,3.370000,132.980000,0.000000,8.17,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.97

52,12:45-13:00,6.550000,3.370000,132.980000,0.000000,8.16,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.96

53,13:00-13:15,6.550000,3.370000,132.980000,0.000000,8.06,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.86

54,13:15-13:30,6.550000,3.370000,132.980000,0.000000,7.91,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.71

55,13:30-13:45,6.550000,3.370000,132.980000,0.000000,7.73,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.53

56,13:45-14:00,6.550000,3.370000,132.980000,0.000000,7.54,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.34

57,14:00-14:15,6.550000,3.370000,132.980000,0.000000,7.27,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,208.07

58,14:15-14:30,6.550000,3.370000,132.980000,0.000000,6.98,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,207.78

59,14:30-14:45,6.550000,3.370000,132.980000,0.000000,6.67,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,207.47

60,14:45-15:00,6.550000,3.370000,132.980000,0.000000,6.24,25.000000,20.000000,7.700000,0.000000,4.330000,0.870000,207.04

61,15:00-15:15,6.550000,3.370000,132.980000,0.000000,5.93,25.000000,20.000000,7.700000,0.000000,4.330000,0.670000,206.53

62,15:15-15:30,6.550000,3.370000,132.980000,0.000000,5.48,25.000000,20.000000,7.700000,0.000000,4.330000,0.670000,206.08

63,15:30-15:45,6.550000,3.370000,132.980000,0.000000,4.99,25.000000,20.000000,7.700000,0.000000,4.330000,0.670000,205.59

64,15:45-16:00,6.550000,3.370000,132.980000,0.000000,4.45,25.000000,20.000000,7.700000,0.000000,4.330000,0.670000,205.05

65,16:00-16:15,6.550000,3.370000,132.980000,0.000000,3.86,25.000000,20.000000,7.700000,0.000000,4.330000,0.530000,204.32

66,16:15-16:30,6.550000,3.370000,132.980000,0.000000,3.29,25.000000,20.000000,7.700000,0.000000,4.330000,0.530000,203.75

67,16:30-16:45,6.550000,3.370000,132.980000,0.000000,2.74,25.000000,20.000000,7.700000,0.000000,4.330000,0.530000,203.2

68,16:45-17:00,6.550000,3.370000,132.980000,0.000000,2.19,25.000000,20.000000,7.700000,0.000000,4.330000,0.530000,202.65

69,17:00-17:15,0.000000,0.000000,132.980000,0.000000,1.65,25.000000,20.000000,7.700000,0.000000,0.000000,0.530000,187.86

70,17:15-17:30,0.000000,0.000000,132.980000,0.000000,1.15,25.000000,20.000000,7.700000,0.000000,0.000000,0.530000,187.36

71,17:30-17:45,0.000000,0.000000,132.980000,0.000000,0.77,25.000000,20.000000,7.700000,0.000000,0.000000,0.530000,186.98

72,17:45-18:00,0.000000,0.000000,132.980000,0.000000,0.4,25.000000,20.000000,7.700000,0.000000,0.000000,0.530000,186.61

73,18:00-18:15,0.000000,0.000000,132.980000,55.000000,0.21,25.000000,20.000000,7.700000,25.000000,0.000000,0.530000,266.42

74,18:15-18:30,0.000000,0.000000,132.980000,55.000000,0.1,25.000000,20.000000,7.700000,25.000000,0.000000,0.530000,266.31

75,18:30-18:45,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.530000,266.21

76,18:45-19:00,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.530000,266.21

77,19:00-19:15,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.630000,266.31

78,19:15-19:30,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.630000,266.31

79,19:30-19:45,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.630000,266.31

80,19:45-20:00,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.630000,266.31

81,20:00-20:15,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.630000,266.31

82,20:15-20:30,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.630000,266.31

83,20:30-20:45,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.630000,266.31

84,20:45-21:00,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.630000,266.31

85,21:00-21:15,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.580000,266.26

86,21:15-21:30,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.580000,266.26

87,21:30-21:45,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.580000,266.26

88,21:45-22:00,0.000000,0.000000,132.980000,55.000000,0,25.000000,20.000000,7.700000,25.000000,0.000000,0.580000,266.26

89,22:00-22:15,0.000000,0.000000,0.000000,55.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.530000,108.23

90,22:15-22:30,0.000000,0.000000,0.000000,55.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.530000,108.23

91,22:30-22:45,0.000000,0.000000,0.000000,55.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.530000,108.23

92,22:45-23:00,0.000000,0.000000,0.000000,55.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.530000,108.23

93,23:00-23:15,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.480000,53.18

94,23:15-23:30,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.480000,53.18

95,23:30-23:45,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.480000,53.18

96,23:45-24:00,0.000000,0.000000,0.000000,0.000000,0,25.000000,20.000000,7.700000,0.000000,0.000000,0.480000,53.18

