Column1,Time,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/6187,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8128,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/1044,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2952,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/2414,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/6209,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4452,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/5784
67,16:30-16:45,72.93,27.69,50,33,8,24.31,20,138.46,47,0,56.67,21.67,23,33,72.3,24.31,54.11,40,56.66,17.01,26.94,10.18,269.94,99.99,28.86,28.27,10.18,10.84,14.33,26.94,129.86,12.62,5.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,85.88,20.71,20.4,15.21,7.87,14.54,81.58

68,16:45-17:00,72.93,24.33,43,33,5,24.31,19,121.64,40,0,55,21,20,33,56.13,24.31,47.52,36,55,15.61,26.94,8.23,269.94,99.99,28.86,28.27,8.23,10.84,14.33,26.94,129.86,12.62,5.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,6.36,14.54,81.58

69,17:00-17:15,70.5,20.01,38,33,2,23.5,16,100.05,34,0,53.25,25,17,33,44.04,23.5,43.8,31,53.24,25.01,26.94,7.27,269.94,99.99,28.86,28.27,7.27,10.46,14.51,26.94,129.86,12.62,5.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,85.96,20.71,20.4,15.21,5.62,14.54,81.58

70,17:15-17:30,67.86,17.01,33,25.2,0,22.62,12,85.04,28,0,52.93,24.67,14,27.8,30.69,22.62,37.09,28,52.94,24.61,26.94,6.32,269.94,99.99,28.86,28.27,6.32,10.46,14.51,26.94,129.86,12.62,5.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,4.89,14.54,81.58

71,17:30-17:45,65.43,14.09,25,16.7,0,21.82,9,70.43,23,0,52.4,24.33,11,18.8,30.89,21.82,30.48,22,52.4,19.01,26.94,5.29,269.94,99.99,28.86,28.27,5.29,10.46,14.51,26.94,129.86,12.62,10.23,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,4.09,14.54,81.58

72,17:45-18:00,63.23,11.27,17,8.4,0,21.07,7,56.33,17,0,51.89,24,9,9.8,21.83,21.07,23.83,16,51.88,19.81,26.94,3.61,269.94,99.99,28.86,28.27,3.61,10.46,14.51,26.94,129.86,12.62,10.23,5.88,-0,8.49,78.47,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,2.8,14.54,81.58

73,18:00-18:15,52.3,8.95,12,0,0,17.44,5,44.73,13,0,58.33,23.67,7,0,12.37,17.44,18.12,12,58.33,21.21,16.47,2.91,269.94,99.99,28.86,28.27,2.91,10.46,14.51,30,129.86,9.75,10.23,3.7,-0,6.61,86.94,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,2.25,14.54,81.58

74,18:15-18:30,52.6,6.76,7,0,0,17.53,3,33.77,9,0,57.33,22.67,5,0,11.11,17.53,13.46,7,57.33,22.21,16.47,2.31,269.94,99.99,28.86,28.27,2.31,10.46,14.51,30,129.86,9.75,10.23,3.7,-0,6.61,95.4,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,1.78,14.54,81.58

75,18:30-18:45,62.51,4.59,3,0,0,20.83,1,22.95,6,0,61.67,24.91,3,0,5.36,20.83,6.85,4,61.66,15.21,3.85,0.15,269.94,99.99,28.86,28.27,0.15,10.46,14.51,30,129.86,9.75,10.23,3.7,-0,6.61,103.88,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0.11,14.54,81.58

76,18:45-19:00,61.01,2.22,2,0,0,20.33,1,11.12,3,0,60,23.76,2,0,0,20.33,3.35,3,60,16.21,3.87,0.07,269.94,99.99,28.86,28.27,0.07,10.46,14.51,30,129.86,9.75,10.23,3.7,-0,6.61,112.34,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0.05,14.54,81.58

77,19:00-19:15,58.99,1.13,1,0,0,19.67,0,5.62,1,0,61,22.61,1,0,0,19.67,1.94,1,61,9.01,30,0.07,269.94,99.99,28.86,28.27,0.07,10.46,17.27,30,129.86,9.75,10.23,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0.05,14.54,81.58

78,19:15-19:30,57.49,0.3,0,0,0,19.17,0,1.48,0,0,60,21.07,0,0,0,19.17,0.81,0,60,9.01,30,0.04,269.94,99.99,28.86,28.27,0.04,10.46,17.27,30,129.86,9.75,10.23,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0.03,14.54,81.58

79,19:30-19:45,64.71,0,0,0,0,21.58,0,0,0,0,58.33,21.67,0,0,0,21.58,0,0,58.34,9.01,30,0.02,269.94,99.99,26.87,28.27,0.02,10.46,17.27,30,129.86,9.75,10.23,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0.02,14.54,81.58

80,19:45-20:00,61.15,0,0,0,0,20.39,0,0,0,0,56.67,20,0,0,0,20.39,0,0,56.66,9.01,30,0,269.94,99.99,25.21,28.27,0,10.46,17.27,30,129.86,9.75,10.23,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

81,20:00-20:15,52.06,0,0,0,0,17.36,0,0,0,0,60,20,0,0,0,17.36,0,0,60,17.02,30,0,269.94,99.99,23.52,28.27,0,10.46,17.27,30,129.86,9.75,9.31,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

82,20:15-20:30,48.87,0,0,0,0,16.3,0,0,0,0,58.33,19.33,0,0,0,16.3,0,0,58.34,18.46,30,0,269.94,99.99,21.95,28.27,0,10.46,17.27,30,129.86,9.75,9.31,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

83,20:30-20:45,45.83,0,0,0,0,15.28,0,0,0,0,56.67,20,0,0,0,15.28,0,0,56.66,18.52,30,0,269.94,99.99,19.58,28.27,0,10.46,17.27,30,129.86,9.75,9.31,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

84,20:45-21:00,43.14,0,0,0,0,14.39,0,0,0,0,53.33,18.33,0,0,0,14.39,0,0,53.34,18.39,30,0,269.94,99.99,16.21,28.27,0,10.46,17.27,30,129.86,9.75,9.31,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

85,21:00-21:15,42.12,0,0,0,0,14.04,0,0,0,0,51.25,16.67,0,0,0,14.04,0,0,51.25,19.18,30,0,269.94,99.99,11.15,28.27,0,10.46,17.27,30,129.86,9.75,8.38,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

86,21:15-21:30,41.7,0,0,0,0,13.91,0,0,0,0,49.19,15,0,0,0,13.91,0,0,49.19,20.26,30,0,269.94,99.99,11.15,28.27,0,10.46,17.27,30,129.86,9.75,8.38,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

87,21:30-21:45,41.62,0,0,0,0,13.88,0,0,0,0,47.06,13.33,0,0,0,13.88,0,0,47.05,21.74,30,0,269.94,99.99,11.15,29.27,0,10.46,17.27,30,129.86,9.75,8.38,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

88,21:45-22:00,43.77,0,0,0,0,14.6,0,0,0,0,40.51,13.33,0,0,0,14.6,0,0,40.5,23.76,30,0,269.94,99.99,11.15,29.27,0,10.46,17.27,30,129.86,9.75,8.38,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

89,22:00-22:15,40.76,0,0,0,0,13.59,0,0,0,0,40.63,13.67,0,0,0,13.59,0,0,40.63,25.32,30,0,269.94,99.99,11.15,28.27,0,10.46,14.51,30,129.86,9.75,8.38,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

90,22:15-22:30,42.05,0,0,0,0,14.02,0,0,0,0,41.29,14,0,0,0,14.02,0,0,41.29,25.9,30,0,269.94,99.99,11.15,28.27,0,10.46,14.51,30,129.86,9.75,8.38,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

91,22:30-22:45,42.2,0,0,0,0,14.07,0,0,0,0,42.14,14,0,0,0,14.07,0,0,42.15,26.21,30,0,269.94,99.99,11.15,29.27,0,10.46,14.51,30,129.86,9.75,8.38,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

92,22:45-23:00,43.9,0,0,0,0,14.63,0,0,0,0,43.09,14,0,0,0,14.63,0,0,43.09,26.61,30,0,269.94,99.99,11.15,29.27,0,10.46,14.51,30,129.86,9.75,8.38,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

93,23:00-23:15,45.48,0,0,0,0,15.17,0,0,0,0,43.28,14,0,0,0,15.17,0,0,43.27,27.01,30,0,269.94,99.99,11.15,28.26,0,10.46,14.51,30,129.86,9.75,7.91,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

94,23:15-23:30,45.57,0,0,0,0,15.2,0,0,0,0,43.15,14,0,0,0,15.2,0,0,43.14,27.79,30,0,269.94,99.99,11.15,28.26,0,10.46,14.51,30,129.86,9.75,7.91,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

95,23:30-23:45,45.72,0,0,0,0,15.24,0,0,0,0,42.92,14,0,0,0,15.24,0,0,42.91,28.99,30,0,269.94,99.99,11.15,28.26,0,10.46,14.51,30,129.86,9.75,7.91,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

96,23:45-24:00,46.01,0,0,0,0,15.34,0,0,0,0,42.61,14,0,0,0,15.34,0,0,42.62,29.57,30,0,269.94,99.99,11.15,28.26,0,10.46,14.51,30,129.86,9.75,7.91,3.7,-0,6.61,115.17,0,7.28,40.79,10.71,20.4,33.59,86.57,20.71,20.4,0,0,14.54,81.58

