Block,Time,CHAMERA2,KGSU3AND4,KKNP,NJPC,NLCIIST1,NTPL,RIHAND2,TALA,DADRI_GF,KOLDAM,KOTESHWR,MAPS,NLCTS2EXP,PARBATI3,RAPPC,RSTPSU7,SASAN,SINGRAULI_HYDRO,TANDA2,UNCHAHAR1,ANTA_GF,AURY_GF,DULHASTI,JHAJJAR,RIHAND1,SALAL,UNCHAHAR3,BSIUL,CHAMERA1,KKNPPU2,KUDGI,NAPP,NLCIIST2,RIHAND3,DADRI_CRF,BRBCL,CHAMERA3,URI,VALLURNTECL,ANTA_CRF,DADRT2,KGSU1AND2,KISHANGANGA,NLCEXP,NNTPP,RSTPSU1TO6,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR4,URI2,AURY_CRF,AURY_LF,DADRI_LF,DADRI_RF,DHAULIGNGA,FSTPP I & II,KHSTPP-II,RAPPB,SEWA2,SIMHST2,TALST2,TelanganaSTPP,UNCHAHAR2,ANTA_RF,KHSTPP-I,RAMPUR,SIMHST1,ANTA_LF,AURY_RF
64,15:45-16:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,0,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0.51,23.94,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,40.95,45.53,0,0,0,70.04

65,16:00-16:15,0,0,0,23.21,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,17.55,0,0,0,434.65,92,12.78,22.7,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0.51,35.91,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,36.62,40.95,45.53,0,0,0,70.04

66,16:15-16:30,0,0,0,46.78,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,17.55,0,0,0,434.65,92,12.78,22.7,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,598.64,0,0,0,0,0,139.69,0.51,35.91,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,36.62,40.95,45.53,0,0,0,70.04

67,16:30-16:45,0,0,0,46.78,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,17.55,0,0,0,434.65,92,12.78,22.7,6.52,0,0,0,20.94,0,62.16,0,20,0,39.75,0,0,598.64,0,0,0,0,0,139.69,0.51,35.91,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,36.62,40.95,45.53,0,0,0,70.04

68,16:45-17:00,4,0,0,46.78,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,0,413.25,83.8,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,39.75,0,0,598.64,0,0,0,0,0,139.69,0.51,35.91,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,40.95,45.53,0,0,0,70.04

69,17:00-17:15,13.17,0,0,46.78,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,432.75,87.8,2.33,26.4,6.52,13.99,0,0,20.94,0,62.16,0,20,9.68,39.75,0,0,598.64,0,0,0,0,0,139.69,0.51,47.88,0,14.79,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,40.95,45.53,0,0,0,70.04

70,17:15-17:30,13.17,0,0,70.17,0,0,118.76,0,0,0,17.75,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,32.96,434.65,92,2.33,26.4,6.52,28.05,0,0,20.94,0,62.16,0,20,19.35,39.75,0,0,683.14,0,0,0,0,0,139.69,0.51,47.88,0,14.79,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,40.95,45.53,0,0,0,70.04

71,17:30-17:45,39.51,0,0,93.56,0,0,118.76,0,0,0,39.05,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,49.43,434.65,92,2.33,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,33.12,0,0,683.14,0,0,0,0,0,139.69,1.15,47.88,0,14.79,0,0,0,59.73,18.27,18.2,148.3,0,15.81,0,0,0,42.39,41.48,45.53,0,0,0,70.04

72,17:45-18:00,39.51,0,0,116.95,0,0,118.76,0,0,0,39.05,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,49.43,434.65,92,2.33,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,33.12,0,0,683.14,0,0,0,0,0,139.69,1.15,47.88,0,14.79,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,41.48,45.53,0,0,0,70.04

73,18:00-18:15,39.51,0,0,138.64,0,0,118.76,0,0,0,39.05,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,49.43,434.65,92,2.33,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,47.88,0,31.9,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,42,45.53,0,0,0,70.04

74,18:15-18:30,39.51,0,0,140.35,0,0,118.76,0,0,0,39.05,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,49.43,434.65,92,2.33,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,47.88,0,31.9,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,42,45.53,0,0,0,70.04

75,18:30-18:45,39.51,0,0,140.35,0,0,118.76,0,0,0,39.05,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,49.43,434.65,92,2.33,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,47.88,0,31.9,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,42,45.53,0,0,0,70.04

76,18:45-19:00,39.51,0,0,116.95,0,0,118.76,0,0,0,39.05,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,49.43,434.65,92,2.33,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,47.88,0,31.9,0,0,0,59.73,18.27,18.2,148.3,0,15.81,0,0,0,42.39,42,45.53,0,0,0,70.04

77,19:00-19:15,39.51,0,0,93.56,0,0,118.76,0,0,0,17.75,0,0,3.82,25.89,0,410.62,0.75,0,20.85,0,0,32.96,434.65,92,2.33,26.4,6.52,28.09,0,0,20.94,0,62.16,0,20,19.35,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,35.91,0,20.18,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,42,45.53,0,0,0,70.04

78,19:15-19:30,13.17,0,0,70.17,0,0,118.76,0,0,0,8.87,0,0,16.54,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,2.33,26.4,6.52,13.99,0,0,20.94,0,62.16,0,20,19.35,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,35.91,0,20.18,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,42.32,45.53,0,0,0,70.04

79,19:30-19:45,13.17,0,0,46.78,0,0,118.76,0,0,0,8.87,0,0,16.54,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,2.33,26.4,6.52,0,0,0,20.94,0,62.16,0,20,19.35,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,23.94,0,20.18,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,42.32,45.53,0,0,0,70.04

80,19:45-20:00,13.17,0,0,23.39,0,0,118.76,0,0,0,8.87,0,0,16.54,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,2.33,26.4,6.52,0,0,0,20.94,0,62.16,0,20,9.68,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,23.94,0,20.18,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,42.32,45.53,0,0,0,70.04

81,20:00-20:15,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,16.54,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,9.68,26.49,0,0,682.78,0,0,0,0,0,139.69,1.15,11.97,0,20.18,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,42.32,45.53,0,0,0,70.04

82,20:15-20:30,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,16.54,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,69.72,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,682.78,0,0,0,0,0,139.69,1.15,11.97,0,20.18,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,42.32,45.53,0,0,0,70.04

83,20:30-20:45,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,16.54,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,69.72,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,682.78,0,0,0,0,0,139.69,1.15,11.97,0,24.21,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,42.52,45.53,0,0,0,70.04

84,20:45-21:00,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,16.3,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,682.78,0,0,0,0,0,139.69,1.15,11.97,0,24.21,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,42.52,45.53,0,0,0,70.04

85,21:00-21:15,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,16.3,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,682.78,0,0,0,0,0,139.69,1.15,11.97,0,24.21,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.52,45.53,0,0,0,70.04

86,21:15-21:30,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,3.57,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,682.78,0,0,0,0,0,139.69,1.15,1.26,0,24.21,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.52,45.53,0,0,0,70.04

87,21:30-21:45,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,0,0,24.21,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.52,45.53,0,0,0,70.04

88,21:45-22:00,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,0,0,24.21,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.52,45.53,0,0,0,70.04

89,22:00-22:15,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,0,0,24.21,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

90,22:15-22:30,13.17,0,0,20.84,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,0,0,24.21,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

91,22:30-22:45,0,0,0,20.84,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,0,0,24.21,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

92,22:45-23:00,0,0,0,20.84,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,25.57,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,33.12,0,0,682.78,0,0,0,0,0,139.69,1.15,0,0,24.21,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

93,23:00-23:15,0,0,0,20.84,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,19.87,0,0,683.14,0,0,0,0,0,139.69,0,0,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

94,23:15-23:30,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,19.87,0,0,683.14,0,0,0,0,0,139.69,0,0,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

95,23:30-23:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,19.87,0,0,683.14,0,0,0,0,0,139.69,0,0,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

96,23:45-24:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,19.87,0,0,683.14,0,0,0,0,0,139.69,0,0,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

