Block,Time,UNCHAHAR2,DULHASTI,RAPPB,DHAULIGNGA,BSIUL,AURY_CRF,UNCHAHAR4,RIHAND1,ANTA_GF,NJPC,ANTA_CRF,CHAMERA1,JHAJJAR,SINGRAULI,TANDA2,ANTA_LF,DADRI_LF,AURY_RF,SEWA2,DADRT2,CHAMERA2,SINGRAULI_HYDRO,TEHRI,DADRI_CRF,NAPP,RAMPUR,KISHANGANGA,KAPS,AURY_GF,RIHAND3,AURY_LF,GANDHAR-APM,GANDHAR-ComGas,KSTPS I&II,KSTPS7,UNCHAHAR3,GADARWARA-I,DADRI_GF,VSTPS V,SIPAT I,SIPAT II,VSTPS II,URI,VSTPS III,KAWAS-ComGas,KAWAS-NAPM,ANTA_RF,TALA,BRBCL,TANAKPUR,RAPPC,UNCHAHAR1,KHSTPP-II,FSTPP I & II,KHARGONE-I,CHAMERA3,DADRI_RF,KAWAS-zLIQ,TAPS-II,VSTPS IV,KOTESHWR,RIHAND2,KHSTPP-I,SALAL,GANDHAR-NAPM,LARA-I,MOUDA_II,SASAN,GANDHAR-RLNG,URI2,PARBATI3,KOLDAM,KKNP,SOLAPUR,TALST2,NTPL,KAWAS-APM,MAPS,KGSU3AND4,NLCEXP,KAWAS-RLNG,NLCTS2EXP,KGSU1AND2,NNTPP,MOUDA,RSTPSU1TO6,NLCIIST1,RSTPSU7,VSTPS I,KUDGI,VALLURNTECL,NLCIIST2,SIMHST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,22.637876,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,338.262303,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.518821,14.804518,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,12.938450,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,13.140495,1.111972,61.728468,0.000000,142.278820,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,27.312711,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,2.92,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,3.44,1.47,1.78,0,0,0,0,0

13,03:00-03:15,22.637876,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,338.262303,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.524954,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,12.938450,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,1.111972,61.728468,0.000000,142.278820,11.212698,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,27.312711,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,35.210761,0.000000,0.000000,0.00,1.696634,2.92,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,3.44,1.47,1.78,0,0,0,0,0

14,03:15-03:30,22.637876,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,345.223904,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.518821,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,12.938450,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,1.111972,61.728468,0.000000,142.278820,11.212698,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,27.312711,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,35.210761,0.000000,0.000000,0.00,1.696634,2.92,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,3.44,1.47,1.78,0,0,0,0,0

15,03:30-03:45,22.915541,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,345.101526,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.999683,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,13.559205,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.123552,61.728468,0.000000,142.278820,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,2.92,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,3.44,1.47,1.78,0,0,0,0,0

16,03:45-04:00,22.915541,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,345.101526,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.994354,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,13.559205,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.123552,61.728468,0.000000,127.221199,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,2.92,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,3.44,1.47,1.78,0,0,0,0,0

17,04:00-04:15,22.915541,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,345.101526,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.999683,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,13.559205,3.290442,0.000000,1.271619,3.098500,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,122.539629,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,0.00,1.47,1.78,0,0,0,0,0

18,04:15-04:30,22.915541,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,345.101526,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.994354,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,13.559205,3.290442,0.000000,1.271619,3.098500,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,122.539629,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,0.00,1.47,1.78,0,0,0,0,0

19,04:30-04:45,22.915541,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,345.101526,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.999683,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,13.559205,3.290442,0.000000,1.271619,2.824296,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,122.539629,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,0.00,1.47,1.78,0,0,0,0,0

20,04:45-05:00,22.915541,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,0.000000,345.101526,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,362.994354,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,13.559205,3.290442,0.000000,1.271619,2.824296,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,122.539629,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,0.00,1.47,1.78,0,0,0,0,0

21,05:00-05:15,22.473911,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,13.486604,416.859408,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,351.678035,0.000000,0.995963,0.000000,0.000000,46.538888,0.000000,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,11.868764,3.290442,0.000000,1.271619,3.025573,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,122.539629,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,35.210761,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,0.00,1.47,1.78,0,0,0,0,0

22,05:15-05:30,22.473911,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,20.749983,0.000000,13.486604,513.309408,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,351.646861,0.000000,0.995963,0.000000,0.000000,46.538888,0.639762,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,11.868764,3.290442,0.000000,1.271619,3.308992,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,122.539629,6.134220,3.393268,0.000000,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,35.210761,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,0.00,1.47,1.78,0,0,0,0,0

23,05:30-05:45,22.473911,18.239262,0.000000,0.000000,6.259605,0.000000,0.000000,92.484511,0.000000,51.252458,0.000000,13.486604,589.014749,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,351.678035,14.804518,0.995963,0.000000,0.000000,46.538888,1.576556,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,11.868764,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,142.278820,6.134220,3.393268,10.759192,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,21.948837,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.21,1.856470,7.67,0.98,1.87,2.315203,0.00,0.00,1.47,1.78,0,0,0,0,0

24,05:45-06:00,22.473911,18.239262,0.000000,10.084994,6.259605,0.000000,0.000000,92.484511,0.000000,51.252458,0.000000,13.486604,589.014749,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,351.646861,14.804518,0.995963,0.000000,0.000000,46.538888,1.576556,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,11.868764,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,142.278820,10.956720,3.393268,10.759192,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,27.312711,34.743219,0.000000,4.078779,3.363787,336.586388,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.22,1.856470,7.67,1.01,1.87,2.315203,0.00,0.00,1.49,1.78,0,0,0,0,0

25,06:00-06:15,19.370825,36.478524,0.000000,20.169989,6.259605,0.000000,0.000000,92.484511,0.000000,51.252458,0.000000,27.049402,524.401158,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,351.678035,14.804518,0.995963,0.000000,0.000000,46.538888,1.576556,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,13.854120,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,142.278820,4.822500,3.393268,10.759192,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,16.937874,34.743219,0.000000,4.078779,3.363787,327.688875,0.000000,29.698685,0.000000,0.000000,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.22,1.856470,7.67,1.01,1.87,2.315203,0.00,0.00,1.50,1.78,0,0,0,0,0

26,06:15-06:30,19.370825,36.478524,0.000000,30.254983,12.625305,0.000000,0.000000,92.484511,0.000000,51.252458,0.000000,40.651823,438.078408,127.998795,3.944705,0.000000,0.000000,0.000000,17.465872,351.646861,14.804518,0.995963,0.000000,0.000000,46.538888,1.576556,4.124755,1.099695,0.000000,123.890121,0.000000,0.000000,0.000000,2.844264,1.285329,13.854120,3.290442,0.000000,1.271619,3.393268,1.791457,1.861130,46.851552,1.877149,0.000000,0.000000,0.000000,0.000000,14.467514,0.000000,61.728468,0.000000,142.278820,4.822500,3.393268,10.759192,0.000000,0.000000,1.313349,2.570658,8.812865,118.083735,16.937874,34.743219,0.000000,4.078779,3.363787,320.093438,0.000000,29.698685,0.000000,1.563656,0.00,1.696634,0.00,3.65,0.000000,0.23,2.10,1.78,0.000000,0.00,1.94,0.22,1.856470,7.67,1.01,1.87,2.315203,0.00,0.00,1.50,1.78,0,0,0,0,0

