Block,Time,RAMPUR,KISHANGANGA,AURY_GF,ANTA_RF,AURY_LF,UNCHAHAR3,RAPPC,DADRI_CRF,ANTA_LF,TANDA2,DADRI_GF,KOTESHWR,SINGRAULI_HYDRO,SINGRAULI,UNCHAHAR2,UNCHAHAR4,ANTA_GF,URI,CHAMERA1,BSIUL,AURY_CRF,CHAMERA3,DULHASTI,CHAMERA2,TANAKPUR,RAPPB,SALAL,UNCHAHAR1,JHAJJAR,TEHRI,AURY_RF,URI2,SEWA2,RIHAND1,DADRI_RF,DADRI_LF,NAPP,PARBATI3,NJPC,DADRT2,RIHAND3,DHAULIGNGA,RIHAND2,ANTA_CRF,KOLDAM,SOLAPUR,KAWAS-NAPM,KHSTPP-II,NLCIIST1,KSTPS7,SASAN,MOUDA,KGSU1AND2,TAPS-II,MOUDA_II,SIPAT II,GANDHAR-RLNG,KHSTPP-I,TALA,TALST2,VSTPS II,KAWAS-RLNG,GANDHAR-NAPM,RSTPSU7,KAWAS-ComGas,VSTPS V,KKNP,MAPS,NNTPP,KSTPS I&II,BRBCL,NLCIIST2,GANDHAR-APM,KUDGI,RSTPSU1TO6,GANDHAR-ComGas,NLCTS2EXP,GADARWARA-I,NLCEXP,KHARGONE-I,KAPS,VSTPS III,KGSU3AND4,LARA-I,VSTPS I,NTPL,SIPAT I,KAWAS-APM,FSTPP I & II,SIMHST2,VSTPS IV,VALLURNTECL,KAWAS-zLIQ,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,1.147810,2.466768,0.000000,0.000000,0.000000,22.143877,57.332560,0.000000,0.000000,1.195713,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,12.761760,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,79.762934,0.000000,208.828800,26.640394,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,299.137201,121.109779,9.585953,115.594185,0.000000,2.057283,1.712429,0.000000,142.593235,0.68,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,42.838908,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,9.623548,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,10.277567,0.00,2.594590,0.00,0.000000,0,0,0,0,0

7,01:30-01:45,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,51.232666,40.748764,12.761760,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,79.762934,0.000000,208.828800,26.640394,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,294.874000,121.109779,9.585953,115.594185,0.000000,1.028641,1.712429,0.000000,142.593235,0.74,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,42.838908,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,13.366919,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,10.277567,0.00,2.594590,0.00,0.000000,0,0,0,0,0

8,01:45-02:00,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,51.232666,40.748764,12.761760,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,79.762934,0.000000,179.824800,26.640394,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,294.874000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,42.838908,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,10.645937,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,10.277567,0.00,2.594590,0.00,0.000000,0,0,0,0,0

9,02:00-02:15,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,12.761760,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,79.762934,0.000000,170.156800,26.640394,0.000000,34.186497,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,294.874000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,42.838908,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,11.900074,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,10.277567,0.00,2.594590,0.00,0.000000,0,0,0,0,0

10,02:15-02:30,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,12.761760,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,79.762934,0.000000,150.820800,26.640394,0.000000,34.186497,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,294.874000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,42.838908,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,10.235875,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,10.277567,0.00,2.594590,0.00,0.000000,0,0,0,0,0

11,02:30-02:45,1.147810,2.466768,0.000000,0.000000,0.000000,22.143877,57.332560,0.000000,0.000000,1.250840,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,12.672428,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,79.762934,0.000000,167.697658,26.640394,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,294.874000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,10.968888,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,10.277567,0.00,2.594590,0.00,0.000000,0,0,0,0,0

12,02:45-03:00,1.147810,2.466768,0.000000,0.000000,0.000000,22.143877,57.332560,0.000000,0.000000,1.250840,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,12.672428,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,79.762934,0.000000,208.828800,26.640394,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,294.874000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,10.277567,0.00,2.594590,0.00,0.000000,0,0,0,0,0

13,03:00-03:15,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250840,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,12.672428,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,189.492800,26.640394,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.044657,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

14,03:15-03:30,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250840,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,12.672428,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,179.824800,26.640394,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

15,03:30-03:45,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,160.488800,26.640394,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

16,03:45-04:00,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,120.320773,17.760263,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,0.000000,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

17,04:00-04:15,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,17.760263,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,3.357156,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.81,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,11.841421,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

18,04:15-04:30,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,8.880131,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,3.357156,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.81,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,13.145306,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

19,04:30-04:45,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,0.000000,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,3.357156,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.81,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.212325,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

20,04:45-05:00,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,36.037953,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,0.000000,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,8.057173,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.81,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

21,05:00-05:15,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,23.462592,0.000000,0.000000,51.232666,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,0.000000,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,52.505912,59.387216,290.040000,121.109779,9.585953,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.81,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

22,05:15-05:30,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.250899,0.000000,8.731776,0.980807,101.963465,23.462592,0.000000,0.000000,51.232666,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,0.000000,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,52.505912,59.387216,290.040000,121.109779,19.171906,115.594185,0.000000,0.000000,1.712429,0.000000,142.593235,0.81,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

23,05:30-05:45,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.237376,0.000000,8.731776,0.980807,101.963465,23.462592,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,0.000000,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,52.505912,59.387216,290.040000,121.109779,19.171906,115.594185,0.000000,1.028641,1.712429,0.000000,142.593235,0.81,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

24,05:45-06:00,1.147810,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.237376,0.000000,8.731776,0.980807,101.963465,23.462592,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,0.000000,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,52.505912,59.387216,290.040000,121.109779,19.171906,115.594185,0.000000,2.057283,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,44.346246,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

25,06:00-06:15,1.414266,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.249727,0.000000,0.000000,0.980807,101.963465,23.462592,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,0.000000,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,52.505912,73.343211,290.040000,121.109779,19.171906,115.594185,0.000000,1.662450,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,38.492562,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

26,06:15-06:30,1.523581,2.466768,0.000000,0.000000,0.000000,18.186378,57.332560,0.000000,0.000000,1.249727,0.000000,0.000000,0.980807,101.963465,23.462592,0.000000,0.000000,47.496950,40.748764,0.000000,0.000000,30.656971,52.115693,42.186473,4.953883,0.000000,76.729695,0.000000,117.949600,0.000000,0.000000,32.491299,16.608717,90.205630,0.000000,0.000000,42.798915,52.505912,79.182954,290.040000,121.109779,19.171906,115.594185,0.000000,1.662450,1.712429,0.000000,142.593235,0.00,1.297295,404.866836,1.873758,1.93,2.700657,3.395103,0.904068,0.000000,38.492562,5.684784,0.00,1.878456,0.000000,0.000000,0.00,0.000000,1.283457,1.57,0.23,0.00,2.870752,14.502010,0.00,0.000000,0.00,0.00,0.000000,0.00,4.151343,0.00,3.424858,0.792042,1.894622,1.06,4.116755,2.295032,0.00,5.137286,0.000000,13.778527,0.00,2.594590,0.00,0.000000,0,0,0,0,0

