Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,KHSTPP-I,KKNP,KISHANGANGA,KGSU3AND4,KKNPPU2,KHSTPP-II,UNCHAHAR1,ANTA_CRF,UNCHAHAR4,VALLURNTECL,AURY_CRF,TEHRIPSP,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,UNCHAHAR2,ANTA_GF,ANTA_RF,URI,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,KUDGI,TEHRI,JHAJJAR,KGSU1AND2,KOLDAM,KOTESHWR,NTPL,PARBATI3,SASAN,RIHAND1,PARBATI2,RAPPB,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SINGRAULI,SALAL,SEWA2,SINGRAULI_HYDRO,RAMPUR,RIHAND3,RAPPC,RIHAND2,TANDA2,TALST2,TANAKPUR,TALA,NJPC,NLCIIST1,NNTPP,NLCIIST2,NLCTS2EXP,NAPP,NLCEXP,MAPS,DADRT2,BRBCL,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,42.42,56.27,10.2,28.53,0,8.43,0,0,125.31,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,64.64,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.52,30.71,175.25,0,0,0,0,24.34,0,0,4.98,21.42,6.31,33.95,47.31,40.78,0,0,0,0,0

54,13:15-13:30,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,79.81,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.52,30.71,175.25,0,0,0,0,24.34,0,0,4.98,19.08,6.31,33.95,47.31,40.78,0,0,0,0,0

55,13:30-13:45,42.42,56.27,16.95,43.75,0,8.43,0,0,143.47,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,79.81,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,4.98,22.08,6.31,33.95,47.31,40.78,0,0,0,0,0

56,13:45-14:00,42.42,56.27,16.95,43.75,0,8.43,0,0,143.47,13.4,0,1.22,0,0,0,36.92,17.59,0,0,28.48,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,79.81,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,4.98,18.91,6.31,33.95,47.31,40.78,0,0,0,0,0

57,14:00-14:15,42.42,56.27,14.17,38.07,0,8.43,0,0,123.63,10.56,0,1.93,0,0,0,36.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,74.11,56.16,0,0,0,0,24.9,0,127.92,79.81,0,1.13,6.81,125.34,66.49,103.72,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,4.98,19.36,6.31,33.95,47.31,40.78,0,0,0,0,0

58,14:15-14:30,42.42,56.27,14.17,38.07,0,8.43,0,0,141.24,10.56,0,1.93,0,0,0,36.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,79.81,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,4.98,21.44,6.31,33.95,47.31,40.78,0,0,0,0,0

59,14:30-14:45,42.42,56.27,14.17,38.07,0,8.43,0,0,143.47,10.56,0,1.93,0,0,0,36.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,79.81,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,4.98,20.92,6.31,33.95,47.31,40.78,0,0,0,0,0

60,14:45-15:00,42.42,56.27,14.17,38.07,0,8.43,0,0,143.47,10.56,0,1.93,0,0,0,36.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,79.81,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,4.98,20.81,6.31,33.95,47.31,40.78,0,0,0,0,0

61,15:00-15:15,42.42,56.27,14.17,38.07,0,8.43,0,0,143.47,13.8,0,1.93,0,0,0,36.92,19.27,0,0,31.48,0,0,49.13,0,0,0,0,0,0,0,0,0,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,72.7,20.73,6.31,33.95,47.31,40.78,0,0,0,0,0

62,15:15-15:30,42.42,56.27,14.17,38.07,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,36.92,19.27,0,0,31.48,0,0,49.13,0,0,0,0,0,0,0,0,0,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,140.42,22.58,6.31,33.95,47.31,40.78,0,0,0,0,0

63,15:30-15:45,42.42,56.27,16.95,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,0,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,208.14,21.24,6.31,33.95,47.31,40.78,0,0,0,0,0

64,15:45-16:00,42.42,56.27,16.95,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,0,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,31.29,175.25,0,0,0,0,24.34,0,0,246.83,21.18,6.31,33.95,47.31,40.78,0,0,0,0,0

65,16:00-16:15,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,0,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,29.44,175.25,0,0,0,0,24.34,0,0,246.83,18.64,6.31,33.95,47.31,40.78,0,0,0,0,0

66,16:15-16:30,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,0,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,29.29,175.25,0,0,0,0,24.34,0,0,246.83,21.18,6.31,33.95,47.31,40.78,0,0,0,0,0

67,16:30-16:45,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,0,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,29.29,175.25,0,0,0,0,24.34,0,0,246.83,18.45,6.31,33.95,47.31,40.78,0,0,0,0,0

68,16:45-17:00,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,0,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,29.29,175.25,0,0,0,0,24.34,0,0,246.83,16.02,6.31,33.95,47.31,40.78,0,0,0,0,0

69,17:00-17:15,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,9.57,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,29.29,175.25,0,0,0,0,24.34,0,0,246.83,20.62,6.31,33.95,47.31,40.78,0,0,0,0,0

70,17:15-17:30,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,19.14,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,29.29,175.25,0,0,0,0,24.34,0,0,246.83,20.86,6.31,33.95,47.31,40.78,0,0,0,0,0

71,17:30-17:45,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,28.71,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,28.16,175.25,0,0,0,0,24.34,0,0,246.83,22.79,6.31,33.95,47.31,40.78,0,0,0,0,0

72,17:45-18:00,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,38.27,122.92,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,28.16,175.25,0,0,0,0,24.34,0,0,246.83,22.91,6.31,33.95,47.31,40.78,0,0,0,0,0

73,18:00-18:15,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,38.27,122.92,0,10.3,10.1,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,6.1,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,28.16,175.25,0,0,0,0,24.34,0,0,246.83,22.61,6.31,33.95,47.31,40.78,0,0,0,0,0

74,18:15-18:30,42.42,56.27,17.35,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,38.27,122.92,0,10.3,10.1,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,12.21,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,27.87,175.25,0,0,0,0,24.34,0,0,246.83,17.7,6.31,33.95,47.31,40.78,0,0,0,0,0

75,18:30-18:45,42.42,56.27,17.35,38.07,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,38.27,122.92,0,10.3,10.1,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,12.21,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,27.59,175.25,0,0,0,0,24.34,0,0,246.83,18.53,6.31,33.95,47.31,40.78,0,0,0,0,0

76,18:45-19:00,42.42,56.27,17.35,38.07,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,48.06,0,0,0,0,0,0,0,0,38.27,127.7,0,10.3,10.1,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,12.21,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,27.3,175.25,0,0,0,0,24.34,0,0,246.83,17,6.31,33.95,47.31,40.78,0,0,0,0,0

77,19:00-19:15,42.42,56.27,17.35,43.72,0,8.43,0,0,143.47,13.8,0,1.22,0,0,50.3,35.8,17.64,0,0,28.37,0,0,48.06,0,0,0,0,0,0,0,0,38.27,135.42,0,10.3,20.2,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,12.21,1.13,6.81,125.34,66.49,119.59,3.74,0,11.52,27.02,175.25,0,0,0,0,24.34,0,0,176.7,17.39,12.61,33.95,47.31,40.78,0,0,0,0,0

78,19:15-19:30,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,13.8,0,1.22,0,0,50.3,38.92,17.64,0,0,28.37,0,0,48.06,0,0,0,0,0,0,0,0,38.9,135.42,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.74,0,11.52,27.02,176.91,0,0,0,0,24.34,0,0,46.09,20,19.79,35.69,49.79,40.89,0,0,0,0,0

79,19:30-19:45,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,19.2,0,0.94,0,0,50.3,38.92,21.26,0,0,35.35,0,0,48.06,0,0,0,0,0,0,0,0,38.9,137.35,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.52,27.02,176.91,0,0,0,0,24.34,0,0,46.09,21.91,19.79,35.69,49.79,40.89,0,0,0,0,0

80,19:45-20:00,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,20.79,0,1.76,0,0,50.3,38.92,26.14,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,137.35,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.52,27.02,176.91,0,0,0,0,24.34,0,0,99.02,24.01,19.79,35.69,49.79,40.89,0,0,0,0,0

81,20:00-20:15,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,20.79,0,1.76,0,0,50.3,38.92,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,137.35,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.52,27.02,176.91,0,0,0,0,24.34,0,0,237.16,24.18,19.79,35.69,49.79,40.89,0,0,0,0,0

82,20:15-20:30,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,20.79,0,1.76,0,0,50.3,38.92,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,137.35,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.52,27.3,176.91,0,0,0,0,24.34,0,0,291.14,21.68,19.79,35.69,49.79,40.89,0,0,0,0,0

83,20:30-20:45,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,20.79,0,1.76,0,0,50.3,38.92,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,137.35,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.52,27.87,176.91,0,0,0,0,24.34,0,0,397.17,23.4,19.79,35.69,49.79,40.89,0,0,0,0,0

84,20:45-21:00,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,20.79,0,1.76,0,0,50.3,35.8,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,87.33,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.52,28.16,176.91,0,0,0,0,24.34,0,0,507.06,21.86,19.79,35.69,49.79,40.89,0,0,0,0,0

85,21:00-21:15,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,20.79,0,1.76,0,0,50.3,35.8,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,137.35,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,10.53,28.44,176.91,0,0,0,0,24.34,0,0,569.02,21.46,19.79,35.69,49.79,40.89,0,0,0,0,0

86,21:15-21:30,42.42,56.87,20.12,43.75,0,8.43,0,0,143.47,20.79,0,1.76,0,0,50.3,35.8,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,137.35,0,10.3,30.3,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,18.31,1.13,6.81,125.34,66.49,119.59,3.72,0,10.53,28.72,175.25,0,0,0,0,24.34,0,0,569.02,24.18,19.79,33.95,47.31,40.78,0,0,0,0,0

87,21:30-21:45,42.42,56.87,20.12,43.75,0,8.43,0,0,143.47,19.97,0,1.76,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,166.39,0,10.3,30.3,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,18.31,1.13,6.81,125.34,66.49,119.59,3.72,0,11.15,28.72,175.25,0,0,0,0,24.34,0,0,603.84,21.89,19.79,33.95,47.31,40.78,0,0,0,0,0

88,21:45-22:00,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,19.97,0,1.76,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,166.39,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.15,28.72,176.91,0,0,0,0,24.34,0,0,632.86,21.21,19.79,35.69,49.79,40.89,0,0,0,0,0

89,22:00-22:15,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,19.65,0,1.76,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,195.41,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.15,28.72,176.91,0,0,0,0,24.34,0,0,661.43,20.63,19.79,35.69,49.79,40.89,0,0,0,0,0

90,22:15-22:30,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,19.65,0,1.76,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,218.63,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.15,28.72,176.91,0,0,0,0,24.34,0,0,661.43,22.76,12.61,35.69,49.79,40.89,0,0,0,0,0

91,22:30-22:45,44.54,57.67,20.12,43.75,0,8.58,0,0,143.47,19.65,0,1.76,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.9,218.63,0,10.3,33.68,0,57.99,397.23,84.07,59.08,0,0,0,0,24.9,0,145.93,80.37,19.46,1.13,6.98,125.34,66.49,119.59,3.72,0,11.15,28.72,176.91,0,0,0,0,24.34,0,0,665.53,23.48,12.61,35.69,49.79,40.89,0,0,0,0,0

92,22:45-23:00,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,19.65,0,1.76,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.27,218.63,0,10.3,11.22,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,12.21,1.13,6.81,125.34,66.49,119.59,3.72,0,11.15,28.72,175.25,0,0,0,0,24.34,0,0,665.53,20.61,12.61,33.95,47.31,40.78,0,0,0,0,0

93,23:00-23:15,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,19.65,0,1.93,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.27,218.63,0,10.3,10.1,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,6.1,1.13,6.81,125.34,66.49,119.59,3.69,0,11.15,28.72,175.25,0,0,0,0,24.34,0,0,665.53,23.22,12.61,33.95,47.31,40.78,0,0,0,0,0

94,23:15-23:30,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,19.65,0,1.93,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.27,218.63,0,10.3,10.1,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.69,0,11.15,29.01,175.25,0,0,0,0,24.34,0,0,661.29,17.64,12.61,33.95,47.31,40.78,0,0,0,0,0

95,23:30-23:45,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,19.65,0,1.93,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.27,232.03,0,10.3,10.1,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.69,0,11.15,29.01,175.25,0,0,0,0,24.34,0,0,661.29,15.39,12.61,33.95,47.31,40.78,0,0,0,0,0

96,23:45-24:00,42.42,56.27,20.12,43.75,0,8.43,0,0,143.47,19.65,0,1.93,0,0,50.3,32.7,26.54,0,0,42.55,0,0,48.06,0,0,0,0,0,0,0,0,38.27,218.63,0,10.3,10.1,0,57.25,397.23,84.07,56.16,0,0,0,0,24.9,0,145.93,80.37,0,1.13,6.81,125.34,66.49,119.59,3.69,0,11.15,29.01,175.25,0,0,0,0,24.34,0,0,661.29,17.4,12.61,33.95,47.31,40.78,0,0,0,0,0

