Block,Time,KGSU1AND2,KGSU3AND4,KHSTPP-II,PARBATI3,SIMHST1,TALA,UNCHAHAR2,UNCHAHAR4,ANTA_RF,AURY_RF,DADRI_CRF,DADRI_GF,DADRI_LF,KKNPPU2,SASAN,TANAKPUR,UNCHAHAR1,BSIUL,CHAMERA1,CHAMERA3,SALAL,URI2,ANTA_GF,AURY_GF,BRBCL,DHAULIGNGA,KHSTPP-I,NLCTS2EXP,RAPPC,RIHAND3,RSTPSU1TO6,SINGRAULI,URI,CHAMERA2,NLCEXP,NNTPP,RAMPUR,RIHAND1,SINGRAULI_HYDRO,TEHRI,TelanganaSTPP,ANTA_CRF,AURY_LF,KISHANGANGA,KKNP,NJPC,NLCIIST1,RIHAND2,SEWA2,TALST2,DULHASTI,JHAJJAR,KOLDAM,MAPS,NLCIIST2,NTPL,RAPPB,RSTPSU7,SIMHST2,TANDA2,DADRI_RF,DADRT2,FSTPP I & II,KOTESHWR,KUDGI,NAPP,UNCHAHAR3,VALLURNTECL,ANTA_LF,AURY_CRF
59,14:30-14:45,0,0,44.05,0,0,11.17,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,0,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,27.6,13.43,0,0,2.2,47.33,0,17.72,0,0,0,0,0,102.23,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

60,14:45-15:00,0,0,44.05,0,0,11.17,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,0,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,27.6,13.43,0,0,2.2,47.33,0,37.02,0,0,0,0,0,102.23,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

61,15:00-15:15,0,0,44.05,0,0,10.53,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,0,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,27.6,13.43,0,0,2.74,47.33,0,37.02,0,0,0,0,0,127.78,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

62,15:15-15:30,0,0,44.05,3.94,0,10.53,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,0,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,27.6,13.43,0,0,2.74,47.33,0,37.02,0,0,0,0,0,127.78,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

63,15:30-15:45,0,0,44.05,15.46,0,10.53,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,0,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,33.12,13.43,0,0,2.74,47.33,0,57.11,0,0,0,0,0,127.78,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

64,15:45-16:00,0,0,44.05,15.46,0,10.53,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,0,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,33.12,13.43,0,0,2.74,47.33,0,57.11,0,0,0,0,0,127.78,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,49.33,343.03,20.8,9.66,0,45.34,0,0,0,0

65,16:00-16:15,0,0,44.05,3.94,0,10.53,19.62,1.62,34.89,38.36,0,0,0,0,418.77,11.78,20.96,0,0,21.37,38.35,17.73,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,19.87,13.43,0,0,3.29,47.33,0,59.69,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,49.33,343.03,20.8,9.66,0,45.34,0,0,0,0

66,16:15-16:30,0,0,44.05,3.94,0,10.53,19.62,1.62,34.89,38.36,0,0,0,0,418.77,11.78,20.96,0,0,21.37,38.35,17.73,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,19.87,22.38,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,51.8,343.03,20.8,9.66,0,45.34,0,0,0,0

67,16:30-16:45,0,0,44.05,3.94,0,9.08,19.62,1.62,34.89,40.79,0,0,0,0,418.77,11.78,20.96,0,0,21.37,38.35,17.73,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,19.87,22.38,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,51.8,343.03,20.8,9.66,0,45.34,0,0,0,0

68,16:45-17:00,0,0,44.05,3.94,0,9.08,19.62,1.62,34.89,43.23,0,0,0,0,418.77,11.78,20.96,0,0,21.37,38.35,17.73,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,19.87,22.38,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,54.26,343.03,20.8,9.66,0,45.34,0,0,0,0

69,17:00-17:15,0,0,44.05,3.94,0,9.08,19.62,1.62,34.89,43.23,0,0,0,0,418.77,11.78,20.96,0,0,21.37,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,120.74,19.87,22.38,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,481.81,2.43,0,0,0,0,0,0,2.89,56.72,343.03,20.8,9.66,0,45.34,0,0,0,0

70,17:15-17:30,0,0,44.05,3.94,0,8.88,19.62,1.62,34.89,45.67,0,0,0,0,418.77,11.78,20.96,0,14.05,21.37,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,120.74,19.87,22.38,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,481.81,2.43,0,0,0,0,0,0,2.89,64.13,343.03,20.8,9.66,0,45.34,0,0,0,0

71,17:30-17:45,0,0,44.05,3.94,0,8.53,18.96,1.62,36.66,52.97,0,0,0,0,418.77,11.78,20.96,0,14.05,21.37,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,120.74,19.87,22.38,0,0,3.29,47.33,0,76.9,0,0,0,1.44,0,153.34,0,121.71,0,0,54.53,481.81,2.43,0,0,0,0,0,0,2.89,70.3,343.03,20.8,19.32,0,45.34,0,0,0,0

72,17:45-18:00,0,0,44.05,3.94,0,8.29,18.96,1.62,43.76,71.85,0,0,0,0,418.77,11.78,20.96,19.56,28.1,21.37,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,120.74,19.87,22.38,0,0,3.29,47.33,0,76.9,0,0,0,1.44,0,153.34,0,121.71,0,0,54.53,481.81,3.64,0,0,0,0,0,0,2.89,76.46,343.03,20.8,28.98,0,45.34,0,0,0,0

73,18:00-18:15,0,0,44.05,5.62,0,8,18.96,1.62,45.53,71.85,0,0,0,0,418.77,11.78,17.75,19.56,42.15,21.37,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,16.56,26.85,0,0,3.29,47.33,0,76.9,0,0,0,1.44,0,153.34,0,121.71,5.12,0,54.53,481.81,3.64,0,0,0,0,0,0,2.89,78.92,343.03,20.8,38.64,0,45.34,0,0,0,0

74,18:15-18:30,0,0,44.05,36.54,0,7.7,18.96,1.62,45.53,71.85,0,0,0,0,418.77,11.78,16.3,19.56,42.15,32.06,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,16.56,26.85,0,0,3.29,47.33,0,76.9,0,0,0,2.88,0,153.34,0,121.71,10.83,0,54.53,481.81,4.01,0,0,0,0,0,0,2.89,78.92,343.03,20.8,38.64,0,45.34,0,0,0,0

75,18:30-18:45,0,0,44.05,36.54,0,7.76,18.96,1.62,45.53,71.85,0,0,0,0,418.77,12.68,16.3,19.56,42.15,33.74,51.13,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,50.34,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,481.81,4.01,0,0,0,0,0,0,2.89,83.86,343.03,20.8,42.94,0,45.34,0,0,0,0

76,18:45-19:00,0,0,44.05,36.54,0,7.74,18.97,1.62,45.53,71.85,0,0,0,0,418.77,12.68,16.3,19.56,42.15,33.74,51.13,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,50.34,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,481.81,4.01,0,0,0,0,0,0,2.89,90.02,343.03,20.8,42.94,0,45.34,0,0,0,0

77,19:00-19:15,0,0,44.05,36.54,0,7.88,18.97,1.62,45.53,71.85,0,0,0,0,418.77,12.68,16.3,19.56,42.15,33.74,51.13,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,19.87,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,481.81,4.01,0,0,0,0,0,0,2.89,96.19,343.03,20.8,42.94,0,45.34,0,0,0,0

78,19:15-19:30,0,0,44.05,54.11,0,8.17,18.97,1.62,45.53,71.85,0,0,0,0,418.77,12.68,16.3,19.56,42.15,33.74,51.13,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,19.87,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,481.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,42.94,0,45.34,0,0,0,0

79,19:30-19:45,0,0,44.05,54.11,0,8.37,18.97,1.62,45.53,71.85,0,0,0,0,418.77,12.68,16.3,19.56,42.15,33.74,51.13,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,19.87,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,481.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,42.94,0,45.34,0,0,0,0

80,19:45-20:00,0,0,44.05,8.43,0,8.56,18.97,1.62,45.53,71.85,0,0,0,0,418.77,12.68,16.3,1.1,42.15,33.74,51.13,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,19.87,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,481.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,42.94,0,45.34,0,0,0,0

81,20:00-20:15,0,0,44.05,3.51,0,8.73,18.97,1.62,45.53,71.85,0,0,0,0,418.77,12.68,16.3,1.1,42.15,33.74,51.13,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,19.87,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,481.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,42.94,0,45.34,0,0,0,0

82,20:15-20:30,0,0,44.05,3.51,0,8.64,18.97,1.62,45.53,71.85,0,0,0,0,418.77,12.68,16.3,1.1,42.15,33.74,51.13,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,19.87,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,481.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,42.94,0,45.34,0,0,0,0

83,20:30-20:45,0,0,44.05,3.51,0,8.7,18.97,1.62,45.53,71.85,0,0,0,0,418.77,11.78,16.3,1.1,42.15,32.08,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,27.6,44.22,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,38.64,0,45.34,0,0,0,0

84,20:45-21:00,0,0,44.05,3.51,0,8.7,18.97,1.62,45.53,71.85,0,0,0,0,418.77,11.78,16.3,1.1,42.15,32.08,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,27.6,44.22,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,38.64,0,45.34,0,0,0,0

85,21:00-21:15,0,0,44.05,3.51,0,9.17,18.97,1.62,30.99,71.85,0,0,0,0,418.77,11.78,16.3,1.1,42.15,32.08,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,33.12,44.22,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,38.64,0,45.34,0,0,0,0

86,21:15-21:30,0,0,44.05,3.51,0,9.2,18.97,1.62,30.99,71.85,0,0,0,0,418.77,11.78,16.3,1.1,42.15,32.08,51.13,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,33.12,44.22,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,38.64,0,45.34,0,0,0,0

87,21:30-21:45,0,0,44.05,3.51,0,9.47,18.97,1.62,30.99,71.85,0,0,0,0,418.77,11.78,16.3,1.1,42.15,32.08,49.97,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,33.12,44.22,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,101.73,343.03,20.8,38.64,0,45.34,0,0,0,0

88,21:45-22:00,0,0,44.05,3.51,0,9.5,18.97,1.62,30.99,71.85,0,0,0,0,418.77,11.78,16.3,2.2,42.15,32.08,49.97,17.73,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,33.12,44.22,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,67.83,343.03,20.8,38.64,0,45.34,0,0,0,0

89,22:00-22:15,0,0,44.05,3.51,0,9.55,18.97,1.62,31.34,71.85,0,0,0,0,418.77,10.63,16.3,19.56,42.15,33.74,49.97,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,50.34,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,531.81,4.01,0,0,0,0,0,0,2.89,22.2,343.03,20.8,42.94,0,45.34,0,0,0,0

90,22:15-22:30,0,0,44.05,3.51,0,9.62,18.97,1.62,31.34,71.85,0,0,0,0,418.77,10.63,16.3,19.56,42.15,33.74,49.97,17.73,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,50.34,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,531.81,4.01,0,0,0,0,0,0,2.89,22.2,343.03,20.8,42.94,0,45.34,0,0,0,0

91,22:30-22:45,0,0,47.21,3.51,0,9.76,18.97,1.62,31.34,71.85,0,0,0,0,418.77,10.63,16.3,19.56,42.15,33.74,49.97,22.16,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,27.6,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,531.81,4.01,0,0,0,0,0,0,2.89,22.2,343.03,20.8,42.94,0,45.34,0,0,0,0

92,22:45-23:00,0,0,47.21,3.51,0,9.85,18.97,1.62,31.34,71.85,0,0,0,0,418.77,10.63,16.3,19.56,42.15,33.74,49.97,22.16,0,0,15,41.42,44.92,0,60.53,127.6,0,126.19,27.6,45.65,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,17.37,0,55.08,531.81,4.01,0,0,0,0,0,0,2.89,22.2,343.03,20.8,42.94,0,45.34,0,0,0,0

93,23:00-23:15,0,0,47.21,3.51,0,9.88,18.97,1.62,32.17,71.85,0,0,0,0,418.77,9.74,16.3,6.52,42.15,21.37,49.97,22.16,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,13.25,44.22,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,11.57,0,54.53,531.81,3.64,0,0,0,0,0,0,2.89,22.2,343.03,20.8,38.64,0,45.34,0,0,0,0

94,23:15-23:30,0,0,47.21,3.51,0,9.9,18.97,1.62,32.17,71.85,0,0,0,0,418.77,9.74,16.3,6.52,28.1,21.37,49.97,22.16,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,13.25,26.85,0,0,3.29,47.33,0,76.9,0,0,0,4.32,0,153.34,0,121.71,5.71,0,54.53,531.81,3.64,0,0,0,0,0,0,2.89,22.2,343.03,20.8,19.32,0,45.34,0,0,0,0

95,23:30-23:45,0,0,47.21,3.51,0,10.05,18.97,1.62,32.17,71.85,0,0,0,0,418.77,9.74,16.3,6.52,28.1,21.37,49.97,22.16,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,19.87,26.85,0,0,3.29,47.33,0,76.9,0,0,0,1.33,0,153.34,0,121.71,5.71,0,54.53,531.81,3.64,0,0,0,0,0,0,2.89,22.2,343.03,20.8,9.66,0,45.34,0,0,0,0

96,23:45-24:00,0,0,47.21,3.51,0,10.23,18.97,1.62,32.17,71.85,0,0,0,0,418.77,9.74,16.3,6.52,28.1,21.37,49.97,22.16,0,0,15,40.2,44.92,0,60.53,127.6,0,126.19,19.87,26.85,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,3.64,0,0,0,0,0,0,2.89,22.2,343.03,20.8,9.66,0,45.34,0,0,0,0

