Block,Time,CHAMERA2,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,UNCHAHAR4,URI2,NAPP,SEWA2,JHAJJAR,RIHAND2,UNCHAHAR1,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,KOLDAM,RAPPC,NJPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,KISHANGANGA,CHAMERA1,BSIUL,URI,RAPPB,TANAKPUR,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,16.783217,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,3.7149,75.53,0,50.181709,0,0,0,46.03098,0,23.219166,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

2,00:15-00:30,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,16.783217,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,3.7149,75.53,0,50.181709,0,0,0,46.03098,0,23.219166,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

3,00:30-00:45,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,16.783217,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,10.1199,75.53,0,50.181709,0,0,0,48.882456,0,20.36769,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

4,00:45-01:00,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,16.783217,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,10.1199,75.53,0,50.181709,0,0,0,48.882456,0,20.36769,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

5,01:00-01:15,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,16.783217,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,3.7149,75.53,0,50.181709,0,0,0,55.671686,0,13.57846,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

6,01:15-01:30,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,16.783217,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,3.7149,75.53,0,50.181709,0,0,0,67.8923,0,1.357846,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

7,01:30-01:45,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,16.783217,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,3.7149,75.53,0,50.181709,0,0,0,67.8923,0,1.357846,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

8,01:45-02:00,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,16.783217,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,3.7149,75.53,0,50.181709,0,0,0,67.8923,0,1.357846,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

9,02:00-02:15,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,4.272091,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,3.7149,75.53,0,50.572734,0,0,0,63.818762,0,5.431384,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

10,02:15-02:30,48.499828,688.115947,59.175403,34.831253,43.536137,3.094586,37.890519,47.536562,18.800617,422.443799,124.384996,20.427664,0,4.272091,6.745516,97.055943,0,27.638981,1.061216,9.274803,67.823003,179.962454,5.534073,130.580717,102.274345,44.906625,8.340651,42.14808,6.5208,36.432,0,3.7149,75.53,0,50.572734,0,0,0,63.818762,0,5.431384,0,76.241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,20.801072,0,20.0018,348.75

