Block,Time,ANTA_LF,DADRI_LF,ANTA_GF,DADRI_CRF,TANAKPUR,TANDA2,RAMPUR,KISHANGANGA,BSIUL,UNCHAHAR4,DHAULIGNGA,DULHASTI,CHAMERA3,AURY_CRF,DADRT2,KOLDAM,RAPPB,RIHAND2,CHAMERA1,NAPP,CHAMERA2,UNCHAHAR3,AURY_LF,TEHRI,URI2,KOTESHWR,RIHAND1,AURY_RF,NJPC,UNCHAHAR2,URI,RIHAND3,UNCHAHAR1,ANTA_RF,ANTA_CRF,JHAJJAR,RAPPC,SEWA2,DADRI_GF,SINGRAULI_HYDRO,SALAL,AURY_GF,PARBATI3,DADRI_RF,SINGRAULI,TALA,FSTPP I & II,BRBCL,KHSTPP-I,SASAN,KHSTPP-II,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,0.000000,0.000000,4.819045,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,294.203000,0.000000,0.000000,113.943375,41.149836,0.000000,0.000000,19.361968,0.000000,40.837306,31.271676,5.706574,88.743200,0.000000,0.000000,32.202978,45.791491,119.287862,0.000000,0.000000,0.000000,172.108323,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288134,26.941278,14.078337,18.021622,29.861122,397.174050,126.101386,34.73,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,0.000000,0.000000,9.761656,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,255.619000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,16.967796,0.000000,40.837306,31.271676,5.706574,88.743200,0.000000,0.000000,32.202978,45.791491,119.287862,0.000000,0.000000,0.000000,129.604992,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,14.078337,15.901431,29.861122,397.174050,126.101386,31.83,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,0.000000,0.000000,9.761656,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,217.035000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,16.967796,0.000000,30.627979,31.271676,5.706574,88.743200,0.000000,0.000000,32.202978,45.791491,119.287862,0.000000,0.000000,0.000000,120.984955,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,12.067146,13.781240,29.861122,397.174050,142.293572,31.83,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,0.000000,9.761656,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,10.610600,0.000000,20.418653,31.271676,5.706574,88.743200,0.000000,0.000000,23.890345,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,11.590248,13.408478,21.570675,397.174050,94.269586,28.94,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,0.000000,9.761656,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,10.610600,0.000000,20.418653,30.768215,5.706574,88.743200,0.000000,0.000000,18.327400,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,11.590248,13.781240,14.337621,397.174050,94.269586,28.94,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,9.761656,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,10.610600,0.000000,10.634715,30.768215,5.706574,88.743200,0.000000,0.000000,18.327400,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,11.590248,13.225967,14.337621,397.174050,94.269586,27.01,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,9.761656,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,10.610600,0.000000,10.634715,30.768215,5.706574,88.743200,0.000000,0.000000,18.327400,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,11.144951,11.575200,397.174050,65.081658,25.08,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,9.761656,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,10.610600,0.000000,10.634715,30.768215,5.706574,88.743200,0.000000,0.000000,18.327400,50.051165,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,10.568347,11.575200,397.174050,65.081658,24.12,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,9.390960,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,10.610600,0.000000,10.634715,30.768215,5.706574,88.743200,0.000000,0.000000,18.327400,50.051165,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,10.702134,11.575200,397.174050,65.081658,25.08,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,9.390960,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,10.610600,0.000000,10.634715,30.768215,5.706574,88.743200,0.000000,0.000000,18.327400,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,10.810023,11.575200,397.174050,65.081658,24.12,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,9.390960,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,12.605471,0.000000,10.634715,30.768215,5.706574,88.743200,0.000000,0.000000,18.327400,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,12.710166,11.575200,397.174050,41.477800,23.15,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,9.390960,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,12.605471,0.000000,10.634715,30.768215,5.706574,88.743200,0.000000,0.000000,18.327400,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,13.781240,11.575200,397.174050,41.477800,21.22,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,9.390960,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,12.605471,0.000000,10.634715,31.271676,5.706574,88.743200,0.000000,0.000000,18.327400,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,13.781240,11.575200,397.174050,41.477800,22.19,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,9.390960,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,12.605471,0.000000,10.634715,31.271676,5.706574,88.743200,0.000000,0.000000,18.327400,45.791491,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,13.781240,11.575200,397.174050,41.477800,21.22,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,9.761656,0.000000,0.000000,0.000000,0.000000,0.000000,35.296354,0.000000,0.000000,0.000000,173.628000,0.000000,0.000000,113.943375,41.149836,37.808076,0.000000,12.605471,0.000000,10.634715,31.271676,5.706574,88.743200,0.000000,0.000000,18.327400,50.051165,119.287862,0.000000,0.000000,0.000000,116.716600,48.963096,15.244585,0.000000,0.867282,0.000000,0.000000,0.000000,0.000000,100.288256,26.941278,4.823000,13.781240,11.575200,397.174050,41.477800,21.22,0,0,0,0,0

