Block,Time,CHAMERA2,URI2,UNCHAHAR2,UNCHAHAR1,SINGRAULI_HYDRO,TEHRI,SINGRAULI,UNCHAHAR4,TANDA2,UNCHAHAR3,DADRT2,JHAJJAR,KOTESHWR,SEWA2,DULHASTI,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,DHAULIGNGA,RAMPUR,RIHAND2,NJPC,RIHAND1,KISHANGANGA,NAPP,RAPPC,CHAMERA1,BSIUL,TANAKPUR,URI,RAPPB,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
7,01:30-01:45,43.635161,35.068228,43.545976,20.904657,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,0.487611,120.694688,25.287274,94.319982,2.551476,21.485043,59.009958,28.09872,19.6614,0.5124,50.784,0,53.452,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,18.9028,18.07,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.022853,0,0,0,0.019815,0,0

8,01:45-02:00,43.635161,35.068228,43.545976,20.904657,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,0.431076,120.694688,22.523078,94.319982,2.551476,21.485043,59.009958,28.09872,19.6614,0.5124,50.784,0,53.452,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,18.9028,18.07,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.022853,0,0,0,0.019815,0,0

9,02:00-02:15,43.635161,35.068228,43.545976,20.904657,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,0.431076,120.694688,22.523078,94.319982,2.551476,21.485043,59.009958,28.09872,19.6614,1.1529,50.784,0,67.396,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,18.9028,18.07,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.022853,0,0,0,0.019815,0,0

10,02:15-02:30,43.635161,35.068228,43.545976,20.904657,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,0.431076,120.694688,22.523078,94.319982,2.551476,21.485043,59.009958,28.09872,19.6614,1.1529,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,18.9028,18.07,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.022853,0,0,0,0.019815,0,0

11,02:30-02:45,43.635161,35.068228,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,0,0,9.915135,0.431076,120.694688,22.523078,94.319982,2.551476,33.290012,59.009958,28.09872,19.6614,1.1529,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,18.9028,18.07,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.023039,0,0,0,0.019815,0,0

12,02:45-03:00,43.635161,35.068228,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,0,9.915135,0.431076,120.694688,22.523078,94.319982,2.551476,33.290012,59.009958,28.09872,19.6614,1.1529,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,18.9028,18.07,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.023039,0,0,0,0.019815,0,0

13,03:00-03:15,43.635161,35.068228,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,0,9.915135,0.431076,120.694688,22.523078,90.219114,2.551476,33.290012,59.009958,28.09872,19.6614,8.1984,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,18.9028,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.023039,0,0,0,0.019815,0,0

14,03:15-03:30,43.635161,35.068228,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,0,9.915135,0.431076,120.694688,22.523078,90.219114,2.551476,33.290012,59.009958,28.09872,19.6614,8.1984,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,18.9028,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.023039,0,0,0,0.019815,0,0

15,03:30-03:45,43.635161,35.068228,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,0,9.915135,0.431076,120.694688,22.523078,90.219114,2.551476,33.290012,59.009958,28.09872,19.6614,8.1984,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.023225,0,0,0,0.019815,0,0

16,03:45-04:00,43.635161,35.068228,43.545976,22.193777,1.095648,18.370152,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,18.05669,0,9.915135,0.431076,120.694688,22.523078,90.219114,2.551476,33.290012,59.009958,28.09872,19.6614,0.5124,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.023225,0,0,0,0.019815,0,0

17,04:00-04:15,43.635161,35.068228,43.545976,22.193777,1.095648,18.370152,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,18.05669,0,9.915135,0.431076,120.694688,22.523078,90.219114,2.551476,33.290012,59.009958,28.09872,19.6614,0.5124,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.023225,0,0,0,0.019815,0,0

18,04:15-04:30,43.635161,35.068228,43.545976,22.193777,1.095648,9.185076,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,18.05669,0,9.915135,0.431076,120.694688,22.523078,90.219114,2.551476,33.290012,59.009958,28.09872,19.6614,0.5124,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.819241,0,0,0.023225,0,0,0,0.019815,0,0

19,04:30-04:45,43.635161,35.068228,43.545976,21.194999,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,18.05669,0,9.915135,0.431076,120.694688,22.523078,90.219114,2.551476,33.290012,59.009958,28.09872,19.6614,0.5124,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023411,0,0,0,0.019815,0,0

20,04:45-05:00,43.635161,35.068228,43.545976,21.194999,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,18.05669,0,9.915135,0.431076,120.694688,22.523078,90.219114,2.551476,33.290012,59.009958,28.09872,19.6614,0.5124,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023411,0,0,0,0.019815,0,0

21,05:00-05:15,43.635161,35.068228,43.545976,21.194999,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.170072,0,9.915135,0.487611,120.694688,25.287274,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,52.992,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023411,0,0,0,0.019815,0,0

22,05:15-05:30,43.635161,35.068228,43.545976,21.194999,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.170072,0,19.830272,0.975221,120.694688,50.57455,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,52.992,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023411,0,0,0,0.019815,0,0

23,05:30-05:45,43.635161,35.068228,43.545976,21.194999,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.462832,120.694688,75.861824,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.019815,0,0

24,05:45-06:00,43.635161,35.068228,43.545976,21.194999,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.950442,120.694688,101.149098,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,87.562894,0,0,3.03,2.38,3.42,0.44,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.019815,0,0

25,06:00-06:15,43.635161,35.068228,43.545976,21.194999,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.575901,120.694688,81.902104,90.219114,2.551476,33.290012,59.009958,37.92,19.6614,1.1529,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,43.781447,53.510657,0,3.03,2.38,3.42,0.44,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.920281,1.341844,0.819241,0,0,0.020067,0.003716,0,0,0.009908,0,0.009908

26,06:15-06:30,43.635161,35.068228,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.575901,120.694688,81.902104,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,50.784,0,66.234,0,70.283948,0,0,0,37.321136,0,0,0,43.781447,53.510657,0,3.03,2.38,3.42,0.44,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.920281,1.341844,0.819241,0,0,0.020067,0.003716,0,0,0.009908,0,0.009908

27,06:30-06:45,43.635161,35.068228,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,6.944882,0,29.745407,1.950442,120.694688,101.149098,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,43.781447,53.510657,0,3.03,2.38,3.42,0.44,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.920281,1.341844,0.819241,0,0,0.020067,0.003716,0,0,0.009908,0,0.009908

28,06:45-07:00,43.635161,35.068228,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.47244,0,29.745407,1.950442,120.694688,101.149098,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,43.781447,53.510657,0,3.03,2.38,3.42,0.44,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.920281,1.341844,0.819241,0,0,0.020067,0.003716,0,0,0.009908,0,0.009908

29,07:00-07:15,43.635161,35.068228,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,0,0,29.745407,1.950442,120.694688,101.149098,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,43.781447,53.510657,0,3.03,2.38,3.78,0.43,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.920281,1.341844,0.819241,0,0,0.01988,0.003716,0,0,0.009908,0,0.009908

30,07:15-07:30,43.635161,35.068228,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,0,0,29.745407,1.950442,120.694688,101.149098,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,1.1529,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,43.781447,53.510657,0,3.03,2.38,3.78,0.43,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.920281,1.341844,0.819241,0,0,0.01988,0.003716,0,0,0.009908,0,0.009908

31,07:30-07:45,43.635161,35.068228,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,0,0,19.830272,1.950442,120.694688,101.149098,90.219114,2.551476,33.290012,59.009958,42.14808,19.6614,0,50.784,0,84.826,0,70.283948,0,0,0,37.321136,0,0,0,43.781447,53.510657,0,3.03,2.38,3.78,0.43,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,18.07,0,147.515625,43.704,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.920281,1.341844,0.819241,0,0,0.01988,0.003716,0,0,0.009908,0,0.009908

