Block,Time,BRBCL,KHSTPP-I,RSTPSU1TO6,SIMHST1,TANAKPUR,URI,AURY_RF,CHAMERA2,CHAMERA3,NLCTS2EXP,NTPL,UNCHAHAR2,UNCHAHAR4,URI2,AURY_CRF,KOLDAM,KOTESHWR,NJPC,RAPPC,RSTPSU7,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR3,AURY_GF,DADRI_CRF,DADRI_LF,CHAMERA1,JHAJJAR,KGSU3AND4,KKNPPU2,RIHAND2,SALAL,AURY_LF,BSIUL,DHAULIGNGA,KISHANGANGA,SASAN,UNCHAHAR1,ANTA_GF,ANTA_RF,KKNP,KUDGI,NLCEXP,NLCIIST1,RIHAND1,RIHAND3,SIMHST2,VALLURNTECL,ANTA_CRF,ANTA_LF,DADRI_GF,DADRT2,DULHASTI,KGSU1AND2,KHSTPP-II,MAPS,NNTPP,SINGRAULI,TALA,TEHRI,DADRI_RF,FSTPP I & II,NAPP,NLCIIST2,PARBATI3,RAMPUR,RAPPB,TALST2,TANDA2
55,13:30-13:45,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,55.77,0,0,0,0,418.77,19.98,0,41.68,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

56,13:45-14:00,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,55.77,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

57,14:00-14:15,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,55.77,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,12.41,90.42,20.8,43.79,0,0,0,0,0,0

58,14:15-14:30,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,9.29,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,0,0,0,0,0

59,14:30-14:45,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,0,0,0,0,0

60,14:45-15:00,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,0,0,0,0,0

61,15:00-15:15,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,0,0,0,0,0

62,15:15-15:30,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,0,0,0,0,0

63,15:30-15:45,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,0,0,0,0,0

64,15:45-16:00,20,45.53,0,0,0,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.26,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,0,0,0,0,0

65,16:00-16:15,20,45.53,0,0,0.9,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.26,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,37.8,90.42,20.8,43.79,0,0,0,0,0,0

66,16:15-16:30,20,45.53,0,0,0.9,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.26,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,37.8,90.42,20.8,43.79,0,0,0,0,0,0

67,16:30-16:45,20,45.53,0,0,0.9,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,18.94,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.26,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,37.8,90.42,20.8,43.79,0,0,0,0,0,0

68,16:45-17:00,20,45.53,0,0,0.9,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,41.67,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,683.14,0,0,148.3,0,0,139.69,0,37.8,90.42,20.8,43.79,0,0,0,0,0,0

69,17:00-17:15,20,45.53,0,0,0.9,0.55,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,62.51,26.01,0,5.27,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,682.79,16.48,0,148.3,0,0,139.69,0,37.8,90.42,20.8,43.79,0,0,0,0,0,0

70,17:15-17:30,20,45.53,0,0,0.9,0.55,70.81,2.66,9.68,0,0,42.39,0,4.31,0,0,17.75,83.33,26.01,0,10.53,0.71,0,0,0,0,0,12.16,434.65,0,0,118.76,1.4,0,2.2,7.92,0,418.77,19.98,0,41.48,0,0,0,0,92,36.28,0,0,0,0,0,682.79,32.96,0,148.3,0,0,139.69,0,50.4,90.42,20.8,43.79,0,0,0,0,0,0

71,17:30-17:45,20,45.53,0,0,0.9,1.11,70.81,39.51,19.38,0,0,42.39,0,4.31,0,0,39.05,116.95,26.01,0,10.53,0.71,0,0,0,0,0,24.49,434.65,0,0,118.76,1.4,0,13.04,27.41,0,418.77,19.98,0,41.68,0,0,0,0,92,36.28,0,0,0,0,0,682.79,32.96,0,148.3,0,0,139.69,0,50.4,90.42,20.8,43.79,0,0,0,0,0,0

72,17:45-18:00,20,45.53,0,0,0.9,1.11,70.81,39.51,19.38,0,0,42.39,0,4.31,0,0,39.05,140.35,26.01,0,10.53,0.71,0,0,0,0,0,24.49,434.65,0,0,118.76,1.4,0,19.56,27.41,0,418.77,19.98,0,41.9,0,0,0,0,92,36.28,0,0,0,0,0,682.79,32.96,0,148.3,0,0,139.69,0,50.4,90.42,20.8,43.79,0,0,0,0,0,0

73,18:00-18:15,20,45.53,0,0,0.9,1.11,70.81,39.51,19.38,0,0,42.39,0,4.31,0,0,39.05,140.35,26.01,0,10.53,0.71,0,0,0,0,0,24.49,434.65,0,0,118.76,1.4,0,19.56,27.41,0,418.77,19.98,0,42,0,0,0,0,92,36.28,0,0,0,0,0,682.79,32.96,0,148.3,0,0,139.69,0,50.4,90.42,20.8,43.79,0,0,0,0,0,0

74,18:15-18:30,20,45.53,0,0,0.9,1.11,70.81,39.51,19.38,0,0,42.39,0,4.31,0,0,39.05,116.95,26.01,0,10.53,0.71,0,0,0,0,0,24.49,434.65,0,0,118.76,1.4,0,19.56,27.41,0,418.77,19.98,0,42.32,0,0,0,0,92,36.28,0,0,0,0,0,682.79,32.96,0,148.3,0,0,139.69,0,50.4,90.42,20.8,43.79,0,0,0,0,0,0

75,18:30-18:45,20,45.53,0,0,0.9,1.11,70.81,39.51,19.38,0,0,42.39,0,4.31,0,0,39.05,93.56,26.01,0,10.53,0.71,0,0,0,0,0,24.49,434.65,0,0,118.76,1.4,0,19.56,27.41,0,418.77,19.98,0,42.52,0,0,0,0,92,36.28,0,0,0,0,0,682.79,32.96,0,148.3,0,0,139.69,0,50.4,90.42,20.8,43.79,0,0,0,0,0,0

76,18:45-19:00,20,45.53,0,0,0.9,1.11,70.81,39.51,19.38,0,0,42.39,0,4.31,0,0,39.05,70.17,26.01,0,10.53,0.71,0,0,0,0,0,12.25,434.65,0,0,118.76,1.4,0,13.04,27.41,0,418.77,19.98,0,42.73,0,0,0,0,92,36.28,0,0,0,0,0,682.79,32.96,0,148.3,0,0,139.69,0,50.4,90.42,20.8,43.79,0,0,0,0,0,0

77,19:00-19:15,20,45.53,0,0,0.9,26.49,70.81,2,9.68,0,0,42.39,0,4.31,0,0,17.75,70.17,26.01,0,5.27,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,2.2,18.27,0,418.77,19.98,0,42.84,0,0,0,0,92,36.28,0,0,0,0,0,682.79,32.96,0,148.3,0,0,139.69,0,50.4,90.42,20.8,43.79,0,3.82,0,0,0,0

78,19:15-19:30,20,45.53,0,0,0.9,26.49,70.81,0,0,0,0,42.39,0,10.76,0,0,17.75,46.78,26.01,0,5.27,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,18.27,0,418.77,19.98,0,42.84,0,0,0,0,92,36.28,0,0,0,0,0,682.79,16.48,0,148.3,0,0,139.69,0,37.8,90.42,20.8,43.79,0,16.54,0,0,0,0

79,19:30-19:45,20,45.53,0,0,0.9,26.49,70.81,0,0,0,0,42.39,0,10.76,0,0,17.75,41.67,26.01,0,5.27,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,18.27,0,418.77,19.98,0,42.84,0,0,0,0,92,36.28,0,0,0,0,0,682.78,16.48,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,16.54,0,0,0,0

80,19:45-20:00,20,45.53,0,0,0.9,26.49,70.81,0,0,0,0,42.39,0,10.76,0,0,17.75,41.67,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,18.27,0,418.77,19.98,0,43.05,0,0,0,0,92,36.28,0,0,0,0,0,682.78,16.48,0,148.3,0,0,139.69,0,24.83,90.42,20.8,43.79,0,16.54,0,0,0,0

81,20:00-20:15,20,45.53,0,0,1.28,4.41,70.81,0,0,0,0,42.39,0,10.76,0,0,17.75,19.7,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,18.27,0,418.77,19.98,0,43.05,0,0,0,0,92,36.28,0,0,0,0,0,682.78,16.48,0,148.3,0,0,139.69,0,12.41,90.42,20.8,43.79,0,16.54,0,0,0,0

82,20:15-20:30,20,45.53,0,0,1.28,4.41,70.81,0,0,0,0,42.39,0,10.76,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,17.17,0,418.77,19.98,0,43.26,0,0,0,0,92,36.28,0,0,0,0,0,682.78,16.48,0,148.3,0,0,139.69,0,12.41,90.42,20.8,43.79,0,16.54,0,0,0,0

83,20:30-20:45,20,45.53,0,0,1.28,4.41,70.81,0,0,0,0,42.39,0,10.76,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,7.92,0,418.77,19.98,0,43.47,0,0,0,0,92,36.28,0,0,0,0,0,682.78,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,16.54,0,0,0,0

84,20:45-21:00,20,45.53,0,0,1.28,26.49,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,7.92,0,418.77,19.98,0,43.26,0,0,0,0,92,36.28,0,0,0,0,0,673.22,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,3.57,0,0,0,0

85,21:00-21:15,20,45.53,0,0,1.28,26.49,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,7.92,0,418.77,19.98,0,43.26,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

86,21:15-21:30,20,45.53,0,0,1.28,26.49,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,9.29,0,0,0,0,418.77,19.98,0,43.47,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

87,21:30-21:45,20,45.53,0,0,1.28,7.73,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,55.77,0,0,0,0,418.77,19.98,0,43.47,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

88,21:45-22:00,20,45.53,0,0,1.28,7.73,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,55.77,0,0,0,0,418.77,19.98,0,43.47,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

89,22:00-22:15,20,45.53,0,0,1.28,1.11,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,55.77,0,0,0,0,418.77,19.98,0,43.47,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

90,22:15-22:30,20,45.53,0,0,1.28,1.11,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,55.77,0,0,0,0,418.77,19.98,0,43.57,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

91,22:30-22:45,20,45.53,0,0,1.28,1.11,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,9.29,0,0,0,0,418.77,19.98,0,43.57,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

92,22:45-23:00,20,45.53,0,0,1.28,1.11,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,43.57,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

93,23:00-23:15,20,45.53,0,0,2.18,1.11,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,43.57,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

94,23:15-23:30,20,45.53,0,0,2.18,1.11,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,43.57,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

95,23:30-23:45,20,45.53,0,0,1.28,1.11,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,43.57,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

96,23:45-24:00,20,45.53,0,0,1.28,1.11,70.81,0,0,0,0,42.39,0,4.31,0,0,8.87,0,26.01,0,0,0.71,0,0,0,0,0,0,434.65,0,0,118.76,1.4,0,0,0,0,418.77,19.98,0,43.57,0,0,0,0,92,36.28,0,0,0,0,0,683.14,16.48,0,148.3,0,0,139.69,0,0,90.42,20.8,43.79,0,0,0,0,0,0

