Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,45.36,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,0,0,48.576,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,37.634,147.515625,17.64,17.584,18.904,348.975

2,00:15-00:30,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,30.24,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,0,0,48.576,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,37.634,147.515625,17.64,17.584,18.904,348.975

3,00:30-00:45,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,15.12,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,0,0,16.56,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75.07,0,0,0,0,0,0,0,0,0,0,40.062,147.515625,17.64,16.485,18.765,348.975

4,00:45-01:00,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,0,0,13.248,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,40.062,147.515625,17.64,15.386,18.765,348.975

5,01:00-01:15,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,0,0,13.248,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,40.062,147.515625,17.64,14.287,18.765,348.975

