Block,Time,AURY_LF,BSIUL,RAMPUR,DADRI_GF,SINGRAULI,CHAMERA2,ANTA_GF,RAPPB,UNCHAHAR3,DADRT2,DADRI_CRF,CHAMERA1,PARBATI3,DADRI_RF,TANDA2,DADRI_LF,DULHASTI,ANTA_CRF,RAPPC,AURY_CRF,RIHAND3,NAPP,ANTA_LF,URI,URI2,SINGRAULI_HYDRO,UNCHAHAR2,RIHAND1,AURY_RF,DHAULIGNGA,SEWA2,KISHANGANGA,KHSTPP-II,FSTPP I & II,KHSTPP-I,BRBCL,TALA,SASAN,UNCHAHAR4,NJPC,KOTESHWR,TEHRI,RIHAND2,CHAMERA3,UNCHAHAR1,ANTA_RF,SALAL,TANAKPUR,KOLDAM,AURY_GF,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.841750,361.072250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,16.054962,0.626029,22.917125,83.737500,0.000000,0.000000,0.000000,0.000000,78.925000,12.512500,24.640000,10.963594,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.516932,0.000000,2.236850,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

7,01:30-01:45,0.000000,6.276270,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.841750,361.072250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,16.054962,0.626029,22.917125,83.737500,0.000000,0.000000,0.000000,0.000000,78.925000,12.512500,24.640000,10.840157,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.516932,0.000000,2.236850,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

8,01:45-02:00,0.000000,6.276270,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.841750,361.072250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,16.054962,0.626029,22.917125,83.737500,0.000000,0.000000,0.000000,0.000000,78.925000,12.512500,24.640000,11.236789,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.516932,0.000000,2.236850,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

9,02:00-02:15,0.000000,6.276270,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.841750,361.072250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,7.509579,0.626029,22.917125,83.737500,0.000000,0.000000,0.000000,0.000000,78.925000,12.512500,24.640000,10.800222,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.516932,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.841750,361.072250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,7.509579,0.626029,22.917125,83.737500,0.000000,0.000000,0.000000,0.000000,78.925000,12.512500,24.640000,12.101453,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.516932,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.841750,361.072250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,4.531642,0.626029,22.917125,83.737500,0.000000,0.000000,0.000000,0.000000,78.925000,12.512500,24.640000,11.135136,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.516932,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.841750,361.072250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,4.531642,0.626029,22.917125,83.737500,0.000000,0.000000,0.000000,0.000000,78.925000,12.512500,24.640000,13.777229,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.516932,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,6.375600,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,78.097250,11.723250,24.563000,14.440702,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,6.375600,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,78.097250,11.723250,24.563000,15.458552,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,25.502400,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,78.097250,11.723250,24.563000,16.709762,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,25.502400,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,78.097250,11.723250,24.563000,16.898649,0.000000,403.066125,0.000000,0.000000,0.000000,0.000000,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,6.375600,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,78.097250,11.723250,24.563000,19.250000,0.000000,403.066125,0.000000,0.000000,8.541225,13.461525,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,4.250400,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,78.097250,11.723250,24.563000,19.091973,0.000000,403.066125,0.000000,0.000000,8.541225,13.461525,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,4.250400,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,78.097250,11.723250,24.563000,18.635539,0.000000,403.066125,0.000000,0.000000,8.541225,13.461525,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,4.250400,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,78.097250,11.723250,24.563000,19.250000,0.000000,403.066125,0.000000,0.000000,8.541225,13.461525,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,93.362596,11.723250,24.563000,19.250000,0.000000,403.066125,0.000000,0.000000,8.541225,26.983688,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,14.755125,359.715125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,4.531642,0.626029,22.965250,83.737500,0.000000,0.000000,0.000000,0.000000,93.362596,11.723250,24.563000,18.554155,0.000000,403.066125,0.000000,18.229750,8.541225,26.983688,113.695312,0.000000,7.815308,0.000000,12.302675,0.000000,0.000000,0.000000,231.000000,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,18.566209,398.956250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,4.531642,0.626029,30.913286,83.737500,0.000000,0.000000,0.000000,0.000000,122.488616,14.405834,33.089691,19.250000,0.000000,403.066125,0.000000,36.459500,8.541225,26.983688,113.695312,0.000000,9.507382,0.000000,12.302675,0.000000,0.000000,0.000000,233.197772,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,19.818356,466.331250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,4.531642,0.626029,35.427254,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,15.912531,39.091360,19.250000,0.000000,403.066125,0.000000,36.459500,8.541225,27.893250,113.695312,0.000000,9.507382,0.000000,12.302675,0.000000,0.000000,0.000000,289.022772,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,120.877969,9.622594,0.000000,0.000000,19.818356,543.331250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,4.531642,0.626029,30.913286,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,14.405834,43.734050,19.250000,0.000000,403.066125,0.000000,38.282475,8.541225,27.893250,113.695312,0.000000,9.507382,0.000000,12.302675,0.000000,0.000000,0.000000,337.147772,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.000000,0.000000,120.877969,12.573522,0.000000,0.000000,25.400471,640.579302,0.000000,6.311112,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,4.531642,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,67.450075,17.082450,41.839875,113.695312,0.000000,10.164000,0.000000,12.302675,0.000000,0.000000,0.000000,405.329996,0,0,0,0,0

27,06:30-06:45,0.000000,1.058750,0.000000,0.000000,120.877969,12.676164,0.000000,0.000000,25.400471,653.720375,0.000000,13.514905,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,4.531642,0.626029,40.800471,83.737500,0.000000,7.628775,5.080730,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,89.963816,25.623675,41.839875,113.695312,0.000000,10.164000,0.000000,12.302675,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

28,06:45-07:00,0.000000,18.828810,0.000000,0.000000,120.877969,25.352327,0.000000,0.000000,25.400471,653.720375,0.000000,27.045018,0.000000,0.000000,0.000000,0.000000,31.721790,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,4.531642,0.626029,40.800471,83.737500,0.000000,17.546182,10.161459,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,112.568706,34.164900,41.839875,113.695312,0.000000,10.164000,0.000000,53.684400,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

29,07:00-07:15,0.000000,18.828810,0.000000,0.000000,120.877969,25.352327,0.000000,0.000000,25.400471,653.720375,0.000000,27.045018,0.000000,0.000000,0.000000,0.000000,31.721790,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,4.781700,4.531642,0.626029,40.800471,83.737500,0.000000,26.380304,15.211396,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,112.568706,34.164900,41.839875,113.695312,0.000000,10.164000,0.000000,53.684400,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

30,07:15-07:30,0.000000,12.552540,0.000000,0.000000,120.877969,25.352327,0.000000,0.000000,25.400471,653.720375,0.000000,27.045018,0.000000,0.000000,0.000000,0.000000,31.721790,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,37.191000,4.531642,0.626029,40.800471,83.737500,0.000000,26.380304,15.211396,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,112.568706,34.164900,41.839875,113.695312,0.000000,10.164000,0.000000,53.684400,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

31,07:30-07:45,0.000000,12.552540,0.000000,0.000000,120.877969,25.352327,0.000000,0.000000,25.400471,653.720375,0.000000,27.045018,0.000000,0.000000,0.000000,0.000000,31.721790,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,37.191000,4.531642,0.626029,40.800471,83.737500,0.000000,26.319274,15.211396,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,112.568706,34.164900,41.839875,113.695312,0.000000,10.164000,0.000000,53.684400,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

32,07:45:08:00,0.000000,12.552540,0.000000,0.000000,120.877969,25.352327,0.000000,0.000000,25.400471,653.720375,0.000000,13.522509,0.000000,0.000000,0.000000,0.000000,31.721790,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,5.313000,4.531642,0.626029,40.800471,83.737500,0.000000,26.319274,15.211396,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,112.568706,34.164900,41.839875,113.695312,0.000000,10.164000,0.000000,53.684400,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

33,08:00-08:15,0.000000,12.552540,0.000000,0.000000,120.877969,25.352327,0.000000,0.000000,25.400471,653.720375,0.000000,13.522509,0.000000,0.000000,0.000000,0.000000,31.721790,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,4.531642,0.626029,40.800471,83.737500,0.000000,17.291890,10.161459,0.000000,141.983789,17.459846,44.659114,17.847923,0.000000,403.066125,0.000000,82.033875,34.164900,41.839875,113.695312,0.000000,10.164000,0.000000,53.684400,1.232962,0.000000,0.000000,419.106188,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,120.877969,12.676164,0.000000,0.000000,25.400471,653.720375,0.000000,8.364125,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,4.531642,0.626029,40.800471,83.737500,0.000000,15.257550,5.080730,0.000000,141.983789,17.459846,44.659114,18.366882,0.000000,403.066125,0.000000,72.919000,18.980500,41.839875,113.695312,0.000000,10.164000,0.000000,12.302675,1.232962,0.000000,0.000000,419.106188,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,120.877969,12.676164,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,4.531642,0.626029,40.800471,83.737500,0.000000,7.883068,0.000000,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,54.689250,8.541225,41.839875,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,120.877969,12.676164,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,4.531642,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,27.344625,8.541225,41.839875,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,120.877969,3.207531,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,3.187800,4.920069,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,20.052725,8.541225,41.839875,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,4.781700,4.920069,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,0.000000,8.541225,27.165600,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,37.191000,16.054962,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,0.000000,8.541225,26.983688,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.860895,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,37.191000,23.305590,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,18.899355,0.000000,403.066125,0.000000,0.000000,8.541225,26.983688,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,4.781700,23.305590,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,0.000000,8.541225,26.983688,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,23.305590,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,19.250000,0.000000,403.066125,0.000000,0.000000,8.541225,13.582800,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,653.720375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,23.305590,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,18.063937,0.000000,403.066125,0.000000,0.000000,8.541225,13.582800,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,654.009029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,2.125200,16.054962,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,17.713494,0.000000,403.066125,0.000000,0.000000,8.541225,13.582800,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,574.950891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,37.722300,16.054962,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,19.062626,0.000000,403.066125,0.000000,0.000000,8.541225,0.000000,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,25.400471,528.709912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,37.722300,23.305590,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,18.091671,0.000000,403.066125,0.000000,0.000000,8.541225,0.000000,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,419.106188,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,22.798738,462.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852331,0.000000,51.910031,0.000000,59.511375,42.248745,0.000000,4.250400,6.473775,0.626029,40.800471,83.737500,0.000000,0.000000,0.000000,0.000000,141.983789,17.459846,44.659114,17.848730,0.000000,403.066125,0.000000,0.000000,8.541225,0.000000,113.695312,0.000000,10.164000,0.000000,2.236850,0.000000,0.000000,0.000000,401.316878,0,0,0,0,0

