Block,Time,BSIUL,CHAMERA3,DADRT2,NJPC,RSTPSU1TO6,AURY_LF,DADRI_GF,CHAMERA2,KGSU1AND2,KHSTPP-II,NLCIIST2,NTPL,RAPPC,RIHAND1,TALA,TelanganaSTPP,DHAULIGNGA,JHAJJAR,KHSTPP-I,NLCIIST1,NLCTS2EXP,SEWA2,TANAKPUR,UNCHAHAR4,DADRI_RF,KISHANGANGA,MAPS,PARBATI3,RIHAND3,SIMHST1,UNCHAHAR1,ANTA_GF,ANTA_RF,AURY_CRF,DULHASTI,KOTESHWR,KUDGI,NLCEXP,RAMPUR,SINGRAULI,TEHRI,URI2,VALLURNTECL,ANTA_CRF,CHAMERA1,FSTPP I & II,KOLDAM,NAPP,RSTPSU7,SALAL,SASAN,SIMHST2,SINGRAULI_HYDRO,TALST2,ANTA_LF,BRBCL,KGSU3AND4,KKNP,RAPPB,RIHAND2,UNCHAHAR3,URI,AURY_GF,AURY_RF,DADRI_CRF,KKNPPU2,NNTPP,TANDA2,UNCHAHAR2,DADRI_LF
6,01:15-01:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,72,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,43.26,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,69.72,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

7,01:30-01:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,72,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,43.26,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,69.72,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

8,01:45-02:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,72,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,43.26,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,69.72,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

9,02:00-02:15,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,72,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.26,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,17.44,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

10,02:15-02:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,72,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.26,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

11,02:30-02:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,72,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.26,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

12,02:45-03:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,72,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.26,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

13,03:00-03:15,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,82,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

14,03:15-03:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

15,03:30-03:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

16,03:45-04:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

17,04:00-04:15,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

18,04:15-04:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

19,04:30-04:45,13.04,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,12.16,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

20,04:45-05:00,13.04,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

21,05:00-05:15,13.04,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.89,0,16.48,8.87,0,0,0,139.69,24.25,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

22,05:15-05:30,13.04,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,80,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.89,0,16.48,8.87,0,0,0,139.69,36.29,24.21,0,0,0,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

23,05:30-05:45,13.04,0,682.78,23.39,0,0,0,0,0,148.3,0,0,25.51,70,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.89,0,16.48,8.87,0,0,0,139.69,36.29,33.09,0,0,13.99,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

24,05:45-06:00,13.04,0,682.78,46.78,0,0,0,0,0,148.3,0,0,25.51,60,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.89,0,16.48,8.87,0,0,0,139.69,36.29,33.09,0,0,28.05,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

25,06:00-06:15,13.04,9.68,682.78,70.17,0,0,0,13.17,0,148.3,0,0,25.51,60,0,0,7.92,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.89,0,16.48,8.87,0,0,0,139.69,36.29,33.09,0,0,42.15,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

26,06:15-06:30,13.04,19.35,682.78,93.56,0,0,0,26.34,0,148.3,0,0,25.51,60,0,0,15.98,434.65,45.53,0,0,15.81,0,0,59.73,0,0,3.57,62.16,0,20.55,0,43.89,0,32.96,17.75,0,0,0,139.69,48.38,33.09,0,0,42.15,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

27,06:30-06:45,19.56,29.06,682.78,116.95,0,0,0,39.51,0,148.3,0,0,25.51,60,0,0,27.41,434.65,45.53,0,0,15.81,0,0,59.73,0,0,3.82,62.16,0,20.55,0,43.89,0,49.43,39.05,0,0,0,139.69,49.14,33.09,0,0,42.15,18.2,0,23.81,0,26.73,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

28,06:45-07:00,19.56,29.06,682.78,140.35,0,0,0,39.51,0,148.3,0,0,25.51,60,0,0,27.41,434.65,45.53,0,0,15.81,0,0,59.73,0,0,16.54,62.16,0,20.55,0,43.89,0,49.43,39.05,0,0,0,139.69,49.14,33.09,0,0,42.15,18.2,0,23.81,0,26.73,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

29,07:00-07:15,19.56,29.06,682.78,140.35,0,0,0,39.51,0,148.3,0,0,25.51,60,0,0,27.41,434.65,45.53,0,0,15.81,0,0,59.73,0,0,16.54,62.16,0,20.55,0,43.89,0,49.43,39.05,0,0,0,139.69,49.14,33.09,0,0,42.15,18.2,0,23.81,0,26.73,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

30,07:15-07:30,19.56,29.06,682.78,140.35,0,0,0,39.51,0,148.3,0,0,25.51,60,0,0,27.41,434.65,45.53,0,0,15.81,0,0,59.73,0,0,16.54,62.16,0,20.55,0,43.89,0,49.43,39.05,0,0,0,139.69,49.14,33.09,0,0,42.15,18.2,0,23.81,0,26.73,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

31,07:30-07:45,19.56,29.06,682.78,120.83,0,0,0,39.51,0,148.3,0,0,25.51,60,0,0,27.41,434.65,45.53,0,0,15.81,0,0,59.73,0,0,16.54,62.16,0,20.55,0,43.89,0,49.43,39.05,0,0,0,139.69,49.14,33.09,0,0,42.15,18.2,0,23.81,0,26.73,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

32,07:45-08:00,19.56,29.06,682.78,93.56,0,0,0,39.51,0,148.3,0,0,25.51,60,0,0,27.41,434.65,45.53,0,0,15.81,0,0,59.73,0,0,3.57,62.16,0,20.55,0,41.48,0,49.43,39.05,0,0,0,139.69,49.14,33.09,0,0,42.15,18.2,0,23.81,0,26.73,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

33,08:00-08:15,6.52,9.68,682.78,70.17,0,0,0,39.51,0,148.3,0,0,25.51,60,0,0,15.98,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,44.52,0,32.96,17.75,0,0,0,139.69,49.14,33.09,0,0,24.65,18.2,0,23.81,0,26.73,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

34,08:15-08:30,6.52,0,682.78,46.78,0,0,0,13.17,0,148.3,0,0,25.51,60,0,0,7.92,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,44.42,0,16.48,8.87,0,0,0,139.69,49.14,33.09,0,0,24.65,18.2,0,23.81,0,26.73,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

35,08:30-08:45,6.52,0,683.14,23.39,0,0,0,13.17,0,148.3,0,0,25.51,60,0,0,7.92,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,44.42,0,16.48,8.87,0,0,0,139.69,49.14,24.21,0,0,13.99,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

36,08:45-09:00,6.52,0,683.14,23.39,0,0,0,0,0,148.3,0,0,25.51,60,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,44.42,0,16.48,8.87,0,0,0,139.69,36.29,24.21,0,0,13.99,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

37,09:00-09:15,6.52,0,634.01,0,0,0,0,0,0,148.3,0,0,25.51,60,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,44.21,0,16.48,8.87,0,0,0,139.69,36.29,24.21,0,0,13.99,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

38,09:15-09:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,60,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,17.35,0,43.99,0,16.48,8.87,0,0,0,139.69,36.29,24.21,0,0,12.33,18.2,0,23.81,0,13.36,339.75,0,0.75,0,0,20,0,0,0,118.76,22.7,36.43,0,70.04,0,0,0,0,36.69,0

39,09:30-09:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,60,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,36.29,24.21,0,0,12.33,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

40,09:45-10:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,60,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,43.57,0,16.48,8.87,0,0,0,139.69,36.29,24.21,0,0,12.33,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

41,10:00-10:15,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,73.8,0,0,0,434.65,45.53,0,0,15.81,0.51,0,59.73,0,0,0,62.16,0,20.55,0,43.47,0,0,8.87,0,0,0,139.69,36.29,24.21,0,0,12.3,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

42,10:15-10:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,87.6,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,43.26,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

43,10:30-10:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,43.05,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

44,10:45-11:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,42.84,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

45,11:00-11:15,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,42.73,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

46,11:15-11:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,42.52,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

47,11:30-11:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,5.76,0,59.73,0,0,0,62.16,0,20.55,0,42.52,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

48,11:45-12:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,42.32,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,2.33,339.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

49,12:00-12:15,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,42.32,0,0,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

50,12:15-12:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,42,0,0,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

51,12:30-12:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

52,12:45-13:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

53,13:00-13:15,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,0,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

54,13:15-13:30,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,0,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

55,13:30-13:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,0,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

56,13:45-14:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,0,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

57,14:00-14:15,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,0,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

58,14:15-14:30,0,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,0,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

59,14:30-14:45,0,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,0,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

60,14:45-15:00,0,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

61,15:00-15:15,0,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

62,15:15-15:30,0,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

63,15:30-15:45,0,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

