Block,Time,BRBCL,BSIUL,FSTPP I & II,MAPS,NLCTS2EXP,SASAN,TALA,TANAKPUR,UNCHAHAR4,VALLURNTECL,AURY_LF,KKNPPU2,RAPPC,RIHAND2,SIMHST2,ANTA_LF,AURY_RF,CHAMERA2,NAPP,NLCIIST1,NNTPP,RSTPSU1TO6,SALAL,TEHRI,DADRI_CRF,KISHANGANGA,KOLDAM,RAMPUR,SINGRAULI,UNCHAHAR1,UNCHAHAR2,AURY_CRF,CHAMERA3,DADRT2,JHAJJAR,KGSU3AND4,KOTESHWR,NLCEXP,NTPL,RAPPB,RIHAND3,SIMHST1,TALST2,TelanganaSTPP,URI2,ANTA_GF,ANTA_RF,KHSTPP-II,PARBATI3,RSTPSU7,UNCHAHAR3,URI,CHAMERA1,DHAULIGNGA,DULHASTI,KGSU1AND2,KUDGI,NLCIIST2,SINGRAULI_HYDRO,ANTA_CRF,AURY_GF,KHSTPP-I,KKNP,NJPC,RIHAND1,SEWA2,TANDA2,DADRI_GF,DADRI_LF,DADRI_RF
63,15:30-15:45,15,0,20.8,0,0,416.25,10.17,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,79.38,14.93,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

64,15:45-16:00,15,0,20.8,0,0,416.25,10.09,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,79.38,14.93,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

65,16:00-16:15,15,0,20.8,0,0,416.25,10,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,25.57,15.56,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,25.72,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

66,16:15-16:30,15,0,20.8,0,0,416.25,9.88,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,25.57,15.56,0,0,0,0,127.5,20.56,42.4,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,25.72,140.56,0,0,0,11.04,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,4.38

67,16:30-16:45,15,0,20.8,0,0,416.25,9.79,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,25.57,15.56,0,0,0,0,127.5,20.56,42.4,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,25.72,140.56,0,0,0,11.04,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,10.96

68,16:45-17:00,15,0,20.8,0,0,416.25,9.67,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,25.57,29.87,0,0,0,0,127.5,20.56,42.4,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,2.1,140.56,0,0,0,11.04,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,21.92

69,17:00-17:15,15,1.1,20.8,0,0,416.25,9.43,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,25.57,29.87,0,0,0,0,127.5,20.56,42.4,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,6.3,140.56,0,0,0,11.04,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,32.88

70,17:15-17:30,15,6.52,20.8,0,0,416.25,9.15,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,25.57,46.69,0,0,0,0,127.5,20.56,42.4,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,12.6,140.56,0,0,0,11.04,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,39.46

71,17:30-17:45,15,6.52,20.8,0,0,416.25,8.96,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,25.57,46.69,0,0,0,0,127.5,20.56,42.4,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,16.8,148.3,0,0,0,11.04,0,9.11,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,39.46

72,17:45-18:00,15,6.52,20.8,0,0,416.25,8.61,11.53,0,0,0,0,51.52,118.76,0,0,68.42,6.66,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,16.8,148.3,2.55,0,0,11.04,14.05,18.23,49.43,0,0,0,0,0,0,44.92,0,93.56,46,0,0,0,21.92,39.46

73,18:00-18:15,15,6.52,20.8,0,0,416.25,8.47,11.53,0,0,0,0,51.52,118.76,0,0,68.42,15.99,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,19.36,341.57,236.2,0,17.75,0,0,0,124.32,0,0,0,8.75,0,16.8,148.3,7.64,0,0,11.04,28.1,27.48,49.43,0,0,0,0,0,0,44.92,0,116.95,46,2.67,0,0,21.92,39.46

74,18:15-18:30,15,19.56,20.8,0,0,416.25,8.47,12.94,0,0,0,0,51.52,118.76,0,0,68.42,40.79,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,30.56,341.57,236.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,16.8,148.3,49.01,0,0,50.79,42.15,37.65,49.93,0,0,0,0,0,0,44.92,0,140.34,46,7.19,0,0,21.92,39.46

75,18:30-18:45,15,19.56,20.8,0,0,416.25,8.47,12.94,0,0,0,0,51.52,118.76,0,0,68.42,40.79,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,30.56,341.57,236.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,16.8,148.3,49.01,0,0,50.79,42.15,37.65,49.93,0,0,0,0,0,0,44.92,0,140.34,46,12,0,0,21.92,39.46

76,18:45-19:00,15,19.56,20.8,0,0,416.25,8.61,12.94,0,0,0,0,51.52,118.76,0,0,68.42,40.79,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,30.56,341.57,236.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,16.8,148.3,49.01,0,0,11.04,42.15,37.65,49.93,0,0,0,0,0,0,44.92,0,140.34,46,12,0,0,21.92,39.46

77,19:00-19:15,15,19.56,20.8,0,0,416.25,8.8,12.94,0,0,0,0,51.52,118.76,0,0,68.42,40.79,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,30.56,341.57,236.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,49.01,0,0,8.83,42.15,37.65,49.93,0,0,0,0,0,0,44.92,0,140.34,46,12,0,0,21.92,39.46

78,19:15-19:30,15,19.56,20.8,0,0,416.25,8.91,12.94,0,0,0,0,51.52,118.76,0,0,68.42,40.79,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,30.56,341.57,236.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,49.01,0,0,8.83,42.15,37.65,49.93,0,0,0,0,0,0,44.92,0,140.34,46,15.81,0,0,21.92,39.46

79,19:30-19:45,15,19.56,20.8,0,0,416.25,9,12.94,0,0,0,0,51.52,118.76,0,0,68.42,40.79,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,30.56,341.57,236.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,49.01,0,0,8.83,42.15,37.65,49.93,0,0,0,0,0,0,44.92,0,140.34,46,15.81,0,0,21.92,39.46

80,19:45-20:00,15,19.56,20.8,0,0,416.25,9.35,12.94,0,0,0,0,51.52,118.76,0,0,68.42,40.79,40.47,0,0,0,25.57,62.24,0,0,0,0,127.5,20.56,42.4,0,30.56,341.57,236.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,14,0,0,8.83,42.15,37.65,49.93,0,0,0,0,0,0,44.92,0,140.34,46,15.81,0,0,21.92,39.46

81,20:00-20:15,15,19.56,20.8,0,0,416.25,9.76,12.94,0,0,0,0,51.52,118.76,0,0,68.42,40.79,40.47,0,0,0,40.68,62.24,0,0,0,0,127.5,20.56,42.4,0,30.56,341.57,236.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,2.55,0,0,16.56,42.15,37.65,49.93,0,0,0,0,0,0,44.92,0,140.34,46,12,0,0,21.92,39.46

82,20:15-20:30,15,6.52,20.8,0,0,416.25,9.88,11.53,0,0,0,0,51.52,118.76,0,0,68.42,25.33,40.47,0,0,0,79.38,62.24,0,0,0,0,127.5,20.56,42.4,0,19.36,341.57,236.2,0,19.72,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,16.56,28.1,27.48,49.43,0,0,0,0,0,0,44.92,0,116.95,46,8,0,0,21.92,39.46

83,20:30-20:45,15,6.52,20.8,0,0,416.25,10.17,11.53,0,0,0,0,51.52,118.76,0,0,68.42,25.33,40.47,0,0,0,79.38,62.24,0,0,0,0,127.5,20.56,36.37,0,19.36,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,50.79,28.1,27.48,49.43,0,0,0,0,0,0,44.92,0,93.56,46,8,0,0,21.92,39.46

84,20:45-21:00,15,6.52,20.8,0,0,416.25,10.26,11.53,0,0,0,0,51.52,118.76,0,0,68.42,25.33,40.47,0,0,0,79.38,62.24,0,0,0,0,127.5,20.56,33.57,0,19.36,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,50.79,28.1,27.48,49.43,0,0,0,0,0,0,44.92,0,93.56,46,8,0,0,21.92,39.46

85,21:00-21:15,15,6.52,20.8,0,0,416.25,10.35,11.53,0,0,0,0,51.52,118.76,0,0,68.42,25.33,40.47,0,0,0,79.38,62.24,0,0,0,0,127.5,20.56,33.57,0,19.36,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,13.25,28.1,18.23,49.43,0,0,0,0,0,0,44.92,0,93.56,46,8,0,0,21.92,39.46

86,21:15-21:30,15,6.52,20.8,0,0,416.25,10.47,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,27.89,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,11.04,28.1,18.23,49.43,0,0,0,0,0,0,44.92,0,93.56,46,8,0,0,21.92,39.46

87,21:30-21:45,15,6.52,20.8,0,0,416.25,10.61,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,11.04,28.1,18.23,49.43,0,0,0,0,0,0,44.92,0,93.56,46,8,0,0,21.92,39.46

88,21:45-22:00,15,6.52,20.8,0,0,416.25,10.73,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,11.04,28.1,18.23,49.43,0,0,0,0,0,0,44.92,0,93.56,46,8,0,0,21.92,39.46

89,22:00-22:15,15,0,20.8,0,0,416.25,10.91,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,11.04,42.15,18.23,49.43,0,0,0,0,0,0,44.92,0,93.56,46,8,0,0,21.92,39.46

90,22:15-22:30,15,0,20.8,0,0,416.25,10.94,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,16.56,42.15,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,8,0,0,21.92,39.46

91,22:30-22:45,15,0,20.8,0,0,416.25,11,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,16.56,42.15,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,8,0,0,21.92,39.46

92,22:45-23:00,15,0,20.8,0,0,416.25,10.94,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,16.56,42.15,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,8,0,0,21.92,39.46

93,23:00-23:15,15,0,20.8,0,0,343.12,11,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,16.56,28.1,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,39.46

94,23:15-23:30,15,0,20.8,0,0,343.12,11.05,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,11.04,14.05,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,39.46

95,23:30-23:45,15,0,20.8,0,0,343.12,11.08,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,273.55,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,11.04,14.05,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,39.46

96,23:45-24:00,15,0,20.8,0,0,343.12,11.17,11.53,0,0,0,0,51.52,118.76,0,0,68.42,12,40.47,0,0,0,26.14,62.24,0,0,0,0,127.5,20.56,33.57,0,9.68,341.57,273.55,0,8.87,0,0,0,124.32,0,0,0,8.75,0,17.22,148.3,0,0,0,11.04,14.05,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,39.46

