Column1,Time,GNARE/SR/2025/01/13/4532,GNA/NR/2025/03/01/5143,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/1906,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/9482,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/01/01/8625,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/3469,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/03/01/7500,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/6891,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/03/01/6406,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/2563,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07)
7,01:30-01:45,7,190.26,0,23.31,32,0,89.39,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.68,200,30.78,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,45,14,0,0,0,0,0,22.17,0,22.17,0,0,66.49,0,0,45,0,0

8,01:45-02:00,7,190.26,0,23.31,32,0,70,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.68,200,30.28,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,45.33,14,0,0,0,0,0,23,0,23,0,0,69,0,0,45.34,0,0

9,02:00-02:15,7,190.26,0,23.31,32,0,70,17.28,74.41,0,0,271.38,99.99,6.72,23.31,8.64,3.68,0,30.28,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,44,14,0,0,0,0,0,22.67,0,22.67,0,0,67.99,0,0,44,0,0

10,02:15-02:30,7,190.26,0,23.31,32,0,70,17.28,74.41,0,0,271.38,99.99,6.72,23.31,8.64,3.68,0,30.28,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,45,13.34,0,0,0,0,0,22.17,0,22.17,0,0,66.49,0,0,45,0,0

11,02:30-02:45,7,190.26,0,23.31,32,0,70,17.28,74.41,0,0,271.38,99.99,6.72,23.31,8.64,3.68,0,30.28,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,46.33,12.66,0,0,0,0,0,21.83,0,21.83,0,0,65.51,0,0,46.34,0,0

12,02:45-03:00,7,190.26,0,23.31,32,0,70,17.28,74.41,0,0,271.38,99.99,6.72,23.31,8.64,3.68,0,30.28,0,63.42,228.35,1.16,1.26,1.15,42,25.71,23.31,0,47.33,11.66,0,0,0,0,0,21.33,0,21.33,0,0,64.01,0,0,47.34,0,0

13,03:00-03:15,7,190.26,0,23.31,32,0,70,17.28,63.94,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.28,0,63.42,193.14,1.16,1.26,1.15,42,25.71,23.31,0,43.33,12.34,0,0,0,0,0,17.83,0,17.83,0,0,53.51,0,0,43.34,0,0

14,03:15-03:30,7,190.26,0,23.31,32,0,70,17.28,63.94,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.28,0,63.42,193.14,1.16,1.26,1.15,42,25.71,23.31,0,43.33,12,0,0,0,0,0,17.33,0,17.33,0,0,52.01,0,0,43.34,0,0

15,03:30-03:45,7,190.26,0,23.31,32,0,70,17.28,63.94,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.28,0,63.42,193.14,1.16,1.26,1.15,42,25.71,23.31,0,42.67,11.66,0,0,0,0,0,16.83,0,16.83,0,0,50.51,0,0,42.66,0,0

16,03:45-04:00,7,190.26,0,23.31,32,0,70,17.28,63.94,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.28,0,63.42,193.14,1.16,1.26,1.15,42,25.71,23.31,0,41.33,11.34,0,0,0,0,0,16.33,0,16.33,0,0,49.01,0,0,41.34,0,0

17,04:00-04:15,7,190.26,0,23.31,32,0,70,17.28,63.94,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.28,0,63.42,193.14,1.16,1.26,1.15,42,25.71,23.31,0,41.33,9.34,0,0,0,0,0,17,0,17,0,0,51,0,0,41.34,0,0

18,04:15-04:30,7,190.26,0,23.31,32,0,70,17.28,76.1,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.28,0,63.42,224.52,1.16,1.26,1.15,42,25.71,23.31,0,41,9.34,0,0,0,0,0,17.17,0,17.17,0,0,51.49,0,0,41,0,0

19,04:30-04:45,7,190.26,0,23.31,32,0,70,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.78,0,63.42,259.72,1.16,1.26,1.15,42,32,23.31,0,40.33,12,0,0,0,0,0,17.33,0,17.33,0,0,52.01,0,0,40.34,0,0

20,04:45-05:00,7,190.26,0,23.31,32,0,65.86,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.78,0,63.42,259.72,1.16,1.26,1.15,42,32,23.31,0,39.67,12,0,0,0,0,0,17.5,0,17.5,0,0,52.5,0,0,39.66,0,0

21,05:00-05:15,7,190.26,0,23.31,32,0,74.33,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.78,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,38.33,12.34,0,0,0,0,0,20.33,0,20.33,0,0,61.01,0,0,38.34,0,0

22,05:15-05:30,7,190.26,0,23.31,32,0,82.8,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,30.28,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,37.67,12.66,0,0,0,0,0,20.5,0,20.5,0,0,61.5,0,0,37.66,0,0

23,05:30-05:45,7,190.26,0,23.31,32,0,91.27,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,29.77,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,40.33,14.66,0,0,0,0,0,20.83,0,20.83,0,0,62.51,0,0,40.34,0,0

24,05:45-06:00,7,190.26,0,23.31,32,0,99.73,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,29.77,0,63.42,259.72,1.16,1.26,1.15,42,25.71,23.31,0,40.67,14.66,0,0,0,0,0,21,0,21,0,0,63,0,0,40.66,0,0

25,06:00-06:15,7,0,0,23.31,32,0,114.79,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,29.77,0,0,259.72,1.16,1.26,1.15,42,32,23.31,0,45.67,17,0,0,0,0,0,23.5,0,23.5,0,0,70.5,0,0,45.66,0,0

26,06:15-06:30,7,0,0,23.31,32,0,114.79,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,29.27,0,0,259.72,1.16,1.26,1.15,42,32,23.31,5.5,43.67,17,0,0,6.5,0,0,23.17,0,23.17,0,0,69.49,0,0,43.66,0,0

27,06:30-06:45,7,0,0,23.31,32,0,114.79,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,28.26,0,0,259.72,1.16,1.26,1.15,42,32,23.31,9.71,41.33,17,0,0,14.76,0,1.51,22.83,0,22.83,0,0,68.51,0,0.04,41.34,0,1

28,06:45-07:00,7,0,0,23.31,32,0,114.79,17.28,86.57,0,0,271.38,99.99,6.72,23.31,8.64,3.58,0,27.25,0,0,259.72,1.16,1.26,1.15,42,32,23.31,19.24,38.67,17,1,1,20.1,0,6.82,22.17,0.23,22.17,1,1.12,66.49,1,0.08,38.66,0,4

29,07:00-07:15,7,0,0.12,23.31,32,0.12,114.79,17.28,86.57,0.12,0,271.38,99.99,6.72,23.31,8.64,3.58,0,27.25,0,0,259.72,1.16,1.26,1.15,0,32,23.31,23.75,36,16.34,3,3,26.77,1,13.37,21.17,0.91,21.17,7,4.55,63.49,4,0.4,36,3,10

30,07:15-07:30,7,0,0.25,23.31,32,0.25,106.32,17.28,86.57,0.25,0,271.38,99.99,6.72,23.31,8.64,3.58,0,26.75,0,0,259.72,1.16,1.26,1.15,0,32,23.31,26.25,33,15.66,7,5,26.25,3,21.8,20.17,2.05,20.17,10,10.23,60.49,7,2.83,33,5,15

31,07:30-07:45,7,0,1.1,23.31,32,1.1,97.85,17.28,74.41,1.1,0,271.38,99.99,6.72,23.31,8.64,3.58,0,26.75,0,0,259.72,1.16,1.26,1.15,0,32,23.31,24.5,30,15,10,5,24.5,6,31.41,23,3.64,23,10,18.2,69,14,5.83,30,7,24

32,07:45-08:00,7,0,2.31,23.31,32,2.31,89.39,17.28,63.94,2.31,0,271.38,99.99,6.72,23.31,8.64,3.58,0,26.75,0,0,198.9,1.16,1.26,1.15,0,32,23.31,24.83,27.33,13.66,16,8,24.83,10,41.75,22,7.92,22,17,39.59,66,25,13.2,27.34,12,24.84

33,08:00-08:15,7,0,3.74,23.31,32,3.74,70,17.28,63.94,3.74,0,271.38,99.99,6.72,23.31,8.64,3.58,0,26.75,0,0,193.14,1.16,1.26,1.15,0,32,23.31,25.5,20.33,12,25,13,25.5,25,52.24,19.83,12.41,19.83,25,62.03,59.51,60,23.5,20.34,16,25.5

34,08:15-08:30,7,0,5.23,23.31,32,5.23,70,17.28,63.94,5.23,0,271.38,99.99,6.72,23.31,8.64,3.58,0,26.75,0,0,193.14,1.16,1.26,1.15,0,32,23.31,27.07,17.33,9.34,33,18,27.07,34,62.73,14.67,16.72,14.67,37,83.61,43.99,81,31.77,17.34,23,27.06

35,08:30-08:45,7,0,6.71,23.31,32,6.71,70,17.28,63.94,6.71,0,271.38,99.99,6.72,23.31,8.64,3.58,0,26.75,0,0,193.14,1.16,1.26,1.15,0,25.71,23.31,28.57,15.67,8,43,24,28.57,40,72.64,10.67,21.68,10.67,49,108.42,31.99,95,40.54,15.66,25,28.56

36,08:45-09:00,7,0,8.21,23.31,32,8.21,70,17.28,63.94,8.21,0,230.35,99.99,6.72,23.31,8.64,3.58,0,26.75,0,0,193.14,1.16,1.26,1.15,0,25.71,23.31,28.57,14.67,7.66,50,28,28.57,48,82.19,8.33,25.75,8.33,57,128.72,25.01,112,49.05,14.66,30,28.56

37,09:00-09:15,7,0,9.7,23.31,32,9.7,70,17.28,63.94,9.7,0,271.38,99.99,6.72,23.31,8.64,3.49,0,26.24,0,0,193.14,1.16,0,1.15,0,25.71,23.31,28.57,14.33,6.66,60,32,28.57,55,89.31,7,30.51,7,63,152.52,21,130,57.34,14.34,33,28.56

38,09:15-09:30,7,0,10.95,23.31,32,10.95,70,17.28,63.94,10.95,0,271.38,99.99,6.72,23.31,8.64,3.49,0,26.24,0,0,193.14,1.16,0,1.15,0,25.71,23.31,29.57,14.33,6.66,67,37,29.57,64,97.7,7,34.52,7,73,172.58,21,151,65.15,14.34,36,29.56

39,09:30-09:45,7,0,12.17,23.31,32,12.17,70,17.28,63.94,12.17,0,271.38,99.99,6.72,23.31,8.64,3.49,0,25.73,0,0,193.14,1.16,0,1.15,0,25.71,23.31,29.57,14.33,6.66,73,40,29.57,69,105.65,7,38.17,7,80,190.83,21,161,72.4,14.34,39,29.56

40,09:45-10:00,7,0,13.19,23.31,32,13.19,70,17.28,63.94,13.19,0,230.35,71.2,6.72,23.31,8.64,3.49,0,25.73,0,0,193.14,1.16,0,1.15,0,25.71,23.31,29.57,14.33,6.66,80,43,29.57,73,113.3,7,41.39,7,87,206.96,21,172,78.84,14.34,41,29.56

41,10:00-10:15,7,0,14.3,23.31,32,14.3,70,17.28,63.94,14.3,0,230.35,52.79,6.72,23.31,8.64,3.49,0,0,0,0,193.14,1.24,1.35,1.23,0,25.71,23.31,29.57,14.33,6.66,85,45,29.57,78,119.54,7,46.39,7,90,231.94,21,182,84.93,14.34,43,29.56

42,10:15-10:30,7,0,15.12,23.31,32,15.12,70,17.28,63.94,15.12,0,230.35,52.79,6.72,23.31,8.64,3.49,0,0,0,0,193.14,1.24,1.35,1.23,0,25.71,23.31,29.57,14.33,6.66,89,47,29.57,82,124.41,7,47.69,7,93,238.42,21,193,89.79,14.34,44,29.56

43,10:30-10:45,7,0,15.85,23.31,32,15.85,70,17.28,45.11,15.85,0,230.35,81.58,6.72,23.31,8.64,3.49,0,0,0,0,162.21,1.24,1.35,1.23,0,25.71,23.31,29.57,14.33,6.66,93,48,29.57,87,125.24,7,48.14,7,97,240.7,21,203,98.38,14.34,45,29.56

44,10:45-11:00,7,0,16.52,23.31,32,16.52,70,17.28,45.11,16.52,0,191.96,52.79,6.72,23.31,8.64,3.49,0,0,0,0,162.21,1.24,1.35,1.23,0,25.71,23.31,29.57,14.33,6.66,94,50,29.57,90,127.99,7,48.33,7,100,241.67,21,210,98.67,14.34,47,29.56

45,11:00-11:15,7,0,17.12,23.31,32,17.12,70,17.28,45.11,17.12,0,191.96,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.24,1.31,1.23,0,25.71,23.31,29.57,14.33,6.66,98,50,29.57,90,130.06,7,48.33,7,100,241.67,21,210,98.67,14.34,49,29.56

46,11:15-11:30,7,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,191.96,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.24,1.31,1.23,0,25.71,23.31,29.57,14.33,6.66,98,50,29.57,90,131.51,7,48.33,7,100,241.67,21,210,98.67,14.34,49,29.56

47,11:30-11:45,7,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.24,1.31,1.23,0,25.71,23.31,29.57,14.33,6.66,98,50,29.57,90,131.98,7,48.33,7,100,241.67,21,210,96,14.34,49,29.56

48,11:45-12:00,7,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.24,1.31,1.23,0,25.71,23.31,29.57,14.33,6.66,98,50,29.57,90,147.51,7,48.33,7,100,241.67,21,210,96,14.34,50,29.56

49,12:00-12:15,7,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.24,1.31,1.31,0,25.71,23.31,29.57,14.33,6.66,98,50,29.57,90,147.59,7,48.33,7,100,241.67,21,210,96,14.34,7.5,29.56

50,12:15-12:30,7,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.24,1.31,1.31,0,25.71,23.31,29.57,14.33,6.66,98,50,29.57,90,147.31,7,48.33,7,100,241.67,21,210,96,14.34,43,29.56

51,12:30-12:45,14.41,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.39,1.31,1.31,0,25.71,23.31,29.57,18.33,6.66,98,50,29.57,90,146.47,7,48.33,7,100,241.67,21,210,96,18.34,50,29.56

52,12:45-13:00,14.41,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.39,1.31,1.31,0,25.71,23.31,29.57,18.33,6.66,98,50,29.57,90,144.88,7,48.33,7,100,241.67,21,210,96,18.34,50,29.56

53,13:00-13:15,14.41,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.39,1.31,1.31,0,25.71,23.31,29.57,18.33,6.66,98,50,29.57,90,142.01,7,48.33,7,100,241.67,21,210,96,18.34,50,29.56

54,13:15-13:30,13.81,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.39,1.31,1.31,0,25.71,23.31,29.57,18.33,6.66,98,50,29.57,90,137.94,7,48.33,7,100,241.67,21,210,96,18.34,50,29.56

55,13:30-13:45,17.01,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.39,1.31,1.31,0,25.71,23.31,29.57,18.33,6.66,98,50,29.57,90,132.87,7,48.33,7,100,241.67,21,210,96,18.34,50,29.56

56,13:45-14:00,17.01,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.49,0,0,0,0,133.41,1.39,1.31,1.31,0,25.71,23.31,29.57,18.33,6.66,97,50,29.57,90,127.46,7,48.33,7,100,241.67,21,210,96,18.34,49,29.56

57,14:00-14:15,16.61,0,17.66,23.31,32,17.66,70,17.28,45.11,17.66,0,149.26,52.79,6.72,23.31,8.64,3.58,0,0,0,0,133.41,1.39,1.35,1.31,0,25.71,23.31,29.57,18.33,6.66,95,50,29.57,90,121.92,7,48.33,7,100,241.67,21,210,96,18.34,48,29.56

58,14:15-14:30,16.21,0,17.21,23.31,32,17.21,70,17.28,45.11,17.21,0,149.26,52.79,6.72,23.31,8.64,3.58,0,0,0,0,133.41,1.39,1.35,1.31,0,25.71,23.31,29.57,18.33,6.66,93,50,29.57,90,116.24,7,48.33,7,100,241.67,21,210,96,18.34,47,29.56

59,14:30-14:45,15.81,0,16.53,23.31,32,16.53,70,17.28,45.11,16.53,0,149.26,52.79,6.72,23.31,8.64,3.58,0,0,0,0,133.41,1.39,1.35,1.31,0,25.71,23.31,29.57,18.33,6.66,92,48,29.57,87,109.71,7,48.33,7,97,241.67,21,203,96,18.34,46,29.56

60,14:45-15:00,15.21,0,15.94,23.31,32,15.94,70,17.28,45.11,15.94,0,149.26,52.79,6.72,23.31,8.64,3.58,0,0,0,0,133.41,1.39,1.35,1.31,0,25.71,23.31,29.57,18.33,6.66,91,47,29.57,84,102.61,7,48.33,7,93,241.67,21,196,96,18.34,44,29.56

61,15:00-15:15,11.81,0,15.27,23.31,32,15.27,70,17.28,45.11,15.27,0,191.96,52.79,6.72,23.31,8.64,3.58,0,0,0,0,133.41,1.39,1.35,1.38,0,25.71,23.31,29.57,16.67,6.66,89,45,29.57,79,94.63,7,48.33,7,90,241.67,21,186,96,16.66,42,29.56

62,15:15-15:30,11.61,0,14.45,23.31,32,14.45,70,17.28,45.11,14.45,0,191.96,81.58,6.72,23.31,8.64,3.58,0,0,0,0,133.41,1.39,1.35,1.38,0,25.71,23.31,29.57,16.67,6.66,86,42,29.57,75,86.21,7,48,7,85,240,21,175,92.37,16.66,40,29.56

63,15:30-15:45,11,0,13.55,23.31,32,13.55,70,17.28,45.11,13.55,0,230.35,99.99,6.72,23.31,8.64,3.58,0,0,0,0,133.41,1.39,1.35,1.38,0,25.71,23.31,29.57,15,7.34,79,40,29.57,70,77.65,7,46.01,7,80,230.05,21,165,86.76,15,37,29.56

64,15:45-16:00,10.6,0,12.5,23.31,32,12.5,70,17.28,45.11,12.5,0,271.38,99.99,6.72,23.31,8.64,3.58,0,0,0,0,162.21,1.39,1.35,1.38,0,25.71,23.31,29.57,15,7.34,76,37,29.57,64,68.93,7,42.99,7,73,214.93,21,151,80.74,15,34,29.56

65,16:00-16:15,7,0,11.41,23.31,32,11.41,70,17.28,45.11,11.41,0,271.38,99.99,6.72,23.31,8.64,3.58,0,0,0,0,162.21,1.39,1.35,1.38,0,25.71,23.31,29.57,15,7.34,67,33,29.57,58,60.27,7,39.51,7,67,197.54,21,137,74.45,15,32,29.56

66,16:15-16:30,7,0,10.17,23.31,32,10.17,70,17.28,63.94,10.17,0,271.38,99.99,6.72,23.31,8.64,3.58,0,0,0,0,193.14,1.39,1.35,1.38,0,25.71,23.31,29.57,17.33,7.34,61,30,29.57,51,51.35,7.5,35.69,7.5,60,178.43,22.5,119,67.78,17.34,28,29.56

67,16:30-16:45,7,0,7.84,23.31,32,7.84,65.86,17.28,63.94,7.84,0,271.38,99.99,6.72,23.31,8.64,3.58,0,0,0,0,193.14,1.39,1.35,1.38,0,25.71,23.31,29.57,21.67,7.34,49,26,29.57,45,42.22,7.5,31.65,7.5,52,158.22,22.5,105,60.3,21.66,25,29.56

68,16:45-17:00,7,0,6.65,23.31,32,6.65,65.86,17.28,63.94,6.65,0,271.38,99.99,6.72,23.31,8.64,3.58,0,0,0,0,193.14,1.39,1.35,1.38,0,25.71,23.31,29.57,26.67,7.34,42,22,29.57,37,33.13,7.5,27.45,7.5,43,137.25,22.5,88,52.68,26.66,21,29.56

69,17:00-17:15,5.2,0,5.35,23.31,32,5.35,65.86,17.28,63.94,5.35,100,271.38,99.99,6.72,23.31,8.64,3.68,0,30.78,0,0,193.14,1.39,1.35,1.45,0,25.71,23.31,29.57,31,7.34,34,17,29.57,30,24.3,10,22.48,10,33,112.4,30,70,44.54,31,16,29.56

70,17:15-17:30,5.2,0,4.01,23.31,32,4.01,65.86,17.28,63.94,4.01,100,271.38,99.99,6.72,23.31,8.64,3.68,0,31.29,0,0,193.14,1.39,1.35,1.45,0,25.71,23.31,26.54,33.33,7.34,28,13,26.84,22,16.22,10.33,18.3,10.33,25,91.49,31.01,53,37.08,33.34,12,18

71,17:30-17:45,5.2,0,2.78,23.31,32,2.78,65.86,17.28,63.94,2.78,100,271.38,99.99,6.72,23.31,8.64,3.68,0,31.29,0,0,193.14,1.39,1.35,1.45,0,25.71,23.31,15.2,29.67,8,21,8,15.9,16,9.13,11.33,13.68,11.33,17,68.4,34.01,39,28.71,29.66,7,8

72,17:45-18:00,5,0,1.63,23.31,32,1.63,65.86,17.28,74.41,1.63,100,271.38,99.99,6.72,23.31,8.64,3.68,0,31.29,0,0,228.35,1.39,1.35,1.45,0,25.71,23.31,6.51,31.67,9,13,5,7.97,7,3.57,12,10.07,12,10,50.35,36,18,19.76,31.66,4,1

73,18:00-18:15,5,0,0.8,23.31,32,0.8,65.86,17.28,86.57,0.8,100,271.38,99.99,6.72,23.31,8.64,3.68,0,31.29,50,0,259.72,1.39,1.31,1.38,0,25.71,23.31,0,32.67,10,8,3,0,3,3.33,12.5,6.92,12.5,5,34.59,37.5,7,14.33,32.66,3,0

74,18:15-18:30,4.8,0,0.24,23.31,32,0.24,114.79,17.28,86.57,0.24,100,271.38,99.99,6.72,23.31,8.64,3.68,0,31.29,50,0,259.72,1.39,1.31,1.38,0,17.81,23.31,0,34,11,5,1,0,1,0,12.83,4.34,12.83,3,21.72,38.51,2,8.13,34,1,0

75,18:30-18:45,4.6,0,0.05,23.31,32,0.05,114.79,17.28,86.57,0.05,100,271.38,99.99,6.72,23.31,8.64,3.68,50,31.29,50,0,259.72,0.78,1.31,1.38,0,2.49,23.31,0,38.33,11.34,2,0,0,0,0,13.17,2.41,13.17,1,12.05,39.49,1,3.28,38.34,0,0

76,18:45-19:00,4.4,0,0.04,31.67,32,0.04,114.79,28.79,86.57,0.04,100,271.38,99.99,6.72,31.67,8.64,3.68,50,31.29,50,0,259.72,0.78,1.31,1.38,0,2.49,31.67,0,38,11.66,1,0,0,0,0,13.33,1.15,13.33,0,5.75,40.01,0,0.5,38,0,0

