Block,Time Block,CHAMERA1,BSIUL,CHAMERA2,BRBCL,DULHASTI,DHAULIGNGA,FSTPP I & II,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,KOTESHWR,NLCEXP,MAPS,NJPC,NAPP,KUDGI,DADRT2,CHAMERA3,JHAJJAR,KGSU1AND2,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KGSU3AND4,KISHANGANGA,SASAN,SIMHST1,SIMHST2,SALAL,SEWA2,UNCHAHAR4,SINGRAULI,TALST2,UNCHAHAR3,TANAKPUR,URI2,TelanganaSTPP,TALA,UNCHAHAR2,URI,SINGRAULI_HYDRO,TEHRI,TANDA2,UNCHAHAR1,RAMPUR,RSTPSU1TO6,NTPL,RSTPSU7,PARBATI3,RAPPC,RAPPB,RIHAND1,RIHAND2,RIHAND3,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,VALLURNTECL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,0,10.11,14.52,52.77,38.9,17.92,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,117.66,0,38.23,85.89,0,0,1.13,0,1.39,405.24,0,0,61.86,0,1.57,116.75,0,0,9.43,10.02,0,9.93,31.25,16.03,0,0,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,10.11,14.52,52.77,38.9,17.92,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,117.66,0,38.23,82.99,0,0,1.13,0,1.39,405.24,0,0,67.47,0,1.57,117.18,0,0,9.43,12.87,0,9.93,31.25,16.03,0,0,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,10.11,14.52,52.77,38.9,18.61,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,118.73,0,38.23,82.99,0,0,2.31,0,1.39,405.24,0,0,67.47,0,1.57,117.47,0,0,9.43,12.87,0,9.93,31.43,16.03,0,0,2.39,15.32,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,10.11,14.52,52.77,38.9,15.13,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,117.66,0,38.23,82.99,0,0,2.31,0,1.39,405.24,0,0,67.47,0,1.57,118.19,0,0,9.43,10.02,0,9.93,31.05,16.03,0,0,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,10.11,14.52,52.77,38.9,15.13,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,117.66,0,38.23,82.99,0,0,2.31,0,1.39,405.24,0,0,67.47,0,1.57,118.61,0,0,9.43,10.02,0,9.78,31.05,16.03,0,0,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,10.11,14.52,52.77,38.9,15.13,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,117.66,0,38.23,82.99,0,0,2.35,0,1.39,405.24,0,0,74.21,0,1.57,118.9,0,0,9.43,15.02,0,9.78,31.05,16.03,0,0,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,10.11,14.52,52.77,38.9,15.13,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,117.66,0,38.23,82.99,0,0,2.35,0,1.39,405.24,0,0,74.21,0,1.57,118.9,0,0,9.43,15.02,0,9.78,31.05,16.03,0,7.92,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,6.31,10.11,14.52,52.77,29.25,17.34,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,119.69,0,42.34,93.76,0,0,2.35,0,1.39,405.24,0,0,74.21,0,1.57,118.9,0,0,9.43,13.59,0,9.73,31.05,16.03,0,17.15,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,6.31,10.11,14.52,52.77,29.25,17.34,0,0,0,0,9.35,0,0,110.13,43.99,0,367.78,10.34,119.69,0,43.47,95.68,0,0,2.35,0,1.39,405.24,0,0,74.21,0,1.57,118.9,0,0,9.43,13.59,0,9.62,31.05,16.03,0,17.15,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,6.31,10.11,14.52,52.77,29.25,20.13,0,0,0,0,9.35,0,0,110.13,43.99,0,371.85,10.34,119.69,0,43.47,95.68,0,0,2.35,0,1.39,405.24,0,0,74.21,0,1.57,99.51,0,0,9.43,13.59,0,9.53,31.05,8.01,0,34.3,2.39,18.04,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,6.31,10.11,14.52,52.77,29.25,20.13,0,0,0,0,9.35,0,0,110.13,43.99,0,371.85,10.34,119.69,0,43.47,95.68,0,0,2.35,0,1.39,405.24,0,0,74.21,0,1.57,99.51,0,0,9.43,13.59,0,9.16,31.05,8.01,0,34.3,2.39,18.04,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,6.31,10.11,14.52,52.77,29.25,20.13,0,0,0,0,9.35,0,0,110.13,43.99,0,371.87,10.34,198.44,0,43.47,95.68,0,0,2.35,0,1.39,405.24,0,0,74.21,0,1.57,99.51,0,0,9.43,13.59,0,9.47,37.5,8.01,0,51.44,2.39,18.04,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,6.31,10.11,14.52,52.77,29.25,20.13,0,0,0,0,9.35,0,0,110.13,43.99,0,371.87,10.34,266.79,0,43.47,95.68,0,0,2.35,0,2.79,405.24,0,0,74.21,0,1.57,99.51,0,0,9.43,13.59,0,9.19,37.5,8.01,0,51.44,2.39,18.04,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,6.31,13,14.52,52.77,29.25,20.13,0,0,0,0,9.35,0,0,110.13,43.99,0,418.32,10.34,304.53,0,43.47,95.68,0,0,2.35,0,2.79,405.24,0,0,74.21,0,1.57,99.51,0,0,9.43,13.59,0,8.99,37.68,8.01,0,51.44,2.71,18.13,2.36,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,1.06,13,14.52,52.77,29.25,20.13,0,0,0,0,9.35,0,0,110.13,43.99,0,418.32,10.34,320.01,0,43.47,95.68,0,0,2.35,0,2.79,405.24,0,0,74.21,0,1.57,99.51,0,0,9.43,13.59,0,8.82,37.68,10.68,0,68.58,2.71,18.13,2.36,0,0,0,5.44,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,13.6,1.06,13,14.52,52.77,29.25,20.13,0,0,0,0,9.35,0,0,110.13,43.99,0,418.32,10.34,371.3,0,43.47,95.68,0,0,2.35,0,2.79,405.24,0,0,74.21,2.85,1.57,99.51,0,0,9.43,13.59,0,8.45,37.68,16.03,0,68.58,2.71,18.13,2.36,0,0,0,8.16,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,27.19,2.13,27.42,14.52,52.77,38.9,20.13,0,0,0,0,9.35,0,0,123.75,43.99,0,418.32,20.68,371.3,0,43.47,95.68,0,0,3.52,0,2.79,405.24,0,0,74.21,8.52,1.57,99.51,0,0,9.43,13.59,0,8.3,37.68,16.03,0,68.58,2.71,18.13,2.65,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,20.77,0,0,148.39,43.99,0,479.97,32.65,398.43,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,14.19,1.57,99.51,0,0,10.29,34.31,0,8.3,41.25,49.15,0,68.58,2.71,19.94,3.18,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,20.77,0,0,148.39,43.99,0,581.03,32.65,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,14.19,1.57,99.51,0,0,10.29,34.31,0,8.28,42.3,49.15,0,68.58,2.71,20.28,3.18,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,20.77,0,0,148.39,43.99,0,586.85,32.65,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,14.19,1.57,99.51,0,0,10.29,34.31,0,8.42,42.3,10.68,0,68.58,2.71,20.28,3.18,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,20.77,0,0,148.39,43.99,0,595.56,32.65,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,14.19,1.57,99.51,0,0,10.29,34.31,0,8.79,42.3,10.68,0,68.58,2.71,20.28,3.18,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,20.77,0,0,148.39,43.99,0,601.38,32.65,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,14.19,1.57,99.51,0,0,10.29,10.72,0,9.11,42.3,10.68,0,68.58,2.71,20.28,3.18,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,20.77,0,0,148.39,43.99,0,609.13,32.65,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,14.19,1.57,99.51,0,0,10.29,10.72,0,9.27,42.3,10.68,0,68.58,2.71,20.28,3.18,0,0,0,6.8,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,20.77,0,0,148.39,43.99,0,625.58,32.65,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,14.19,1.57,99.51,0,0,10.29,10.72,0,9.39,42.3,16.03,0,68.58,2.71,20.28,3.18,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,20.77,0,0,148.39,43.99,0,619.77,32.65,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,14.19,1.57,99.51,0,0,10.29,10.72,0,9.44,42.3,16.03,0,68.58,2.71,20.28,3.18,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,27.19,0,42.79,14.52,52.77,29.25,20.13,0,0,0,0,18.91,0,0,145.17,43.99,0,606.23,31.04,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,9.93,1.57,99.51,0,0,9.43,10.02,0,9.68,42.3,16.03,0,68.58,2.71,20.28,3.12,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,27.19,0,42.79,14.52,52.77,29.25,20.13,0,0,0,0,18.7,0,0,145.17,43.99,0,612.03,31.04,399.93,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,4.95,1.57,99.51,0,0,9.43,10.02,0,9.88,42.3,16.03,0,68.58,2.71,20.28,3.12,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,27.19,0,42.79,14.52,52.77,29.25,20.13,0,0,0,0,18.7,0,0,145.17,43.99,0,547.68,31.04,371.3,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,4.95,1.57,99.51,0,0,9.43,10.02,0,9.99,42.3,16.03,0,68.58,2.71,18.13,3.12,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,27.19,0,42.79,14.52,52.77,29.25,20.13,0,0,0,0,18.7,0,0,145.17,43.99,0,525.73,31.04,371.3,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,4.95,1.57,99.51,0,0,9.43,10.02,0,10.04,42.3,16.03,0,68.58,2.71,18.13,3.12,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,27.19,0,42.79,14.52,52.77,29.25,20.13,0,0,0,0,18.7,0,0,145.17,43.99,0,466.7,31.04,371.3,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,4.95,1.57,99.51,0,0,9.43,10.02,0,10.22,37.68,19.23,0,68.58,2.71,18.13,3.12,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,27.19,0,42.79,14.52,52.77,29.25,20.13,0,0,0,0,18.7,0,0,145.17,43.99,0,474.32,31.04,371.3,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,9.93,1.57,99.51,0,0,9.43,10.02,0,10.22,37.68,19.23,0,68.58,2.71,18.13,3.12,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,31.16,0,0,148.39,43.99,0,405.98,32.65,282.27,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,12.76,1.57,99.51,0,0,10.29,10.02,0,10.24,37.68,49.15,0,68.58,2.71,14.93,3.18,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,31.16,0,0,148.39,43.99,0,404.15,32.65,282.27,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,12.76,1.57,101.76,0,0,10.29,10.02,0,10.27,37.68,49.15,0,68.58,2.71,14.93,3.18,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,31.16,0,0,148.39,43.99,0,409.95,32.65,282.27,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,12.76,1.57,101.76,0,0,10.29,10.02,0,10.27,37.68,16.03,0,68.58,2.71,14.93,3.18,0,0,0,14.96,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,40.79,18.93,44.18,14.52,53.3,40.08,20.13,0,0,0,0,31.16,0,0,148.39,43.99,0,415.74,32.65,282.27,0,43.47,95.68,0,0,3.88,0,4.18,405.24,0,0,75.34,12.76,1.57,101.76,0,0,10.29,10.02,0,10.27,37.68,10.68,0,68.58,2.71,14.93,3.18,0,0,0,14.96,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,27.19,1.06,25.98,14.52,52.77,38.9,20.13,0,0,0,0,20.77,0,0,145.17,43.99,0,434.11,20.68,282.27,0,43.47,95.68,0,0,3.88,0,2.79,405.24,0,0,62.97,9.21,1.57,101.76,0,0,9.43,10.02,0,10.27,37.68,10.68,0,68.58,2.71,14.93,3.12,0,0,0,14.96,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,13.6,0,25.98,14.52,52.77,38.9,20.13,0,0,0,0,9.35,0,0,145.17,43.99,0,415.74,20.68,282.27,0,43.47,95.68,0,0,3.88,0,1.39,405.24,0,0,62.97,2.85,1.57,101.76,0,0,9.43,10.02,0,10.27,37.68,10.68,0,68.58,2.71,14.93,3.12,0,0,0,14.96,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,13.6,0,25.98,14.52,52.77,38.9,20.13,0,0,0,0,9.35,0,0,145.17,43.99,0,397.38,20.68,282.27,0,43.47,95.68,0,0,3.88,0,0.14,405.24,0,0,62.97,0,1.57,101.76,0,0,9.43,10.02,0,10.27,37.68,10.68,0,68.58,2.71,14.93,3.12,0,0,0,14.96,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,13.6,0,25.98,14.52,52.77,38.9,20.13,0,0,0,0,9.35,0,0,145.17,43.99,0,390.61,20.68,282.27,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,62.97,0,1.57,101.76,0,0,9.43,10.02,0,10.27,37.68,10.68,0,68.58,2.71,14.93,3.12,0,0,0,14.96,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

