Block,Time Block,DADRT2,CHAMERA3,CHAMERA2,JHAJJAR,CHAMERA1,BSIUL,BRBCL,SEWA2,SALAL,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,KISHANGANGA,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KGSU3AND4,KOLDAM,KUDGI,MAPS,RSTPSU1TO6,RSTPSU7,RAMPUR,RIHAND1,RAPPC,RIHAND3,RAPPB,RIHAND2,FSTPP I & II,DULHASTI,DHAULIGNGA,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,KGSU1AND2,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,DADRI_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_RF,DADRI_LF,TelanganaSTPP,TALA,UNCHAHAR2,TEHRI,URI,UNCHAHAR1,TANDA2,UNCHAHAR4,VALLURNTECL,TALST2,UNCHAHAR3,URI2,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,290.94,0,2.31,214.34,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,29.66,0,5,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

62,15:15-15:30,290.94,0,2.31,274.59,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,35.31,0,5,17.68,0,0,0,0,0,5.19,10.5,0,0,0,0,0

63,15:30-15:45,290.94,0,2.31,322.3,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,35.31,0,5,17.68,0,0,0,0,0,5.19,10.5,0,0,0,0,0

64,15:45-16:00,290.94,0,2.31,322.3,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,35.31,0,5,17.68,0,0,0,0,0,5.19,10.5,0,0,0,0,0

65,16:00-16:15,290.94,0,2.31,322.3,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,35.31,0,5,17.68,0,0,0,0,0,5.19,10.5,0,0,0,0,0

66,16:15-16:30,290.94,0,2.31,322.3,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,35.31,0,5,17.68,0,0,0,0,0,5.19,10.5,0,0,0,0,0

67,16:30-16:45,290.94,0,2.31,330.98,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,40.87,0,5,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

68,16:45-17:00,290.94,0,2.31,339.66,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,40.87,0,5,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

69,17:00-17:15,311.75,0,2.31,350.86,0,0,14.46,0,20.16,401.27,0,0,0,106.94,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,40.87,14.39,5,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

70,17:15-17:30,327.25,0,2.31,283.38,0,0,14.46,0,20.16,401.27,0,0,0,108.8,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,40.87,14.39,5,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

71,17:30-17:45,303.33,0,2.31,283.38,0,0,14.46,0,24.65,401.27,0,0,0,112.55,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,67.64,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,40.87,28.79,5,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

72,17:45-18:00,274.41,9.33,10.92,350.86,13.54,1.06,14.46,0,76.52,401.27,0,0,0,115.59,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,90.19,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,40.87,45.01,5,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

73,18:00-18:15,243.28,18.66,25.39,348.62,27.09,3.18,14.46,2.57,76.52,401.27,0,0,0,117.1,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,26.49,112.74,0,0,0,40.15,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,40.87,45.01,5,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

74,18:15-18:30,243.28,29.46,39.32,350.86,40.63,18.86,14.46,6.93,76.52,401.27,0,0,0,117.1,0,43.3,19.01,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,36.29,135.29,0,0,0,40.15,0,31.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,40.87,60,5,19.82,0,0,0,0,0,5.19,12.59,0,0,0,0,0

75,18:30-18:45,209.75,29.46,39.32,350.86,40.63,18.86,14.46,15.24,76.52,401.27,0,0,0,118.6,0,43.3,19.01,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,36.29,135.29,0,0,0,40.15,0,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,40.87,60,8.51,19.82,0,0,0,0,0,5.19,12.59,0,0,0,0,0

76,18:45-19:00,209.75,29.46,39.32,350.86,40.63,18.86,14.46,15.24,24.65,401.27,0,0,0,120.1,0,43.3,19.01,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,36.29,135.29,0,0,0,40.15,0,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,40.87,60,8.51,19.82,0,0,0,0,0,5.19,12.59,0,0,0,0,0

77,19:00-19:15,209.75,29.46,39.32,321.94,40.63,18.86,14.46,15.24,24.65,401.27,0,0,0,121.35,0,43.3,19.01,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,36.29,135.29,0,0,0,40.15,0,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,40.87,60,40.44,19.82,0,0,0,0,0,5.19,12.59,0,0,0,0,0

78,19:15-19:30,238.67,29.46,39.32,321.94,40.63,18.86,14.46,15.24,24.65,401.27,0,0,0,121.35,0,43.3,19.01,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,36.29,135.29,0,0,0,40.15,0,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,40.87,60,40.44,19.82,0,0,0,0,0,5.19,11.48,0,0,0,0,0

79,19:30-19:45,303.33,29.46,39.32,350.86,40.63,18.86,14.46,15.24,24.65,401.27,0,0,0,121.35,0,43.3,19.01,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,36.29,135.29,0,0,0,40.15,0,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,40.87,60,8.51,19.82,0,0,0,0,0,5.19,11.48,0,0,0,0,0

80,19:45-20:00,327.25,29.46,39.32,341.22,40.63,18.86,14.46,15.24,24.65,401.27,0,0,0,121.35,0,43.3,19.01,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,36.29,135.29,0,0,0,40.15,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,40.87,60,6.39,19.82,0,0,0,0,0,5.19,11.48,0,0,0,0,0

81,20:00-20:15,327.25,29.46,39.32,302.66,40.63,18.86,14.46,11.57,12.32,401.27,0,0,0,121.35,0,43.3,19.01,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.76,47.65,36.29,135.29,0,0,0,40.15,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,40.87,60,6.39,19.82,0,0,0,0,0,5.19,11.48,0,0,0,0,0

82,20:15-20:30,327.25,18.66,25.39,293.02,40.63,6.29,14.46,8.52,12.32,401.27,0,0,0,121.35,0,43.3,9.51,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,26.49,112.74,0,0,0,40.15,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,40.87,60,6.39,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

83,20:30-20:45,327.25,9.33,11.57,283.38,40.63,6.29,14.46,7.71,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,90.19,0,0,0,40.15,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,40.87,60,8.51,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

84,20:45-21:00,327.25,9.33,11.57,240,40.63,6.29,14.46,7.71,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,67.64,0,0,0,40.15,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,40.87,60,8.51,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

85,21:00-21:15,327.25,9.33,11.57,215.9,40.63,6.29,14.46,7.71,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,45.1,0,0,0,40.15,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,40.87,60,40.44,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

86,21:15-21:30,327.25,9.33,11.57,254.46,40.63,0,14.46,7.71,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,45.1,0,0,0,40.15,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,40.87,60,40.44,19.82,0,0,0,0,0,5.19,10.5,0,0,0,0,0

87,21:30-21:45,327.25,9.33,11.57,266.99,27.09,0,14.46,7.71,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,45.1,0,0,0,40.15,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,40.87,60,40.44,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

88,21:45-22:00,327.25,9.33,11.57,277.59,27.09,0,14.46,7.71,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,7.53,47.65,17.57,45.1,0,0,0,40.15,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,40.87,60,40.44,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

89,22:00-22:15,327.25,9.33,11.57,293.02,12.03,0,14.46,7.71,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,40.87,58.78,6.39,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

90,22:15-22:30,327.25,9.33,11.57,312.3,11.42,0,14.46,7.71,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,40.87,45.01,4.79,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

91,22:30-22:45,327.25,9.33,11.57,331.58,11.42,0,14.46,2.57,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,40.87,45.01,4.79,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

92,22:45-23:00,327.25,9.33,11.57,350.86,11.42,0,14.46,0,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,40.87,45.01,4.79,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

93,23:00-23:15,327.25,9.33,11.57,370.14,11.42,0,14.46,0,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,40.87,45.01,4.79,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

94,23:15-23:30,327.25,9.33,11.57,389.42,11.42,0,14.46,0,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,40.87,45.01,4.79,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

95,23:30-23:45,327.25,9.33,12.7,389.42,11.42,0,14.46,0,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,40.87,45.01,40.44,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

96,23:45-24:00,327.25,9.33,12.7,389.42,11.42,0,14.46,0,12.32,401.27,0,0,0,121.35,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,40.87,45.01,40.44,19.82,0,0,0,0,0,7.27,10.5,0,0,0,0,0

