Column1,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/16082024/31082024/APL-Raigarh_august,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01082024/31082024/SKS-Raigarh,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01082024/31082024/jitpl,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/06022042/L_NR_2012_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16
11,02:30-02:45,0,0,0,7.91,65.94,0,0,12,13.01,0,14.66,0,40,0,44,40,0,14.67,5.22,30.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,226.56,0,271.92,96.17,38.47,76.25,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,7.91,65.94,0,0,12.34,12.81,0,14.34,0,39.33,0,43,39.33,0,14.33,5.22,30.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,226.56,0,271.92,96.17,38.47,57.41,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,7.91,65.94,0,0,12,12.01,0,13.84,0,36.67,0,41.5,36.67,0,13.83,5.09,30.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,170.84,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,7.91,65.94,0,0,12,11.06,0,13.34,0,34.33,0,40,34.33,0,13.33,5.09,29.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,170.84,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,7.91,65.94,0,0,12,9.43,0,12.84,0,33.33,0,38.5,33.33,0,12.83,5.09,29.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,170.84,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,7.91,65.94,0,0,12.66,8.52,0,12.16,0,32.67,0,36.5,32.67,0,12.17,5.09,29.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,170.84,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,7.91,65.94,0,0,12.34,6.63,0,11.66,0,32.33,0,35,32.33,0,11.67,5.09,29.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,7.91,65.94,0,0,11,6.75,0,11.16,0,32.33,0,33.5,32.33,0,11.17,5.09,29.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,7.91,65.94,0,0,10.34,8.18,0,10.66,0,32.33,0,32,32.33,0,10.67,5.09,29.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,7.91,65.94,0,0,10.34,8.98,0,10.16,0,32,0,30.5,32,0,10.17,5.09,29.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,7.91,65.94,0,0,11.66,9.47,0,7.34,0,33.33,0,22,33.33,0,7.33,4.94,29.26,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,7.91,65.94,0,0,12.66,9.83,0,7,0,33,0,21,33,0,7,4.94,29.26,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,166.33,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,7.91,65.94,0,0,14.34,7.54,0,6.66,0,34,0,20,34,0,6.67,4.94,29.26,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,166.33,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,7.91,65.94,0,0,14.34,6.88,0,6.5,0,34,0,19.5,34,0,6.5,4.94,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,166.33,0,271.92,96.17,0,57.41,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,7.91,65.94,0,7.62,11,6.22,8.33,6.34,0,33.67,0.82,19,33.67,1.57,6.33,4.94,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,200.86,0,271.92,96.17,0,63.07,0.32,1,1,0,0,1,1,0.06,0

26,06:15-06:30,0,0,0,7.91,65.94,0,11.99,11,6.81,13.11,6.34,1,32,2.92,19,32,4.55,6.33,4.94,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,200.86,0,271.92,96.17,0,63.07,2.79,1,2,0,1,4,2,0.56,0

27,06:30-06:45,0.78,0.78,0,7.91,65.94,0.8,19.67,10.66,6.55,21.51,6.34,5,32,4.94,19,32,8.6,6.33,4.94,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,200.86,0,271.92,96.17,0,63.07,4.02,3,5,0,3,7,3,0.8,0

28,06:45-07:00,1.13,1.13,0,7.91,65.94,1.15,30.88,10.66,6.28,30.87,6.34,12,32,7.94,19,32,13.77,6.33,4.94,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,200.86,0,271.92,96.17,0,57.41,6.78,6,8,0,4,14,5,1.35,0

29,07:00-07:15,1.64,1.64,0,7.91,65.94,1.69,28.6,10.66,6.48,28.6,6.66,20,34.67,10,20,34.67,20.19,6.67,4.81,29.26,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,200.86,0,271.92,96.17,0,57.41,10.33,9,10,0,5,21,7,2.07,0

30,07:15-07:30,2.21,2.21,0,7.91,65.94,2.27,26.4,10.66,6.7,26.4,7.16,26.4,37.67,13,21.5,37.67,27.35,7.17,4.81,29.26,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,166.33,0,271.92,96.17,0,57.41,14.6,12,12,0,6,28,8,2.92,0

31,07:30-07:45,2.85,2.85,0,7.91,65.94,2.91,28.73,10.66,6.1,28.74,7.84,28.73,41,17,23.5,41,34.9,7.83,4.81,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,166.33,0,271.92,96.17,0,57.41,22.04,16,15,0,7,39,13.5,4.41,0

32,07:45-08:00,3.7,3.7,0,7.91,65.94,3.79,29.4,10.34,5.62,29.4,8.5,29.4,44.33,20,25.5,44.33,42.77,8.5,4.81,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,230.81,96.17,0,57.41,30.68,21,20,0,10,49,16.5,6.13,0

33,08:00-08:15,4.59,4.59,0,7.91,65.94,4.69,30.07,10.34,5.26,30.06,9.34,30.07,45.67,23,28,45.67,51.04,9.33,4.81,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,192.34,96.17,0,57.41,36.2,22,27,0,13,53,20.5,7.24,0

34,08:15-08:30,5.44,5.44,0,7.91,65.94,5.59,31.73,10.34,4.93,31.74,10.16,31.73,46.67,29,30.5,46.67,59.55,10.17,4.81,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,149.55,96.17,0,57.41,41.73,28,34,0,16,67,23.5,8.34,0

35,08:30-08:45,6.34,6.34,0,7.91,65.94,6.49,32.67,10.34,4.8,32.66,11,32.67,48,36.34,33,48,66.69,11,4.81,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,149.55,96.17,0,57.41,48.75,34,39,0,19,81,26.5,9.75,0

36,08:45-09:00,7.18,7.18,0,7.91,65.94,7.37,32.67,10,4.68,32.66,12,32.67,49.33,43.41,36,49.33,73.57,12,4.81,30.27,14.5,26.7799,48.08,0,24.04,96.17,21.16,8.74,53.86,26.7799,17.23,110.6,0,149.55,96.17,0,57.41,56.14,40,45,0,22,95,29.5,11.23,0

37,09:00-09:15,7.94,7.94,0,0,65.94,8.15,33,12,4.39,33,12.5,33,49.33,49.86,37.5,49.33,79.82,12.5,4.71,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,110.6,0,149.55,0,0,57.41,63.84,46,52,0,25,109,31.5,12.77,0

38,09:15-09:30,8.67,8.67,0,0,65.94,8.9,33,12,4.12,33,12.84,33,49.67,55.44,38.5,49.67,85.19,12.83,4.71,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,110.6,0,149.55,0,0,57.41,78.79,51,59,0,28,119,33.5,15.76,0

39,09:30-09:45,9.37,9.37,0,0,65.94,9.6,33,11.66,4.09,33,13,33,49.67,60.5,39,49.67,92.5,13,4.71,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,110.6,0,149.55,0,0,57.41,86.97,55,64,0,31,130,37.5,17.39,0

40,09:45-10:00,10.01,10.01,0,0,65.94,10.27,33,11.66,4.07,33,13.16,33,49.67,65.33,39.5,49.67,99.56,13.17,4.71,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,110.6,0,149.55,0,0,57.41,94.68,60,69,0,33,140,38.5,18.94,0

41,10:00-10:15,10.96,10.96,0,0,65.94,11.23,33,11.34,3.97,33,13.34,33,50.67,69.7,40,50.67,105.13,13.33,4.71,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,110.6,0,149.55,0,0,57.41,103.42,63,74,0,35,147,39.5,20.68,0

42,10:15-10:30,11.57,11.57,0,0,65.94,11.87,33,11.34,3.86,33,13.5,33,51.67,73.74,40.5,51.67,109.01,13.5,4.71,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,110.6,0,149.55,0,0,57.41,109.62,66,78,0,37,154,41.5,21.92,0

43,10:30-10:45,12.22,12.22,0,0,65.94,12.53,33,11.34,3.79,33,13.66,33,52.67,76.53,41,52.67,110.51,13.67,4.71,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,110.6,0,149.55,0,0,57.41,116.28,69,82,0,39,161,42.5,23.26,0

44,10:45-11:00,12.87,12.87,0,0,65.94,13.18,33,11,3.67,33,13.84,33,53.67,80,41.5,53.67,110.66,13.83,4.71,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,110.6,0,149.55,0,0,57.41,121.03,72,86,0,41,168,42.5,24.2,0

45,11:00-11:15,13.24,13.24,0,0,65.94,13.57,33,11,3.78,33,14.16,33,54,83,42.5,54,110.64,14.17,4.71,28.25,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,149.55,0,0,57.41,123.97,75,88,0,42,175,43.5,24.79,0

46,11:15-11:30,13.37,13.37,0,0,65.94,13.69,33,10.66,3.86,33,14.5,33,54.33,85,43.5,54.33,110.11,14.5,4.71,28.25,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,192.34,0,0,57.41,124.73,76,89,0,43,179,43.5,24.94,0

47,11:30-11:45,13.47,13.47,0,0,65.94,13.81,33,11,4.03,33,15,33,54.67,86,45,54.67,108.77,15,4.71,28.25,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,192.34,0,0,57.41,125.83,76,90,0,43,179,44.5,25.16,0

48,11:45-12:00,13.57,13.57,0,0,65.94,13.92,33,11.34,4.21,33,15.5,33,55,86,46.5,55,106.62,15.5,4.71,28.25,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,192.34,0,0,57.41,125.75,76,90,0,43,179,44.5,25.15,0

49,12:00-12:15,13.58,13.58,0,0,65.94,13.93,33,11.66,4.68,33,16.34,33,58,86,49,58,104.5,16.33,4.86,28.25,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,192.34,0,0,57.41,125.67,76,90,0,43,179,44.5,25.13,0

50,12:15-12:30,13.61,13.61,0,0,65.94,13.95,33,12,5.24,33,17.34,33,61,86,52,61,101.37,17.33,4.86,28.25,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,192.34,0,0,57.41,125.89,76,90,0,43,179,44.5,25.18,0

51,12:30-12:45,13.64,13.64,0,0,65.94,13.98,33,12.34,5.84,33,18.34,33,64,86,55,64,100.79,18.33,4.86,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,192.34,0,0,57.41,126.28,76,90,0,43,179,44.5,25.25,0

52,12:45-13:00,13.67,13.67,0,0,65.94,14,33,12.66,6.54,33,19.5,33,67.33,86,58.5,67.33,99.72,19.5,4.86,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,192.34,0,0,57.41,126.59,76,90,0,43,179,44.5,25.32,0

53,13:00-13:15,13.61,13.61,0,0,65.94,13.95,33,12.66,7.76,33,20.5,33,67,86,61.5,67,98.9,20.5,4.86,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,149.55,0,0,57.41,126.89,76,90,0,43,179,43.5,25.38,0

54,13:15-13:30,13.57,13.57,0,0,65.94,13.92,33,13,9.16,33,21.66,33,67,86,65,67,98.48,21.67,4.86,29.26,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,149.55,0,0,57.41,126.17,76,90,0,43,179,43.5,25.23,0

55,13:30-13:45,13.52,13.52,0,0,65.94,13.86,33,13.34,10.62,33,22.66,33,67,86,68,67,90.47,22.67,4.86,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,192.34,0,0,57.41,125.43,76,89,0,43,179,42.5,25.08,0

56,13:45-14:00,13.41,13.41,0,0,65.94,13.75,33,13.66,12.22,33,23.66,33,67,85,71,67,82.09,23.67,4.86,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,230.81,0,0,57.41,124.6,76,88,0,42,179,42.5,24.92,0

57,14:00-14:15,13.02,13.02,0,0,65.94,13.35,33,13.66,10.5,33,24.5,33,67,83,73.5,67,73.26,24.5,5.09,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,271.92,0,0,57.41,123.41,75,86,0,41,175,42.5,24.68,0

58,14:15-14:30,12.6,12.6,0,0,65.94,12.92,33,14,8.95,33,25,33,67,78,75,67,64.07,25,5.09,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,271.92,0,0,57.41,120.59,72,83,0,40,168,41.5,24.12,0

59,14:30-14:45,12.13,12.13,0,0,65.94,12.43,33,14.66,7.4,33,25.66,33,66.67,73.26,77,66.67,65.8,25.67,5.09,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,271.92,0,0,57.41,115.53,69,78,0,37,161,41.5,23.1,0

60,14:45-15:00,11.66,11.66,0,0,65.94,11.94,33,15.66,6.02,33,26.16,33,66.33,70.91,78.5,66.33,66.9,26.17,5.09,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,271.92,0,0,57.41,109.52,66,74,0,36,154,40.5,21.9,0

61,15:00-15:15,11,11,0,0,65.94,11.28,33,17,5.21,33,26.34,33,65.33,66.52,79,65.33,67.49,26.33,5.37,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,271.92,0,0,57.41,104.05,61,72,0,35,144,39.5,20.81,0

62,15:15-15:30,10.29,10.29,0,0,65.94,10.54,33,17.66,4.53,33,26.34,33,64.67,61.78,79,64.67,67.21,26.33,5.37,30.27,15.89,26.7799,0,0,0,0,0,8.74,53.86,26.7799,17.23,170.84,0,271.92,0,0,57.41,98.3,57,68,0,32,133,36.5,19.66,0

63,15:30-15:45,9.51,9.51,0,0,65.94,9.75,33,18.34,4,33,26.34,33,63.67,56.44,79,63.67,61.8,26.33,5.37,30.27,15.89,26.7799,0,0,0,0,0,8.74,100.19,26.7799,17.23,170.84,0,271.92,0,0,57.41,94.14,52,64,0,31,123,34.5,18.83,0

64,15:45-16:00,8.8,8.8,0,0,65.94,9.02,33,19.34,3.48,33,26.34,33,63,52.51,79,63,56.4,26.33,5.37,28.26,15.89,26.7799,0,0,0,0,0,8.74,100.19,26.7799,17.23,170.84,0,271.92,0,0,57.41,89.86,48,58,0,27,112,31.5,17.97,0

65,16:00-16:15,8.16,8.16,0,0,65.94,8.37,33,20,3.37,33,26.34,33,62,47.15,79,62,50.54,26.33,5.73,28.26,16.8,26.7799,0,0,0,0,0,8.74,100.19,26.7799,17.23,170.84,0,271.92,0,0,57.41,86.55,43,51,0,24,102,28.5,17.31,0

66,16:15-16:30,7.27,7.27,0,0,65.94,7.45,33,21,3.2,33,26.16,33,61,41.51,78.5,61,44.24,26.17,5.73,28.26,16.8,26.7799,0,0,0,0,0,8.74,100.19,26.7799,17.23,170.84,0,271.92,0,0,57.41,79.34,39,44,0,21,91,26.5,15.87,0

67,16:30-16:45,6.56,6.56,0,0,65.94,6.71,33,21.66,3.03,33,26.16,22,60.33,36.17,78.5,60.33,38.04,26.17,5.73,28.26,16.8,26.7799,0,0,0,0,0,8.74,100.19,26.7799,17.23,170.84,0,271.92,0,0,57.41,72.92,34,37,0,18,81,24.5,14.58,0

68,16:45-17:00,5.65,5.65,0,0,65.94,5.79,33,15.88,13.04,33,26.16,12,59.33,32,78.5,59.33,32.03,26.17,5.73,28.26,16.8,26.7799,0,0,0,0,0,8.74,100.19,26.7799,17.23,170.84,0,271.92,0,0,57.41,63.87,30,30,0,15,70,19.5,12.77,0

69,17:00-17:15,4.64,4.64,0,0,65.94,4.75,29.98,15.21,12.71,32.79,25.66,7,57.67,27,77,57.67,26.22,25.67,6.01,28.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,170.84,0,271.92,96.17,0,57.41,53.91,25,30,0,15,60,16.5,10.78,0

70,17:15-17:30,3.79,3.79,0,0,65.94,3.89,24.36,14.55,11.18,26.63,24.84,1,56.33,22,74.5,56.33,20.74,24.83,6.01,29.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,170.84,0,271.92,96.17,0,57.41,44.93,21,24,0,11,49,13.5,8.98,0

71,17:30-17:45,2.86,2.86,0,0,65.94,2.93,19.4,13.9,10.92,21.22,24,0,54.67,18,72,54.67,15.55,24,6.01,29.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,170.84,0,271.92,96.17,0,57.41,36.64,16,17,0,8,39,10.5,7.33,0

72,17:45-18:00,2.13,2.13,0,0,65.94,2.16,15.09,13.25,11.64,16.49,23.16,0,53.33,15,69.5,53.33,10.59,23.17,6.01,29.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,170.84,0,271.92,96.17,0,57.41,29.25,12,12,0,6,28,6.5,5.85,0

73,18:00-18:15,1.62,1.62,0,7.91,65.94,1.65,0,15.75,11.61,0,21.84,0,50.33,12,65.5,50.33,6.41,21.83,6.24,28.26,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,226.56,0,271.92,96.17,0,76.25,23.19,7,7,0,3,18,7,4.64,0

74,18:15-18:30,1.18,1.18,0,7.91,65.94,1.21,0,14.9,11.58,0,20.5,0,47.33,8,61.5,47.33,3.2,20.5,6.24,29.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,226.56,0,271.92,96.17,0,76.25,17.74,4,3,0,2,11,5,3.55,0

75,18:30-18:45,0.56,0.56,0,7.91,65.94,0.58,0,14.1,11.35,0,19,0,44.67,6,57,44.67,0.53,19,6.24,29.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,226.56,0,271.92,96.17,0,76.25,12.72,3,1,0,1,7,3,2.54,0

76,18:45-19:00,0.33,0.33,0,7.91,65.94,0.34,0,13.28,11.35,0,17.5,0,42,4,52.5,42,0,17.5,6.24,29.27,16.8,26.7799,48.08,0,24.04,96.17,21.16,8.74,100.19,26.7799,17.23,226.56,0,271.92,96.17,0,76.25,8.09,1,0,0,0,4,2,1.62,0

