Block,Time Block,KHSTPP-I,FSTPP I & II,JHAJJAR,CHAMERA3,KGSU1AND2,KGSU3AND4,CHAMERA2,DHAULIGNGA,DULHASTI,DADRT2,KKNP,KISHANGANGA,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,NLCIIST2,NJPC,MAPS,NLCTS2EXP,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,CHAMERA1,BSIUL,BRBCL,KHSTPP-II,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,DADRI_CRF,AURY_GF,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,RIHAND2,SASAN,TALST2,RIHAND1,SINGRAULI_HYDRO,TANAKPUR,SIMHST1,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,TANDA2,TelanganaSTPP,TEHRI,RAPPB,RAMPUR,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,22.44,11,345.21,0,0,0,0,0,15.85,361.3,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,98.39,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,375.62,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,14.96,0,0,51.73,0,0,0,0,0

64,15:45-16:00,22.44,11,345.21,0,0,0,0,0,15.85,361.3,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,98.39,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

65,16:00-16:15,20.19,11,345.21,0,0,0,0,0,15.85,361.3,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,94.71,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

66,16:15-16:30,20.19,11,345.21,0,0,0,0,0,15.85,361.3,0,0,0,42.42,0,0,0,0,0,20.04,0,0,0,8.53,0,0,0,0,17.33,93.31,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

67,16:30-16:45,20.19,11,345.21,0,0,0,0,0,15.85,361.3,0,0,0,42.42,0,0,0,0,0,40.97,0,0,0,8.53,0,0,0,0,17.33,93.31,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,44.89,0,0,51.73,0,0,0,0,0

68,16:45-17:00,30.15,11,345.21,0,0,0,0,0,15.85,361.3,0,0,0,42.42,0,0,0,0,0,44.71,0,0,0,8.53,0,0,0,0,17.33,121.03,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,44.89,0,0,51.73,0,0,0,0,0

69,17:00-17:15,32.4,17.55,345.21,0,0,0,0,0,15.85,361.3,0,0,0,42.42,0,0,0,0,0,67.48,0,0,0,17.07,0,0,0,0,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,24.13,1.28,6.4,0,0,4.14,19.38,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,44.89,0,0,51.73,0,0,0,0,0

70,17:15-17:30,32.4,20,426.76,1.84,0,0,3.6,17.57,31.69,399.21,0,0,0,42.42,0,0,0,0,0,89.97,0,0,0,25.6,0,0,11.39,2.12,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,28.81,1.28,8.14,0,0,4.14,23.3,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,44.89,0,0,51.73,0,0,0,0,0

71,17:30-17:45,32.4,20,512.54,9.31,0,0,12.82,26.36,31.69,476.14,0,0,0,42.42,0,0,0,0,0,112.46,0,0,0,37.55,0,0,27.02,12.54,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,37.22,1.28,9.7,0,0,4.14,25.36,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,7.6,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

72,17:45-18:00,32.4,20,592.33,9.31,0,0,12.82,26.36,31.69,586.95,0,0,0,42.42,0,0,0,0,0,112.46,0,0,0,37.55,0,0,27.02,12.54,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,1.28,9.89,0,0,4.14,25.39,114.2,378.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,7.6,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

73,18:00-18:15,32.4,20,592.33,9.31,0,0,12.82,26.36,31.69,656.57,0,0,0,42.42,0,0,0,0,0,112.46,0,0,0,37.55,0,0,27.02,12.54,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,1.28,9.89,0,0,4.14,25.39,114.2,356.99,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,7.6,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

74,18:15-18:30,32.4,20,592.33,9.31,0,0,12.82,26.36,31.69,656.57,0,0,0,42.42,0,0,0,0,0,112.46,0,0,0,37.55,0,0,34.18,12.54,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,1.28,9.89,0,0,4.14,25.39,114.2,335.36,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,7.6,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

75,18:30-18:45,32.4,20,592.33,9.31,0,0,12.82,26.36,31.69,656.57,0,0,0,42.42,0,0,0,0,0,112.46,0,0,0,37.55,0,0,35.78,12.54,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,1.28,9.89,0,0,4.14,25.39,114.2,313.72,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,7.6,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

76,18:45-19:00,32.4,20,626.94,9.31,0,0,3.21,17.57,31.69,656.57,0,0,0,42.42,0,0,0,0,0,112.46,0,0,0,18.96,0,0,11.39,2.12,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,1.28,9.89,0,0,4.14,25.39,114.2,292.09,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

77,19:00-19:15,32.4,20,626.94,0,0,0,0,0,15.85,656.57,0,0,0,42.42,0,3.67,0,0,0,89.97,0,0,0,8.53,0,0,11.39,0,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,3.18,9.89,0,0,4.14,25.39,114.2,270.45,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

78,19:15-19:30,32.4,20,626.94,0,0,0,0,0,15.85,656.57,0,0,0,42.42,0,15.9,0,0,0,67.48,0,0,0,8.53,0,0,0,0,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,3.18,9.89,0,0,4.14,25.39,114.2,248.81,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

79,19:30-19:45,32.4,20,626.94,0,0,0,0,0,15.85,656.57,0,0,0,42.42,0,15.9,0,0,0,22.49,0,0,0,8.53,0,0,0,0,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,3.18,9.89,0,0,10.35,25.39,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,44.89,0,0,51.73,0,0,0,0,0

80,19:45-20:00,32.4,20,626.94,0,0,0,0,0,15.85,652.53,0,0,0,42.42,0,15.9,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,141.21,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,10.35,25.39,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,44.89,0,0,51.73,0,0,0,0,0

81,20:00-20:15,32.4,18.71,626.94,0,0,0,0,0,15.85,595.44,0,0,0,42.42,0,15.9,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,10.35,25.39,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

82,20:15-20:30,32.4,18.71,626.94,0,0,0,0,0,15.85,595.53,0,0,0,42.42,0,15.9,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,10.35,25.39,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

83,20:30-20:45,32.4,18.71,573.4,0,0,0,0,0,15.85,595.53,0,0,0,42.42,0,15.9,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,10.35,25.39,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

84,20:45-21:00,32.4,18.71,472.26,0,0,0,0,0,15.85,595.53,0,0,0,42.42,0,3.43,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,10.35,25.39,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

85,21:00-21:15,32.4,17.24,379.37,0,0,0,0,0,15.85,537.23,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,36.3,3.18,8.52,0,0,4.14,21.88,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,13.41,0,119.56,0,0,14.78,0,0,51.73,0,0,0,0,0

86,21:15-21:30,32.4,17.24,379.37,0,0,0,0,0,15.85,433.23,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,35.14,3.18,8.52,0,0,4.14,21.88,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,26.82,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

87,21:30-21:45,32.4,17.24,379.37,0,0,0,0,0,15.85,413.63,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,35.14,3.18,8.52,0,0,4.14,21.88,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,26.82,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

88,21:45-22:00,32.4,17.24,379.37,0,0,0,0,0,15.85,413.63,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,35.14,3.18,8.52,0,0,4.14,21.88,114.2,238,0,88.47,0,2.46,0,0,0,0,0,134.33,26.82,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

89,22:00-22:15,32.4,16.35,379.37,0,0,0,0,0,15.85,360.95,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,35.14,3.18,8.52,0,0,4.14,21.88,114.2,238,0,88.47,0,1.97,0,0,0,0,0,134.33,26.82,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

90,22:15-22:30,32.4,16.35,379.37,0,0,0,0,0,15.85,359.78,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,35.14,3.18,8.52,0,0,4.14,21.88,114.2,238,0,88.47,0,1.97,0,0,0,0,0,134.33,26.82,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

91,22:30-22:45,27.82,16.35,375.13,0,0,0,0,0,15.85,359.78,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,122.89,0,0,0,0,0,0,0,0,0,0,0,0,27.07,6.38,6.56,0,0,4.14,16.5,114.2,238,0,88.47,0,1.97,0,0,0,0,0,134.33,26.82,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

92,22:45-23:00,27.82,12.93,375.13,0,0,0,0,0,15.85,359.78,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,122.89,0,0,0,0,0,0,0,0,0,0,0,0,27.07,6.38,6.56,0,0,4.14,16.5,114.2,238,0,88.47,0,1.97,0,0,0,0,0,134.33,13.41,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

93,23:00-23:15,21.29,11.07,345.21,0,0,0,0,0,15.85,359.78,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,93.92,0,0,0,0,0,0,0,0,0,0,0,0,22.83,3.18,5.77,0,0,4.14,13.96,114.2,238,0,88.47,0,1.97,0,0,0,0,0,134.33,13.41,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

94,23:15-23:30,21.29,11.07,345.21,0,0,0,0,0,15.85,359.78,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,93.92,0,0,0,0,0,0,0,0,0,0,0,0,22.48,3.18,5.77,0,0,4.14,13.96,114.2,238,0,88.47,0,1.97,0,0,0,0,0,134.33,13.41,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

95,23:30-23:45,21.29,11.07,345.21,0,0,0,0,0,15.85,359.78,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,93.92,0,0,0,0,0,0,0,0,0,0,0,0,22.48,3.18,5.77,0,0,4.14,13.96,114.2,238,0,88.47,0,1.97,0,0,0,0,0,134.33,13.41,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

96,23:45-24:00,21.29,11.07,345.21,0,0,0,0,0,15.85,359.78,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,93.92,0,0,0,0,0,0,0,0,0,0,0,0,22.48,3.18,5.77,0,0,4.14,13.96,114.2,238,0,88.47,0,1.97,0,0,0,0,0,134.33,13.41,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

