Block,Time Block,KHSTPP-I,KISHANGANGA,JHAJJAR,DHAULIGNGA,KHSTPP-II,KGSU1AND2,FSTPP I & II,DULHASTI,KGSU3AND4,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRT2,KOLDAM,KKNP,KKNPPU2,NAPP,NLCEXP,KOTESHWR,NLCIIST1,MAPS,NJPC,NLCIIST2,NLCTS2EXP,KUDGI,DADRI_RF,DADRI_LF,UNCHAHAR3,URI,UNCHAHAR2,VALLURNTECL,UNCHAHAR4,URI2,AURY_GF,DADRI_CRF,ANTA_CRF,AURY_CRF,AURY_RF,ANTA_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_GF,TelanganaSTPP,SINGRAULI,SALAL,SEWA2,TALA,TEHRI,UNCHAHAR1,TANDA2,SASAN,SINGRAULI_HYDRO,SIMHST1,TALST2,SIMHST2,TANAKPUR,NNTPP,RIHAND3,RIHAND2,RAPPB,NTPL,RIHAND1,PARBATI3,RSTPSU1TO6,RAPPC,RSTPSU7,RAMPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,42.78,0,247.59,0,143.18,0,20.08,15.91,0,0,0,0,2.32,14.48,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,21.52,1.6,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

62,15:15-15:30,42.78,0,248.56,8.8,143.18,0,20.08,15.91,0,0,0,0,2.32,14.48,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,21.52,1.6,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

63,15:30-15:45,42.78,0,264.97,8.8,143.18,0,20.08,15.91,0,0,0,0,2.32,14.48,287.33,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,21.52,1.49,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,16.65,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

64,15:45-16:00,42.78,0,264.97,8.8,143.18,0,20.08,31.82,0,0,0,0,2.32,14.48,287.33,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,21.52,1.49,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,16.65,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

65,16:00-16:15,42.78,0,264.01,8.8,143.18,0,20.08,31.82,0,0,0,0,2.32,14.48,306.64,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,21.52,1.49,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

66,16:15-16:30,42.78,0,352.83,8.8,143.18,0,20.08,31.82,0,0,0,0,2.32,14.48,329.79,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,30.06,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

67,16:30-16:45,42.78,0,434.9,8.8,143.18,0,20.08,31.82,0,0,0,0,2.32,14.48,329.79,0,0,0,39.8,0,8.56,0,0,67.66,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,2.58,0,45.08,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

68,16:45-17:00,42.78,0,434.9,8.8,143.18,0,20.08,31.82,0,0,0,0,2.32,14.48,329.79,0,0,0,39.8,0,8.56,0,0,67.75,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,6.44,0,45.08,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

69,17:00-17:15,42.78,0,400.15,8.8,143.18,0,20.08,31.82,0,11.44,0,0,3.86,14.48,329.79,0,0,0,39.8,0,8.56,0,0,67.75,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,13.46,0,60.09,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

70,17:15-17:30,42.78,0,422.46,17.6,143.18,0,20.08,31.82,0,26.23,1.06,9.35,11.59,14.48,329.79,0,0,0,39.8,0,8.56,0,0,90.33,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,15.26,0,60.09,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

71,17:30-17:45,42.78,0,422.46,26.53,143.18,0,20.08,47.72,0,40.7,6.3,18.69,11.59,17.09,329.79,0,0,0,39.8,0,8.56,0,0,111.55,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,15.26,0,60.09,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

72,17:45-18:00,42.78,0,422.46,36.35,143.18,0,20.08,47.72,0,40.7,18.89,28.06,38.15,16.54,329.79,0,0,0,39.8,0,9.52,0,0,135.5,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,17.95,15.26,0,60.09,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

73,18:00-18:15,42.78,0,442.92,36.35,143.18,0,20.08,47.72,0,40.7,18.89,28.06,38.15,18.89,329.79,0,0,0,39.8,0,9.52,0,0,135.5,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,15.26,0,60.09,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

74,18:15-18:30,42.78,0,443.95,36.35,143.18,0,20.08,47.72,0,40.7,18.89,28.06,38.15,18.83,329.79,0,0,0,39.8,0,9.52,0,0,135.5,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,15.26,0,60.09,19.85,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

75,18:30-18:45,42.78,0,443.95,36.35,143.18,0,20.08,47.72,0,40.7,18.89,28.06,38.15,18.79,329.79,0,0,0,39.8,0,9.52,0,0,135.5,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,15.26,0,60.09,19.85,0,336.94,0,0,0,0,10.51,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

76,18:45-19:00,42.78,0,443.95,36.35,143.18,0,20.08,47.72,0,40.7,18.89,28.06,38.15,18,329.79,0,0,0,39.8,0,9.52,0,0,135.5,0,0,0,0,0,25.48,1.49,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,15.26,0,60.09,19.85,0,336.94,0,0,0,0,7.42,0,120.03,114.66,0,0,88.83,2.46,0,50.23,0,0,0,0,0,0,0

77,19:00-19:15,42.78,0,443.95,36.35,143.18,0,20.08,47.72,0,40.7,18.89,28.06,38.15,19.31,329.79,0,0,0,39.8,0,9.52,0,0,135.5,0,0,0,0,0,25.48,2.66,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,13.47,15.26,0,60.09,19.85,0,336.94,0,0,0,0,7.42,0,120.03,114.66,0,0,88.83,6.14,0,50.23,0,0,0,0,0,0,0

78,19:15-19:30,42.78,0,443.95,36.35,143.18,0,20.08,47.72,0,40.7,18.89,28.06,38.15,19.31,329.79,0,0,0,39.8,0,9.52,0,0,135.5,0,0,0,0,0,25.48,37.84,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,15.26,0,60.09,19.85,0,336.94,0,0,0,0,7.42,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

79,19:30-19:45,42.78,0,422.46,36.35,143.18,0,20.08,47.72,0,40.7,18.89,28.06,38.15,15.7,329.79,0,0,0,39.8,0,9.52,0,0,135.5,0,0,0,0,0,25.48,37.84,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,15.26,0,60.09,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,47.32,0,50.23,0,0,0,0,0,0,0

80,19:45-20:00,42.78,0,422.46,26.53,143.18,0,20.08,47.72,0,26.23,1.06,18.69,38.15,14.48,329.79,0,0,0,39.8,0,8.56,0,0,112.92,0,0,0,0,0,25.48,2.66,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,7.72,0,60.09,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,47.32,0,50.23,0,0,0,0,0,0,0

81,20:00-20:15,42.78,0,427.18,17.6,143.18,0,20.08,31.82,0,11.44,0,18.69,25.43,14.48,329.79,0,0,0,39.8,0,8.56,0,0,112.92,0,0,0,0,0,25.48,1.6,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,2.58,0,60.09,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,47.32,0,50.23,0,0,0,0,0,0,0

82,20:15-20:30,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,18.69,11.59,14.48,329.79,0,0,0,39.8,0,8.56,0,0,90.33,0,0,0,0,0,25.48,1.6,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,45.08,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

83,20:30-20:45,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,18.69,11.59,14.48,329.79,0,0,0,39.8,0,8.56,0,0,90.33,0,0,0,0,0,25.48,1.6,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,45.08,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

84,20:45-21:00,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,11.59,14.48,329.79,0,0,0,39.8,0,8.56,0,0,90.33,0,0,0,0,0,25.48,1.6,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,45.08,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,4.91,0,50.23,0,0,0,0,0,0,0

85,21:00-21:15,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,11.59,14.48,329.79,0,0,0,39.8,0,8.56,0,0,67.75,0,0,0,0,0,25.48,37.84,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,45.08,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,2.46,0,50.23,0,0,0,0,0,0,0

86,21:15-21:30,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,11.59,14.48,329.79,0,0,0,39.8,0,8.56,0,0,67.75,0,0,0,0,0,25.48,37.84,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,34.8,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

87,21:30-21:45,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,11.59,14.48,327.76,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,25.48,2.66,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,29.75,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

88,21:45-22:00,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,25.48,1.6,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,28.84,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

89,22:00-22:15,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,22.85,0,0,0,0,0,25.48,1.6,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,28.84,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

90,22:15-22:30,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,25.48,1.6,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

91,22:30-22:45,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,25.48,1.6,40.94,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,0,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

92,22:45-23:00,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,20.76,0,0,0,0,0,25.48,1.6,40.94,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,0,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

93,23:00-23:15,42.78,0,427.18,8.8,143.18,0,20.08,31.82,0,0,0,9.35,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,25.48,1.6,40.94,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,0,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

94,23:15-23:30,42.78,0,345.11,8.8,143.18,0,20.08,31.82,0,0,0,9.35,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,25.48,1.6,40.94,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,0,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

95,23:30-23:45,42.78,0,260.14,8.8,143.18,0,20.08,31.82,0,0,0,0,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,25.48,37.84,40.94,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,0,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

96,23:45-24:00,42.78,0,260.14,8.8,143.18,0,20.08,31.82,0,0,0,0,2.32,14.48,327.76,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,25.48,37.84,40.94,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,0,19.85,0,336.94,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

