Block,Time,TEHRI,NJPC,UNCHAHAR4,NAPP,DULHASTI,RAPPB,UNCHAHAR2,ANTA_CRF,RIHAND2,KOTESHWR,AURY_CRF,DADRI_GF,CHAMERA1,ANTA_RF,DADRI_CRF,AURY_RF,CHAMERA2,URI2,KISHANGANGA,SINGRAULI_HYDRO,URI,DADRI_RF,JHAJJAR,DHAULIGNGA,DADRT2,TANDA2,PARBATI3,SALAL,DADRI_LF,UNCHAHAR1,CHAMERA3,RAMPUR,TANAKPUR,UNCHAHAR3,RAPPC,KOLDAM,RIHAND3,AURY_GF,SINGRAULI,AURY_LF,ANTA_LF,RIHAND1,BSIUL,SEWA2,ANTA_GF,KHSTPP-II,TALA,SASAN,BRBCL,FSTPP I & II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,40.304177,173.717757,1.650663,47.661680,57.122017,0.000000,21.036011,0.000000,117.218503,26.707451,0.000000,0.000000,39.349489,1.713760,0.000000,0.643758,46.816884,33.934961,5.367487,1.087110,33.036427,0.658035,358.836954,42.025433,664.433945,5.156719,17.673643,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,122.885103,0.000000,139.573017,0.000000,0.000000,91.134166,12.589056,18.148236,0.000000,142.186158,0.000000,404.238681,19.305970,11.405020,42.772443,0,0,0,0,0

2,00:15-00:30,40.304177,173.717757,1.650663,47.661680,57.122017,0.000000,21.036011,0.000000,117.218503,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,370.133570,42.025433,664.433945,5.172163,17.673643,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,122.885103,0.000000,139.573017,0.000000,0.000000,91.134166,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,18.204922,11.405020,42.772443,0,0,0,0,0

3,00:30-00:45,40.304177,173.717757,1.650663,47.661680,57.122017,0.000000,21.036011,0.000000,117.218503,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,381.430090,42.025433,664.433945,5.172163,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,9.150465,26.048910,65.631598,8.952967,122.885103,0.000000,139.573017,0.000000,0.000000,91.134166,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,14.454821,11.405020,42.772443,0,0,0,0,0

4,00:45-01:00,40.304177,173.717757,1.650663,47.661680,57.122017,0.000000,21.036011,0.000000,117.218503,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,404.023226,42.025433,664.433945,5.172163,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,9.150465,26.048910,65.631598,8.952967,122.885103,0.000000,139.573017,0.000000,0.000000,91.134166,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,13.380598,11.405020,42.772443,0,0,0,0,0

5,01:00-01:15,40.304177,173.717757,1.650663,47.661680,57.122017,0.000000,21.036011,0.000000,117.218503,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,426.616266,42.025433,664.433945,5.172163,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,9.150465,26.048910,65.631598,8.952967,122.885103,0.000000,139.573017,0.000000,0.000000,91.134166,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,13.456535,11.405020,42.772443,0,0,0,0,0

6,01:15-01:30,40.304177,173.717757,1.650663,47.661680,57.122017,0.000000,21.036011,0.000000,117.218503,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,456.546937,42.025433,664.433945,5.172163,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,122.885103,0.000000,139.573017,0.000000,0.000000,91.134166,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,12.977208,11.405020,42.772443,0,0,0,0,0

7,01:30-01:45,40.304177,173.717757,1.650663,47.661680,57.122017,0.000000,21.036011,0.000000,117.218503,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,456.546937,42.025433,664.433945,5.172163,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,122.885103,0.000000,139.573017,0.000000,0.000000,91.134166,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,12.771783,11.405020,42.772443,0,0,0,0,0

8,01:45-02:00,40.304177,173.717757,1.650663,47.661680,57.122017,0.000000,21.036011,0.000000,117.218503,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,456.546937,42.025433,664.433945,5.172163,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,122.885103,0.000000,139.573017,0.000000,0.000000,91.134166,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,12.427491,11.405020,42.772443,0,0,0,0,0

9,02:00-02:15,40.304177,173.717757,0.110610,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,456.546937,31.519075,658.953261,4.835078,4.123849,75.152466,0.000000,21.057344,33.622609,6.511447,2.967718,25.485658,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,12.773094,11.405020,42.772443,0,0,0,0,0

10,02:15-02:30,29.997384,173.717757,0.684880,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,456.546937,31.519075,658.953261,4.835078,4.123849,75.152466,0.000000,21.057344,33.622609,6.511447,2.967718,25.485658,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,18.148236,0.000000,143.153990,0.000000,404.238681,16.209359,11.405020,42.772443,0,0,0,0,0

11,02:30-02:45,29.997384,173.717757,0.684880,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,456.546937,31.519075,662.029093,4.835078,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,14.821400,11.405020,42.772443,0,0,0,0,0

12,02:45-03:00,29.997384,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,456.546937,31.519075,662.029093,4.835078,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,13.929105,11.405020,42.772443,0,0,0,0,0

13,03:00-03:15,19.998256,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,456.546937,31.519075,662.029093,2.844933,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,13.751513,11.405020,42.772443,0,0,0,0,0

14,03:15-03:30,19.998256,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,26.707451,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,389.450092,31.519075,662.029093,2.844933,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,12.771581,11.405020,42.772443,0,0,0,0,0

15,03:30-03:45,19.998256,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,20.030589,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,389.450092,31.519075,662.029093,2.844933,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,12.589351,11.405020,42.772443,0,0,0,0,0

16,03:45-04:00,19.998256,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,20.030589,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,341.185092,31.519075,662.029093,2.844933,4.123849,75.152466,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,14.127572,11.405020,42.772443,0,0,0,0,0

17,04:00-04:15,9.999128,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,20.030589,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,273.265426,31.519075,662.029093,2.844933,4.123849,74.591627,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,16.712082,11.405020,42.772443,0,0,0,0,0

18,04:15-04:30,0.000000,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,20.030589,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,244.306426,31.519075,643.504213,2.844933,4.123849,74.591627,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,18.717830,11.405020,42.772443,0,0,0,0,0

19,04:30-04:45,0.000000,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,20.030589,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,215.347426,31.519075,629.024713,2.844933,4.123849,74.591627,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,18.619605,11.405020,42.772443,0,0,0,0,0

20,04:45-05:00,0.000000,173.717757,1.420439,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,20.030589,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,176.735426,31.519075,629.024713,2.844933,4.123849,74.591627,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,19.305970,11.405020,42.772443,0,0,0,0,0

21,05:00-05:15,0.000000,173.717757,0.684880,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,20.030589,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,176.735426,31.519075,629.024713,2.844933,4.123849,74.591627,0.000000,21.436224,33.622609,6.511447,2.967718,26.048910,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,19.305970,11.405020,42.772443,0,0,0,0,0

22,05:15-05:30,0.000000,173.717757,0.684880,47.661680,57.122017,0.000000,21.036011,0.000000,114.485449,20.030589,0.000000,0.000000,40.685542,0.000000,0.000000,0.000000,46.816884,33.934961,5.367487,1.087110,33.036427,0.000000,206.043092,31.519075,657.814014,2.844933,4.123849,74.591627,0.000000,18.833582,33.622609,6.511447,2.967718,22.095234,65.631598,8.952967,119.873657,0.000000,134.548147,0.000000,0.000000,88.693019,12.589056,12.092701,0.000000,143.153990,0.000000,404.238681,19.305970,11.405020,42.772443,0,0,0,0,0

