Time,Block,NR/2023/15229/D,NR/2023/14187/F,NR/2023/15236/D,NR/2023/15230/D,NR/2023/11739/A,NR/2023/13284/A,NR/2023/15259/C,NR/2023/11469/A,NR/2023/15247/C,NR/2023/11697/A,NR/2023/11203/A,NR/2023/13983/F,NR/2023/15258/C,NR/2023/11458/A,NR/2023/13983/F/II,NR/2023/14688/F,NR/2023/11654/A,NR/2023/13283/A,NR/2023/15246/C,NR/2023/15243/C,NR/2023/15261/C,NR/2023/12646/A,NR/2023/11954/A,NR/2023/11325/A,NR/2023/11315/A,NR/2023/13859/A,NR/2023/15237/D,NR/2023/14688/F/II,NR/2023/11470/A,NR/2023/11328/A,NR/2023/13573/A,NR/2023/13858/A,Total
5,01:00-01:15,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,4.040000,35.070000,63.030000,0.490000,0.000000,98.530000,0.180000,24.150000,66.480000,24.150000,6.760000,0.000000,70.520000,23.120000,36.450000,24.150000,22.220000,188.370000,0.000000,0.000000,21.240000,48.300000,62.790000,84.520000,1330.53

6,01:15-01:30,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,4.040000,35.070000,63.030000,0.490000,0.000000,98.530000,0.180000,24.150000,66.480000,24.150000,6.760000,0.000000,32.840000,23.120000,36.450000,24.150000,22.220000,188.370000,0.000000,0.000000,21.240000,48.300000,62.790000,84.520000,1292.85

7,01:30-01:45,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.490000,0.000000,98.530000,0.180000,24.150000,66.480000,24.150000,6.760000,0.000000,0.000000,23.120000,36.450000,24.150000,22.220000,188.370000,0.000000,0.000000,21.240000,48.300000,62.790000,84.520000,1258.99

8,01:45-02:00,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.490000,0.000000,98.530000,0.180000,24.150000,66.480000,24.150000,6.760000,0.000000,0.000000,23.120000,36.450000,24.150000,22.220000,188.370000,0.000000,0.000000,21.240000,48.300000,62.790000,84.520000,1258.99

9,02:00-02:15,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.420000,0.000000,98.530000,0.160000,24.150000,66.480000,24.150000,6.760000,0.000000,0.000000,23.120000,36.450000,24.150000,22.220000,188.370000,0.000000,0.000000,21.240000,48.300000,62.790000,84.520000,1258.9

10,02:15-02:30,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.420000,0.000000,98.530000,0.160000,24.150000,66.480000,24.150000,6.760000,0.000000,0.000000,23.120000,36.450000,24.150000,22.220000,188.370000,0.000000,0.000000,21.240000,48.300000,62.790000,84.520000,1258.9

11,02:30-02:45,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.420000,0.000000,98.530000,0.160000,24.150000,66.480000,24.150000,6.760000,0.000000,0.000000,23.120000,36.450000,24.150000,22.220000,188.370000,0.000000,0.000000,21.240000,48.300000,62.790000,84.520000,1258.9

12,02:45-03:00,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.420000,0.000000,98.530000,0.160000,24.150000,66.480000,24.150000,6.760000,0.000000,0.000000,23.120000,36.450000,24.150000,22.220000,188.370000,0.000000,0.000000,21.240000,48.300000,62.790000,84.520000,1258.9

13,03:00-03:15,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,98.530000,0.000000,3.860000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,20.290000,21.240000,48.300000,62.790000,84.520000,1199.28

14,03:15-03:30,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,98.530000,0.000000,3.860000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,20.290000,21.240000,48.300000,62.790000,84.520000,1199.28

15,03:30-03:45,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,98.530000,0.000000,3.860000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,20.290000,21.240000,48.300000,62.790000,84.520000,1199.28

16,03:45-04:00,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,98.530000,0.000000,3.860000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,20.290000,21.240000,48.300000,62.790000,84.520000,1199.28

17,04:00-04:15,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,98.530000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1199.28

18,04:15-04:30,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,98.530000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1199.28

19,04:30-04:45,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,98.530000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1199.28

20,04:45-05:00,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,98.530000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1199.28

21,05:00-05:15,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1100.75

22,05:15-05:30,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1100.75

23,05:30-05:45,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1100.75

24,05:45-06:00,0,3.860000,0.000000,193.200000,42.490000,81.820000,19.610000,84.990000,3.020000,35.070000,63.030000,0.530000,0.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1100.75

25,06:00-06:15,0,3.860000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,3.020000,0.000000,63.030000,0.680000,0.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,984.01

26,06:15-06:30,0,3.860000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,3.020000,0.000000,63.030000,0.680000,0.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,984.01

27,06:30-06:45,0,3.860000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,3.020000,0.000000,63.030000,0.680000,0.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,984.01

28,06:45-07:00,0,3.860000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,3.020000,0.000000,63.030000,0.680000,0.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,984.01

29,07:00-07:15,0,0.970000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,6.060000,0.000000,63.030000,0.680000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1014.16

30,07:15-07:30,0.34,0.970000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,6.060000,0.000000,63.030000,0.680000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1014.5

31,07:30-07:45,0.44,0.970000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,7.060000,0.000000,63.030000,0.680000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1015.6

32,07:45:08:00,0.52,0.970000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,7.060000,0.000000,63.030000,0.680000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1015.68

33,08:00-08:15,0.57,0.970000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,7.060000,0.000000,63.030000,0.970000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1016.02

34,08:15-08:30,0.7,0.970000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,7.060000,0.000000,63.030000,0.970000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1016.15

35,08:30-08:45,0.83,0.970000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,8.080000,0.000000,63.030000,0.970000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1017.3

36,08:45:09:00,0.95,0.970000,0.000000,193.200000,42.490000,0.000000,19.610000,84.990000,8.080000,0.000000,63.030000,0.970000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,1017.42

37,09:00:09:15,1.09,0.970000,15.940000,193.200000,42.490000,0.000000,19.610000,84.990000,8.080000,0.000000,63.030000,0.970000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1070.69

38,09:15-09:30,1.16,0.970000,15.940000,193.200000,22.470000,0.000000,19.610000,84.990000,8.080000,0.000000,63.030000,0.970000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1050.74

39,09:30-09:45,1.24,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1032.21

40,09:45-10:00,1.39,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,0.000000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1032.36

41,10:00-10:15,1.77,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1123.54

42,10:15-10:30,1.71,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1123.48

43,10:30-10:45,1.79,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1123.56

44,10:45-11:00,1.78,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1123.55

45,11:00-11:15,2.01,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1123.78

46,11:15-11:30,2.32,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1124.09

47,11:30-11:45,2.49,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1124.26

48,11:45-12:00,2.33,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1124.1

49,12:00-12:15,3.14,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1124.91

50,12:15-12:30,3.74,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1125.51

51,12:30-12:45,3.72,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1125.49

52,12:45-13:00,3.72,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1125.49

53,13:00-13:15,2.73,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1124.5

54,13:15-13:30,2.88,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1124.65

55,13:30-13:45,1.8,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1123.57

56,13:45-14:00,1.24,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,90.800000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1123.01

57,14:00-14:15,2.22,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,106.260000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1162.57

58,14:15-14:30,2.55,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,106.260000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1162.9

59,14:30-14:45,2.45,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,106.260000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1162.8

60,14:45-15:00,2.12,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,30.000000,106.260000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1162.47

61,15:00-15:15,1.95,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,0.000000,106.260000,0.000000,0.000000,59.030000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1124.85

62,15:15-15:30,2.23,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,0.000000,106.260000,0.000000,0.000000,62.440000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1128.54

63,15:30-15:45,2.54,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,0.000000,106.260000,0.000000,0.000000,61.250000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1127.66

64,15:45-16:00,1.31,0.970000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,9.080000,0.000000,63.030000,0.970000,0.000000,106.260000,0.000000,0.000000,62.580000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1127.76

65,16:00-16:15,0.91,3.860000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,6.060000,0.000000,63.030000,0.820000,0.000000,106.260000,0.000000,0.000000,65.050000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1129.55

66,16:15-16:30,0.91,3.860000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,6.060000,0.000000,63.030000,0.820000,0.000000,106.260000,0.000000,0.000000,65.720000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1130.22

67,16:30-16:45,0.73,3.860000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,6.060000,0.000000,63.030000,0.820000,0.000000,106.260000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1130.8

68,16:45-17:00,1.02,3.860000,15.940000,193.200000,22.470000,0.000000,0.000000,84.990000,6.060000,0.000000,63.030000,0.820000,0.000000,106.260000,0.000000,0.000000,66.480000,24.150000,6.760000,28.980000,0.000000,23.120000,0.000000,24.150000,22.220000,188.370000,8.210000,24.150000,21.240000,48.300000,62.790000,84.520000,1131.09

69,17:00-17:15,1.34,3.860000,0.000000,193.200000,22.470000,0.000000,0.000000,84.990000,6.060000,0.000000,63.030000,0.820000,0.000000,48.300000,0.000000,0.000000,66.480000,24.150000,6.760000,0.000000,0.000000,0.000000,0.000000,24.150000,22.220000,188.370000,0.000000,24.150000,21.240000,48.300000,62.790000,84.520000,997.2

