Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01012024/15012024/IEX_231227_05966,NR/30092023/31122025/SH-07,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01012024/31012024/HP-26,NR/03012024/03012024/IEX_240102_06011,SR/01102023/07102043/L_NR_2018_61,NR/01012024/15012024/IEX_231227_05965,NR/01102023/30042040/GNA_LT_36,NR/01012024/31012024/HP-27,NR/01012024/31032024/ ChanjuII,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/52,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/HP-28,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/02012024/04012024/SJVN020124NR1333,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,NR/02012024/04012024/SJVN020124NR1334,NR/01102023/05012040/L_NR_2020_02,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12
1,00:00-00:15,174.180000,48.200000,25.660000,6.750000,152.770000,0.000000,12.73,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,32.84,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,8.42,66.120000,149.110000,48.200000,0,9.78,9.78,0,0,1.530000,0,25.660000,11.570000,48.200000,32.84,29.35,0

2,00:15-00:30,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,12.27,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,31.8,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.7,70.280000,149.110000,48.200000,0,9.6,9.6,0,0,1.530000,0,25.660000,11.570000,48.200000,31.8,28.81,0

3,00:30-00:45,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,11.76,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,30.41,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,9.6,9.6,0,0,1.530000,0,25.660000,11.570000,48.200000,30.41,28.81,0

4,00:45-01:00,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,16.1,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,20.89,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,9.51,9.52,0,0,1.530000,0,25.660000,11.570000,48.200000,20.89,28.54,0

5,01:00-01:15,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,15.65,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,20.55,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,8.99,8.98,0,0,1.530000,0,25.660000,11.570000,48.200000,20.55,26.96,0

6,01:15-01:30,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,15.29,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,20.41,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,8.74,8.73,0,0,1.530000,0,25.660000,11.570000,48.200000,20.41,26.21,0

7,01:30-01:45,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,15.03,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,20.34,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,8.45,8.43,0,0,1.530000,0,25.660000,11.570000,48.200000,20.34,25.34,0

8,01:45-02:00,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,14.96,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,20.22,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,8.4,8.4,0,0,1.530000,0,25.660000,11.570000,48.200000,20.22,25.21,0

9,02:00-02:15,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,14.54,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,16.33,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,8.12,8.11,0,0,1.530000,0,25.660000,11.570000,48.200000,16.33,24.35,0

10,02:15-02:30,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,13.91,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,16.33,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,8.05,8.05,0,0,1.530000,0,25.660000,11.570000,48.200000,16.33,24.15,0

11,02:30-02:45,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,13.31,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,14,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,7.81,7.8,0,0,1.530000,0,25.660000,11.570000,48.200000,14,23.42,0

12,02:45-03:00,147.180000,48.200000,25.660000,6.750000,152.770000,0.000000,12.71,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,14,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.780000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,48.200000,0,6.87,6.85,0,0,1.530000,0,25.660000,11.570000,48.200000,14,20.6,0

13,03:00-03:15,117.610000,48.200000,25.660000,6.750000,152.770000,0.000000,8.91,96.400000,0.000000,57.410000,1.740000,8.190000,5.780000,48.200000,18.320000,14,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,46.460000,0,6.87,6.85,0,0,1.530000,0,25.660000,11.570000,48.200000,14,20.6,0

14,03:15-03:30,122.430000,48.200000,25.660000,6.750000,152.770000,0.000000,8.85,96.400000,0.000000,57.410000,1.740000,8.190000,5.780000,48.200000,18.320000,14,0,0,23.140000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,46.460000,0,6.87,6.85,0,0,1.530000,0,25.660000,11.570000,48.200000,14,20.6,0

15,03:30-03:45,111.820000,48.200000,25.660000,6.750000,152.770000,0.000000,8.25,96.400000,0.000000,57.410000,1.740000,8.190000,5.780000,48.200000,18.320000,14,0,0,22.170000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,46.460000,0,6.87,6.85,0,0,1.530000,0,25.660000,11.570000,48.200000,14,20.6,0

16,03:45-04:00,111.820000,48.200000,25.660000,6.750000,152.770000,0.000000,8.11,96.400000,0.000000,57.410000,1.740000,8.190000,5.780000,48.200000,18.320000,14,0,0,22.170000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,46.460000,0,6.87,6.85,0,0,1.530000,0,25.660000,11.570000,48.200000,14,20.6,0

17,04:00-04:15,111.820000,48.200000,25.660000,6.750000,152.770000,0.000000,7.85,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,18.01,0,0,22.170000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,46.460000,0,6.87,6.85,0,0,1.530000,0,25.660000,11.570000,48.200000,18.01,20.6,0

18,04:15-04:30,111.820000,48.200000,25.660000,6.750000,152.770000,0.000000,7.99,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,18.3,0,0,22.170000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,46.460000,0,6.87,6.85,0,0,1.530000,0,25.660000,11.570000,48.200000,18.3,20.6,0

19,04:30-04:45,111.820000,48.200000,25.660000,6.750000,152.770000,0.000000,7.75,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,18.7,0,0,22.170000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.850000,0,0,0,0,0,7.34,70.280000,149.110000,46.460000,0,9.62,9.6,0,0,1.530000,0,25.660000,11.570000,48.200000,18.7,28.85,0

20,04:45-05:00,111.820000,48.200000,25.660000,6.750000,152.770000,0.000000,7.73,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,18.7,0,0,22.170000,1.070000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.850000,0,0,0,0,0,7.34,66.120000,149.110000,46.460000,0,9.62,9.6,0,0,1.530000,0,25.660000,11.570000,48.200000,18.7,28.85,0

21,05:00-05:15,111.820000,48.200000,25.660000,6.750000,152.770000,0.000000,7.71,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,18.83,0,0,22.170000,0.990000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.770000,0,0,0,0,0,7.34,66.120000,149.110000,46.460000,0,9.62,9.6,0,0,1.530000,0,25.660000,11.570000,48.200000,18.83,28.85,0

22,05:15-05:30,111.820000,48.200000,25.660000,6.750000,152.770000,0.000000,7.73,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,18.94,0,0,22.170000,0.990000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.770000,0,0,0,0,0,7.34,66.120000,149.110000,46.460000,0,9.29,9.29,0,0,1.530000,0,25.660000,11.570000,48.200000,18.94,27.88,0

23,05:30-05:45,152.310000,48.200000,25.660000,6.750000,152.770000,0.000000,7.91,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,18.97,0,0,22.170000,0.990000,0.000000,0,0.000000,24.570000,0.000000,0,0,32.400000,0.000000,0,0.770000,0,0,0,0,0,7.34,66.120000,149.110000,46.460000,0,8.77,8.78,0,0,1.530000,0,25.660000,11.570000,48.200000,18.97,26.32,0

24,05:45-06:00,200.510000,48.200000,25.660000,6.750000,152.770000,0.000000,8.02,96.400000,0.000000,57.410000,1.660000,8.190000,5.780000,48.200000,18.320000,19.17,0,0,23.140000,0.990000,0.000000,0,0.000000,24.570000,0.000000,0,0,51.680000,0.000000,0,0.770000,0,0,0,0,0,7.34,66.120000,192.800000,57.840000,0,8.5,8.5,0,0,1.530000,0,25.660000,11.570000,48.200000,19.17,25.5,0

25,06:00-06:15,248.710000,48.200000,24.630000,6.750000,77.750000,0.000000,8.61,96.400000,0.000000,0.000000,1.660000,8.190000,5.780000,48.200000,18.320000,19.66,0,0,23.140000,0.990000,96.400000,0,0.000000,0.000000,0.000000,0,0,56.120000,0.000000,0,0.770000,0,0,0,0,0,7.34,66.120000,231.360000,77.120000,0,8.18,8.17,0,0,1.480000,0,30.850000,11.570000,48.200000,19.66,24.53,0

26,06:15-06:30,260.860000,48.200000,24.630000,6.750000,77.750000,0.000000,8.81,96.400000,0.000000,0.000000,1.660000,8.190000,5.780000,48.200000,18.320000,19.65,0,0,23.140000,0.990000,96.400000,0,0.000000,0.000000,0.000000,0,0,75.090000,0.000000,0,0.770000,0,0,0,0,0,7.34,94.460000,271.120000,77.120000,0,7.77,7.77,0,0,1.480000,0,30.850000,11.570000,48.200000,19.65,23.32,0

27,06:30-06:45,260.860000,48.200000,22.770000,6.750000,77.750000,0.000000,9.13,96.400000,0.000000,0.000000,1.660000,8.190000,5.780000,48.200000,18.320000,19.44,0,0,23.140000,0.990000,96.400000,0,0.000000,0.000000,0.000000,0,0,86.950000,0.000000,0,0.770000,0,0,0,0,0,7.34,94.460000,271.120000,100.970000,1,7.28,7.27,0,0,1.480000,0,30.850000,11.570000,48.200000,19.44,21.83,0

28,06:45-07:00,260.860000,48.200000,14.840000,6.750000,77.750000,0.000000,9.44,96.400000,0.000000,0.000000,1.660000,8.190000,5.780000,48.200000,18.320000,19.32,0,0,22.170000,0.990000,96.400000,0,0.000000,0.000000,0.000000,0,0,86.950000,0.000000,0,0.770000,0,0,0,0,0,7.34,115.620000,271.120000,100.970000,3,6.89,6.88,0,0,1.480000,0,30.850000,11.570000,48.200000,19.32,20.67,0

29,07:00-07:15,260.860000,48.200000,30.850000,6.750000,77.750000,99.290000,13.13,96.400000,0.000000,0.000000,1.740000,8.190000,5.780000,48.200000,18.320000,15,0.95,0,21.210000,0.990000,96.400000,0,0.000000,0.000000,0.000000,0.95,0,86.950000,0.000000,0,0.770000,0,0,0,0.106986,0,7.34,115.620000,271.120000,100.970000,10,6.83,6.84,0,0,1.480000,0,30.850000,11.570000,48.200000,15,20.5,0

30,07:15-07:30,260.860000,48.200000,30.850000,6.750000,77.750000,99.290000,13.17,96.400000,0.010000,0.000000,1.740000,8.190000,5.780000,48.200000,18.320000,15,2.85,0,21.210000,0.990000,96.400000,1,0.000000,0.000000,0.010000,2.85,0,86.950000,0.010000,0,0.770000,0,0,0,0.885066,0,7.34,115.620000,271.120000,100.970000,17,6.83,6.84,0,0,1.480000,0,30.850000,11.570000,48.200000,15,20.5,0

