Block,Time,DULHASTI,JHAJJAR,KKNP,KUDGI,NLCIIST2,NNTPP,RAPPB,TALA,CHAMERA2,FSTPP I & II,NLCIIST1,SASAN,UNCHAHAR2,ANTA_CRF,ANTA_GF,ANTA_LF,BRBCL,CHAMERA1,KKNPPU2,MAPS,NTPL,RAPPC,RIHAND2,RSTPSU1TO6,RSTPSU7,TEHRI,UNCHAHAR1,UNCHAHAR3,ANTA_RF,AURY_RF,DADRI_CRF,DADRI_GF,KISHANGANGA,NJPC,NLCEXP,NLCTS2EXP,SIMHST1,DADRI_RF,DADRT2,DHAULIGNGA,KGSU1AND2,TALST2,TANAKPUR,TANDA2,TelanganaSTPP,UNCHAHAR4,CHAMERA3,KGSU3AND4,KHSTPP-I,KOLDAM,NAPP,RAMPUR,SEWA2,VALLURNTECL,DADRI_LF,KOTESHWR,SALAL,SIMHST2,SINGRAULI,URI2,AURY_GF,AURY_LF,BSIUL,KHSTPP-II,PARBATI3,RIHAND1,RIHAND3,SINGRAULI_HYDRO,URI,AURY_CRF
65,16:00-16:15,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.32,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,9.29,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

66,16:15-16:30,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.32,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,41.83,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

67,16:30-16:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.32,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,18.94,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,41.83,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

68,16:45-17:00,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.32,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,41.67,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,41.83,0,139.69,4.31,0,0,0,148.3,0,83.8,62.16,0.65,0.55,70.59

69,17:00-17:15,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.63,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,62.51,0,0,0,0,683.14,9.14,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,41.83,0,139.69,4.31,0,0,0,148.3,0,87.8,62.16,0.65,1.11,70.59

70,17:15-17:30,32.96,434.65,0,0,0,0,0,0,2.66,20.8,0,418.77,42.39,42.95,0,0,20,13.24,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,83.33,0,0,0,0,683.14,18.27,0,0,0.25,0,0,0,9.68,0,45.53,0,43.68,0,0,0,0,26.62,41.83,0,139.69,4.31,0,0,2.2,148.3,0,92,62.16,0.65,1.11,70.59

71,17:30-17:45,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,418.77,42.39,43.47,0,0,20,24.09,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,116.95,0,0,0,0,682.79,18.27,0,0,0.25,0,0,0,19.38,0,45.53,0,43.68,0,7.9,0,0,39.05,41.83,0,139.69,4.31,0,0,13.04,148.3,0,92,62.16,0.65,1.11,70.59

72,17:45-18:00,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,418.77,42.39,43.47,0,0,20,24.09,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,116.95,0,0,0,0,682.79,18.27,0,0,0.25,0,0,0,19.38,0,45.53,0,43.68,0,7.9,0,0,39.05,9.29,0,139.69,4.31,0,0,13.04,148.3,0,92,62.16,0.65,1.11,70.59

73,18:00-18:15,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,418.77,42.39,43.47,0,0,20,24.09,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,116.95,0,0,0,0,682.79,18.27,0,0,0.25,0,0,0,19.38,0,45.53,0,43.68,0,7.9,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,0,92,62.16,0.65,1.11,70.59

74,18:15-18:30,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,418.77,42.39,43.47,0,0,20,13.24,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0.25,0,0,0,19.38,0,45.53,0,43.68,0,7.9,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,0,92,62.16,0.65,1.11,70.81

75,18:30-18:45,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,418.77,42.39,43.68,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0.25,0,0,0,19.38,0,45.53,0,43.68,0,7.9,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,0,92,62.16,0.65,1.11,70.81

76,18:45-19:00,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,418.77,42.39,43.68,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,83.43,0,0,0,0,682.79,18.27,0,0,0.25,0,0,0,19.38,0,45.53,0,43.68,0,7.9,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,0,92,62.16,0.65,1.11,70.81

77,19:00-19:15,32.96,434.65,0,0,0,0,0,0,2,20.8,0,418.77,42.39,43.68,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,62.51,0,0,0,0,682.79,18.27,0,0,0.25,0,0,0,9.68,0,45.53,0,43.68,0,0,0,0,26.82,1.4,0,139.69,4.31,0,0,2.2,148.3,3.82,92,62.16,0.65,1.11,70.81

78,19:15-19:30,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.68,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,41.67,0,0,0,0,682.79,9.14,0,0,0.25,0,0,0,9.68,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,16.54,92,62.16,0.65,1.11,70.81

79,19:30-19:45,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.79,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,18.94,0,0,0,0,682.79,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,16.54,92,62.16,0.65,30.36,70.81

80,19:45-20:00,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.79,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,682.79,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,16.54,92,62.16,0.65,30.36,70.81

81,20:00-20:15,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.79,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,16.54,92,62.16,0.65,30.36,70.81

82,20:15-20:30,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.79,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,16.54,92,62.16,0.65,3.31,70.81

83,20:30-20:45,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.79,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,16.54,92,62.16,0.65,3.31,70.81

84,20:45-21:00,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.79,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,3.57,92,62.16,0.65,3.31,70.81

85,21:00-21:15,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.89,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

86,21:15-21:30,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.89,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,30.36,70.81

87,21:30-21:45,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.89,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,30.36,70.81

88,21:45-22:00,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.89,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,30.36,70.81

89,22:00-22:15,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.99,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

90,22:15-22:30,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.21,0,0,20,0,0,0,0,53.17,118.76,0,0,28.22,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

91,22:30-22:45,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.21,0,0,20,0,0,0,0,53.17,118.76,0,0,28.22,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

92,22:45-23:00,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.21,0,0,20,0,0,0,0,53.17,118.76,0,0,28.22,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

93,23:00-23:15,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.21,0,0,20,0,0,0,0,53.17,118.76,0,0,28.22,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

94,23:15-23:30,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.42,0,0,20,0,0,0,0,53.17,118.76,0,0,28.22,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

95,23:30-23:45,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.42,0,0,20,0,0,0,0,53.17,118.76,0,0,28.22,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

96,23:45-24:00,16.48,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.42,0,0,20,0,0,0,0,53.17,118.76,0,0,14.12,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,3.31,70.81

