Block,Time,NR/30092023/31122025/SH-07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,WR/01102023/31032046/L_NR_2020_05,SR/01032024/31032024/SJVN010324NR1590,SR/01032024/15032024/BYPL-APPCPL-KSEB,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01012024/31032024/ ChanjuII,NR/01102023/31052040/LT-31,NR/01032024/31032024/NVVN/OA/16997,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,WR/01102023/01102023/L_NR_2022_09,NR/01102023/19072037/LT-05,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/06032024/06032024/DD20240306NR23149,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/L_NR_2019_05,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/22032024/HP-59,NR/01102023/13082046/L_NR_2021_12,NR/01032024/22032024/HP-56,NR/01032024/15032024/HP-62
1,00:00-00:15,25.980000,23.72,25.030000,15.22,0,0,0,0,250.300000,44.91,0,0,1.250000,52.950000,0.000000,0.770000,71.16,0,96.27,6.81,0,4.320000,0.000000,48.140000,144.405000,23.72,0.000000,1.030000,44.91,35.100000,0,0,0.000000,38.510000,138.630000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

2,00:15-00:30,25.980000,24.27,25.030000,15.84,0,0,0,0,231.050000,46,0,0,1.250000,52.950000,0.000000,0.770000,72.82,0,96.27,6.81,0,4.320000,0.000000,48.140000,144.405000,24.29,0.000000,1.030000,46,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

3,00:30-00:45,25.980000,24.61,25.030000,16.62,0,0,0,0,211.790000,46.08,0,0,1.340000,52.950000,0.000000,0.770000,73.82,0,96.27,6.81,0,4.320000,0.000000,48.140000,144.405000,24.61,0.000000,1.030000,46.08,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

4,00:45-01:00,25.980000,25.05,25.030000,16.77,0,0,0,0,192.540000,46.67,0,0,1.340000,52.950000,0.000000,0.770000,75.16,0,96.27,6.81,0,4.320000,0.000000,48.140000,144.405000,25.06,0.000000,1.030000,46.67,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

5,01:00-01:15,25.980000,25.39,25.030000,16.97,0,0,0,0,181.950000,46.84,0,0,1.340000,52.950000,0.000000,0.770000,76.16,0,96.27,6.81,0,4.320000,0.000000,48.140000,144.405000,25.38,0.000000,1.030000,46.84,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

6,01:15-01:30,25.980000,25.22,25.030000,16.34,0,0,0,0,181.950000,47.33,0,0,1.340000,52.950000,0.000000,0.770000,75.66,0,96.27,6.81,0,4.320000,0.000000,48.140000,144.405000,25.22,0.000000,1.030000,47.33,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

7,01:30-01:45,25.980000,19.26,25.030000,12.66,0,0,0,0,181.950000,41.77,0,0,1.340000,52.950000,0.000000,0.770000,57.77,0,96.27,6.81,0,4.320000,0.000000,48.140000,144.405000,19.25,0.000000,1.030000,41.77,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

8,01:45-02:00,25.980000,19.45,25.030000,13,0,0,0,0,181.950000,42,0,0,1.340000,52.950000,0.000000,0.770000,58.35,0,96.27,6.81,0,4.320000,0.000000,48.140000,144.405000,19.46,0.000000,1.030000,42,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

9,02:00-02:15,25.980000,22.61,25.030000,13.34,0,0,0,0,181.950000,48.67,0,0,1.340000,52.950000,0.000000,0.850000,67.82,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,22.61,0.000000,1.030000,48.67,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

10,02:15-02:30,25.980000,22.24,25.030000,13.66,0,0,0,0,181.950000,48.84,0,0,1.340000,52.950000,0.000000,0.850000,66.72,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,22.24,0.000000,1.030000,48.84,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

11,02:30-02:45,25.980000,22.05,25.030000,14,0,0,0,0,181.950000,44.7,0,0,1.340000,52.950000,0.000000,0.850000,66.16,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,22.06,0.000000,1.030000,44.7,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

12,02:45-03:00,25.980000,21.95,25.030000,14.34,0,0,0,0,181.950000,45.63,0,0,1.340000,52.950000,0.000000,0.850000,65.86,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,21.95,0.000000,1.030000,45.63,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

13,03:00-03:15,25.980000,21.79,25.030000,15,0,0,0,0,181.950000,45.93,0,0,1.340000,52.950000,0.000000,0.850000,65.37,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,21.79,0.000000,0.990000,45.93,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

14,03:15-03:30,25.980000,21.76,25.030000,16,0,0,0,0,181.950000,46.65,0,0,1.340000,52.950000,0.000000,0.850000,65.27,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,21.75,0.000000,0.990000,46.65,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

15,03:30-03:45,25.980000,21.68,25.030000,19.66,0,0,0,0,181.950000,46.8,0,0,1.340000,52.950000,0.000000,0.850000,65.04,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,21.67,0.000000,0.990000,46.8,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

16,03:45-04:00,25.980000,21.57,24.070000,20,0,0,0,0,181.950000,47.17,0,0,1.340000,52.950000,0.000000,0.850000,64.72,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,21.58,0.000000,0.990000,47.17,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

17,04:00-04:15,25.980000,21.36,24.070000,19.66,0,0,0,0,181.950000,47.66,0,0,1.300000,52.950000,0.000000,0.770000,64.08,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,21.36,0.000000,0.990000,47.66,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

18,04:15-04:30,25.980000,21.17,24.070000,19.34,0,0,0,0,181.950000,46.55,0,0,1.300000,52.950000,0.000000,0.770000,63.51,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,21.16,0.000000,0.990000,46.55,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

19,04:30-04:45,25.980000,19.8,24.070000,12.34,0,0,0,0,192.540000,32.57,0,0,1.300000,52.950000,0.000000,0.770000,59.4,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,19.81,0.000000,0.990000,32.57,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

20,04:45-05:00,25.980000,19.3,24.070000,12.34,0,0,0,0,211.790000,32.33,0,0,1.300000,52.950000,0.000000,0.770000,57.91,0,96.27,6.81,0,4.230000,0.000000,48.140000,144.405000,19.31,0.000000,0.990000,32.33,35.100000,0,0,0.000000,38.510000,109.750000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

21,05:00-05:15,25.980000,18.77,24.070000,12.14,0,0,0,0,231.050000,31.67,0,0,1.300000,52.950000,0.000000,0.770000,56.32,0,96.27,6.81,0,4.140000,0.000000,48.140000,144.405000,18.78,0.000000,0.950000,31.67,35.100000,0,0,0.000000,38.510000,138.630000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

22,05:15-05:30,25.980000,18.29,24.070000,12,0,0,0,0,250.300000,30.95,0,0,1.300000,52.950000,0.000000,0.770000,54.86,0,96.27,6.81,0,4.140000,0.000000,48.140000,144.405000,18.28,0.000000,0.950000,30.95,35.100000,0,0,0.000000,57.440000,180.690000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

23,05:30-05:45,25.980000,17.8,24.070000,11.66,0,0,0,0,270.760000,30,0,0,1.300000,52.950000,0.000000,0.770000,53.41,0,96.27,6.81,0,4.140000,0.000000,48.140000,144.405000,17.81,0.000000,0.950000,30,35.100000,0,0,0.000000,38.510000,228.380000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

24,05:45-06:00,25.980000,17.32,25.030000,11.34,0,0,0,0,270.760000,29.33,0,0,1.300000,52.950000,0.000000,0.770000,51.97,0,96.27,6.81,0,4.140000,0.000000,48.140000,144.405000,17.34,0.000000,0.950000,29.33,35.100000,0,0,0.000000,38.510000,226.460000,0,96.27,48.14,0,25.980000,0.000000,0,0,32.760000,0,76.530000,98.210000

25,06:00-06:15,25.150000,16.77,25.030000,11.34,0,0,0,0,270.760000,28.7,0,0,1.300000,52.950000,0.000000,0.930000,50.32,0,96.27,6.81,0,4.140000,0.000000,48.140000,144.405000,16.78,0.000000,0.950000,28.7,33.020000,0,0,0.000000,57.400000,198.540000,0,96.27,48.14,0,30.810000,0.000000,0,0,0.000000,0,0.000000,0.000000

26,06:15-06:30,25.150000,16.24,25.030000,11,0,0,0,0,270.760000,28.67,0,0,1.300000,52.950000,0.000000,0.930000,48.7,0,96.27,6.81,0,4.140000,0.000000,48.140000,144.405000,16.23,0.000000,0.950000,28.67,33.020000,0,0,0.000000,57.400000,198.540000,2.04,96.27,48.14,0,30.810000,0.000000,0,0,0.000000,0.01,0.000000,0.000000

27,06:30-06:45,25.150000,15.71,24.070000,7.34,0,1.8,0,0,270.760000,21.4,0,0,1.300000,52.950000,0.000000,0.930000,47.13,0,96.27,6.81,0,4.140000,0.000000,48.140000,144.405000,15.71,0.000000,0.950000,21.4,33.020000,0.350316,0,0.000000,57.400000,246.370000,5.85,96.27,48.14,0,30.810000,0.000000,0,0,0.000000,0.01,0.000000,0.000000

28,06:45-07:00,25.150000,15.21,23.100000,7.34,2,5.76,0,0,270.760000,21.33,0,0,1.300000,52.950000,0.000000,0.930000,45.62,0,96.27,6.81,1,4.140000,0.000000,48.140000,144.405000,15.2,0.000000,0.950000,21.33,33.020000,3.60047,0,0.000000,57.400000,256.960000,13.04,96.27,48.14,1,30.810000,0.000000,0,0,0.000000,0.01,0.000000,0.000000

