Block,Time,DADRI_GF,ANTA_RF,ANTA_CRF,DADRI_RF,DULHASTI,NAPP,PARBATI3,AURY_GF,JHAJJAR,ANTA_GF,KOTESHWR,KISHANGANGA,DADRI_CRF,TANDA2,BSIUL,UNCHAHAR4,DHAULIGNGA,URI,DADRI_LF,SINGRAULI,RAPPC,UNCHAHAR3,RAPPB,SALAL,TEHRI,RIHAND1,UNCHAHAR1,RIHAND2,NJPC,DADRT2,URI2,TANAKPUR,RIHAND3,UNCHAHAR2,AURY_LF,KOLDAM,SEWA2,ANTA_LF,SINGRAULI_HYDRO,CHAMERA1,CHAMERA3,AURY_CRF,RAMPUR,AURY_RF,CHAMERA2,TALA,FSTPP I & II,KHSTPP-I,KUDGI,SASAN,KHSTPP-II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,9.977597,0.000000,73.795622,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.160200,25.056608,25.542978,0.000000,35.990394,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,10.416153,12.150823,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,12.644065,14.228130,16.951801,38.188494,86.48,334.832906,142.780373,14.518463,0,0,0,0,0

2,00:15-00:30,0.000000,9.977597,0.000000,39.709862,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,76.828243,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,23.957151,12.150823,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,12.644065,14.228130,16.951801,38.188494,85.18,334.832906,142.780373,14.518463,0,0,0,0,0

3,00:30-00:45,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,76.828243,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,23.957151,12.150823,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,12.644065,14.228130,16.951801,38.188494,84.21,334.832906,142.780373,13.854117,0,0,0,0,0

4,00:45-01:00,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,76.828243,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,23.957151,12.150823,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,12.644065,14.228130,16.951801,38.188494,83.24,334.832906,142.780373,14.605227,0,0,0,0,0

5,01:00-01:15,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,76.828243,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,23.957151,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,12.644065,14.228130,16.951801,38.188494,80.34,334.832906,142.780373,15.332728,0,0,0,0,0

6,01:15-01:30,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,10.416153,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,80.34,334.832906,142.780373,15.719331,0,0,0,0,0

7,01:30-01:45,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,11.754178,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,79.37,334.832906,142.780373,15.036219,0,0,0,0,0

8,01:45-02:00,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,11.754178,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,77.43,334.832906,142.780373,15.003531,0,0,0,0,0

9,02:00-02:15,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,11.754178,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,75.50,334.832906,142.780373,15.044895,0,0,0,0,0

10,02:15-02:30,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,11.754178,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,76.46,334.832906,142.780373,14.798426,0,0,0,0,0

11,02:30-02:45,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,36.331094,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,74.53,334.832906,142.780373,15.172418,0,0,0,0,0

12,02:45-03:00,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,36.331094,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,73.56,334.832906,142.780373,15.318907,0,0,0,0,0

13,03:00-03:15,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,81.16,334.832906,142.780373,16.165961,0,0,0,0,0

14,03:15-03:30,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,9.299099,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.088103,0.000000,17.869370,0.000000,14.228130,16.951801,38.188494,81.30,334.832906,142.780373,15.876918,0,0,0,0,0

15,03:30-03:45,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,1.143700,0.000000,9.350979,0.000000,14.228130,16.951801,38.188494,80.34,334.832906,142.780373,15.422317,0,0,0,0,0

16,03:45-04:00,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,23.618696,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.350979,12.644065,14.228130,16.951801,38.188494,80.34,334.832906,142.780373,15.860371,0,0,0,0,0

17,04:00-04:15,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.350979,12.644065,14.228130,17.757944,38.188494,80.34,334.832906,142.780373,16.007567,0,0,0,0,0

18,04:15-04:30,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.350979,12.644065,14.228130,19.269321,38.188494,78.40,334.832906,142.780373,17.860271,0,0,0,0,0

19,04:30-04:45,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.350979,12.644065,14.228130,20.064567,38.188494,78.40,334.832906,142.780373,18.678976,0,0,0,0,0

