Block,Time,DADRI_GF,ANTA_RF,ANTA_CRF,DADRI_RF,DULHASTI,NAPP,PARBATI3,AURY_GF,JHAJJAR,ANTA_GF,KOTESHWR,KISHANGANGA,DADRI_CRF,TANDA2,BSIUL,UNCHAHAR4,DHAULIGNGA,URI,DADRI_LF,SINGRAULI,RAPPC,UNCHAHAR3,RAPPB,SALAL,TEHRI,RIHAND1,UNCHAHAR1,RIHAND2,NJPC,DADRT2,URI2,TANAKPUR,RIHAND3,UNCHAHAR2,AURY_LF,KOLDAM,SEWA2,ANTA_LF,SINGRAULI_HYDRO,CHAMERA1,CHAMERA3,AURY_CRF,RAMPUR,AURY_RF,CHAMERA2,TALA,FSTPP I & II,KHSTPP-I,KUDGI,SASAN,KHSTPP-II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.350979,12.644065,14.228130,20.064567,38.188494,84.21,334.832906,142.780373,18.677563,0,0,0,0,0

21,05:00-05:15,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,0.000000,89.046800,19.343482,56.709261,22.640052,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.350979,12.644065,14.228130,20.064567,38.188494,84.21,334.832906,142.780373,19.357951,0,0,0,0,0

22,05:15-05:30,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,15.061492,89.046800,19.343482,56.709261,36.664052,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.350979,12.644065,14.228130,20.064567,38.188494,84.21,334.832906,142.780373,19.357951,0,0,0,0,0

23,05:30-05:45,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,3.080342,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,8.822312,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,30.122984,89.046800,19.343482,56.709261,54.996078,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,8.411051,0.000000,0.000000,0.000000,9.350979,12.644065,14.228130,20.064567,38.188494,85.18,334.832906,142.780373,19.357951,0,0,0,0,0

24,05:45-06:00,0.000000,9.977597,0.000000,23.432472,31.899762,39.281254,6.160684,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,17.644623,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,45.184476,89.046800,19.343482,56.709261,73.328104,661.200682,9.114134,8.679159,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,8.411051,9.367181,0.000000,0.000000,9.350979,12.644065,14.228130,20.064567,38.188494,80.34,334.832906,142.780373,19.357951,0,0,0,0,0

25,06:00-06:15,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,31.651128,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,3.194070,0.000000,26.466935,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,60.245968,89.046800,19.343482,56.709261,100.826143,661.200682,0.000000,8.059219,119.695958,24.369302,0.000000,0.000000,5.109234,0.000000,0.759153,27.144756,18.734363,0.000000,0.000000,6.449795,25.417151,14.228130,20.064567,38.188494,82.27,334.832906,142.780373,19.357951,0,0,0,0,0

26,06:15-06:30,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,31.651128,0.000000,632.183982,0.000000,19.086988,0.000000,0.000000,0.000000,18.934447,0.000000,35.371077,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,60.245968,89.046800,19.343482,56.709261,135.840313,661.200682,0.000000,8.059219,119.695958,24.369302,0.000000,0.000000,15.296738,0.000000,0.759153,40.755365,28.129892,0.000000,0.000000,6.449795,38.241845,14.228130,20.064567,38.188494,85.18,334.832906,142.780373,19.357951,0,0,0,0,0

27,06:30-06:45,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,31.651128,0.000000,632.183982,0.000000,19.086988,0.000000,0.000000,0.000000,18.934447,0.000000,35.371077,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,60.245968,89.046800,19.343482,56.709261,135.840313,661.200682,0.000000,8.059219,119.695958,24.369302,0.000000,0.000000,15.296738,0.000000,0.759153,40.755365,28.129892,0.000000,0.000000,6.449795,38.241845,14.228130,20.064567,38.188494,84.21,334.832906,142.780373,19.357951,0,0,0,0,0

28,06:45-07:00,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,31.651128,0.000000,632.183982,0.000000,19.086988,0.000000,0.000000,0.000000,18.934447,0.000000,35.371077,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,60.245968,89.046800,19.343482,56.709261,135.840313,661.200682,0.000000,8.059219,119.695958,24.369302,0.000000,0.000000,15.296738,0.000000,0.759153,40.755365,28.129892,0.000000,0.000000,6.449795,38.241845,14.228130,20.064567,38.188494,84.21,334.832906,142.780373,19.357951,0,0,0,0,0

29,07:00-07:15,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,31.651128,0.000000,632.183982,0.000000,19.086988,0.000000,0.000000,0.000000,18.934447,0.000000,35.371077,10.685616,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,60.245968,89.046800,19.343482,56.709261,135.840313,661.200682,0.000000,7.687255,119.695958,24.369302,0.000000,0.000000,15.296738,0.000000,0.759153,40.755365,28.129892,0.000000,0.000000,6.449795,38.241845,14.228130,20.064567,38.188494,83.24,334.832906,142.780373,19.357951,0,0,0,0,0

30,07:15-07:30,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,31.651128,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,17.644623,10.685616,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,45.184476,89.046800,19.343482,56.709261,100.826143,661.200682,0.000000,7.687255,119.695958,24.369302,0.000000,0.000000,5.109234,0.000000,0.759153,19.880666,18.734363,0.000000,0.000000,6.449795,38.241845,14.228130,20.064567,38.188494,84.21,334.832906,142.780373,19.357951,0,0,0,0,0

31,07:30-07:45,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,3.696410,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,36.331094,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,30.122984,89.046800,19.343482,56.709261,82.494117,661.200682,0.000000,7.687255,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,8.411051,9.367181,0.000000,0.000000,9.674644,25.417151,13.374442,20.064567,38.188494,84.21,334.832906,142.780373,18.566788,0,0,0,0,0

32,07:45:08:00,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,8.822312,36.331094,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,16.037135,89.046800,19.343482,56.709261,54.996078,661.200682,23.957151,7.687255,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,9.367181,0.000000,0.000000,9.674644,11.611896,13.374442,20.064567,38.188494,84.21,334.832906,142.780373,17.168383,0,0,0,0,0

33,08:00-08:15,0.000000,6.235986,0.000000,23.432472,47.849643,39.281254,0.000000,0.000000,632.183982,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,25.542978,0.000000,12.934048,0.000000,89.046800,19.343482,56.709261,36.664052,661.200682,23.957151,7.687255,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,9.367181,0.000000,0.000000,9.674644,11.611896,13.374442,20.064567,38.188494,75.50,334.832906,142.780373,17.362187,0,0,0,0,0

34,08:15-08:30,0.000000,6.235986,0.000000,23.108806,47.849643,39.281254,0.000000,0.000000,625.965224,0.000000,8.589145,0.000000,0.000000,0.000000,6.311482,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,19.164033,0.000000,12.934048,0.000000,89.046800,14.722146,56.709261,36.664052,651.895168,23.957151,7.687255,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,13.374442,20.064567,38.188494,82.27,334.832906,142.780373,16.509887,0,0,0,0,0

35,08:30-08:45,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,625.965224,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,19.164033,0.000000,12.934048,0.000000,89.046800,14.722146,56.709261,36.664052,622.858168,23.957151,7.687255,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,13.374442,20.064567,38.188494,88.08,336.384571,142.780373,16.620864,0,0,0,0,0

36,08:45:09:00,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,625.965224,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,19.164033,0.000000,12.934048,0.000000,89.046800,14.722146,56.709261,36.664052,603.500168,23.957151,7.687255,119.695958,24.369302,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,13.374442,20.064567,38.188494,92.92,336.466238,142.780373,15.763318,0,0,0,0,0

37,09:00:09:15,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,623.942216,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,18.948094,0.000000,12.934048,0.000000,89.046800,14.569702,56.709261,36.664052,524.307528,23.957151,7.687255,119.695958,24.172625,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,13.374442,20.064567,38.188494,94.83,336.466238,142.780373,14.633374,0,0,0,0,0

38,09:15-09:30,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,623.942216,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.331094,0.000000,100.177650,25.056608,18.948094,0.000000,12.934048,0.000000,89.046800,14.569702,56.709261,36.664052,507.420510,9.114134,7.687255,119.695958,24.172625,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,13.374442,20.064567,38.188494,90.01,336.466238,142.780373,14.653552,0,0,0,0,0

39,09:30-09:45,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,581.219110,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.331094,0.000000,100.177650,25.056608,16.755816,0.000000,12.934048,0.000000,89.046800,12.898521,56.709261,36.664052,508.494879,9.765143,7.687255,119.695958,21.085024,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,14.228130,20.064567,38.188494,87.16,336.466238,142.780373,14.683818,0,0,0,0,0

40,09:45-10:00,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,581.219110,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,15.579802,0.000000,12.934048,0.000000,89.046800,11.743434,56.709261,36.664052,509.774246,9.765143,7.687255,119.695958,21.085024,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,14.228130,20.064567,38.188494,60.01,336.466238,142.780373,14.653552,0,0,0,0,0

41,10:00-10:15,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,581.219110,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,15.579802,0.000000,12.934048,0.000000,89.046800,11.743434,56.709261,22.640052,523.981279,9.765143,7.687255,119.695958,21.085024,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,14.228130,20.064567,38.188494,61.05,336.466238,142.780373,14.559625,0,0,0,0,0

42,10:15-10:30,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,581.219110,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,15.579802,0.000000,12.934048,0.000000,89.046800,11.743434,56.709261,22.640052,528.820779,9.765143,7.687255,119.695958,21.085024,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,14.228130,20.064567,38.188494,67.75,336.466238,142.780373,14.610573,0,0,0,0,0

43,10:30-10:45,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,581.219110,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,15.579802,0.000000,12.934048,0.000000,89.046800,11.743434,56.709261,22.640052,544.307179,9.765143,7.687255,119.695958,21.085024,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,14.228130,20.064567,38.188494,70.66,336.466238,142.780373,14.621973,0,0,0,0,0

44,10:45-11:00,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,581.219110,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,15.579802,0.000000,12.934048,0.000000,89.046800,11.743434,56.709261,22.640052,538.499779,9.765143,7.687255,119.695958,21.085024,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,14.228130,20.064567,38.188494,80.34,336.466238,142.780373,14.624698,0,0,0,0,0

45,11:00-11:15,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,581.219110,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.548493,0.000000,100.177650,25.056608,15.579802,0.000000,24.743396,0.000000,89.046800,11.743434,56.709261,22.640052,514.321216,9.765143,12.150823,119.695958,21.085024,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,12.805317,20.064567,38.188494,78.40,336.466238,142.780373,14.644270,0,0,0,0,0

46,11:15-11:30,0.000000,6.235986,0.000000,23.108806,31.790482,39.281254,0.000000,0.000000,581.219110,0.000000,8.589145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.685616,0.000000,100.177650,25.056608,15.579802,0.000000,24.743396,0.000000,89.046800,11.743434,56.709261,22.640052,484.297379,9.765143,12.150823,119.695958,21.085024,0.000000,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,0.000000,0.000000,9.674644,11.611896,12.805317,20.064567,38.188494,78.40,336.466238,142.780373,14.683314,0,0,0,0,0

