Block,Time,KOTESHWR,KUDGI,NLCTS2EXP,PARBATI3,RAPPD,RIHAND1,SIMHST1,VALLURNTECL,BRBCL,CHAMERA3,DULHASTI,KKNPPU2,KOLDAM,MAPS,RSTPSU7,SALAL,AURY_CRF,AURY_GF,CHAMERA1,CHAMERA2,NAPP,SASAN,SINGRAULI,TANAKPUR,UNCHAHAR3,DADRI_LF,DADRI_RF,DADRT2,JHAJJAR,KHSTPP-I,NJPC,NNTPP,SINGRAULI_HYDRO,TALA,KHSTPP-II,NLCIIST1,RAPPC,RIHAND2,RIHAND3,TEHRI,TEHRIPSP,TelanganaSTPP,UNCHAHAR1,URI,URI2,ANTA_GF,ANTA_LF,RAMPUR,RAPPB,SIMHST2,UNCHAHAR4,AURY_RF,DADRI_GF,NLCEXP,NLCIIST2,PARBATI2,ANTA_CRF,DADRI_CRF,BSIUL,DHAULIGNGA,FSTPP I & II,KGSU1AND2,KGSU3AND4,KISHANGANGA,KKNP,NTPL,RSTPSU1TO6,SEWA2,TALST2,TANDA2,UNCHAHAR2,ANTA_RF,AURY_LF
56,13:45-14:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.17,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,47.41,0

57,14:00-14:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.17,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.78,0

58,14:15-14:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.17,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.78,0

59,14:30-14:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.17,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.78,0

60,14:45-15:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,14.05,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.17,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.78,0

61,15:00-15:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,28.1,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.46,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.78,0

62,15:15-15:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,28.1,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.46,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.78,0

63,15:30-15:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,24.58,148.3,0,65.42,125.27,130.84,12.03,0,0,21.65,37.53,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.78,0

64,15:45-16:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,24.58,148.3,0,65.42,125.27,130.84,24.05,0,0,21.65,37.53,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.78,0

65,16:00-16:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.46,148.3,0,65.42,125.27,130.84,36.09,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.15,0

66,16:15-16:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.46,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,46.15,0

67,16:30-16:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.46,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,45.51,0

68,16:45-17:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,25.46,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,45.51,0

69,17:00-17:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,23.5,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,45.51,0

70,17:15-17:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,23.5,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,45.51,0

71,17:30-17:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,23.43,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,6.12,0,5.73,45,45.51,0

72,17:45-18:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,23.19,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,6.12,0,5.73,45,45.51,0

73,18:00-18:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,22.87,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,52.36,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,12.22,0,5.73,45,45.51,0

74,18:15-18:30,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,22.6,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,52.36,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,12.22,0,5.73,45,45.51,0

75,18:30-18:45,30.43,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,22.46,148.3,0,65.42,125.27,130.84,48.11,69.46,0,21.65,52.36,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,18.34,0,5.73,45,45.51,0

76,18:45-19:00,40.57,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,22.37,148.3,0,65.42,125.27,130.84,48.11,69.46,0,21.65,52.36,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,18.34,0,5.73,45,45.51,0

77,19:00-19:15,40.57,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,76.41,549.38,667.25,45.53,175.79,0,1.13,22.37,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,18.34,0,5.73,45,45.77,0

78,19:15-19:30,44.64,0,0,0,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.76,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,76.41,549.38,667.25,45.53,177.44,0,1.13,22.46,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,45.77,0

79,19:30-19:45,44.64,0,0,0,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.18,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,76.41,549.38,667.25,45.53,177.44,0,1.13,22.91,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,46.15,0

80,19:45-20:00,44.64,0,0,0,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.18,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,76.41,549.38,667.25,45.53,177.44,0,1.13,23.05,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,46.15,0

81,20:00-20:15,44.64,0,0,0,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.18,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.13,23.11,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,46.15,0

82,20:15-20:30,44.64,0,0,0,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.18,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.13,23.23,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,46.15,0

83,20:30-20:45,44.64,0,0,38.65,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.76,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.11,23.28,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,46.15,0

84,20:45-21:00,44.64,0,0,38.65,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.76,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.11,23.4,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,46.15,0

85,21:00-21:15,44.64,0,0,38.65,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.76,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.11,23.26,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,30.91,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,46.78,0

86,21:15-21:30,40.57,0,0,38.65,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.11,23.34,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,30.91,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,18.34,0,5.73,45,46.78,0

87,21:30-21:45,40.57,0,0,38.65,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.11,23.5,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,30.91,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,18.34,0,5.73,45,46.78,0

88,21:45-22:00,44.64,0,0,43.12,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.76,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.11,23.64,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,30.91,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,46.78,0

89,22:00-22:15,44.64,0,0,43.12,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.76,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.11,23.78,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,30.91,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,47.03,0

90,22:15-22:30,44.64,0,0,43.12,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.76,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.11,23.93,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,30.91,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,47.03,0

91,22:30-22:45,44.64,0,0,43.12,24.71,98.32,0,0,24.99,35.69,57.67,0,8.62,0,0,80.76,0,0,42.27,49.59,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,177.44,0,1.11,28.2,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.84,0,0,3.22,79.22,0,0,0,0,0,0,20.46,44.58,20.8,0,0,7.18,0,0,0,19.49,0,5.73,45,47.03,0

92,22:45-23:00,30.43,0,0,23.78,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.11,28.28,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,12.22,0,5.73,45,47.03,0

93,23:00-23:15,30.43,0,0,22.3,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.11,28.93,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,6.12,0,5.73,45,47.41,0

94,23:15-23:30,30.43,0,0,22.3,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.11,28.99,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,35.33,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,47.41,0

95,23:30-23:45,20.29,0,0,22.3,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.11,29.07,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,39.75,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,47.41,0

96,23:45-24:00,20.29,0,0,22.3,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,343.12,150.71,11.91,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.11,29.22,148.3,0,65.42,125.27,130.84,50.28,69.46,0,21.65,39.75,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,47.41,0

