Block,Time,DADRI_RF,AURY_GF,TANAKPUR,NJPC,ANTA_LF,DADRI_GF,URI2,KISHANGANGA,TEHRI,CHAMERA3,CHAMERA2,RIHAND1,ANTA_RF,DHAULIGNGA,BSIUL,RAPPB,RIHAND3,ANTA_GF,DADRT2,RIHAND2,ANTA_CRF,UNCHAHAR2,AURY_LF,UNCHAHAR1,SALAL,SEWA2,UNCHAHAR4,DADRI_LF,NAPP,PARBATI3,SINGRAULI,DULHASTI,DADRI_CRF,KOLDAM,AURY_CRF,AURY_RF,UNCHAHAR3,CHAMERA1,JHAJJAR,TANDA2,RAPPC,URI,RAMPUR,SINGRAULI_HYDRO,KOTESHWR,KUDGI,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
33,08:00-08:15,0.000000,0.000000,7.676136,41.187398,0.000000,0.000000,30.828820,0.000000,0.000000,9.353632,25.380387,88.918000,0.000000,8.809551,6.302353,0.000000,119.522827,0.000000,516.457877,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,336.342000,0.000000,25.265663,13.871208,0.000000,0.758055,8.576721,14.50,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,7.676136,21.051336,0.000000,0.000000,30.828820,0.000000,0.000000,9.353632,11.595100,88.918000,0.000000,8.809551,6.302353,0.000000,119.522827,0.000000,487.462877,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,402.064000,0.000000,25.265663,11.737176,0.000000,0.758055,8.576721,20.30,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,7.676136,21.051336,0.000000,0.000000,11.701222,0.000000,0.000000,9.353632,11.595100,88.918000,0.000000,8.809551,0.000000,0.000000,119.522827,0.000000,497.127877,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,460.054000,0.000000,25.265663,17.072256,0.000000,0.758055,8.576721,29.96,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,7.676136,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,9.353632,11.595100,88.918000,0.000000,8.809551,0.000000,0.000000,119.522827,0.000000,477.797877,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,460.054000,0.000000,25.265663,17.072256,0.000000,0.758055,8.576721,39.63,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,7.676136,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,8.809551,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,460.054000,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,48.32,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,7.676136,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,460.054000,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,53.16,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,7.676136,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,38.746018,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,487.341787,0.000000,25.265663,17.072256,0.000000,0.758055,8.576721,58.96,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,7.676136,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,38.746018,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,558.637000,0.000000,25.265663,14.938224,0.000000,0.758055,8.576721,65.72,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,38.746018,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,540.273500,0.000000,25.265663,14.938224,0.000000,0.758055,8.576721,64.76,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,38.746018,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,525.776000,0.000000,25.265663,14.938224,0.000000,0.758055,8.576721,67.66,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,23.922499,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,38.746018,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,525.776000,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,70.55,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,23.922499,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,38.746018,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,525.776000,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,71.52,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,0.000000,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,38.746018,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,438.999245,0.000000,25.265663,14.938224,0.000000,0.758055,8.576721,71.52,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,11.595100,88.918000,0.000000,0.000000,0.000000,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,7.732000,38.746018,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,405.930000,0.000000,25.265663,14.938224,0.000000,0.758055,8.576721,71.52,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

