Block,Time,DADRI_RF,AURY_GF,TANAKPUR,NJPC,ANTA_LF,DADRI_GF,URI2,KISHANGANGA,TEHRI,CHAMERA3,CHAMERA2,RIHAND1,ANTA_RF,DHAULIGNGA,BSIUL,RAPPB,RIHAND3,ANTA_GF,DADRT2,RIHAND2,ANTA_CRF,UNCHAHAR2,AURY_LF,UNCHAHAR1,SALAL,SEWA2,UNCHAHAR4,DADRI_LF,NAPP,PARBATI3,SINGRAULI,DULHASTI,DADRI_CRF,KOLDAM,AURY_CRF,AURY_RF,UNCHAHAR3,CHAMERA1,JHAJJAR,TANDA2,RAPPC,URI,RAMPUR,SINGRAULI_HYDRO,KOTESHWR,KUDGI,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,602.627248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,99.481221,31.853621,0.000000,0.000000,0.000000,0.000000,15.926138,0.000000,568.524392,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,29.00,40.477020,95.045610,9.945285,19.330005,11.549675,330.543000,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,554.302248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,568.524392,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,29.00,40.477020,95.045610,9.945285,19.330005,11.549675,330.543000,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,15.601630,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,505.977248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,29.00,40.477020,95.045610,9.945285,19.330005,11.549675,330.543000,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,30.828820,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,505.977248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,568.524392,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,29.00,40.477020,95.045610,9.945285,18.901434,11.549675,330.543000,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,30.828820,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,505.977248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,568.524392,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,29.00,40.477020,95.045610,9.945285,19.104621,11.549675,330.543000,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,30.828820,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,505.977248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,29.00,40.477020,95.045610,9.945285,16.857749,11.549675,330.543000,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,30.828820,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,505.977248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,29.00,40.477020,95.045610,9.945285,15.895279,11.549675,330.543000,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,30.828820,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,505.977248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,29.00,40.477020,95.045610,9.945285,15.466607,11.549675,330.543000,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,13.001358,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,457.652248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,29.00,39.883879,95.045610,9.945285,13.999092,11.377251,330.543000,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,457.652248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,39.883879,95.045610,9.945285,13.947942,11.377251,330.543000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,32.364509,95.045610,9.945285,14.513620,8.410096,330.543000,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,66.261307,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,32.364509,95.045610,9.945285,16.723870,8.410096,330.543000,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,64.576698,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,32.364509,95.045610,9.945285,16.829903,8.410096,330.543000,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,64.576698,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,621.681892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,32.364509,95.045610,9.945285,16.216809,8.410096,330.543000,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,568.524392,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,32.364509,95.045610,8.524530,18.828794,8.410096,330.543000,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,0.000000,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,520.199392,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,32.364509,95.045610,8.524530,17.455610,8.410096,330.543000,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,12.625776,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,428.381892,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,29.333275,95.045610,8.524530,19.330005,8.410096,330.543000,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,12.625776,88.918000,0.000000,1.276746,6.302353,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,507.761299,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,29.333275,95.045610,8.524530,19.330005,8.410096,330.543000,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,12.625776,88.918000,0.000000,1.276746,0.000000,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,625.059809,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,4.83,29.333275,95.045610,8.524530,19.330005,8.410096,330.543000,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,8.418988,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,12.625776,88.918000,0.000000,1.276746,0.000000,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,625.059809,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,4.83,29.333275,95.045610,8.524530,19.330005,8.410096,330.543000,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,7.676136,21.051336,0.000000,0.000000,9.100951,0.000000,0.000000,0.000000,12.625776,88.918000,0.000000,1.276746,0.000000,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,625.059809,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,4.83,29.333275,95.045610,8.524530,19.330005,8.410096,330.543000,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,7.676136,41.187398,0.000000,0.000000,9.100951,0.000000,15.039706,0.000000,12.625776,88.918000,0.000000,1.276746,0.000000,0.000000,119.522827,0.000000,438.322248,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,0.000000,625.059809,0.000000,25.265663,8.536128,0.000000,0.758055,8.576721,31.89,29.333275,95.045610,8.524530,19.330005,8.410096,330.543000,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,7.676136,64.069285,0.000000,0.000000,9.100951,0.000000,30.079413,9.353632,12.625776,88.918000,0.000000,8.809551,0.000000,0.000000,119.522827,0.000000,447.938922,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,3.075886,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,8.398885,625.059809,0.000000,25.265663,10.670160,0.000000,0.758055,8.576721,32.86,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,7.676136,86.951172,0.000000,0.000000,9.100951,0.000000,45.119120,18.707265,12.625776,88.918000,0.000000,17.619102,0.000000,0.000000,119.522827,0.000000,466.621368,56.627235,0.000000,17.513850,0.000000,10.706404,61.769015,15.274612,0.000000,0.000000,39.224436,6.151772,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,15.177046,8.398885,625.059809,0.000000,25.265663,10.670160,0.000000,0.758055,8.576721,33.83,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,6.809476,109.833060,0.000000,0.000000,9.100951,0.000000,60.158826,18.707265,38.186531,88.918000,0.000000,26.428653,3.189450,0.000000,119.522827,0.000000,553.880394,56.627235,0.000000,17.513850,0.000000,10.706404,51.661358,15.274612,0.000000,0.000000,39.224436,31.605346,100.032750,47.780431,0.000000,0.000000,0.000000,0.000000,15.177046,27.105492,625.059809,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,37.69,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,6.809476,135.643829,0.000000,0.000000,9.100951,0.000000,60.158826,28.089204,38.186531,88.918000,0.000000,35.319915,18.907060,0.000000,119.522827,0.000000,602.627248,56.627235,0.000000,17.513850,0.000000,10.706404,51.661358,15.274612,0.000000,0.000000,39.224436,31.605346,100.032750,47.780431,0.000000,0.000000,0.000000,0.000000,15.177046,40.696416,625.059809,0.000000,25.265663,36.278544,0.000000,0.758055,25.730163,43.49,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,6.809476,135.643829,0.000000,0.000000,9.100951,0.000000,60.158826,28.089204,38.186531,88.918000,0.000000,35.319915,18.907060,0.000000,119.522827,0.000000,621.957248,56.627235,0.000000,17.513850,0.000000,10.706404,51.661358,15.274612,0.000000,0.000000,39.224436,31.605346,100.032750,47.780431,0.000000,0.000000,0.000000,0.000000,15.177046,40.696416,625.059809,0.000000,25.265663,12.804192,0.000000,0.758055,25.730163,41.56,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,6.809476,135.643829,0.000000,0.000000,9.100951,0.000000,60.158826,28.089204,38.186531,88.918000,0.000000,35.319915,18.907060,0.000000,119.522827,0.000000,641.287248,56.627235,0.000000,17.513850,0.000000,10.706404,51.661358,15.274612,0.000000,0.000000,39.224436,31.605346,100.032750,47.780431,0.000000,0.000000,0.000000,0.000000,15.177046,40.696416,625.059809,0.000000,25.265663,10.670160,0.000000,0.758055,25.730163,43.49,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,6.809476,135.643829,0.000000,0.000000,11.701222,0.000000,60.158826,28.089204,38.186531,88.918000,0.000000,35.319915,18.907060,0.000000,119.522827,0.000000,592.962248,56.627235,0.000000,17.513850,0.000000,10.706404,51.661358,15.274612,0.000000,0.000000,39.224436,31.605346,100.032750,47.780431,0.000000,0.000000,0.000000,0.000000,15.177046,40.696416,625.059809,0.000000,25.265663,10.670160,0.000000,0.758055,25.730163,4.83,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,6.809476,109.833060,0.000000,0.000000,30.828820,0.000000,45.119120,18.707265,38.186531,88.918000,0.000000,17.619102,6.302353,0.000000,119.522827,0.000000,592.962248,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,31.605346,100.032750,47.780431,0.000000,0.000000,0.000000,0.000000,11.598000,19.851910,534.696892,0.000000,25.265663,10.670160,0.000000,0.758055,8.576721,5.00,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,6.809476,90.429219,0.000000,0.000000,30.828820,0.000000,30.079413,18.707265,25.380387,88.918000,0.000000,8.809551,6.302353,0.000000,119.522827,0.000000,592.962248,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,3.691064,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,8.398885,440.946392,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,4.83,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,6.809476,60.225128,0.000000,0.000000,30.828820,0.000000,16.013938,9.353632,25.380387,88.918000,0.000000,8.809551,6.302353,0.000000,119.522827,0.000000,592.962248,56.627235,0.000000,17.513850,0.000000,7.732000,51.661358,15.274612,0.000000,0.000000,39.224436,0.000000,100.032750,31.853621,0.000000,0.000000,0.000000,0.000000,11.598000,0.000000,336.342000,0.000000,25.265663,36.278544,0.000000,0.758055,8.576721,4.83,29.333275,95.045610,8.524530,19.330005,11.549675,330.543000,0,0,0,0,0

