Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/22052037/LT-59,NR/01042024/30042024/PTC/OA/32001,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/04042024/30042024/SJVN040424NR1694,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16
1,00:00-00:15,0.000000,2.300000,0.000000,30.800000,3.260000,0.000000,16.050000,272.120000,0.000000,8.270000,2.320000,40.900000,28.870000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,16.74,6.01,0,0,0,0,45.33,0,0,0,18.06,0,45.33,0,0,0,50.2,0,0,0,16.73,0

2,00:15-00:30,0.000000,2.300000,0.000000,30.800000,3.260000,0.000000,16.050000,272.120000,0.000000,8.270000,2.320000,40.900000,28.870000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,17.15,6.01,0,0,0,0,45.33,0,0,0,17.73,0,45.33,0,0,0,51.45,0,0,0,17.15,0

3,00:30-00:45,0.000000,2.300000,0.000000,30.800000,3.260000,0.000000,16.050000,272.120000,0.000000,8.270000,2.320000,40.900000,28.870000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,17.4,6.01,0,0,0,0,45,0,0,0,17.4,0,45,0,0,0,52.2,0,0,0,17.4,0

4,00:45-01:00,0.000000,2.300000,0.000000,30.800000,3.260000,0.000000,16.050000,272.120000,0.000000,8.270000,2.320000,40.900000,28.870000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,17.86,6.01,0,0,0,0,45.67,0,0,0,16.73,0,45.67,0,0,0,53.6,0,0,0,17.87,0

5,01:00-01:15,0.000000,2.300000,0.000000,30.800000,3.260000,0.000000,16.050000,272.120000,0.000000,8.270000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,18.1,6.01,0,0,0,0,39.8,0,0,0,14.66,0,39.8,0,0,0,54.3,0,0,0,18.1,0

6,01:15-01:30,0.000000,2.300000,0.000000,30.800000,3.260000,0.000000,16.050000,272.120000,0.000000,8.270000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,18.29,6.01,0,0,0,0,39.6,0,0,0,14.34,0,39.6,0,0,0,54.85,0,0,0,18.28,0

7,01:30-01:45,0.000000,2.300000,0.000000,12.890000,12.890000,0.000000,16.050000,272.120000,0.000000,8.270000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,18.44,6.01,0,0,0,0,38.7,0,0,0,14,0,38.7,0,0,0,55.3,0,0,0,18.43,0

8,01:45-02:00,0.000000,2.300000,0.000000,12.890000,12.890000,0.000000,16.050000,272.120000,0.000000,8.270000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,18.44,6.01,0,0,0,0,37.23,0,0,0,13.66,0,37.23,0,0,0,55.3,0,0,0,18.43,0

9,02:00-02:15,0.000000,2.300000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.180000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,17.94,6.01,0,0,0,0,36.2,0,0,0,13.34,0,36.2,0,0,0,53.8,0,0,0,17.93,0

10,02:15-02:30,0.000000,2.300000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.180000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,17.66,6.01,0,0,0,0,35.33,0,0,0,13,0,35.33,0,0,0,53,0,0,0,17.67,0

11,02:30-02:45,0.000000,2.300000,0.000000,21.850000,25.630000,0.000000,16.050000,272.120000,0.000000,8.180000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,17.49,6.01,0,0,0,0,34.97,0,0,0,13,0,34.97,0,0,0,52.45,0,0,0,17.48,0

12,02:45-03:00,0.000000,2.300000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.180000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,47.160000,86.810000,17.39,6.01,0,0,0,0,34.83,0,0,0,12.66,0,34.83,0,0,0,52.15,0,0,0,17.38,0

13,03:00-03:15,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.080000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,33.010000,67.880000,17.16,6.01,0,0,0,0,34.67,0,0,0,12,0,34.67,0,0,0,51.5,0,0,0,17.17,0

14,03:15-03:30,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.080000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,47.160000,86.810000,16.74,6.01,0,0,0,0,34.33,0,0,0,11.34,0,34.33,0,0,0,50.2,0,0,0,16.73,0

15,03:30-03:45,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.080000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,16.24,6.01,0,0,0,0,34,0,0,0,11,0,34,0,0,0,48.7,0,0,0,16.23,0

16,03:45-04:00,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.080000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.850000,57.720000,86.810000,15.75,6.01,0,0,0,0,33.67,0,0,0,11,0,33.67,0,0,0,47.25,0,0,0,15.75,0

17,04:00-04:15,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.000000,2.400000,40.900000,27.910000,0.000000,261.290000,100.260000,1.760000,57.720000,86.810000,15.39,6.01,0,0,0,0,33,0,0,0,12.34,0,33,0,0,0,46.15,0,0,0,15.38,0

18,04:15-04:30,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.000000,2.400000,40.900000,27.910000,0.000000,261.290000,100.260000,1.760000,57.720000,86.810000,15.31,6.01,0,0,0,0,33,0,0,0,13,0,33,0,0,0,45.95,0,0,0,15.32,0

19,04:30-04:45,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.000000,2.400000,40.900000,27.910000,0.000000,261.290000,100.260000,1.760000,53.470000,86.810000,17.5,6.01,0,0,0,0,32.33,0,0,0,13.34,0,32.33,0,0,0,52.5,0,0,0,17.5,0

20,04:45-05:00,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,8.000000,2.400000,40.900000,27.910000,0.000000,261.290000,100.260000,1.760000,33.010000,67.880000,17.34,6.01,0,0,0,0,32,0,0,0,13.66,0,32,0,0,0,52,0,0,0,17.33,0

21,05:00-05:15,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,7.900000,2.400000,40.900000,26.950000,0.000000,261.290000,100.260000,1.760000,37.250000,67.880000,20,6.01,0,0,0,0,45,0,0,0,16,0,45,0,0,0,60,0,0,0,20,0

22,05:15-05:30,0.000000,2.220000,0.000000,25.630000,25.630000,0.000000,16.050000,272.120000,0.000000,7.900000,2.400000,40.900000,26.950000,0.000000,261.290000,100.260000,1.760000,41.500000,86.810000,19.66,6.01,0,0,0,0,44.67,0,0,0,15.34,0,44.67,0,0,0,59,0,0,0,19.67,0

23,05:30-05:45,0.000000,2.220000,0.000000,21.850000,21.850000,0.000000,16.050000,272.120000,0.000000,7.900000,2.400000,40.900000,26.950000,0.000000,261.290000,100.260000,1.760000,45.740000,86.810000,19.16,6.01,0,0,0,0,44,0,0,0,14.34,0,44,0,0,0,57.5,0,0,0,19.17,0

24,05:45-06:00,0.000000,2.220000,0.000000,12.890000,30.800000,0.000000,16.050000,272.120000,0.000000,7.900000,2.400000,40.900000,26.950000,0.000000,261.290000,100.260000,1.760000,57.720000,86.810000,18.66,6.01,0,0,0,0,43.33,0,0,0,13.66,0,43.33,0,0,0,56,0,0,0,18.67,0

25,06:00-06:15,0.000000,2.150000,0.000000,12.890000,30.800000,0.000000,16.050000,272.120000,0.000000,7.810000,2.400000,40.900000,26.950000,0.000000,261.290000,100.260000,1.760000,57.720000,86.810000,18.34,6.01,0,0,0,0,38.33,0.262953,0,0,11.34,0,38.33,0,0,0,55,0,0,1.79,18.33,0

26,06:15-06:30,0.000000,2.150000,0.000000,12.890000,30.800000,0.000000,16.050000,272.120000,0.000000,7.810000,2.400000,40.900000,26.950000,0.000000,261.290000,100.260000,1.760000,57.720000,86.810000,17.5,6.01,0,0,2,1,37.33,2.551618,2.04,0,10.66,0,37.33,0,0,0,52.5,0,0,11.21,17.5,0

27,06:30-06:45,0.000000,2.150000,0.000000,12.890000,30.800000,0.000000,16.050000,272.120000,0.000000,7.810000,2.400000,40.900000,25.980000,0.000000,261.290000,100.260000,1.760000,57.720000,86.810000,17,6.01,0,0,5,1,36.67,6.583564,5.85,0.83,10.34,0.5,36.67,0,0,1,51,0.17,1.83,22.85,17,0

28,06:45-07:00,0.210000,2.150000,0.220000,12.890000,30.800000,0.210000,16.050000,272.120000,0.000000,7.810000,2.400000,40.900000,25.980000,0.000000,261.290000,100.260000,1.760000,57.720000,86.810000,15.84,6.01,0,0,10,7,35,10.829768,13.04,5.98,9.34,1,35,0,0,3,47.5,1.19,3.3,25.86,15.83,0

29,07:00-07:15,0.800000,2.150000,0.830000,24.760000,30.800000,0.800000,16.050000,272.120000,0.000000,7.720000,2.400000,40.900000,25.020000,0.000000,261.290000,100.260000,1.760000,57.720000,86.810000,10.84,6.01,0,2,18,14,33.33,15.426576,22.31,13.9,8.66,3.5,33.33,1,0,6,32.5,2.78,4.96,33,10.83,0

30,07:15-07:30,1.520000,2.150000,1.560000,24.760000,30.800000,1.520000,16.050000,230.980000,0.000000,7.720000,2.400000,40.900000,25.020000,0.000000,224.770000,100.260000,1.760000,53.470000,67.880000,10,6.01,0,6,29.17,21,33,20.958328,29.16,24.54,8,6,33,3,0,9,30,4.91,9.58,29.17,10,0

31,07:30-07:45,2.410000,2.150000,2.470000,24.760000,30.800000,2.410000,16.050000,250.220000,0.000000,7.720000,2.400000,40.900000,25.020000,0.000000,234.390000,100.260000,1.760000,49.230000,67.880000,13.34,6.01,0,15,30.67,32,28.33,28.457358,30.66,39.07,7.34,9.34,28.33,8,0,13,40,7.81,15.45,30.67,13.33,0

32,07:45:08:00,3.470000,2.150000,3.550000,24.760000,30.800000,3.470000,16.050000,272.120000,0.000000,7.720000,2.400000,40.900000,25.020000,0.000000,261.290000,100.260000,1.760000,44.980000,86.810000,13,6.01,0,25,30.67,46,27.67,35.498655,30.66,56.2,7.34,13.35,27.67,12,0,19,39,11.24,22.25,30.67,13,0

33,08:00-08:15,4.660000,2.150000,4.780000,24.760000,30.800000,4.660000,16.050000,272.120000,0.000000,7.720000,2.400000,40.900000,25.020000,0.000000,261.290000,100.260000,1.760000,40.740000,86.810000,14.5,6.01,0,31,30.67,67,32.67,42.94899,30.66,69.89,11,18.35,32.67,16,0,28,43.5,13.98,32.21,30.67,14.5,0

34,08:15-08:30,5.900000,2.150000,6.050000,24.760000,30.800000,5.900000,16.050000,272.120000,0.000000,7.720000,2.400000,40.900000,25.020000,0.000000,261.290000,100.260000,1.760000,36.490000,86.810000,14.16,6.01,0,40,30.67,84,31.67,50.603844,30.66,93.54,10.66,22.52,31.67,20,0,36,42.5,18.71,40.36,30.67,14.17,0

35,08:30-08:45,7.150000,2.150000,7.320000,24.760000,30.800000,7.150000,16.050000,272.120000,0.000000,7.720000,2.400000,40.900000,25.980000,0.000000,261.290000,100.260000,1.760000,35.080000,86.810000,14.16,6.01,0,49,31.67,102,28.33,57.304276,31.66,117.09,11.34,26.13,28.33,24,0,43,42.5,23.42,48.05,31.67,14.17,0

36,08:45:09:00,8.360000,2.150000,8.570000,24.760000,30.800000,8.360000,16.050000,272.120000,0.000000,7.720000,2.400000,40.900000,25.980000,0.000000,261.290000,100.260000,1.760000,35.080000,86.810000,14,6.01,0,57,31.67,119,28,63.069764,31.66,137.7,11.34,29.44,28,28,0,51,42,27.54,55.38,31.67,14,0

37,09:00:09:15,9.520000,2.220000,9.760000,24.760000,30.800000,9.520000,16.050000,272.120000,0.000000,7.720000,1.930000,40.900000,25.980000,0.000000,201.010000,100.260000,1.760000,35.080000,67.930000,10.84,6.01,0,65,31.67,137,23.67,82.469852,31.66,154.55,11,32.52,23.67,33,53.19,58,32.5,30.91,62.28,31.67,10.83,0

38,09:15-09:30,10.630000,2.220000,10.900000,24.760000,30.800000,10.630000,16.050000,272.120000,0.000000,7.720000,1.930000,40.900000,25.980000,0.000000,201.010000,100.260000,1.760000,35.080000,67.930000,10.66,6.01,0,70,31.67,151,23,88.91707,31.66,174.03,10.66,35.21,23,35,53.19,64,32,34.8,68.72,31.67,10.67,0

39,09:30-09:45,11.660000,2.220000,11.950000,24.760000,30.800000,11.660000,16.050000,272.120000,0.000000,7.720000,2.240000,40.900000,25.980000,0.000000,201.010000,100.260000,1.760000,35.080000,67.930000,10.5,5.01,0,77,31.67,165,19.33,95.042901,31.66,191.8,8,37.84,19.33,38,53.19,70,31.5,38.36,74.7,31.67,10.5,0

40,09:45-10:00,12.590000,2.220000,12.900000,24.760000,30.800000,12.590000,16.050000,272.120000,0.000000,7.720000,2.240000,40.900000,25.980000,0.000000,201.010000,100.260000,1.760000,35.080000,67.930000,10.34,5.01,0,83,32,175,18.67,100.584392,32,206.53,7.66,40.04,18.67,42,53.19,75,31,41.3,80.01,32,10.33,0

41,10:00-10:15,13.430000,0.000000,13.760000,24.760000,30.800000,13.430000,16.050000,272.120000,0.000000,7.620000,2.240000,40.900000,25.980000,0.000000,201.010000,100.260000,1.710000,35.080000,67.930000,10.16,5.01,0,89,32,184,18.33,103.584004,32,213.11,7.66,41.96,18.33,45,53.19,79,30.5,42.62,84.62,32,10.17,0

42,10:15-10:30,14.170000,0.000000,14.530000,24.760000,30.800000,14.170000,16.050000,272.120000,0.000000,7.620000,2.240000,40.900000,25.980000,0.000000,201.010000,100.260000,1.710000,35.080000,67.930000,10.16,5.01,0,92,32,189,18,105.921364,32,226.01,7.66,43.8,18,46,53.19,81,30.5,45.2,88.8,32,10.17,0

